School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 30 HERNANDEZ/HUGHES,NYC GEOG DIST # 5 - MANHATTAN ,"$12,562.84","$4,639.35","$9,530.89",$36.94,"$26,770.03",$991.62,$549.41,$0.00,"$1,541.03","$2,039.65","$1,130.07","$2,002.92","$5,172.64","$33,483.71","$41,185.79","$31,847.87",$681.44,$363.40,$48.09,$0.00,$542.90,$0.00,"$1,635.84","$41,185.79","$42,698.77","$21,514.32","$4,485.44","$1,315.73",$0.00,"$31,246.83"
PS 36 MARGARET DOUGLAS,NYC GEOG DIST # 5 - MANHATTAN ,"$10,115.01","$4,429.80","$8,058.57",$0.00,"$22,603.38",$854.77,$473.59,$0.00,"$1,328.36",$554.82,$307.39,$788.14,"$1,650.35","$25,582.10","$33,284.18","$24,420.64",$656.26,$224.10,$11.26,$0.00,$269.83,$0.00,"$1,161.46","$33,284.18","$28,070.92","$17,943.70","$1,327.50",$465.29,$0.00,"$20,494.72"
PS 46 ARTHUR TAPPAN,NYC GEOG DIST # 5 - MANHATTAN ,"$7,025.30","$2,511.31","$5,283.76",$30.76,"$14,851.13",$666.57,$369.32,$0.00,"$1,035.89",$791.12,$438.32,"$1,832.96","$3,062.40","$18,949.42","$26,651.50","$16,849.98","$1,004.35",$156.00,$12.17,$0.00,$305.78,$621.15,"$2,099.44","$26,651.50","$18,130.96","$5,182.59","$1,753.09","$1,106.90",$0.00,"$13,612.54"
PS 92 MARY MCLEOD BETHUNE,NYC GEOG DIST # 5 - MANHATTAN ,"$8,270.48","$4,206.76","$6,913.02",$0.00,"$19,390.27","$1,819.89","$1,008.31",$0.00,"$2,828.20",$770.55,$426.92,$746.32,"$1,943.79","$24,162.26","$31,864.34","$22,767.31",$527.50,$166.69,$0.00,$0.00,$700.75,$0.00,"$1,394.95","$31,864.34","$21,740.82","$9,311.68",$967.37,$0.00,$0.00,"$10,026.21"
TEACHERS COLLEGE COMMUNITY SCHOOL,NYC GEOG DIST # 5 - MANHATTAN ,"$6,392.14","$1,809.17","$4,543.94",$130.32,"$12,875.57",$899.17,$498.18,$0.00,"$1,397.35",$0.00,$0.00,$396.02,$396.02,"$14,668.95","$22,371.03","$14,383.54",$22.90,$0.00,$5.90,$0.00,$256.60,$0.00,$285.41,"$22,371.03","$16,920.59","$5,045.00",$0.00,$0.00,$0.00,"$11,203.06"
THURGOOD MARSHALL ACAD FOR LEARNING,NYC GEOG DIST # 5 - MANHATTAN ,"$6,754.97","$1,298.02","$4,461.77",$56.24,"$12,571.00",$581.69,$322.28,$0.00,$903.97,$382.42,$211.88,$442.55,"$1,036.85","$14,511.83","$22,213.90","$13,657.68",$542.71,$0.00,$0.00,$39.44,$123.29,$148.70,$854.15,"$22,213.90","$12,119.58",$0.00,$594.30,$0.00,$0.00,$0.00
THURGOOD MARSHALL ACADEMY LOWER SCH,NYC GEOG DIST # 5 - MANHATTAN ,"$5,916.50","$2,515.95","$4,672.00",$14.13,"$13,118.59","$1,445.16",$800.69,$0.00,"$2,245.85",$513.55,$284.54,$660.60,"$1,458.69","$16,823.14","$24,525.22","$15,866.93",$645.17,$168.90,$0.00,$0.00,$142.13,$0.00,$956.20,"$24,525.22","$13,094.45","$8,006.50",$798.09,$0.00,$0.00,$0.00
URBAN ASSEMBLY ACAD FUTURE LEADERS,NYC GEOG DIST # 5 - MANHATTAN ,"$9,156.44","$6,857.75","$8,872.67",$237.30,"$25,124.16","$2,521.59","$1,397.09",$0.00,"$3,918.67","$1,713.57",$949.40,"$1,681.03","$4,344.01","$33,386.85","$41,088.93","$30,838.65","$1,351.76",$0.00,$0.00,$596.85,$464.83,$134.75,"$2,548.19","$41,088.93","$23,288.45","$22,510.55","$2,662.98",$0.00,$0.00,$0.00
URBAN ASSEMBLY FOR THE PERFORM ARTS,NYC GEOG DIST # 5 - MANHATTAN ,"$5,543.34","$1,554.33","$3,932.47",$59.90,"$11,090.04","$1,128.17",$625.07,$0.00,"$1,753.24",$841.16,$466.05,$924.49,"$2,231.70","$15,074.98","$22,777.05","$14,242.38",$619.91,$0.00,$0.00,$0.00,$0.00,$212.68,$832.59,"$22,777.05","$12,984.28","$7,608.77","$1,307.21",$0.00,$0.00,$0.00
URBAN ASSEMBLY-GLOBAL COMMERCE,NYC GEOG DIST # 5 - MANHATTAN ,"$6,284.23","$2,176.96","$4,687.94",$21.34,"$13,170.49","$1,092.11",$605.08,$0.00,"$1,697.19",$691.83,$383.31,"$1,032.43","$2,107.58","$16,975.27","$24,677.34","$16,036.00",$530.75,$0.00,$0.00,$239.40,$32.26,$136.86,$939.26,"$24,677.34","$11,193.21","$9,649.57","$1,075.15",$0.00,$0.00,$0.00
