School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
BRONX STUDIO SCHOOL-WRITERS-ARTISTS,NYC GEOG DIST # 8 - BRONX ,"$6,683.59","$1,503.56","$4,536.10",$411.13,"$13,134.39",$878.34,$486.64,$0.00,"$1,364.98","$1,276.43",$707.20,"$1,250.45","$3,234.08","$17,733.45","$25,435.53","$16,261.29","$1,083.30",$0.00,$9.48,$45.42,$274.65,$59.30,"$1,472.16","$25,435.53","$15,773.10","$6,416.17","$2,505.66","$1,974.89",$0.00,$0.00
DR EMMETT W BASSETT SCHOOL (THE),NYC GEOG DIST # 8 - BRONX ,"$6,502.81","$2,369.67","$4,915.81",$97.27,"$13,885.56",$587.87,$325.71,$0.00,$913.58,$525.43,$291.11,$668.11,"$1,484.64","$16,283.78","$23,985.85","$14,794.67",$853.37,$247.96,$41.29,$7.42,$333.83,$5.24,"$1,489.10","$23,985.85","$18,287.44","$6,259.71",$816.54,$0.00,$0.00,"$15,794.39"
GOTHAM COLLABORATIVE HIGH SCHOOL,NYC GEOG DIST # 8 - BRONX ,"$8,236.00","$2,669.18","$6,042.02",$83.17,"$17,030.36","$1,263.36",$699.96,$0.00,"$1,963.32","$1,266.92",$701.94,"$1,032.82","$3,001.68","$21,995.37","$29,697.44","$18,921.77","$1,249.34",$0.00,$34.22,$233.73,$501.55,"$1,054.77","$3,073.60","$29,697.44","$20,105.86","$9,770.33","$1,968.86",$0.00,$0.00,$0.00
HERBERT H LEHMAN HIGH SCHOOL,NYC GEOG DIST # 8 - BRONX ,"$6,847.62","$2,240.11","$5,035.06",$107.00,"$14,229.79","$1,114.62",$617.55,$0.00,"$1,732.17","$1,344.41",$744.87,"$2,714.12","$4,803.40","$20,765.37","$28,467.44","$19,223.28",$865.30,$0.00,$6.33,$0.00,$549.69,$120.76,"$1,542.08","$28,467.44","$14,798.32","$7,346.98","$2,686.41","$3,787.40",$0.00,$0.00
HUNTS POINT SCHOOL (THE),NYC GEOG DIST # 8 - BRONX ,"$6,477.58","$3,854.85","$5,724.69",$531.17,"$16,588.30","$2,088.16","$1,156.95",$0.00,"$3,245.12",$883.56,$489.54,"$3,378.25","$4,751.35","$24,584.77","$32,286.85","$22,535.23","$1,208.79",$0.00,$0.00,$24.10,$811.14,$5.51,"$2,049.54","$32,286.85","$18,755.66","$10,956.96","$2,825.50","$3,847.77",$0.00,$0.00
JHS 123 JAMES M KIERNAN,NYC GEOG DIST # 8 - BRONX ,"$7,445.85","$3,180.80","$5,887.71",$339.71,"$16,854.07","$1,156.84",$640.95,$0.00,"$1,797.78",$802.84,$444.81,"$2,331.92","$3,579.57","$22,231.43","$29,933.51","$19,203.50","$1,042.45",$0.00,$42.59,$14.29,$564.12,"$1,364.47","$3,027.93","$29,933.51","$18,849.48","$4,779.72","$2,335.52","$3,106.78",$0.00,$0.00
JHS 131 ALBERT EINSTEIN,NYC GEOG DIST # 8 - BRONX ,"$7,387.24","$1,601.14","$4,980.02",$166.99,"$14,135.40","$1,231.71",$682.43,$0.00,"$1,914.14","$1,047.98",$580.63,$976.53,"$2,605.14","$18,654.68","$26,356.76","$17,528.11",$912.34,$0.00,$25.92,$12.58,$103.47,$72.26,"$1,126.57","$26,356.76","$15,714.97","$7,456.21","$2,092.69","$1,269.65",$0.00,$0.00
LONGWOOD ACADEMY FOR DISCOVERY,NYC GEOG DIST # 8 - BRONX ,"$7,031.06","$2,498.83","$5,280.04",$106.28,"$14,916.21",$859.04,$475.95,$0.00,"$1,334.99",$638.64,$353.84,$857.04,"$1,849.52","$18,100.72","$25,802.79","$16,549.19",$975.33,$121.07,$38.15,$34.87,$382.11,$0.00,"$1,551.53","$25,802.79","$14,904.80","$8,508.86",$992.48,$0.00,$0.00,"$14,420.67"
LONGWOOD PREPARATORY ACADEMY,NYC GEOG DIST # 8 - BRONX ,"$7,825.07","$2,923.69","$5,955.36",$453.30,"$17,157.43","$1,222.24",$677.18,$0.00,"$1,899.42",$963.81,$534.00,"$3,520.07","$5,017.88","$24,074.74","$31,776.81","$21,931.57","$1,185.36",$0.00,$35.93,$17.44,$557.30,$347.12,"$2,143.17","$31,776.81","$11,983.72","$5,502.43","$2,316.61","$3,866.36",$0.00,$0.00
MILLENIUM ART ACADEMY,NYC GEOG DIST # 8 - BRONX ,"$7,643.94","$2,198.25","$5,453.08",$207.85,"$15,503.12","$1,075.60",$595.93,$0.00,"$1,671.53",$781.75,$433.13,"$1,537.92","$2,752.80","$19,927.46","$27,629.53","$18,905.68",$898.19,$0.00,$20.43,$14.34,$15.92,$72.88,"$1,021.78","$27,629.53","$24,622.07","$3,881.23","$1,214.88",$0.00,$0.00,$0.00
MOTT HALL COMMUNITY SCHOOL,NYC GEOG DIST # 8 - BRONX ,"$6,456.56","$1,942.55","$4,653.54",$259.79,"$13,312.45","$1,257.30",$696.61,$0.00,"$1,953.91",$957.17,$530.32,"$1,473.63","$2,961.13","$18,227.49","$25,929.57","$17,414.11",$777.53,$0.00,$21.10,$14.75,$0.00,$0.00,$813.38,"$25,929.57","$16,386.35","$3,221.03","$2,376.82","$1,383.40",$0.00,$0.00
MS 101 EDWARD R BYRNE,NYC GEOG DIST # 8 - BRONX,"$6,784.06","$1,793.78","$4,752.56",$115.10,"$13,445.49",$718.18,$397.91,$0.00,"$1,116.08",$203.77,$112.90,$706.26,"$1,022.93","$15,584.51","$23,286.59","$14,607.25",$631.55,$0.00,$0.00,$11.05,$110.55,$224.10,$977.26,"$23,286.59","$15,401.54","$39,999.43",$316.66,$0.00,$0.00,$0.00
MS 301 PAUL L DUNBAR,NYC GEOG DIST # 8 - BRONX ,"$7,428.86","$2,975.17","$5,764.36",$601.35,"$16,769.74","$1,954.91","$1,083.12",$0.00,"$3,038.02",$837.30,$463.91,"$2,966.95","$4,268.17","$24,075.93","$31,778.01","$22,493.02","$1,107.92",$0.00,$69.45,$24.23,$0.00,$381.30,"$1,582.91","$31,778.01","$20,641.26","$2,680.48","$2,732.12","$3,551.07",$0.00,$0.00
MS 302 LUISA DESSUS CRUZ,NYC GEOG DIST # 8 - BRONX ,"$6,037.51","$2,897.08","$4,950.22",$297.32,"$14,182.13","$1,247.35",$691.10,$0.00,"$1,938.45",$648.35,$359.22,"$1,544.86","$2,552.43","$18,673.01","$26,375.09","$16,772.29","$1,035.66",$0.00,$49.58,$69.85,$462.11,$283.52,"$1,900.73","$26,375.09","$17,526.37","$2,917.32","$1,003.37",$0.00,$0.00,$0.00
PELHAM LAB HIGH SCHOOL,NYC GEOG DIST # 8 - BRONX ,"$6,610.11","$1,348.45","$4,409.45",$6.63,"$12,374.64",$919.26,$509.32,$0.00,"$1,428.58",$775.01,$429.39,$998.21,"$2,202.60","$16,005.83","$23,707.91","$14,825.22",$770.99,$0.00,$21.76,$235.34,$97.92,$54.60,"$1,180.60","$23,707.91","$12,494.55","$3,655.75","$1,154.94",$0.00,$0.00,$0.00
PS 100 ISAAC CLASON,NYC GEOG DIST # 8 - BRONX ,"$7,326.00","$2,809.69","$5,615.69",$73.68,"$15,825.06",$768.59,$425.84,$0.00,"$1,194.42",$544.53,$301.70,$449.54,"$1,295.77","$18,315.26","$26,017.33","$16,590.50",$845.19,$195.01,$22.42,$264.14,$397.98,$0.00,"$1,724.75","$26,017.33","$19,455.59","$3,932.77",$846.23,$0.00,$0.00,"$15,575.54"
PS 107,NYC GEOG DIST # 8 - BRONX ,"$6,535.73","$2,820.81","$5,184.00",$201.44,"$14,741.98",$553.64,$306.74,$0.00,$860.38,$706.84,$391.63,"$1,350.99","$2,449.46","$18,051.83","$25,753.90","$16,300.06",$940.20,$198.06,$12.95,$52.14,$409.41,$139.00,"$1,751.77","$25,753.90","$15,934.77","$4,294.08",$964.51,$0.00,$0.00,"$14,312.77"
PS 130 ABRAM STEVENS HEWITT,NYC GEOG DIST # 8 - BRONX ,"$7,616.09","$3,400.91","$6,103.98",$197.04,"$17,318.03",$699.46,$387.53,$0.00,"$1,086.99",$515.53,$285.63,$763.13,"$1,564.28","$19,969.31","$27,671.38","$17,851.00","$1,021.71",$312.06,$48.21,$51.61,$682.93,$1.78,"$2,118.31","$27,671.38","$20,923.36","$14,074.06",$801.16,$0.00,$0.00,"$18,922.17"
PS 138 SAMUEL RANDALL,NYC GEOG DIST # 8 - BRONX ,"$7,258.07","$2,120.86","$5,196.40",$78.05,"$14,653.39",$729.84,$404.37,$0.00,"$1,134.21",$555.84,$307.96,$309.95,"$1,173.75","$16,961.35","$24,663.43","$15,637.02",$933.09,$163.76,$12.36,$0.38,$214.74,$0.00,"$1,324.33","$24,663.43","$18,558.36","$9,064.31",$863.80,$0.00,$0.00,"$16,265.40"
PS 14 SENATOR JOHN CALANDRA,NYC GEOG DIST # 8 - BRONX ,"$5,936.56","$2,511.28","$4,680.53",$117.88,"$13,246.24",$494.70,$274.09,$0.00,$768.79,$372.18,$206.21,$296.38,$874.78,"$14,889.81","$22,591.89","$14,006.35",$71.83,$240.44,$27.78,$10.36,$533.04,$0.00,$883.46,"$22,591.89","$21,325.99","$6,183.75",$578.39,$0.00,$0.00,$0.00
PS 140 EAGLE SCHOOL (THE),NYC GEOG DIST # 8 - BRONX ,"$7,470.44","$2,205.95","$5,361.21",$21.85,"$15,059.46",$704.81,$390.50,$0.00,"$1,095.31",$461.57,$255.73,$300.63,"$1,017.94","$17,172.71","$24,874.79","$15,642.26",$928.09,$166.17,$21.19,$30.75,$353.22,$31.01,"$1,530.45","$24,874.79","$19,183.02","$10,333.57",$717.30,$0.00,$0.00,"$20,820.57"
PS 146 EDWARD COLLINS,NYC GEOG DIST # 8 - BRONX ,"$7,520.09","$2,709.95","$5,667.96",$128.46,"$16,026.47",$772.38,$427.94,$0.00,"$1,200.32",$542.86,$300.77,$497.08,"$1,340.71","$18,567.50","$26,269.58","$16,990.95","$1,070.42",$75.04,$29.86,$16.13,$385.09,$0.00,"$1,576.55","$26,269.58","$26,488.92","$5,139.26",$843.63,$0.00,$0.00,"$16,709.09"
PS 152 EVERGREEN,NYC GEOG DIST # 8 - BRONX ,"$6,611.45","$2,572.11","$5,088.16",$56.48,"$14,328.20",$478.22,$264.96,$0.00,$743.17,$764.05,$423.32,$830.73,"$2,018.10","$17,089.48","$24,791.56","$15,432.86",$942.81,$142.17,$48.84,$32.90,$489.14,$0.76,"$1,656.62","$24,791.56","$17,136.06","$5,165.31","$1,187.37",$0.00,$0.00,$0.00
PS 182,NYC GEOG DIST # 8 - BRONX ,"$6,161.43","$1,899.92","$4,466.40",$119.96,"$12,647.71",$738.90,$409.39,$0.00,"$1,148.29",$390.56,$216.39,$840.27,"$1,447.22","$15,243.22","$22,945.29","$13,713.71",$938.28,$241.83,$23.09,$7.64,$318.67,$0.00,"$1,529.50","$22,945.29","$14,194.15","$2,469.95",$606.94,$0.00,$0.00,"$14,494.46"
PS 304 EARLY CHILDHOOD SCHOOL,NYC GEOG DIST # 8 - BRONX ,"$6,404.01","$2,612.61","$4,995.67",$78.99,"$14,091.28",$613.95,$340.16,$0.00,$954.10,$821.22,$455.00,$465.44,"$1,741.66","$16,787.04","$24,489.12","$15,328.12",$595.61,$162.06,$0.00,$9.73,$691.53,$0.00,"$1,458.92","$24,489.12","$22,511.39","$5,806.73","$1,276.21",$0.00,$0.00,"$16,496.69"
PS 36 UNIONPORT,NYC GEOG DIST # 8 - BRONX ,"$6,564.13","$2,561.52","$5,056.07",$80.41,"$14,262.12",$573.53,$317.77,$0.00,$891.30,$285.73,$158.31,$564.98,"$1,009.01","$16,162.44","$23,864.51","$14,847.22",$771.07,$172.87,$24.57,$6.42,$340.12,$0.16,"$1,315.22","$23,864.51","$20,574.77","$9,391.54",$444.03,$0.00,$0.00,"$14,762.94"
PS 48 JOSEPH R DRAKE,NYC GEOG DIST # 8 - BRONX ,"$7,114.95","$4,397.06","$6,378.24",$190.57,"$18,080.82",$667.56,$369.86,$0.00,"$1,037.43",$861.27,$477.19,$888.33,"$2,226.80","$21,345.05","$29,047.12","$18,863.33","$1,070.10",$166.43,$47.28,$41.64,$957.32,$198.94,"$2,481.71","$29,047.12","$25,596.14","$10,786.91","$1,514.75",$176.28,$0.00,"$20,083.36"
PS 583,NYC GEOG DIST # 8 - BRONX ,"$5,360.27","$2,341.24","$4,267.03",$204.79,"$12,173.33",$805.31,$446.18,$0.00,"$1,251.49",$317.71,$176.03,"$1,087.52","$1,581.26","$15,006.08","$22,708.16","$14,387.22",$552.66,$0.00,$0.00,$7.84,$0.00,$58.36,$618.86,"$22,708.16","$27,641.18","$2,552.05",$493.74,$0.00,$0.00,"$13,264.53"
PS 62 INOCENSIO CASANOVA,NYC GEOG DIST # 8 - BRONX ,"$6,842.84","$2,639.47","$5,253.68",$80.84,"$14,816.82",$692.06,$383.44,$0.00,"$1,075.50",$738.21,$409.01,"$1,089.36","$2,236.59","$18,128.91","$25,830.98","$16,337.93","$1,058.53",$143.68,$27.84,$41.05,$488.88,$30.97,"$1,790.97","$25,830.98","$17,106.81","$10,524.34","$1,147.22",$0.00,$0.00,"$14,861.43"
PS 69 JOURNEY PREP SCHOOL,NYC GEOG DIST # 8 - BRONX ,"$6,031.00","$2,173.26","$4,545.58",$201.50,"$12,951.34",$478.68,$265.21,$0.00,$743.90,$505.19,$279.90,$695.27,"$1,480.35","$15,175.59","$22,877.67","$13,903.26",$790.33,$178.87,$30.18,$9.45,$231.26,$32.23,"$1,272.33","$22,877.67","$18,428.99","$7,035.79",$785.08,$0.00,$0.00,"$13,482.57"
PS 71 ROSE E SCALA,NYC GEOG DIST # 8 - BRONX ,"$6,545.81","$1,643.48","$4,537.28",$67.84,"$12,794.41",$352.59,$195.35,$0.00,$547.94,$451.00,$249.88,$244.25,$945.13,"$14,287.48","$21,989.55","$13,104.89",$773.89,$142.05,$22.15,$3.65,$228.37,$12.50,"$1,182.59","$21,989.55","$16,708.61","$3,423.14",$700.87,$0.00,$0.00,$0.00
PS 72 DR WILLIAM DORNEY,NYC GEOG DIST # 8 - BRONX ,"$7,060.08","$3,771.94","$6,001.49",$88.26,"$16,921.76",$729.56,$404.21,$0.00,"$1,133.78",$597.81,$331.22,$871.73,"$1,800.76","$19,856.29","$27,558.37","$18,241.15",$919.96,$184.46,$15.83,$7.24,$487.09,$0.58,"$1,615.14","$27,558.37","$26,861.94","$14,051.71",$929.03,$0.00,$0.00,"$20,811.17"
PS 75 SCHOOL OF RESEARCH-DISCOVERY,NYC GEOG DIST # 8 - BRONX ,"$7,243.50","$2,606.46","$5,457.38",$214.13,"$15,521.48",$809.50,$448.50,$0.00,"$1,258.00",$604.28,$334.80,$478.14,"$1,417.23","$18,196.70","$25,898.78","$16,407.51",$903.92,$145.98,$28.46,$54.01,$620.43,$36.38,"$1,789.19","$25,898.78","$23,060.67","$14,920.84",$939.08,$0.00,$0.00,"$21,767.43"
PS 93 ALBERT G OLIVER,NYC GEOG DIST # 8 - BRONX ,"$9,602.47","$3,586.54","$7,307.39",$35.77,"$20,532.17","$1,357.40",$752.07,$0.00,"$2,109.48",$714.88,$396.08,$313.30,"$1,424.25","$24,065.91","$31,767.98","$22,739.98",$649.71,$138.89,$0.00,$18.09,$519.24,$0.00,"$1,325.92","$31,767.98","$34,474.99","$8,428.50","$1,110.96",$0.00,$0.00,"$26,184.59"
RENAISSANCE HIGH SCHOOL-MTA,NYC GEOG DIST # 8 - BRONX ,"$4,954.05","$1,362.62","$3,499.76",$82.74,"$9,899.17","$1,208.82",$669.75,$0.00,"$1,878.57",$469.84,$260.32,$828.99,"$1,559.15","$13,336.88","$21,038.96","$12,286.08",$842.53,$0.00,$24.58,$0.00,$135.59,$48.10,"$1,050.81","$21,038.96","$8,614.17","$11,271.71",$682.77,$0.00,$0.00,$0.00
SCHOOL FOR INQUIRY & SOCIAL JUSTICE,NYC GEOG DIST # 8 - BRONX ,"$6,003.36","$2,107.16","$4,493.64",$235.70,"$12,839.86",$605.33,$335.38,$0.00,$940.71,$416.58,$230.80,$491.91,"$1,139.29","$14,919.87","$22,621.94","$14,157.34",$601.06,$0.00,$23.01,$0.00,$97.40,$41.04,$762.52,"$22,621.94","$23,648.58","$8,993.29",$647.38,$0.00,$0.00,$0.00
SCHOOL FOR TOURISM AND HOSPITALITY,NYC GEOG DIST # 8 - BRONX ,"$7,793.53","$1,726.26","$5,274.45",$42.81,"$14,837.05","$1,479.20",$819.55,$0.00,"$2,298.75",$635.22,$351.94,"$1,331.58","$2,318.74","$19,454.55","$27,156.63","$17,832.60",$969.56,$0.00,$6.81,$197.16,$70.78,$377.62,"$1,621.95","$27,156.63","$14,752.87","$4,233.18",$987.16,$0.00,$0.00,$0.00
SCHUYLERVILLE PREP HIGH SCHOO,NYC GEOG DIST # 8 - BRONX ,"$6,751.83","$1,609.80","$4,632.77",$0.00,"$12,994.40","$1,259.53",$697.84,$0.00,"$1,957.38",$308.38,$170.86,$569.81,"$1,049.05","$16,000.82","$23,702.90","$14,832.37",$858.95,$0.00,$33.16,$0.00,$275.28,$1.06,"$1,168.45","$23,702.90","$8,285.57","$3,840.13",$479.24,$0.00,$0.00,$0.00
SOUNDVIEW ACADEMY,NYC GEOG DIST # 8 - BRONX ,"$5,833.78","$2,424.72","$4,575.63",$325.57,"$13,159.69","$1,055.98",$585.07,$0.00,"$1,641.05",$602.30,$333.70,"$1,173.26","$2,109.26","$16,910.01","$24,612.09","$15,890.87",$899.11,$0.00,$29.17,$14.54,$14.06,$62.25,"$1,019.14","$24,612.09","$17,593.13","$9,014.23","$1,297.54",$564.70,$0.00,$0.00
URBAN INSTITUTE OF MATHEMATICS,NYC GEOG DIST # 8 - BRONX ,"$5,633.72","$2,312.37","$4,402.54",$328.91,"$12,677.55",$766.51,$424.68,$0.00,"$1,191.19",$806.61,$446.90,"$2,024.71","$3,278.23","$17,146.97","$24,849.04","$15,821.94",$658.79,$0.00,$0.00,$12.71,$286.28,$367.24,"$1,325.02","$24,849.04","$21,055.37","$4,848.79","$2,053.19","$2,017.49",$0.00,$0.00
WESTCHESTER SQUARE ACADEMY,NYC GEOG DIST # 8 - BRONX ,"$5,539.97","$1,685.75","$4,003.41",$242.95,"$11,472.07",$771.50,$427.45,$0.00,"$1,198.96","$1,099.06",$608.93,$813.61,"$2,521.60","$15,192.64","$22,894.71","$14,207.69",$814.24,$0.00,$22.78,$0.00,$142.72,$5.21,$984.95,"$22,894.71","$9,599.77","$12,749.21","$1,619.86",$0.00,$0.00,$0.00
WOMEN'S ACADEMY OF EXCELLENCE,NYC GEOG DIST # 8 - BRONX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
