School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
MS 890,NYC GEOG DIST #22 - BROOKLYN ,"$6,318.53","$1,530.93","$4,349.00",$105.97,"$12,304.43",$709.79,$393.26,$0.00,"$1,103.06",$310.34,$171.94,"$1,294.05","$1,776.34","$15,183.83","$22,885.91","$14,368.30",$769.28,$0.00,$0.00,$0.00,$46.25,$0.00,$815.54,"$22,885.91","$19,480.27","$8,601.85",$482.29,$0.00,$0.00,$0.00
ORIGINS HIGH SCHOOL,NYC GEOG DIST #22 - BROOKLYN ,"$6,538.23","$1,592.46","$4,504.81",$83.82,"$12,719.32","$1,149.57",$636.92,$0.00,"$1,786.48","$1,362.00",$754.62,"$1,045.31","$3,161.93","$17,667.74","$25,369.82","$16,551.57",$733.79,$0.00,$56.74,$63.66,$94.94,$167.04,"$1,116.17","$25,369.82","$16,838.49","$6,158.31","$2,116.62",$0.00,$0.00,$0.00
PROFESSIONAL PATHWAYS HIGH SCHOOL,NYC GEOG DIST #22 - BROOKLYN ,"$7,080.82",$954.08,"$4,451.75",$81.71,"$12,568.37","$1,492.16",$826.73,$0.00,"$2,318.90","$1,000.34",$554.24,"$1,339.38","$2,893.96","$17,781.23","$25,483.31","$17,069.13",$712.10,$0.00,$0.00,$0.00,$0.00,$0.00,$712.10,"$25,483.31","$11,590.02",$0.00,"$1,554.58",$0.00,$0.00,$0.00
PS 109,NYC GEOG DIST #22 - BROOKLYN ,"$7,693.16","$3,465.62","$6,182.53",$15.87,"$17,357.18",$744.94,$412.73,$0.00,"$1,157.68",$886.11,$490.95,$424.86,"$1,801.92","$20,316.78","$28,018.85","$18,504.53",$968.80,$106.69,$22.47,$39.18,$530.03,$145.06,"$1,812.25","$28,018.85","$26,159.55","$13,350.75","$1,377.06",$0.00,$0.00,"$23,139.57"
PS 119 AMERSFORT,NYC GEOG DIST #22 - BROOKLYN ,"$6,961.34","$2,365.00","$5,167.27",$0.00,"$14,493.62",$691.42,$383.08,$0.00,"$1,074.50",$506.35,$280.54,$144.71,$931.61,"$16,499.73","$24,201.80","$15,646.94",$599.77,$47.43,$42.50,$0.00,$163.08,$0.00,$852.78,"$24,201.80","$22,563.26","$5,851.43",$786.90,$0.00,$0.00,"$17,869.75"
PS 134,NYC GEOG DIST #22 - BROOKLYN ,"$6,677.93","$1,621.45","$4,598.28",$58.82,"$12,956.49",$524.91,$290.83,$0.00,$815.73,$376.81,$208.77,$360.95,$946.54,"$14,718.76","$22,420.84","$13,414.78",$894.81,$115.08,$44.11,$0.00,$249.98,$0.00,"$1,303.98","$22,420.84","$19,739.52","$4,458.29",$585.59,$0.00,$0.00,$0.00
PS 139 ALEXINE A FENTY,NYC GEOG DIST #22 - BROOKLYN ,"$5,311.28","$2,742.31","$4,462.10",$136.55,"$12,652.23",$586.61,$325.01,$0.00,$911.63,$388.42,$215.21,$431.08,"$1,034.71","$14,598.57","$22,300.65","$13,508.73",$758.08,$38.38,$35.53,$0.00,$257.85,$0.00,"$1,089.84","$22,300.65","$20,976.13","$11,888.96",$514.99,$0.00,$0.00,"$14,107.28"
PS 193 GIL HODGES,NYC GEOG DIST #22 - BROOKLYN ,"$7,089.15","$3,068.38","$5,627.79",$61.30,"$15,846.64",$589.38,$326.54,$0.00,$915.92,$443.15,$245.53,$332.61,"$1,021.30","$17,783.86","$25,485.93","$16,351.86",$687.02,$176.61,$33.31,$0.00,$535.06,$0.00,"$1,432.00","$25,485.93","$24,985.28","$5,484.01",$688.69,$0.00,$0.00,"$16,995.82"
PS 194 RAOUL WALLENBERG,NYC GEOG DIST #22 - BROOKLYN ,"$7,188.21","$4,155.92","$6,285.23",$0.00,"$17,629.37",$546.57,$302.83,$0.00,$849.40,$571.61,$316.70,$342.76,"$1,231.08","$19,709.85","$27,411.92","$18,227.19",$708.06,$180.58,$21.98,$0.00,$572.03,$0.00,"$1,482.66","$27,411.92","$30,172.68","$5,629.96",$888.32,$0.00,$0.00,"$18,485.59"
PS 195 MANHATTAN BEACH,NYC GEOG DIST #22 - BROOKLYN ,"$4,891.47","$2,005.12","$3,821.06",$0.00,"$10,717.65",$586.98,$325.22,$0.00,$912.20,$83.66,$46.35,$266.62,$396.64,"$12,026.49","$19,728.57","$11,476.46",$0.00,$147.01,$30.17,$0.00,$170.41,$202.45,$550.03,"$19,728.57","$27,551.08","$3,609.68",$130.01,$0.00,$0.00,"$14,001.35"
PS 197 KINGS HIGHWAY ACADEMY (THE),NYC GEOG DIST #22 - BROOKLYN ,"$6,245.22","$2,933.82","$5,085.65",$69.11,"$14,333.81",$407.94,$226.02,$0.00,$633.96,$489.61,$271.27,$409.11,"$1,169.99","$16,137.76","$23,839.84","$15,087.48",$456.99,$83.78,$51.21,$0.00,$458.31,$0.00,"$1,050.28","$23,839.84","$32,402.65","$2,707.66",$760.88,$0.00,$0.00,"$16,006.39"
PS 198,NYC GEOG DIST #22 - BROOKLYN ,"$8,112.73","$2,717.71","$6,000.62",$152.93,"$16,984.00",$739.01,$409.45,$0.00,"$1,148.47",$738.58,$409.21,$461.44,"$1,609.22","$19,741.69","$27,443.77","$17,267.49",$649.37,$287.61,$0.00,$0.00,$322.55,"$1,214.66","$2,474.20","$27,443.77","$26,448.95","$24,473.50","$1,147.79",$0.00,$0.00,"$16,082.24"
PS 203 FLOYD BENNETT SCHOOL,NYC GEOG DIST #22 - BROOKLYN ,"$6,765.85","$3,283.09","$5,567.63",$34.67,"$15,651.24",$430.84,$238.71,$0.00,$669.55,$411.83,$228.17,$184.48,$824.48,"$17,145.28","$24,847.35","$15,899.25",$589.09,$161.64,$26.65,$0.00,$468.63,$0.00,"$1,246.03","$24,847.35","$25,457.79","$5,405.54",$640.00,$0.00,$0.00,"$15,846.58"
PS 206 JOSEPH F LAMB,NYC GEOG DIST #22 - BROOKLYN ,"$5,474.17","$1,992.54","$4,136.94",$54.40,"$11,658.05",$334.42,$185.29,$0.00,$519.71,$273.05,$151.28,$601.50,"$1,025.83","$13,203.59","$20,905.66","$12,185.10",$616.68,$61.95,$40.92,$0.00,$244.13,$54.80,"$1,018.48","$20,905.66","$24,455.86","$3,870.32",$424.33,$0.00,$0.00,$0.00
PS 207 ELIZABETH G LEARY,NYC GEOG DIST #22 - BROOKLYN ,"$6,208.93","$2,287.72","$4,707.58",$13.28,"$13,217.50",$490.79,$271.92,$0.00,$762.72,$343.56,$190.35,$137.71,$671.62,"$14,651.84","$22,353.92","$14,148.41",$24.80,$53.83,$10.77,$0.00,$414.03,$0.00,$503.43,"$22,353.92","$25,962.94","$13,741.76",$533.91,$0.00,$0.00,"$14,851.00"
PS 217 COL DAVID MARCUS SCHOOL,NYC GEOG DIST #22 - BROOKLYN ,"$6,446.79","$2,194.03","$4,787.45",$36.64,"$13,464.91",$467.94,$259.26,$0.00,$727.20,$332.10,$184.00,$296.53,$812.62,"$15,004.73","$22,706.81","$13,861.33",$735.98,$82.24,$43.27,$0.00,$281.91,$0.00,"$1,143.40","$22,706.81","$27,516.72","$6,291.57",$516.10,$0.00,$0.00,"$12,849.87"
PS 222 KATHERINE R SNYDER,NYC GEOG DIST #22 - BROOKLYN ,"$7,925.70","$4,048.05","$6,634.06",$38.53,"$18,646.33",$480.27,$266.10,$0.00,$746.37,$324.22,$179.63,$122.92,$626.77,"$20,019.48","$27,721.55","$19,270.12",$4.40,$99.43,$26.78,$0.00,$618.74,$0.00,$749.36,"$27,721.55","$45,299.56","$7,802.78",$503.85,$0.00,$0.00,$0.00
PS 236 MILL BASIN,NYC GEOG DIST #22 - BROOKLYN ,"$5,953.68","$2,930.98","$4,922.55",$0.00,"$13,807.22",$524.59,$290.65,$0.00,$815.24,$358.57,$198.67,$114.18,$671.43,"$15,293.89","$22,995.97","$14,570.63",$22.77,$138.01,$24.58,$0.00,$537.90,$0.00,$723.26,"$22,995.97","$33,836.99","$6,219.63",$557.24,$0.00,$0.00,"$20,048.18"
PS 245,NYC GEOG DIST #22 - BROOKLYN ,"$7,711.89","$2,665.03","$5,749.34",$180.07,"$16,306.32",$519.04,$287.58,$0.00,$806.62,$53.97,$29.90,"$1,177.45","$1,261.32","$18,374.26","$26,076.34","$15,392.28",$819.85,$110.08,$0.00,$0.00,$254.16,"$1,797.89","$2,981.98","$26,076.34","$20,022.51","$11,430.27",$83.87,$0.00,$0.00,"$14,799.61"
PS 251 PAERDEGAT,NYC GEOG DIST #22 - BROOKLYN ,"$6,837.06","$3,435.53","$5,691.54",$5.84,"$15,969.97",$566.49,$313.86,$0.00,$880.35,$607.18,$336.41,$341.48,"$1,285.08","$18,135.41","$25,837.48","$16,736.20",$662.18,$101.26,$21.59,$0.00,$447.18,$166.98,"$1,399.21","$25,837.48","$31,794.33","$5,194.82",$943.60,$0.00,$0.00,"$16,972.11"
PS 254 DAG HAMMARSKJOLD,NYC GEOG DIST #22 - BROOKLYN ,"$5,816.82","$2,169.10","$4,424.61",$2.28,"$12,412.81",$547.46,$303.32,$0.00,$850.78,$79.62,$44.11,$112.04,$235.77,"$13,499.36","$21,201.43","$12,908.66",$7.60,$90.68,$41.61,$0.00,$450.80,$0.00,$590.69,"$21,201.43","$28,187.29","$4,963.93",$123.73,$0.00,$0.00,$0.00
PS 255 BARBARA REING SCHOOL,NYC GEOG DIST #22 - BROOKLYN ,"$6,873.16","$2,968.55","$5,452.81",$76.04,"$15,370.55",$525.03,$290.89,$0.00,$815.92,$514.54,$285.08,$927.30,"$1,726.93","$17,913.41","$25,615.48","$16,816.58",$690.42,$86.39,$41.39,$0.00,$278.62,$0.00,"$1,096.82","$25,615.48","$43,955.73","$5,829.00",$799.63,$0.00,$0.00,$0.00
PS 277 GERRITSEN BEACH,NYC GEOG DIST #22 - BROOKLYN ,"$7,442.14","$2,964.33","$5,765.71",$2.33,"$16,174.51",$628.36,$348.14,$0.00,$976.51,$466.91,$258.69,$198.93,$924.55,"$18,075.56","$25,777.64","$17,186.26",$27.96,$134.95,$26.43,$0.00,$699.96,$0.00,$889.30,"$25,777.64","$30,972.76","$6,562.56",$725.61,$0.00,$0.00,"$16,756.15"
PS 312 BERGEN BEACH,NYC GEOG DIST #22 - BROOKLYN ,"$6,266.94","$2,978.72","$5,122.57",$11.81,"$14,380.04",$540.86,$299.66,$0.00,$840.53,$403.38,$223.49,$258.20,$885.07,"$16,105.63","$23,807.71","$15,590.31",$12.86,$128.33,$19.51,$0.00,$354.61,$0.00,$515.32,"$23,807.71","$26,840.41","$12,080.09",$626.87,$0.00,$0.00,"$18,351.41"
PS 315,NYC GEOG DIST #22 - BROOKLYN ,"$7,406.14","$3,307.24","$5,935.76",$20.14,"$16,669.28",$444.13,$246.07,$0.00,$690.21,$459.45,$254.56,$944.26,"$1,658.28","$19,017.76","$26,719.84","$16,967.07",$789.46,$31.41,$36.30,$0.00,$654.66,$538.86,"$2,050.69","$26,719.84","$25,029.43","$12,095.46","$1,113.29",$967.63,$0.00,"$14,951.06"
PS 326,NYC GEOG DIST #22 - BROOKLYN ,"$9,563.15","$4,516.89","$7,801.06",$0.00,"$21,881.11","$1,730.42",$958.74,$0.00,"$2,689.16",$612.73,$339.48,$349.98,"$1,302.20","$25,872.47","$33,574.54","$24,110.98",$695.93,$541.06,$70.50,$0.00,$453.99,$0.00,"$1,761.49","$33,574.54","$32,630.05","$4,631.75",$952.21,$0.00,$0.00,"$26,474.23"
PS 361 E FLATBUSH EARLY CHILDHOOD,NYC GEOG DIST #22 - BROOKLYN ,"$7,010.77","$3,559.42","$5,856.42",$0.00,"$16,426.62",$688.87,$381.67,$0.00,"$1,070.54",$897.48,$497.25,$379.11,"$1,773.84","$19,271.00","$26,973.07","$17,647.68",$978.01,$88.30,$42.53,$0.00,$514.48,$0.00,"$1,623.32","$26,973.07","$26,944.56","$4,917.32","$1,283.37",$0.00,$0.00,"$16,275.44"
PS 52 SHEEPSHEAD BAY,NYC GEOG DIST #22 - BROOKLYN ,"$6,363.36","$3,017.29","$5,197.35",$42.94,"$14,620.93",$482.21,$267.17,$0.00,$749.38,$359.92,$199.41,$447.01,"$1,006.34","$16,376.65","$24,078.73","$15,088.77",$592.03,$85.15,$45.60,$0.00,$462.95,$102.14,"$1,287.88","$24,078.73","$37,126.34","$3,633.89",$559.33,$0.00,$0.00,"$15,225.35"
PS 889,NYC GEOG DIST #22 - BROOKLYN ,"$4,760.91","$2,174.72","$3,842.69",$77.85,"$10,856.18","$1,157.80",$641.48,$0.00,"$1,799.28",$0.00,$0.00,$592.34,$592.34,"$13,247.80","$20,949.87","$13,155.98",$21.25,$0.00,$11.86,$0.00,$58.69,$0.00,$91.81,"$20,949.87","$36,907.00","$5,511.92",$0.00,$0.00,$0.00,"$10,612.81"
SCHOOL OF SCIENCE AND TECHNOLOGY,NYC GEOG DIST #22 - BROOKLYN ,"$7,199.11","$3,250.28","$5,789.50",$52.06,"$16,290.96",$623.03,$345.19,$0.00,$968.22,$632.43,$350.40,$723.06,"$1,705.89","$18,965.08","$26,667.15","$17,083.39",$740.92,$92.98,$34.78,$0.00,$294.34,$718.67,"$1,881.69","$26,667.15","$26,690.58","$7,974.96","$1,398.29","$1,011.82",$0.00,"$13,308.17"
