School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
JERMAINE L GREEN STEM INSTITUTE,NYC GEOG DIST #28 - QUEENS ,"$5,957.87","$2,699.99","$4,796.90",$311.35,"$13,766.11",$691.63,$383.20,$0.00,"$1,074.82",$369.22,$204.57,$494.02,"$1,067.81","$15,908.75","$23,610.82","$15,181.64",$491.75,$0.00,$0.00,$0.00,$235.35,$0.00,$727.10,"$23,610.82","$29,066.79","$7,430.89",$573.79,$0.00,$0.00,"$14,899.69"
JHS 157 STEPHEN A HALSEY,NYC GEOG DIST #28 - QUEENS ,"$5,163.07","$1,692.56","$3,798.37",$17.52,"$10,671.53",$433.24,$240.04,$0.00,$673.27,$282.29,$156.40,$362.60,$801.29,"$12,146.09","$19,848.16","$12,001.55",$10.11,$0.00,$21.89,$0.00,$98.36,$14.17,$144.53,"$19,848.16","$26,312.30","$7,067.60",$396.23,$0.00,$0.00,$0.00
JHS 190 RUSSELL SAGE,NYC GEOG DIST #28 - QUEENS ,"$5,402.29","$1,080.70","$3,591.91",$8.35,"$10,083.25",$528.32,$292.72,$0.00,$821.04,$301.84,$167.24,$352.92,$822.00,"$11,726.29","$19,428.37","$11,582.21",$19.21,$0.00,$21.97,$0.00,$25.87,$77.04,$144.09,"$19,428.37","$18,865.98","$5,022.06",$469.08,$0.00,$0.00,$0.00
JHS 217 ROBERT A VAN WYCK,NYC GEOG DIST #28 - QUEENS ,"$5,711.13","$1,470.31","$3,978.88",$128.19,"$11,288.51",$405.30,$224.56,$0.00,$629.86,$327.08,$181.22,$601.68,"$1,109.97","$13,028.34","$20,730.42","$12,384.76",$464.13,$0.00,$37.75,$22.44,$69.18,$50.08,$643.58,"$20,730.42","$16,900.09","$4,774.69",$508.30,$0.00,$0.00,$0.00
JHS 8 RICHARD S GROSSLEY,NYC GEOG DIST #28 - QUEENS ,"$7,331.53","$2,512.35","$5,454.01",$222.60,"$15,520.51",$550.79,$305.17,$0.00,$855.96,$847.04,$469.30,"$2,312.97","$3,629.32","$20,005.78","$27,707.86","$18,937.40",$724.89,$0.00,$50.79,$0.00,$31.97,$260.72,"$1,068.38","$27,707.86","$23,854.61","$5,724.41","$2,691.73","$3,669.25",$0.00,$0.00
METROPOLITAN EXPEDITIONARY LRNING,NYC GEOG DIST #28 - QUEENS ,"$6,365.21","$1,208.28","$4,196.10",$13.10,"$11,782.70",$535.17,$296.51,$0.00,$831.68,$366.69,$203.17,$325.47,$895.33,"$13,509.71","$21,211.79","$12,991.42",$406.97,$0.00,$0.00,$0.00,$111.32,$0.00,$518.30,"$21,211.79","$22,324.66","$9,040.35",$569.86,$0.00,$0.00,$0.00
MS 358,NYC GEOG DIST #28 - QUEENS ,"$6,067.58","$2,625.01","$4,816.14",$244.66,"$13,753.39",$797.22,$441.70,$0.00,"$1,238.92",$161.57,$89.52,"$1,615.91","$1,867.00","$16,859.31","$24,561.39","$14,529.60",$557.41,$0.00,$36.02,$0.00,$97.06,"$1,639.22","$2,329.71","$24,561.39","$16,885.03","$8,410.82",$251.09,$0.00,$0.00,$0.00
PS 101 SCHOOL IN THE GARDENS,NYC GEOG DIST #28 - QUEENS ,"$5,516.06","$1,970.67","$4,148.03",$47.76,"$11,682.52",$636.44,$352.62,$0.00,$989.07,$26.14,$14.49,$111.49,$152.13,"$12,823.71","$20,525.79","$12,704.59",$2.93,$0.00,$23.57,$0.00,$92.61,$0.00,$119.12,"$20,525.79","$23,492.89","$9,699.88",$40.63,$0.00,$0.00,"$17,849.53"
PS 117 J KELD/BRIARWOOD SCHOOL,NYC GEOG DIST #28 - QUEENS ,"$6,102.14","$2,214.31","$4,607.73",$45.02,"$12,969.20",$454.47,$251.80,$0.00,$706.27,$347.99,$192.80,$276.45,$817.25,"$14,492.71","$22,194.79","$13,756.30",$524.29,$111.54,$24.66,$0.00,$75.91,$0.00,$736.41,"$22,194.79","$22,022.12","$5,398.80",$540.79,$0.00,$0.00,"$16,680.02"
PS 121,NYC GEOG DIST #28 - QUEENS ,"$5,615.96","$1,616.29","$4,007.03",$31.07,"$11,270.35",$488.62,$270.72,$0.00,$759.34,$190.87,$105.75,$583.00,$879.63,"$12,909.32","$20,611.40","$12,144.64",$508.61,$136.75,$21.15,$0.00,$98.16,$0.00,$764.68,"$20,611.40","$21,840.81","$9,528.71",$296.63,$0.00,$0.00,"$13,839.83"
PS 139 REGO PARK,NYC GEOG DIST #28 - QUEENS ,"$5,834.81","$1,947.76","$4,311.94",$12.45,"$12,106.96",$379.57,$210.30,$0.00,$589.87,$484.66,$268.53,$172.56,$925.74,"$13,622.58","$21,324.65","$13,408.65",$12.44,$31.23,$43.98,$0.00,$126.28,$0.00,$213.93,"$21,324.65","$23,040.54","$3,191.20",$753.19,$0.00,$0.00,$0.00
PS 140 EDWARD K ELLINGTON,NYC GEOG DIST #28 - QUEENS ,"$5,874.05","$2,216.86","$4,482.78",$324.06,"$12,897.76",$894.64,$495.67,$0.00,"$1,390.31",$796.91,$441.53,"$1,180.24","$2,418.67","$16,706.74","$24,408.82","$14,379.01",$747.39,$194.25,$26.04,$0.00,$16.15,"$1,343.90","$2,327.73","$24,408.82","$21,294.02","$5,278.72","$1,238.43",$0.00,$0.00,"$20,930.41"
PS 144 COL JEROMUS REMSEN,NYC GEOG DIST #28 - QUEENS ,"$5,515.22","$1,872.96","$4,093.43",$17.37,"$11,498.99",$466.37,$258.39,$0.00,$724.76,$299.74,$166.07,$163.04,$628.85,"$12,852.59","$20,554.67","$12,694.57",$10.45,$28.38,$28.69,$0.00,$90.49,$0.00,$158.02,"$20,554.67","$22,267.19","$9,876.56",$465.81,$0.00,$0.00,"$14,581.20"
PS 160 WALTER FRANCIS BISHOP,NYC GEOG DIST #28 - QUEENS ,"$6,320.43","$2,744.96","$5,022.69",$89.80,"$14,177.88",$692.89,$383.89,$0.00,"$1,076.78",$279.11,$154.64,$324.27,$758.03,"$16,012.69","$23,714.77","$15,072.32",$512.62,$186.64,$34.07,$0.00,$207.04,$0.00,$940.37,"$23,714.77","$27,568.32","$3,978.34",$433.76,$0.00,$0.00,"$18,720.84"
PS 161 ARTHUR ASHE SCHOOL,NYC GEOG DIST #28 - QUEENS ,"$7,574.67","$2,151.58","$5,388.84",$74.53,"$15,189.62",$454.78,$251.97,$0.00,$706.76,$347.50,$192.53,$161.48,$701.52,"$16,597.90","$24,299.97","$15,708.94",$560.63,$70.04,$35.01,$0.00,$223.27,$0.00,$888.96,"$24,299.97","$36,762.86","$11,099.34",$540.04,$0.00,$0.00,"$23,410.76"
PS 174 WILLIAM SIDNEY MOUNT,NYC GEOG DIST #28 - QUEENS ,"$6,155.44","$2,211.92","$4,635.94",$0.00,"$13,003.30",$415.69,$230.31,$0.00,$646.01,$214.99,$119.11,$186.80,$520.90,"$14,170.20","$21,872.28","$13,813.92",$12.85,$0.00,$33.34,$0.00,$310.10,$0.00,$356.29,"$21,872.28","$34,501.18","$8,049.20",$334.10,$0.00,$0.00,"$14,475.45"
PS 175 LYNN GROSS DISCOVERY (THE),NYC GEOG DIST #28 - QUEENS ,"$5,765.89","$1,819.37","$4,202.62",$11.90,"$11,799.77",$269.99,$149.59,$0.00,$419.58,$298.42,$165.34,$230.52,$694.28,"$12,913.62","$20,615.70","$12,713.97",$10.87,$59.39,$20.05,$0.00,$109.35,$0.00,$199.66,"$20,615.70","$20,011.74","$4,556.13",$463.76,$0.00,$0.00,"$24,687.18"
PS 182 SAMANTHA SMITH,NYC GEOG DIST #28 - QUEENS ,"$7,034.22","$2,566.75","$5,319.43",$54.45,"$14,974.85",$578.58,$320.56,$0.00,$899.14,$582.08,$322.50,$464.86,"$1,369.45","$17,243.44","$24,945.51","$15,983.97",$925.05,$109.35,$66.85,$0.00,$149.05,$9.15,"$1,259.46","$24,945.51","$30,138.30","$5,103.33",$904.58,$0.00,$0.00,$0.00
PS 196 GRAND CENTRAL PARKWAY,NYC GEOG DIST #28 - QUEENS ,"$5,109.92","$1,493.52","$3,658.64",$0.26,"$10,262.34",$411.23,$227.84,$0.00,$639.07,$212.21,$117.57,$582.94,$912.72,"$11,814.14","$19,516.21","$11,753.42",$0.00,$0.00,$19.89,$0.00,$40.82,$0.00,$60.71,"$19,516.21","$20,396.81","$6,676.39",$329.78,$0.00,$0.00,"$15,475.06"
PS 206 HORACE HARDING SCHOOL (THE),NYC GEOG DIST #28 - QUEENS ,"$6,600.72","$2,054.02","$4,795.17",$36.59,"$13,486.50",$471.14,$261.04,$0.00,$732.18,$341.45,$189.18,$161.33,$691.95,"$14,910.64","$22,612.71","$14,238.07",$449.38,$42.56,$41.34,$0.00,$139.28,$0.00,$672.56,"$22,612.71","$31,603.09","$3,853.32",$530.63,$0.00,$0.00,"$16,591.27"
PS 220 EDWARD MANDEL,NYC GEOG DIST #28 - QUEENS ,"$5,726.91","$2,468.95","$4,540.92",$50.50,"$12,787.29",$650.31,$360.31,$0.00,"$1,010.62",$417.94,$231.56,$205.02,$854.51,"$14,652.41","$22,354.49","$13,913.21",$393.98,$38.53,$35.12,$0.00,$271.58,$0.00,$739.20,"$22,354.49","$37,016.91","$3,464.35",$649.49,$0.00,$0.00,"$14,695.39"
PS 40 SAMUEL HUNTINGTON,NYC GEOG DIST #28 - QUEENS ,"$7,392.65","$2,717.88","$5,601.75",$114.23,"$15,826.50",$770.87,$427.10,$0.00,"$1,197.97",$755.33,$418.49,$556.40,"$1,730.22","$18,754.70","$26,456.77","$17,725.98",$747.58,$147.66,$0.00,$0.00,$133.48,$0.00,"$1,028.72","$26,456.77","$22,950.24","$6,771.33","$1,173.83",$0.00,$0.00,"$20,250.83"
PS 48 WILLIAM WORDSWORTH,NYC GEOG DIST #28 - QUEENS ,"$6,957.66","$1,912.29","$4,914.41",$50.31,"$13,834.68",$584.83,$324.02,$0.00,$908.85,$365.98,$202.77,$366.38,$935.13,"$15,678.66","$23,380.73","$14,848.08",$682.71,$81.68,$36.95,$0.00,$29.24,$0.00,$830.57,"$23,380.73","$22,778.84","$4,227.71",$568.74,$0.00,$0.00,"$15,683.22"
PS 50 TALFOURD LAWN ELEMENTARY,NYC GEOG DIST #28 - QUEENS ,"$5,662.76","$1,850.94","$4,162.97",$183.24,"$11,859.90",$518.03,$287.02,$0.00,$805.05,$293.27,$162.49,$585.44,"$1,041.20","$13,706.15","$21,408.23","$12,942.41",$533.70,$102.10,$48.87,$0.00,$79.08,$0.00,$763.74,"$21,408.23","$17,344.09","$4,469.32",$455.76,$0.00,$0.00,"$14,994.21"
PS 54 HILLSIDE,NYC GEOG DIST #28 - QUEENS ,"$6,781.83","$2,987.44","$5,412.68",$56.17,"$15,238.12",$585.07,$324.16,$0.00,$909.23,$338.07,$187.31,$176.76,$702.14,"$16,849.49","$24,551.57","$15,939.40",$516.52,$118.65,$54.10,$0.00,$220.82,$0.00,$910.09,"$24,551.57","$32,959.96","$5,492.71",$525.38,$0.00,$0.00,$0.00
PS 55 MAURE,NYC GEOG DIST #28 - QUEENS ,"$7,832.66","$2,364.62","$5,649.81",$83.50,"$15,930.60",$580.06,$321.38,$0.00,$901.45,$415.56,$230.24,$782.39,"$1,428.20","$18,260.25","$25,962.33","$15,894.05",$412.92,$152.24,$36.00,$0.00,$61.37,"$1,703.67","$2,366.20","$25,962.33","$22,339.15","$6,857.98",$645.81,$0.00,$0.00,"$15,260.64"
PS 80 THURGOOD MARSHALL MAGNET,NYC GEOG DIST #28 - QUEENS ,"$7,137.87","$3,374.68","$5,824.49",$44.44,"$16,381.47",$828.48,$459.02,$0.00,"$1,287.50",$449.43,$249.01,$186.48,$884.92,"$18,553.90","$26,255.97","$17,897.38",$473.05,$53.96,$0.00,$0.00,$129.50,$0.00,$656.51,"$26,255.97","$31,579.78","$11,385.25",$698.44,$0.00,$0.00,"$16,876.71"
PS 82 HAMMOND,NYC GEOG DIST #28 - QUEENS ,"$6,496.90","$1,908.21","$4,656.86",$48.92,"$13,110.90",$625.76,$346.70,$0.00,$972.46,$237.02,$131.32,$717.00,"$1,085.34","$15,168.70","$22,870.78","$14,292.47",$560.86,$170.69,$55.81,$0.00,$62.13,$26.73,$876.22,"$22,870.78","$24,012.98","$4,137.23",$368.34,$0.00,$0.00,$0.00
PS 86,NYC GEOG DIST #28 - QUEENS ,"$7,042.28","$1,827.43","$4,914.27",$23.14,"$13,807.11",$516.42,$286.12,$0.00,$802.55,$230.41,$127.66,$179.70,$537.78,"$15,147.44","$22,849.51","$14,333.75",$575.08,$66.50,$60.44,$0.00,$111.67,$0.00,$813.69,"$22,849.51","$27,142.98","$5,302.42",$358.08,$0.00,$0.00,"$13,574.92"
PS 99 KEW GARDENS,NYC GEOG DIST #28 - QUEENS ,"$6,483.72","$3,091.52","$5,305.17",$0.00,"$14,880.40",$571.92,$316.87,$0.00,$888.79,$345.67,$191.52,$274.24,$811.43,"$16,580.63","$24,282.70","$15,618.13",$467.95,$33.42,$22.82,$0.00,$438.31,$0.00,$962.50,"$24,282.70","$26,999.80","$10,200.32",$537.19,$0.00,$0.00,$0.00
QUEENS COLLEGIATE,NYC GEOG DIST #28 - QUEENS ,"$5,713.76","$1,333.49","$3,904.54",$18.90,"$10,970.70","$1,103.22",$611.24,$0.00,"$1,714.46",$505.78,$280.23,$375.69,"$1,161.69","$13,846.86","$21,548.93","$13,262.60",$529.90,$0.00,$30.54,$0.00,$23.81,$0.00,$584.25,"$21,548.93","$16,406.28","$9,649.93",$670.68,$0.00,$0.00,$0.00
QUEENS GATEWAY TO HEALTH SCI SEC,NYC GEOG DIST #28 - QUEENS ,"$5,043.36","$1,203.85","$3,461.28",$0.00,"$9,708.49",$821.58,$455.20,$0.00,"$1,276.78",$291.04,$161.25,$158.00,$610.30,"$11,595.58","$19,297.66","$11,505.12",$1.41,$0.00,$2.82,$0.00,$86.23,$0.00,$90.46,"$19,297.66","$14,927.99",$222.22,$452.30,$0.00,$0.00,$0.00
QUEENS HIGH SCHOOL SCI AT YORK COLL,NYC GEOG DIST #28 - QUEENS ,"$5,035.11",$922.82,"$3,301.00",$20.63,"$9,279.57",$933.82,$517.38,$0.00,"$1,451.20",$399.64,$221.42,$480.34,"$1,101.41","$11,832.18","$19,534.26","$11,823.64",$1.76,$0.00,$6.78,$0.00,$0.00,$0.00,$8.54,"$19,534.26",$0.00,"$190,918.42",$621.07,$0.00,$0.00,$0.00
QUEENS METROPOLITAN HIGH SCHOOL,NYC GEOG DIST #28 - QUEENS ,"$5,502.88","$1,025.08","$3,616.83",$14.87,"$10,159.67",$650.73,$360.54,$0.00,"$1,011.27",$426.67,$236.40,$346.96,"$1,010.04","$12,180.97","$19,883.05","$12,000.54",$12.86,$0.00,$13.71,$0.00,$112.94,$40.92,$180.43,"$19,883.05","$13,329.20","$13,528.86",$538.71,$0.00,$0.00,$0.00
QUEENS SATELLITE HS-OPPORTUNITY,NYC GEOG DIST #28 - QUEENS ,"$5,844.67","$1,257.76","$3,935.11","$1,052.37","$12,089.91","$1,639.80",$908.53,$0.00,"$2,548.34","$1,076.68",$596.54,"$1,943.42","$3,616.64","$18,254.89","$25,956.97","$16,240.12",$749.92,$0.00,$0.00,$0.00,$0.00,"$1,264.85","$2,014.76","$25,956.97","$10,995.00",$0.00,"$2,547.57","$1,534.46",$0.00,$0.00
QUEENS SCHOOL FOR LDSHP-EXCELLENCE,NYC GEOG DIST #28 - QUEENS ,"$5,794.40","$2,244.57","$4,454.00",$199.53,"$12,692.50",$644.36,$357.01,$0.00,"$1,001.37",$97.97,$54.28,"$1,594.34","$1,746.59","$15,440.47","$23,142.55","$13,138.72",$561.96,$0.00,$41.78,$0.00,$19.19,"$1,678.82","$2,301.75","$23,142.55","$27,366.28","$8,343.07",$152.25,$0.00,$0.00,"$14,420.70"
REDWOOD MIDDLE SCHOOL,NYC GEOG DIST #28 - QUEENS ,"$5,974.10","$1,605.15","$4,199.29",$123.32,"$11,901.87",$795.19,$440.57,$0.00,"$1,235.76",$344.45,$190.84,$446.60,$981.89,"$14,119.53","$21,821.61","$13,740.97",$348.48,$0.00,$0.00,$0.00,$30.08,$0.00,$378.56,"$21,821.61","$16,222.96","$1,279.84",$535.29,$0.00,$0.00,$0.00
THOMAS A EDISON CAREER-TECH HS,NYC GEOG DIST #28 - QUEENS ,"$5,304.36","$1,023.49","$3,505.95",$13.58,"$9,847.38",$630.42,$349.28,$0.00,$979.70,$475.94,$263.70,$603.73,"$1,343.38","$12,170.46","$19,872.53","$11,485.04",$427.64,$0.00,$3.74,$0.00,$63.51,$190.53,$685.42,"$19,872.53","$12,415.92","$12,720.55",$739.64,$0.00,$0.00,$0.00
YORK EARLY COLLEGE ACADEMY,NYC GEOG DIST #28 - QUEENS ,"$4,409.75",$871.93,"$2,926.32",$114.94,"$8,322.94",$867.39,$480.58,$0.00,"$1,347.96",$363.26,$201.26,$868.22,"$1,432.74","$11,103.65","$18,805.73","$10,703.08",$400.57,$0.00,$0.00,$0.00,$0.00,$0.00,$400.57,"$18,805.73","$12,789.85",$0.00,$564.52,$0.00,$0.00,$0.00
YOUNG WOMEN'S LRDSHP SCHOOL,NYC GEOG DIST #28 - QUEENS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
