School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
DR JACQUELINE PEEK-DAVIS SCHOOL,NYC GEOG DIST #17 - BROOKLYN ,"$6,499.71","$4,200.35","$5,928.38",$130.94,"$16,759.38","$1,039.76",$576.08,$0.00,"$1,615.84",$930.75,$515.68,"$1,702.39","$3,148.82","$21,524.04","$29,226.12","$19,538.33","$1,051.33",$174.92,$0.00,$418.49,$282.80,$58.16,"$1,985.71","$29,226.12","$26,703.47","$6,674.83","$1,937.67",$936.77,$0.00,"$22,307.21"
EBBETS FIELD MIDDLE SCHOOL,NYC GEOG DIST #17 - BROOKLYN ,"$12,570.06","$4,126.29","$9,250.63",$150.37,"$26,097.36","$2,391.86","$1,325.21",$0.00,"$3,717.07",$750.51,$415.82,"$3,087.78","$4,254.12","$34,068.56","$41,770.64","$31,878.06","$1,405.84",$0.00,$51.18,$0.00,$672.27,$61.20,"$2,190.50","$41,770.64","$26,837.23","$5,568.78","$3,421.09","$5,518.39",$0.00,$0.00
ELIJAH STROUD MIDDLE SCHOOL,NYC GEOG DIST #17 - BROOKLYN ,"$6,401.25","$3,201.01","$5,320.14",$230.41,"$15,152.81","$1,658.25",$918.75,$0.00,"$2,577.00",$616.05,$341.32,$874.42,"$1,831.79","$19,561.61","$27,263.69","$18,415.21",$751.97,$0.00,$0.00,$0.00,$301.16,$93.26,"$1,146.40","$27,263.69","$14,005.67","$4,462.91",$957.37,$0.00,$0.00,$0.00
HIGH SCH FOR GLOBAL CITIZENSHIP,NYC GEOG DIST #17 - BROOKLYN ,"$5,738.65","$1,992.38","$4,283.38",$89.98,"$12,104.38",$957.50,$530.50,$0.00,"$1,488.00",$448.90,$248.71,"$1,065.17","$1,762.78","$15,355.18","$23,057.25","$14,428.65",$744.11,$0.00,$0.00,$0.00,$182.42,$0.00,$926.53,"$23,057.25","$13,853.33","$9,802.03",$697.61,$0.00,$0.00,$0.00
HIGH SCHOOL-SVC & LRNG,NYC GEOG DIST #17 - BROOKLYN ,"$5,587.36","$2,631.08","$4,553.43",$88.68,"$12,860.55","$1,496.15",$828.94,$0.00,"$2,325.10",$779.96,$432.13,$647.58,"$1,859.68","$17,045.33","$24,747.41","$15,848.80",$835.06,$0.00,$63.14,$0.00,$296.60,$1.72,"$1,196.53","$24,747.41","$16,180.74","$4,524.90","$1,212.09",$0.00,$0.00,$0.00
HIGH SCHOOL-YOUTH & COMM DEVELOPMENT,NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS FOR PUBLIC SERVICE-HEROES OF TOM,NYC GEOG DIST #17 - BROOKLYN ,"$5,815.78","$1,583.11","$4,099.36",$0.00,"$11,498.24",$894.33,$495.51,$0.00,"$1,389.84",$478.85,$265.31,$662.93,"$1,407.09","$14,295.17","$21,997.25","$13,276.84",$828.37,$0.00,$0.00,$0.00,$10.80,$179.16,"$1,018.34","$21,997.25","$14,869.64","$13,502.86",$744.16,$0.00,$0.00,$0.00
INTERNTL HS AT PROSPECT HGHTS,NYC GEOG DIST #17 - BROOKLYN ,"$7,294.38","$1,880.66","$5,083.44",$124.89,"$14,383.38","$1,339.43",$742.11,$0.00,"$2,081.55","$1,018.30",$564.19,$544.36,"$2,126.85","$18,591.77","$26,293.85","$17,206.98",$893.24,$0.00,$175.49,$276.72,$39.33,$0.00,"$1,384.79","$26,293.85","$24,141.10","$5,055.31","$1,374.33",$0.00,$0.00,$0.00
IS 340,NYC GEOG DIST #17 - BROOKLYN ,"$6,837.89","$2,481.66","$5,163.50",$245.59,"$14,728.65","$1,359.50",$753.24,$0.00,"$2,112.74",$531.50,$294.48,$802.85,"$1,628.84","$18,470.24","$26,172.32","$17,447.67",$887.44,$0.00,$0.00,$0.00,$135.12,$0.00,"$1,022.57","$26,172.32","$20,112.58","$6,843.00",$825.99,$0.00,$0.00,$0.00
MEDGAR EVERS COLLEGE PREP SCHOOL,NYC GEOG DIST #17 - BROOKLYN ,"$4,579.74",$688.52,"$2,918.88",$0.00,"$8,187.14",$747.45,$414.12,$0.00,"$1,161.57",$202.67,$112.29,$188.00,$502.96,"$9,851.67","$17,553.75","$9,275.69",$537.16,$0.00,$0.00,$0.00,$38.81,$0.00,$575.98,"$17,553.75","$6,338.16","$57,463.50",$314.96,$0.00,$0.00,$0.00
MS 246 WALT WHITMAN,NYC GEOG DIST #17 - BROOKLYN ,"$7,123.57","$2,303.19","$5,222.90",$128.24,"$14,777.91","$1,167.28",$646.73,$0.00,"$1,814.01",$806.61,$446.90,"$1,128.30","$2,381.81","$18,973.74","$26,675.81","$16,851.01","$1,050.02",$0.00,$64.96,$332.08,$629.80,$45.86,"$2,122.72","$26,675.81","$21,633.47","$3,356.35","$1,588.61",$720.47,$0.00,$0.00
MS 394,NYC GEOG DIST #17 - BROOKLYN ,"$7,719.74","$2,406.43","$5,610.41",$214.10,"$15,950.69","$1,130.77",$626.51,$0.00,"$1,757.28",$569.98,$315.80,$513.75,"$1,399.53","$19,107.50","$26,809.58","$17,438.66","$1,261.91",$104.40,$0.00,$0.00,$251.34,$51.19,"$1,668.84","$26,809.58","$30,135.98",$0.00,$885.78,$0.00,$0.00,"$33,176.92"
MS 61 DR GLADSTONE H ATWELL,NYC GEOG DIST #17 - BROOKLYN ,"$6,037.52","$2,076.10","$4,495.35",$120.87,"$12,729.84",$943.52,$522.76,$0.00,"$1,466.28",$419.53,$232.44,$752.26,"$1,404.23","$15,600.36","$23,302.43","$14,037.97",$982.59,$0.00,$10.12,$0.00,$446.48,$123.18,"$1,562.38","$23,302.43","$18,394.43","$15,605.17",$651.97,$0.00,$0.00,$0.00
NEW BRIDGES ELEMENTARY,NYC GEOG DIST #17 - BROOKLYN ,"$7,293.61","$2,943.72","$5,672.00",$154.56,"$16,063.89",$623.35,$345.36,$0.00,$968.71,$690.10,$382.35,$322.28,"$1,394.72","$18,427.33","$26,129.41","$17,170.44",$728.28,$0.00,$29.15,$0.00,$499.46,$0.00,"$1,256.88","$26,129.41","$24,412.90","$2,738.32","$1,072.45",$0.00,$0.00,"$16,141.20"
NEW HEIGHTS MIDDLE SCHOOL,NYC GEOG DIST #17 - BROOKLYN ,"$8,260.52","$3,356.83","$6,436.60",$597.19,"$18,651.15","$1,134.57",$628.61,$0.00,"$1,763.18",$406.12,$225.01,"$1,807.60","$2,438.75","$22,853.08","$30,555.16","$20,699.70",$725.74,$0.00,$0.00,$0.00,$373.70,"$1,053.94","$2,153.38","$30,555.16","$21,186.73","$6,409.90","$1,335.10",$703.96,$0.00,$0.00
NORMA ADAMS CLEMONS ACADEMY,NYC GEOG DIST #17 - BROOKLYN ,"$7,359.20","$2,985.07","$5,731.25",$71.53,"$16,147.05",$638.57,$353.80,$0.00,$992.37,$388.53,$215.26,$277.42,$881.21,"$18,020.63","$25,722.71","$16,500.56",$819.72,$91.45,$43.76,$0.00,$565.14,$0.00,"$1,520.07","$25,722.71","$33,736.59","$9,405.12",$603.79,$0.00,$0.00,$0.00
PARKSIDE PREP ACADEMY,NYC GEOG DIST #17 - BROOKLYN ,"$6,378.30","$2,041.54","$4,665.02",$68.66,"$13,153.52","$1,165.08",$645.52,$0.00,"$1,810.60",$427.62,$236.92,$616.27,"$1,280.82","$16,244.95","$23,947.02","$14,837.06","$1,016.45",$0.00,$31.41,$0.00,$183.80,$176.22,"$1,407.88","$23,947.02","$16,219.68","$5,168.27",$664.55,$0.00,$0.00,$0.00
PATHWAYS TECH EARLY COLLEGE HIGH SCH,NYC GEOG DIST #17 - BROOKLYN ,"$5,713.86","$1,807.83","$4,167.39",$3.49,"$11,692.57","$1,241.51",$687.86,$0.00,"$1,929.38",$777.02,$430.51,$434.10,"$1,641.62","$15,263.57","$22,965.65","$14,156.16",$591.56,$0.00,$0.00,$0.00,$424.46,$91.39,"$1,107.41","$22,965.65","$10,932.80","$7,547.77","$1,019.14",$0.00,$0.00,$0.00
PS 138,NYC GEOG DIST #17 - BROOKLYN ,"$8,395.43","$3,329.41","$6,496.15",$0.00,"$18,220.99",$551.85,$305.75,$0.00,$857.61,$566.91,$314.10,$177.20,"$1,058.20","$20,136.80","$27,838.88","$18,196.06",$919.85,$245.59,$25.39,$37.49,$712.43,$0.00,"$1,940.75","$27,838.88","$32,170.58","$10,944.23",$881.00,$0.00,$0.00,"$21,584.04"
PS 161 CROWN (THE),NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 181,NYC GEOG DIST #17 - BROOKLYN ,"$7,039.23","$2,682.75","$5,386.47",$40.66,"$15,149.11",$708.90,$392.77,$0.00,"$1,101.67",$550.60,$305.06,$363.83,"$1,219.49","$17,470.27","$25,172.34","$15,781.00",$996.13,$174.45,$27.46,$0.00,$489.60,$1.62,"$1,689.27","$25,172.34","$27,539.05","$4,859.35",$855.66,$0.00,$0.00,"$24,743.33"
PS 189 BILINGUAL CENTER (THE),NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 191 PAUL ROBESON,NYC GEOG DIST #17 - BROOKLYN ,"$9,765.23","$4,708.41","$8,019.13",$0.00,"$22,492.78","$1,040.38",$576.43,$0.00,"$1,616.81",$299.11,$165.72,$422.21,$887.04,"$24,996.63","$32,698.71","$23,060.08","$1,073.69",$193.56,$0.00,$0.00,$669.28,$0.00,"$1,936.54","$32,698.71","$36,477.00","$15,427.30",$464.83,$0.00,$0.00,"$19,839.67"
PS 221 TOUSSAINT L'OUVERTURE,NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 241 EMMA L JOHNSTON,NYC GEOG DIST #17 - BROOKLYN ,"$7,004.08","$2,261.94","$5,133.85",$6.47,"$14,406.34",$943.84,$522.93,$0.00,"$1,466.77",$635.79,$352.26,$733.62,"$1,721.68","$17,594.79","$25,296.87","$15,940.24",$662.23,$226.82,$23.24,$301.28,$440.98,$0.00,"$1,654.56","$25,296.87","$28,020.28","$5,826.31","$1,277.81",$612.88,$0.00,"$24,405.09"
PS 249 CATON (THE),NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 289 GEORGE V BROWER,NYC GEOG DIST #17 - BROOKLYN ,"$8,100.25","$4,812.63","$7,154.39",$30.05,"$20,097.32","$1,227.92",$680.33,$0.00,"$1,908.25",$872.77,$483.56,$634.22,"$1,990.55","$23,996.12","$31,698.20","$21,572.69",$782.24,$231.87,$38.71,$112.01,"$1,175.45",$83.15,"$2,423.43","$31,698.20","$37,462.27",$505.58,"$1,356.32",$0.00,$0.00,"$11,125.06"
PS 316 ELIJAH STROUD,NYC GEOG DIST #17 - BROOKLYN ,"$7,102.47","$3,459.09","$5,851.64",$340.01,"$16,753.21",$830.72,$460.26,$0.00,"$1,290.99",$464.51,$257.36,$856.29,"$1,578.17","$19,622.37","$27,324.44","$18,492.37",$549.66,$140.77,$0.00,$0.00,$439.56,$0.00,"$1,129.99","$27,324.44","$50,781.71","$6,771.33",$721.88,$0.00,$0.00,"$12,535.37"
PS 375 JACKIE ROBINSON SCHOOL,NYC GEOG DIST #17 - BROOKLYN ,"$7,864.55","$4,639.38","$6,927.81",$0.00,"$19,431.74","$1,191.04",$659.89,$0.00,"$1,850.93",$817.22,$452.78,$433.38,"$1,703.39","$22,986.07","$30,688.14","$20,926.25",$700.17,$93.66,$53.28,$0.00,"$1,212.70",$0.00,"$2,059.82","$30,688.14","$34,967.10","$6,700.49","$1,270.00",$0.00,$0.00,"$21,914.73"
PS 397 FOSTER-LAURIE,NYC GEOG DIST #17 - BROOKLYN ,"$8,616.84","$3,166.68","$6,528.67",$130.24,"$18,442.43",$902.11,$499.81,$0.00,"$1,401.93",$331.78,$183.82,$674.93,"$1,190.54","$21,034.90","$28,736.98","$19,456.87",$864.58,$373.97,$0.00,$0.00,$252.13,$87.34,"$1,578.03","$28,736.98","$25,972.40","$6,005.86",$515.61,$0.00,$0.00,"$13,402.11"
PS 398 WALTER WEAVER,NYC GEOG DIST #17 - BROOKLYN ,"$9,135.80","$4,792.81","$7,717.15",$0.00,"$21,645.76","$1,436.55",$795.92,$0.00,"$2,232.48",$774.07,$428.88,$217.92,"$1,420.87","$25,299.12","$33,001.20","$23,930.15",$783.51,$307.74,$42.00,$0.00,$235.72,$0.00,"$1,368.97","$33,001.20","$38,050.89","$3,929.45","$1,202.95",$0.00,$0.00,"$26,320.20"
PS 399 STANLEY EUGENE CLARKE,NYC GEOG DIST #17 - BROOKLYN ,"$6,018.82","$1,443.71","$4,134.63",$174.04,"$11,771.21","$1,050.21",$581.87,$0.00,"$1,632.07",$506.58,$280.67,$562.44,"$1,349.70","$14,752.99","$22,455.06","$13,215.13","$1,239.42",$142.72,$54.76,$81.85,$19.10,$0.00,"$1,537.85","$22,455.06","$11,291.67","$5,128.03",$783.18,$0.00,$0.00,$0.00
PS 770 NEW AMERICAN ACADEMY,NYC GEOG DIST #17 - BROOKLYN ,"$5,598.05","$2,551.20","$4,515.10",$0.93,"$12,665.28",$466.75,$258.61,$0.00,$725.36,$563.12,$312.00,$341.34,"$1,216.45","$14,607.09","$22,309.17","$14,135.89",$29.20,$0.00,$6.34,$0.00,$383.70,$51.97,$471.20,"$22,309.17","$29,838.94","$3,498.29",$875.12,$0.00,$0.00,"$14,223.89"
PS 91 ALBANY AVENUE SCHOOL (THE),NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 92 ADRIAN HEGEMAN,NYC GEOG DIST #17 - BROOKLYN ,"$8,476.04","$3,014.99","$6,366.61",$45.20,"$17,902.83",$695.83,$385.53,$0.00,"$1,081.36",$762.28,$422.34,$287.25,"$1,471.88","$20,456.08","$28,158.15","$18,653.83",$968.73,$240.19,$46.51,$0.00,$501.38,$45.43,"$1,802.25","$28,158.15","$30,169.29","$4,373.27","$1,184.63",$0.00,$0.00,"$17,109.26"
RONALD EDMONDS LEARNING CTR II,NYC GEOG DIST #17 - BROOKLYN ,"$7,689.94","$3,348.81","$6,116.02",$0.00,"$17,154.78","$1,858.76","$1,029.84",$0.00,"$2,888.60",$666.32,$369.18,$839.02,"$1,874.53","$21,917.92","$29,620.00","$20,760.31",$747.65,$0.00,$0.00,$0.00,$409.95,$0.00,"$1,157.61","$29,620.00","$19,483.85","$7,217.64","$1,035.50",$0.00,$0.00,$0.00
SCHOOL FOR HUMAN RIGHTS (THE),NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL OF INTEGRATED LRNING (THE),NYC GEOG DIST #17 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIENCE, TECH & RESEARCH EARLY COLLE",NYC GEOG DIST #17 - BROOKLYN ,"$5,179.02","$1,361.68","$3,623.88",$1.66,"$10,166.24","$1,071.04",$593.41,$0.00,"$1,664.45",$339.26,$187.97,$614.34,"$1,141.56","$12,972.26","$20,674.33","$12,178.13",$614.60,$0.00,$0.00,$0.00,$34.55,$144.97,$794.12,"$20,674.33","$11,056.11",$0.00,$527.23,$0.00,$0.00,$0.00
