School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
JOHN JAY SCHOOL FOR LAW,NYC GEOG DIST #15 - BROOKLYN,"$5,365.61","$1,198.25","$3,636.72",$268.27,"$10,468.86","$1,001.92",$555.12,$0.00,"$1,557.04",$471.08,$261.00,"$1,093.00","$1,825.09","$13,850.99","$21,553.06","$13,092.42",$666.62,$0.00,$0.00,$13.45,$78.49,$0.00,$758.57,"$21,553.06","$10,392.68","$9,449.50",$732.09,$0.00,$0.00,$0.00
KHALIL GIBRAN INTERNATIONAL ACADEMY,NYC GEOG DIST #15 - BROOKLYN ,"$9,027.16","$1,436.07","$5,797.16",$32.71,"$16,293.11","$1,572.20",$871.07,$0.00,"$2,443.28",$900.65,$499.00,$621.32,"$2,020.99","$20,757.38","$28,459.45","$19,770.06",$868.05,$0.00,$56.80,$0.00,$62.46,$0.00,$987.32,"$28,459.45","$13,487.23","$8,232.41","$1,399.66",$0.00,$0.00,$0.00
"MAGNET SCH OF MATH, SCI, DESIGN",NYC GEOG DIST #15 - BROOKLYN ,"$9,786.33","$5,036.37","$8,212.53",$16.44,"$23,051.68",$576.86,$319.61,$0.00,$896.47,$400.84,$222.08,$649.42,"$1,272.35","$25,220.50","$32,922.58","$23,877.31",$733.62,$126.66,$9.71,$6.34,$466.85,$0.00,"$1,343.19","$32,922.58","$33,282.00","$11,283.00",$622.92,$0.00,$0.00,"21,331.15"
MATH & SCIENCE EXPLORATORY SCH (THE),NYC GEOG DIST #15 - BROOKLYN ,"$8,446.99","$1,749.09","$5,649.14",$27.09,"$15,872.32",$756.80,$419.31,$0.00,"$1,176.11",$572.13,$316.99,$396.54,"$1,285.67","$18,334.10","$26,036.17","$18,260.79",$1.84,$0.00,$2.67,$7.34,$61.46,$0.00,$73.30,"$26,036.17","$31,784.88","$20,626.33",$889.12,$0.00,$0.00,$0.00
MAURICE SENDAK COMMUNITY SCHOOL,NYC GEOG DIST #15 - BROOKLYN,"$3,832.26","$2,116.29","$3,295.80",$22.25,"$9,266.61",$811.97,$449.88,$0.00,"$1,261.85",$132.10,$73.19,$987.87,"$1,193.16","$11,721.63","$19,423.71","$11,627.50",$5.03,$0.00,$0.00,$17.34,$71.75,$0.00,$94.12,"$19,423.71","$30,363.31",$0.00,$205.29,$0.00,$0.00,"$11,359.78"
MILLENNIUM BROOKLYN HIGH SCHOOL,NYC GEOG DIST #15 - BROOKLYN ,"$7,069.39","$1,319.78","$4,648.03",$52.89,"$13,090.09",$863.20,$478.26,$0.00,"$1,341.46",$621.34,$344.25,"$1,542.01","$2,507.61","$16,939.16","$24,641.24","$16,791.73",$11.56,$0.00,$5.45,$51.98,$78.44,$0.00,$147.43,"$24,641.24","$33,959.76","$1,829.50",$965.60,$0.00,$0.00,$0.00
MS 442 CARROLL GARDENS SCHOOL,NYC GEOG DIST #15 - BROOKLYN ,"$9,281.04","$2,251.14","$6,389.42",$330.28,"$18,251.89",$958.09,$530.83,$0.00,"$1,488.93",$765.37,$424.05,"$1,123.43","$2,312.84","$22,053.66","$29,755.74","$21,726.39",$35.92,$0.00,$6.72,$19.93,$264.70,$0.00,$327.28,"$29,755.74","$32,102.93","$5,040.82","$1,189.42",$0.00,$0.00,$0.00
MS 51 WILLIAM ALEXANDER,NYC GEOG DIST #15 - BROOKLYN ,"$5,592.56","$1,086.45","$3,700.51",$18.41,"$10,397.92",$529.29,$293.25,$0.00,$822.54,$389.16,$215.62,$233.60,$838.38,"$12,058.84","$19,760.92","$11,799.50",$15.14,$0.00,$4.08,$5.29,$234.83,$0.00,$259.34,"$19,760.92","$16,137.13","$6,615.65",$604.78,$0.00,$0.00,$0.00
MS 839,NYC GEOG DIST #15 - BROOKLYN ,"$6,529.59","$1,994.53","$4,722.80",$219.82,"$13,466.74",$803.62,$445.25,$0.00,"$1,248.87",$221.97,$122.98,$781.19,"$1,126.14","$15,841.76","$23,543.83","$15,427.16",$46.07,$0.00,$3.13,$17.49,$347.89,$0.00,$414.59,"$23,543.83","$19,663.88","$17,490.63",$344.95,$0.00,$0.00,$0.00
NEW VOICES SCH-ACAD & CREATIVE ARTS,NYC GEOG DIST #15 - BROOKLYN ,"$5,845.47","$1,091.30","$3,843.32",$10.36,"$10,790.45",$783.05,$433.85,$0.00,"$1,216.90",$184.62,$102.29,$822.31,"$1,109.23","$13,116.58","$20,818.66","$13,012.69",$20.94,$0.00,$2.98,$10.36,$69.60,$0.00,$103.89,"$20,818.66","$15,919.52","$16,349.60",$286.92,$0.00,$0.00,$0.00
PARK SLOPE COLLEGIATE,NYC GEOG DIST #15 - BROOKLYN ,"$6,141.84","$1,297.97","$4,122.03",$29.87,"$11,591.72",$600.85,$332.90,$0.00,$933.75,$466.01,$258.19,$554.29,"$1,278.49","$13,803.96","$21,506.03","$12,977.42",$590.68,$0.00,$14.42,$8.53,$212.90,$0.00,$826.54,"$21,506.03","$13,598.89","$9,032.88",$666.72,$0.00,$0.00,$0.00
PS 1 BERGEN (THE),NYC GEOG DIST #15 - BROOKLYN ,"$7,370.59","$1,865.66","$5,117.35",$27.46,"$14,381.06",$477.52,$264.57,$0.00,$742.09,$392.14,$217.27,$240.12,$849.53,"$15,972.67","$23,674.75","$14,695.45",$757.09,$153.64,$50.88,$5.00,$241.47,$69.15,"$1,277.23","$23,674.75","$20,777.28","$7,376.27",$609.41,$0.00,$0.00,"$17,369.23"
PS 107 JOHN W KIMBALL,NYC GEOG DIST #15 - BROOKLYN ,"$6,078.06","$1,054.77","$3,951.95",$10.85,"$11,095.63",$536.52,$297.26,$0.00,$833.78,$90.66,$50.23,$208.43,$349.32,"$12,278.74","$19,980.81","$12,056.75",$1.75,$105.49,$0.00,$10.85,$103.90,$0.00,$221.99,"$19,980.81","$16,543.44","$10,016.44",$140.89,$0.00,$0.00,$0.00
PS 124 SILAS B DUTCHER,NYC GEOG DIST #15 - BROOKLYN ,"$8,094.73","$2,400.12","$5,814.68",$25.64,"$16,335.18",$889.47,$492.81,$0.00,"$1,382.29",$0.00,$0.00,$438.09,$438.09,"$18,155.57","$25,857.64","$16,365.64",$876.12,$201.39,$30.96,$19.23,$135.79,$526.42,"$1,789.92","$25,857.64","$24,033.32","$5,606.28",$143.42,$312.48,$0.00,"$16,632.26"
PS 130 PARKSIDE (THE),NYC GEOG DIST #15 - BROOKLYN ,"$6,247.96","$2,328.39","$4,751.73",$187.31,"$13,515.39",$524.70,$290.71,$0.00,$815.41,$469.14,$259.93,$393.52,"$1,122.59","$15,453.40","$23,155.48","$14,015.84",$859.06,$57.07,$14.65,$7.13,$499.65,$0.00,"$1,437.56","$23,155.47","$20,107.28","$7,524.09",$681.77,$0.00,$0.00,"$13,069.86"
PS 131,NYC GEOG DIST #15 - BROOKLYN ,"$7,227.31","$1,540.09","$4,857.59",$71.47,"$13,696.46",$452.19,$250.53,$0.00,$702.72,$345.97,$191.68,$468.08,"$1,005.73","$15,404.91","$23,106.98","$14,046.99",$969.02,$110.95,$48.33,$6.34,$135.39,$87.88,"$1,357.91","$23,106.98","$16,145.11","$6,907.72",$537.65,$0.00,$0.00,"$13,610.06"
PS 15 PATRICK F DALY,NYC GEOG DIST #15 - BROOKLYN ,"$8,799.77","$5,151.24","$7,729.57",$78.07,"$21,758.65",$608.13,$336.93,$0.00,$945.06,$696.47,$385.88,$680.79,"$1,763.14","$24,466.85","$32,168.93","$23,098.93",$712.35,$101.09,$0.00,$12.50,$541.99,$0.00,"$1,367.92","$32,168.93","$34,375.74","$61,746.13","$1,082.35",$0.00,$0.00,"$19,296.41"
PS 169 SUNSET PARK,NYC GEOG DIST #15 - BROOKLYN ,"$6,994.44","$2,311.73","$5,156.10",$26.07,"$14,488.34",$470.58,$260.73,$0.00,$731.31,$512.44,$283.92,$429.70,"$1,226.06","$16,445.72","$24,147.79","$14,739.09",$984.96,$156.16,$71.13,$4.25,$490.13,$0.00,"$1,706.63","$24,147.79","$24,756.11","$9,454.72",$714.03,$0.00,$0.00,$0.00
PS 172 BEACON SCHOOL OF EXCELLENCE,NYC GEOG DIST #15 - BROOKLYN ,"$7,624.31","$2,628.52","$5,680.59",$10.29,"$15,943.71",$245.32,$135.92,$0.00,$381.24,$526.78,$291.86,$671.30,"$1,489.95","$17,814.91","$25,516.98","$16,585.47",$704.31,$82.71,$30.31,$10.29,$401.82,$0.00,"$1,229.44","$25,516.98","$16,982.01","$2,499.08",$818.65,$0.00,$0.00,"$17,802.73"
PS 230 DORIS L COHEN,NYC GEOG DIST #15 - BROOKLYN ,"$7,011.08","$2,097.60","$5,046.67",$20.33,"$14,175.69",$549.70,$304.56,$0.00,$854.26,$374.23,$207.34,$237.78,$819.35,"$15,849.30","$23,551.37","$14,598.18",$604.81,$129.24,$30.70,$0.00,$486.36,$0.00,"$1,251.11","$23,551.37","$27,845.79","$6,778.95",$581.57,$0.00,$0.00,"$15,174.25"
PS 24,NYC GEOG DIST #15 - BROOKLYN ,"$7,451.00","$2,500.16","$5,513.45",$100.21,"$15,564.82",$675.74,$374.40,$0.00,"$1,050.14",$654.29,$362.51,$599.42,"$1,616.23","$18,231.18","$25,933.26","$16,538.82",$897.12,$290.29,$58.14,$9.62,$437.20,$0.00,"$1,692.36","$25,933.26","$25,794.10","$11,734.05",$893.98,$0.00,$0.00,"$13,247.12"
PS 261 PHILIP LIVINGSTON,NYC GEOG DIST #15 - BROOKLYN ,"$6,119.52","$1,437.23","$4,186.82",$37.96,"$11,781.52",$509.84,$282.48,$0.00,$792.32,$413.62,$229.16,$182.28,$825.07,"$13,398.92","$21,100.99","$12,944.12",$27.97,$157.41,$3.99,$36.87,$228.54,$0.00,$454.80,"$21,100.99","$20,022.85","$4,140.47",$642.78,$0.00,$0.00,"$14,176.67"
PS 29 JOHN M HARRIGAN,NYC GEOG DIST #15 - BROOKLYN ,"$5,419.97","$1,443.10","$3,802.49",$7.16,"$10,672.72",$450.50,$249.60,$0.00,$700.09,$316.26,$175.23,$365.24,$856.73,"$12,229.55","$19,931.63","$11,895.37",$0.00,$95.01,$15.32,$6.30,$217.55,$0.00,$334.18,"$19,931.63","$19,486.21","$5,561.28",$491.49,$0.00,$0.00,"$16,187.03"
PS 295,NYC GEOG DIST #15 - BROOKLYN ,"$7,774.61","$4,538.07","$6,821.85",$176.92,"$19,311.45",$673.28,$373.03,$0.00,"$1,046.32",$786.19,$435.59,$198.07,"$1,419.85","$21,777.62","$29,479.69","$20,279.69",$469.82,$0.00,$24.81,$13.99,$989.31,$0.00,"$1,497.92","$29,479.69","$30,460.14","$15,687.05","$1,221.78",$0.00,$0.00,"$13,077.17"
PS 32 SAMUEL MILLS SPROLE,NYC GEOG DIST #15 - BROOKLYN ,"$11,370.44","$5,048.38","$9,096.86",$265.19,"$25,780.88",$589.12,$326.41,$0.00,$915.53,$731.22,$405.13,"$1,041.78","$2,178.13","$28,874.55","$36,576.63","$28,597.00",$64.18,$45.69,$6.17,$12.68,$148.82,$0.00,$277.55,"$36,576.63","$70,676.54","$8,383.94","$1,136.36",$0.00,$0.00,"$19,835.61"
PS 321 WILLIAM PENN,NYC GEOG DIST #15 - BROOKLYN ,"$5,578.75","$1,387.73","$3,859.78",$4.34,"$10,830.60",$399.70,$221.45,$0.00,$621.15,$281.91,$156.19,$246.00,$684.10,"$12,135.85","$19,837.92","$11,765.07",$1.40,$126.81,$12.66,$4.34,$225.57,$0.00,$370.78,"$19,837.92","$23,934.34","$4,474.40",$387.33,$0.00,$0.00,$0.00
PS 38 PACIFIC (THE),NYC GEOG DIST #15 - BROOKLYN ,"$4,902.27","$1,898.22","$3,767.82",$64.16,"$10,632.46",$523.88,$290.25,$0.00,$814.13,$399.25,$221.21,$371.46,$991.92,"$12,438.51","$20,140.59","$11,540.11",$157.85,$124.55,$11.74,$9.71,$451.24,$143.30,$898.40,"$20,140.59","$22,533.63","$6,024.00",$693.81,$167.05,$0.00,"$13,462.42"
PS 39 HENRY BRISTOW,NYC GEOG DIST #15 - BROOKLYN ,"$5,027.63","$1,439.26","$3,582.99",$185.28,"$10,235.16",$729.74,$404.31,$0.00,"$1,134.06",$67.15,$37.20,$473.88,$578.23,"$11,947.44","$19,649.52","$11,410.48",$0.48,$373.64,$7.57,$14.49,$140.77,$0.00,$536.96,"$19,649.52","$18,282.40","$7,871.53",$104.35,$0.00,$0.00,$0.00
PS 58 CARROLL (THE),NYC GEOG DIST #15 - BROOKLYN ,"$5,317.01","$1,629.37","$3,848.65",$51.45,"$10,846.48",$331.38,$183.60,$0.00,$514.99,$301.71,$167.16,$96.35,$565.22,"$11,926.69","$19,628.76","$11,488.57",$7.05,$80.09,$14.57,$5.95,$330.45,$0.00,$438.12,"$19,628.76","$25,647.52","$34,458.36",$468.87,$0.00,$0.00,"$13,148.19"
PS 94 HENRY LONGFELLOW (THE),NYC GEOG DIST #15 - BROOKLYN ,"$5,997.78","$1,314.50","$4,051.37",$51.33,"$11,414.99",$448.52,$248.50,$0.00,$697.02,$212.89,$117.95,$770.62,"$1,101.46","$13,213.46","$20,915.54","$11,675.93","$1,163.62",$131.46,$69.75,$4.65,$168.05,$0.00,"$1,537.53","$20,915.54","$22,667.79","$12,702.84",$330.84,$0.00,$0.00,$0.00
RED HOOK NEIGHBORHOOD SCHOOL,NYC GEOG DIST #15 - BROOKLYN ,"$10,477.16","$6,410.58","$9,356.67",$464.06,"$26,708.48","$2,676.04","$1,482.66",$0.00,"$4,158.70",$960.93,$532.40,"$1,298.37","$2,791.71","$33,658.91","$41,360.99","$31,120.33","$1,252.35",$0.00,$61.74,$665.55,$558.92,$0.00,"$2,538.57","$41,360.99","$30,782.14","$1,296.12","$1,493.34",$0.00,$0.00,"$30,310.00"
SCHOOL OF CREATIVITY-INNOVATION,NYC GEOG DIST #15 - BROOKLYN ,"$14,739.23","$4,721.07","$10,781.97",$871.20,"$31,113.50","$4,338.87","$2,403.93",$0.00,"$6,742.80",$0.00,$0.00,"$4,877.60","$4,877.60","$42,733.93","$50,436.04","$40,643.87","$1,890.07",$0.00,$0.00,$200.00,$0.00,$0.00,"$2,090.07","$50,436.04","$68,024.67","$10,734.47",$0.00,$0.00,$0.00,"$193,150.27"
SOUTH BROOKLYN COMM HIGH SCHOOL,NYC GEOG DIST #15 - BROOKLYN ,"$7,393.66","$1,437.56","$4,892.95",$0.00,"$13,724.18","$2,866.53","$1,588.20",$0.00,"$4,454.74","$1,599.04",$885.95,"$2,519.86","$5,004.85","$23,183.78","$30,885.86","$21,625.75",$953.75,$0.00,$0.00,$548.37,$55.90,$0.00,"$1,558.03","$30,885.86","$4,464.79","$3,218.00","$1,987.29",$0.00,$0.00,$0.00
SUNSET PARK AVENUES ELEMENTARY,NYC GEOG DIST #15 - BROOKLYN ,"$6,259.65","$2,157.51","$4,663.53",$129.22,"$13,209.92",$562.56,$311.68,$0.00,$874.24,$152.09,$84.27,$507.75,$744.11,"$14,828.27","$22,530.35","$13,912.62",$764.25,$0.00,$34.64,$12.07,$104.69,$0.00,$915.65,"$22,530.35","$14,432.69","$8,683.48",$236.36,$0.00,$0.00,"$12,741.35"
SUNSET PARK HIGH SCHOOL,NYC GEOG DIST #15 - BROOKLYN ,"$6,861.64","$1,360.12","$4,555.27",$16.84,"$12,793.87",$668.98,$370.65,$0.00,"$1,039.62",$517.43,$286.68,$325.68,"$1,129.80","$14,963.29","$22,665.37","$13,849.55",$890.50,$0.00,$28.32,$4.93,$189.99,$0.00,"$1,113.74","$22,665.37","$12,401.67","$5,987.06",$804.11,$0.00,$0.00,$0.00
SUNSET PARK PREP,NYC GEOG DIST #15 - BROOKLYN ,"$6,802.54","$1,380.98","$4,534.09",$132.32,"$12,849.94",$539.98,$299.17,$0.00,$839.15,$253.63,$140.52,$658.67,"$1,052.83","$14,741.92","$22,444.00","$13,645.98",$960.20,$0.00,$17.61,$11.39,$106.74,$0.00,"$1,095.94","$22,444.00","$13,462.68","$4,082.53",$394.16,$0.00,$0.00,$0.00
WEST BROOKLYN COMMUNITY HIGH SCHOOL,NYC GEOG DIST #15 - BROOKLYN ,"$6,262.24","$1,142.84","$4,102.79",$75.47,"$11,583.34",$805.20,$446.12,$0.00,"$1,251.33",$714.31,$395.76,"$1,457.51","$2,567.59","$15,402.26","$23,104.34","$14,627.16",$509.20,$0.00,$0.00,$265.89,$0.00,$0.00,$775.10,"$23,104.34","$5,968.88","$9,841.06",$756.60,$0.00,$0.00,$0.00
WINDSOR TERRACE SCHOOL (THE),NYC GEOG DIST #15 - BROOKLYN ,"$6,089.27","$2,039.80","$4,503.92",$10.87,"$12,643.85",$496.20,$274.92,$0.00,$771.11,$199.51,$110.54,$289.98,$600.03,"$14,015.00","$21,717.08","$13,691.28",$10.51,$151.63,$2.78,$10.87,$147.93,$0.00,$323.72,"$21,717.08","$19,171.39","$4,479.00",$310.05,$0.00,$0.00,$0.00
