School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
"NEW EXPLORATIONS SCI, TECH & MATH",NYC GEOG DIST # 1 - MANHATTAN,"$4,678.77",$788.52,"$3,029.16",$0.43,"$8,496.88",$442.33,$245.07,$0.00,$687.40,$326.67,$180.99,$432.31,$939.97,"$10,124.26","$17,826.34","$10,073.43",$1.19,$21.01,$3.50,$0.00,$25.14,$0.00,$50.83,"$17,826.34","$13,154.51","$17,102.68",$462.31,$0.00,$0.00,$0.00
ORCHARD COLLEGIATE ACADEMY,NYC GEOG DIST # 1 - MANHATTAN,"$8,651.35","$1,873.95","$5,831.55",$741.97,"$17,098.82","$1,674.01",$927.48,$0.00,"$2,601.49",$417.49,$231.31,"$4,242.28","$4,891.08","$24,591.41","$32,293.48","$22,626.77",$789.78,$0.00,$0.00,$0.00,$18.29,"$1,156.57","$1,964.64","$32,293.48","$12,082.44","$7,594.00","$2,995.83","$4,607.31",$0.00,$0.00
PS 110 FLORENCE NIGHTINGALE,NYC GEOG DIST # 1 - MANHATTAN,"$5,721.92","$1,551.37","$4,029.77",$61.44,"$11,364.51",$731.58,$405.33,$0.00,"$1,136.92",$608.11,$336.93,$281.05,"$1,226.09","$13,727.52","$21,429.60","$13,405.52",$93.47,$114.85,$6.73,$0.00,$106.95,$0.00,$322.00,"$21,429.60","$19,539.25","$5,774.88",$945.04,$0.00,$0.00,"$15,782.06"
PS 134 HENRIETTA SZOLD,NYC GEOG DIST # 1 - MANHATTAN,"$9,337.65","$5,483.07","$8,211.43",$119.89,"$23,152.03","$1,017.57",$563.78,$0.00,"$1,581.35",$853.81,$473.05,$480.09,"$1,806.96","$26,540.34","$34,242.42","$24,327.61",$662.51,$250.41,$44.36,$0.00,"$1,255.44",$0.00,"$2,212.73","$34,242.42","$26,238.77","$7,121.43","$1,326.86",$0.00,$0.00,"$40,646.36"
PS 140 NATHAN STRAUS,NYC GEOG DIST # 1 - MANHATTAN,"$7,684.43","$3,026.76","$5,934.55",$41.94,"$16,687.69",$522.13,$289.28,$0.00,$811.42,$267.88,$148.42,$606.96,"$1,023.26","$18,522.37","$26,224.44","$17,809.54",$610.96,$70.12,$31.74,$0.00,$0.00,$0.00,$712.82,"$26,224.44","$17,000.14","$4,284.64",$416.30,$0.00,$0.00,"$19,865.69"
PS 142 AMALIA CASTRO,NYC GEOG DIST # 1 - MANHATTAN,"$7,614.54","$4,019.36","$6,445.77",$110.36,"$18,190.03",$763.68,$423.11,$0.00,"$1,186.80",$928.63,$514.51,"$1,387.64","$2,830.79","$22,207.62","$29,909.69","$19,718.48",$604.62,$46.86,$35.22,$0.00,$703.97,"$1,098.46","$2,489.13","$29,909.69","$24,952.23","$5,045.65","$2,429.05","$1,746.11",$0.00,"$18,017.11"
PS 15 ROBERTO CLEMENTE,NYC GEOG DIST # 1 - MANHATTAN,"$11,209.29","$5,049.77","$9,008.35",$483.95,"$25,751.37","$1,841.08","$1,020.05",$0.00,"$2,861.12","$1,230.08",$681.53,"$2,759.03","$4,670.64","$33,283.14","$40,985.22","$31,227.40",$948.98,$120.06,$0.00,$0.00,$986.68,$0.00,"$2,055.73","$40,985.22","$41,636.03","$16,836.50","$3,662.38","$2,739.51",$0.00,"$21,527.62"
PS 184 SHUANG WEN,NYC GEOG DIST # 1 - MANHATTAN,"$5,896.34","$2,123.31","$4,443.30",$34.30,"$12,497.25",$672.91,$372.83,$0.00,"$1,045.74",$425.99,$236.02,"$1,280.85","$1,942.85","$15,485.85","$23,187.92","$14,484.29",$473.59,$74.46,$19.79,$0.00,$433.72,$0.00,"$1,001.56","$23,187.92","$24,793.47","$28,172.90",$662.00,$0.00,$0.00,"$12,640.97"
PS 188 ISLAND SCHOOL (THE),NYC GEOG DIST # 1 - MANHATTAN,"$7,910.88","$3,863.98","$6,523.87",$109.63,"$18,408.36",$769.67,$426.43,$0.00,"$1,196.11",$824.60,$456.87,"$2,086.11","$3,367.58","$22,972.04","$30,674.12","$21,621.74",$706.12,$133.19,$26.86,$0.00,$484.14,$0.00,"$1,350.31","$30,674.12","$20,276.28","$23,750.00","$2,012.02","$2,576.40",$0.00,"$18,263.94"
PS 19 ASHER LEVY,NYC GEOG DIST # 1 - MANHATTAN,"$12,866.56","$4,042.11","$9,368.26",$68.51,"$26,345.44","$1,247.89",$691.39,$0.00,"$1,939.28",$855.36,$473.92,$816.86,"$2,146.15","$30,430.87","$38,132.95","$29,661.38",$562.48,$82.82,$0.00,$0.00,$124.18,$0.00,$769.48,"$38,132.95","$46,232.57","$44,146.75","$1,329.28",$0.00,$0.00,"$28,874.50"
PS 20 ANNA SILVER,NYC GEOG DIST # 1 - MANHATTAN,"$7,175.12","$2,660.48","$5,449.42",$117.41,"$15,402.43",$526.56,$291.74,$0.00,$818.30,$554.85,$307.41,$633.46,"$1,495.72","$17,716.46","$25,418.53","$16,733.37",$704.85,$105.38,$18.22,$0.00,$154.64,$0.00,$983.09,"$25,418.53","$21,107.25","$20,475.52",$862.26,$0.00,$0.00,"$14,756.70"
PS 34 FRANKLIN D ROOSEVELT,NYC GEOG DIST # 1 - MANHATTAN,"$8,552.27","$3,862.50","$6,878.41",$165.92,"$19,459.09",$900.47,$498.90,$0.00,"$1,399.37",$658.74,$364.98,$906.29,"$1,930.01","$22,788.48","$30,490.56","$21,256.24",$750.42,$0.00,$0.00,$0.00,$781.82,$0.00,"$1,532.24","$30,490.56","$22,312.74","$6,993.36","$1,023.72",$0.00,$0.00,"$15,146.56"
PS 64 ROBERT SIMON,NYC GEOG DIST # 1 - MANHATTAN,"$8,292.58","$3,773.14","$6,685.03",$94.89,"$18,845.64","$1,323.26",$733.16,$0.00,"$2,056.42","$1,184.90",$656.49,"$1,598.58","$3,439.99","$24,342.05","$32,044.13","$21,415.79",$732.52,$215.12,$0.00,$0.00,$898.08,"$1,080.53","$2,926.26","$32,044.13","$25,501.10","$10,684.17","$2,805.15","$1,119.08",$0.00,"$21,470.11"
SCHOOL FOR GLOBAL LEADERS,NYC GEOG DIST # 1 - MANHATTAN,"$8,932.29","$2,627.81","$6,404.88",$85.81,"$18,050.80","$1,118.92",$619.94,$0.00,"$1,738.85",$408.95,$226.58,$788.65,"$1,424.19","$21,213.85","$28,915.92","$20,209.22",$767.02,$0.00,$0.00,$0.00,$237.60,$0.00,"$1,004.62","$28,915.92","$18,033.84","$11,935.54",$635.53,$0.00,$0.00,$0.00
STAR ACADEMY PS 63 (THE),NYC GEOG DIST # 1 - MANHATTAN,"$7,851.15","$4,225.16","$6,690.89",$122.29,"$18,889.50","$1,260.97",$698.64,$0.00,"$1,959.61","$1,362.60",$754.95,$310.82,"$2,428.38","$23,277.48","$30,979.56","$21,637.55",$477.74,$77.80,$0.00,$124.33,$935.96,$24.10,"$1,639.93","$30,979.56","$26,261.07","$24,039.25","$2,117.55",$0.00,$0.00,"$23,949.22"
TOMPKINS SQUARE MIDDLE SCHOOL,NYC GEOG DIST # 1 - MANHATTAN,"$7,380.63","$2,109.22","$5,257.86",$85.41,"$14,833.12",$780.18,$432.26,$0.00,"$1,212.43",$221.97,$122.98,"$1,393.57","$1,738.53","$17,784.09","$25,486.17","$16,048.85",$579.89,$0.00,$0.00,$0.00,$141.26,"$1,014.09","$1,735.23","$25,486.17","$20,218.56","$10,852.57","$1,238.67","$1,696.91",$0.00,$0.00
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,NYC GEOG DIST # 1 - MANHATTAN,"$5,099.47","$1,884.59","$3,869.52",$45.26,"$10,898.84",$966.46,$535.47,$0.00,"$1,501.93",$871.35,$482.77,$780.54,"$2,134.67","$14,535.44","$22,237.52","$13,481.84",$528.88,$0.00,$16.71,$0.00,$497.34,$10.66,"$1,053.60","$22,237.52","$15,621.65","$12,493.68","$1,354.12",$0.00,$0.00,$0.00
UNIVERSITY NEIGHBORHOOD MIDDLE,NYC GEOG DIST # 1 - MANHATTAN,"$10,255.49","$4,656.83","$8,262.18",$28.15,"$23,202.66","$1,361.93",$754.58,$0.00,"$2,116.52","$1,307.06",$724.17,"$1,039.62","$3,070.86","$28,390.03","$36,092.11","$26,979.81",$578.74,$0.00,$0.00,$131.23,$652.27,$47.99,"$1,410.23","$36,092.11","$20,760.97","$21,298.83","$2,031.24",$0.00,$0.00,$0.00
