School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
BRONX STEM AND ARTS ACADEMY (THE),NYC GEOG DIST #10 - BRONX ,"$5,167.37","$2,568.04","$4,285.81",$224.23,"$12,245.46",$787.33,$436.22,$0.00,"$1,223.54",$20.64,$11.43,"$1,926.99","$1,959.07","$15,428.08","$23,130.16","$13,375.08",$870.08,$231.89,$0.00,$28.85,$0.00,$922.17,"$2,053.00","$23,130.16","$13,044.29",$0.00,$805.42,$944.72,$0.00,"$13,146.06"
BRONX THEATRE HIGH SCHOOL,NYC GEOG DIST #10 - BRONX ,"$5,806.38","$1,648.38","$4,130.32",$0.00,"$11,585.08","$1,335.52",$739.94,$0.00,"$2,075.46",$621.78,$344.50,$573.05,"$1,539.33","$15,199.88","$22,901.96","$14,206.41",$940.15,$0.00,$34.86,$16.96,$0.00,$1.49,$993.46,"$22,901.96","$9,589.20","$8,260.45",$966.27,$0.00,$0.00,$0.00
CELIA CRUZ BRONX HS OF MUSIC (THE),NYC GEOG DIST #10 - BRONX ,"$6,398.39","$2,596.00","$4,983.35",$0.00,"$13,977.74","$1,065.54",$590.36,$0.00,"$1,655.90",$562.18,$311.48,$808.81,"$1,682.47","$17,316.12","$25,018.19","$16,026.63",$832.61,$0.00,$26.88,$12.54,$208.63,$208.82,"$1,289.48","$25,018.19","$12,691.36","$19,620.63",$873.66,$0.00,$0.00,$0.00
CRESTON ACADEMY,NYC GEOG DIST #10 - BRONX ,"$6,532.33","$2,733.12","$5,133.53",$107.19,"$14,506.17",$884.79,$490.22,$0.00,"$1,375.02",$710.78,$393.81,"$1,216.38","$2,320.97","$18,202.16","$25,904.24","$16,512.03",$972.83,$0.00,$52.21,$13.48,$558.68,$92.93,"$1,690.13","$25,904.24","$26,093.47","$7,445.21","$1,104.59",$0.00,$0.00,$0.00
CROTONA INTERNATIONAL HIGH SCHOOL,NYC GEOG DIST #10 - BRONX ,"$6,130.73","$1,463.72","$4,207.72",$87.11,"$11,889.29","$1,362.86",$755.09,$0.00,"$2,117.95",$712.19,$394.59,"$3,059.39","$4,166.17","$18,173.41","$25,875.48","$16,554.94",$912.62,$0.00,$217.41,$253.44,$0.00,$234.98,"$1,618.46","$25,875.48","$12,710.56","$2,793.64","$1,098.99",$0.00,$0.00,$0.00
DEWITT CLINTON HIGH SCHOOL,NYC GEOG DIST #10 - BRONX ,"$5,430.26","$1,393.09","$3,780.48",$36.77,"$10,640.60","$1,119.95",$620.51,$0.00,"$1,740.45",$730.81,$404.90,"$3,439.65","$4,575.36","$16,956.42","$24,658.50","$15,456.73","$1,046.28",$0.00,$38.26,$5.36,$237.44,$172.34,"$1,499.69","$24,658.50","$10,322.32","$5,489.71","$1,905.22","$3,834.19",$0.00,$0.00
DISCOVERY HIGH SCHOOL,NYC GEOG DIST #10 - BRONX ,"$5,431.81","$1,644.72","$3,920.76",$0.00,"$10,997.29",$974.67,$540.02,$0.00,"$1,514.69",$677.77,$375.52,"$1,061.81","$2,115.10","$14,627.08","$22,329.16","$13,354.00","$1,090.33",$0.00,$23.39,$12.22,$121.42,$25.72,"$1,273.08","$22,329.16","$11,396.34",$947.21,$806.82,$0.00,$0.00,$0.00
"ELEM SCHOOL FOR MATH, SCIENCE, TECH",NYC GEOG DIST #10 - BRONX ,"$6,408.54","$1,560.83","$4,415.44",$277.58,"$12,662.40","$1,012.99",$561.25,$0.00,"$1,574.23",$361.74,$200.42,$978.67,"$1,540.83","$15,777.46","$23,479.54","$14,437.32",$979.71,$142.07,$35.34,$0.00,$0.00,$183.02,"$1,340.14","$23,479.54","$16,636.31",$349.92,$562.16,$0.00,$0.00,$0.00
ENGLISH LANGUAGE LEARNERS-INTER SUPP,NYC GEOG DIST #10 - BRONX ,"$7,401.80","$1,897.86","$5,152.48",$2.46,"$14,454.60","$1,404.67",$778.26,$0.00,"$2,182.92","$1,713.07",$949.13,"$1,411.63","$4,073.83","$20,711.36","$28,413.44","$18,478.58","$1,471.39",$0.00,$249.80,$360.68,$0.00,$150.92,"$2,232.78","$28,413.44","$21,126.50","$2,548.71","$2,574.88",$0.00,$0.00,$0.00
FORDHAM HIGH SCHOOL FOR THE ARTS,NYC GEOG DIST #10 - BRONX ,"$6,895.72","$1,389.97","$4,590.70",$318.62,"$13,195.02","$1,076.73",$596.56,$0.00,"$1,673.30",$978.54,$542.16,"$1,299.52","$2,820.22","$17,688.54","$25,390.61","$16,515.80",$959.73,$0.00,$0.00,$18.38,$34.13,$160.50,"$1,172.74","$25,390.61","$8,112.80","$8,556.58","$1,213.42",$0.00,$0.00,$0.00
FORDHAM LEADERSHIP ACADEMY,NYC GEOG DIST #10 - BRONX ,"$7,473.47","$1,846.03","$5,163.47",$172.07,"$14,655.04","$1,845.99","$1,022.77",$0.00,"$2,868.76",$656.49,$363.73,"$3,137.53","$4,157.75","$21,681.55","$29,383.63","$19,558.94","$1,184.41",$0.00,$32.75,$15.68,$50.38,$839.39,"$2,122.61","$29,383.63","$9,318.01","$8,443.44","$2,464.32","$1,444.10",$0.00,$0.00
HIGH SCHOOL FOR ENERGY AND TECHNOLOG,NYC GEOG DIST #10 - BRONX ,"$6,284.30","$1,736.18","$4,443.75",$82.57,"$12,546.81","$1,153.90",$639.32,$0.00,"$1,793.23",$515.59,$285.66,"$1,685.50","$2,486.76","$16,826.79","$24,528.87","$15,895.71",$715.42,$0.00,$26.86,$10.33,$89.33,$89.13,$931.08,"$24,528.87","$8,262.06","$8,274.05",$801.25,$0.00,$0.00,$0.00
HS AMER STUDIES AT LEHMAN COLL,NYC GEOG DIST #10 - BRONX ,"$6,107.44",$960.16,"$3,915.81",$0.00,"$10,983.41",$797.53,$441.87,$0.00,"$1,239.40",$349.91,$193.87,$483.17,"$1,026.96","$13,249.77","$20,951.84","$13,249.77",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,951.84","$8,496.92",$0.00,$543.78,$0.00,$0.00,$0.00
HS FOR TEACHING AND PROFESSIONS,NYC GEOG DIST #10 - BRONX ,"$7,370.38","$2,021.78","$5,203.73",$66.29,"$14,662.18","$1,258.04",$697.01,$0.00,"$1,955.05","$1,003.51",$555.99,"$2,094.17","$3,653.67","$20,270.91","$27,972.98","$18,979.64","$1,112.75",$0.00,$28.89,$14.42,$89.36,$45.84,"$1,291.27","$27,972.98","$16,533.07","$10,388.74","$2,659.79","$3,459.92",$0.00,$0.00
IN-TECH ACADEMY (MS/HS 368),NYC GEOG DIST #10 - BRONX ,"$6,189.22","$1,629.34","$4,331.88",$0.00,"$12,150.44",$678.24,$375.78,$0.00,"$1,054.02",$537.58,$297.85,$869.51,"$1,704.94","$14,909.40","$22,611.47","$13,715.02",$791.35,$0.00,$20.83,$6.01,$231.73,$144.46,"$1,194.37","$22,611.47","$11,835.75","$7,911.66",$835.43,$0.00,$0.00,$0.00
INTERNATIONAL SCHOOL FOR LIBERAL ART,NYC GEOG DIST #10 - BRONX ,"$7,535.62","$1,313.76","$4,903.01",$37.82,"$13,790.21",$902.83,$500.21,$0.00,"$1,403.04",$588.60,$326.12,$619.13,"$1,533.85","$16,727.10","$24,429.18","$15,401.46","$1,153.18",$0.00,$87.30,$11.61,$7.89,$65.67,"$1,325.65","$24,429.18","$14,684.40","$7,253.29",$914.72,$0.00,$0.00,$0.00
IS 206 ANN MERSEREAU,NYC GEOG DIST #10 - BRONX ,"$7,933.91","$2,937.25","$6,023.18",$81.14,"$16,975.50",$986.13,$546.36,$0.00,"$1,532.50",$496.79,$275.25,$930.75,"$1,702.80","$20,210.80","$27,912.87","$19,242.53",$864.31,$0.00,$46.27,$26.32,$30.12,$1.24,$968.27,"$27,912.87","$19,221.20","$7,020.23",$772.04,$0.00,$0.00,$0.00
IS 254,NYC GEOG DIST #10 - BRONX ,"$6,275.75","$2,920.01","$5,094.92",$125.26,"$14,415.94",$838.46,$464.55,$0.00,"$1,303.00",$615.16,$340.83,"$1,362.38","$2,318.36","$18,037.30","$25,739.38","$16,673.31",$857.61,$0.00,$40.64,$12.24,$397.76,$55.73,"$1,363.99","$25,739.38","$17,380.53","$3,488.92",$955.98,$0.00,$0.00,$0.00
JHS 118 WILLIAM W NILES,NYC GEOG DIST #10 - BRONX ,"$7,107.71","$1,777.86","$4,923.06",$42.91,"$13,851.54",$612.89,$339.57,$0.00,$952.47,$474.83,$263.08,$430.30,"$1,168.21","$15,972.22","$23,674.29","$14,683.06",$963.31,$0.00,$20.36,$9.47,$270.37,$25.65,"$1,289.16","$23,674.29","$20,665.29","$10,247.57",$676.83,$0.00,$0.00,$0.00
JHS 80 MOSHOLU PARKWAY (THE),NYC GEOG DIST #10 - BRONX ,"$5,797.69","$2,813.16","$4,770.85",$51.75,"$13,433.45","$1,017.59",$563.80,$0.00,"$1,581.39",$860.41,$476.71,"$2,949.31","$4,286.44","$19,301.27","$27,003.35","$17,436.91","$1,047.39",$0.00,$85.88,$9.13,$555.87,$166.08,"$1,864.36","$27,003.35","$15,135.18","$4,036.00","$2,193.21","$3,356.70",$0.00,$0.00
JONAS BRONCK ACADEMY,NYC GEOG DIST #10 - BRONX ,"$5,951.23","$2,196.55","$4,514.28",$1.12,"$12,663.20","$1,582.06",$876.54,$0.00,"$2,458.60",$765.88,$424.33,$713.43,"$1,903.64","$17,025.45","$24,727.52","$15,906.33",$912.51,$0.00,$0.00,$22.47,$110.72,$73.40,"$1,119.11","$24,727.52","$11,836.56","$7,758.84","$1,190.22",$0.00,$0.00,$0.00
KINGSBRIDGE INTERNATIONAL HS,NYC GEOG DIST #10 - BRONX ,"$5,908.38","$1,567.68","$4,142.12",$41.36,"$11,659.53",$862.72,$477.99,$0.00,"$1,340.71",$901.92,$499.71,"$1,266.42","$2,668.05","$15,668.29","$23,370.37","$14,116.41","$1,070.65",$0.00,$149.04,$205.15,$16.69,$110.34,"$1,551.89","$23,370.37","$29,802.43","$3,690.65","$1,401.63",$0.00,$0.00,$0.00
"KNOWLEDGE, POWER PREP ACAD INTER HS",NYC GEOG DIST #10 - BRONX ,"$6,379.85","$1,036.14","$4,108.84",$63.97,"$11,588.80","$1,143.72",$633.68,$0.00,"$1,777.39",$464.96,$257.61,$697.92,"$1,420.49","$14,786.69","$22,488.77","$13,800.74",$787.63,$0.00,$27.30,$72.04,$91.09,$7.89,$985.95,"$22,488.77","$8,757.91","$12,637.60",$722.57,$0.00,$0.00,$0.00
LPF SCHOOL OF SCIENCE AND DISCOVERY,NYC GEOG DIST #10 - BRONX ,"$7,279.75","$2,668.26","$5,511.70",$355.55,"$15,815.27",$867.75,$480.78,$0.00,"$1,348.53",$725.52,$401.97,$628.28,"$1,755.78","$18,919.57","$26,621.65","$17,126.08",$979.90,$311.48,$74.91,$17.39,$342.84,$66.97,"$1,793.50","$26,621.65","$22,098.93","$1,717.49","$1,127.49",$0.00,$0.00,$0.00
MARBLE HILL HS-INTRNTNL STUDIES,NYC GEOG DIST #10 - BRONX ,"$6,130.60","$1,416.26","$4,181.35",$0.00,"$11,728.21",$993.36,$550.37,$0.00,"$1,543.73",$432.59,$239.68,$585.50,"$1,257.77","$14,529.72","$22,231.79","$13,349.84",$921.20,$0.00,$57.75,$13.01,$148.48,$39.43,"$1,179.88","$22,231.79","$16,450.20","$10,039.46",$475.28,$0.00,$0.00,$0.00
MARIE CURIE HIGH SCHOOL-NURSING,NYC GEOG DIST #10 - BRONX ,"$6,964.43","$1,042.01","$4,435.98",$34.83,"$12,477.26","$1,090.77",$604.34,$0.00,"$1,695.12",$683.06,$378.45,$657.62,"$1,719.13","$15,891.51","$23,593.58","$14,882.66",$867.76,$0.00,$18.26,$6.95,$83.84,$32.03,"$1,008.85","$23,593.58","$10,275.52","$5,141.06","$1,061.51",$0.00,$0.00,$0.00
MILTON FEIN SCHOOL,NYC GEOG DIST #10 - BRONX ,"$5,916.40","$1,885.12","$4,322.44",$98.70,"$12,222.67",$618.21,$342.52,$0.00,$960.74,$208.77,$115.67,$523.03,$847.48,"$14,030.88","$21,732.96","$12,822.05",$815.01,$177.97,$19.80,$8.67,$187.38,$0.00,"$1,208.83","$21,732.96","$26,152.80","$7,222.38",$324.44,$0.00,$0.00,$0.00
MS 390,NYC GEOG DIST #10 - BRONX ,"$6,719.58","$1,625.83","$4,623.79",$300.23,"$13,269.44","$1,026.79",$568.89,$0.00,"$1,595.68","$1,414.64",$783.78,"$1,167.81","$3,366.24","$18,231.36","$25,933.43","$15,778.99","$1,033.00",$0.00,$24.84,$0.00,$575.09,$819.43,"$2,452.37","$25,933.43","$18,124.08","$4,879.04","$2,083.42",$0.00,$0.00,$0.00
NEW SCHOOL-LEADERSHIP & JOURNAL,NYC GEOG DIST #10 - BRONX ,"$6,105.07","$1,554.19","$4,243.62",$201.04,"$12,103.93",$386.49,$214.13,$0.00,$600.62,$727.05,$402.82,"$1,206.47","$2,336.35","$15,040.90","$22,742.98","$13,711.88","$1,038.98",$0.00,$39.26,$8.01,$210.64,$32.13,"$1,329.02","$22,742.98","$16,078.39","$6,904.36","$1,129.88",$0.00,$0.00,$0.00
PS 15 INST FOR ENVIRON LRNG,NYC GEOG DIST #10 - BRONX ,"$6,491.78","$1,924.71","$4,663.16",$0.00,"$13,079.66",$732.10,$405.62,$0.00,"$1,137.72",$537.00,$297.52,$501.47,"$1,335.99","$15,553.37","$23,255.44","$14,065.60",$877.93,$164.33,$24.36,$11.71,$406.30,$3.12,"$1,487.76","$23,255.44","$12,049.49","$9,580.21",$834.52,$0.00,$0.00,$0.00
PS 159 LUIS MUNOZ MARIN BILING,NYC GEOG DIST #10 - BRONX ,"$6,706.89","$2,429.72","$5,062.14",$290.33,"$14,489.08","$1,587.15",$879.36,$0.00,"$2,466.51",$517.46,$286.70,$868.59,"$1,672.75","$18,628.35","$26,330.43","$17,403.27",$898.10,$225.45,$68.97,$29.35,$0.00,$3.20,"$1,225.08","$26,330.43","$26,375.25","$5,568.03",$804.16,$0.00,$0.00,$0.00
PS 205 FIORELLO LAGUARDIA,NYC GEOG DIST #10 - BRONX ,"$7,229.95","$1,871.98","$5,042.93",$16.13,"$14,161.00",$598.68,$331.70,$0.00,$930.37,$545.28,$302.11,$635.98,"$1,483.37","$16,574.75","$24,276.82","$14,524.51","$1,039.37",$177.25,$46.38,$6.41,$313.64,$467.18,"$2,050.24","$24,276.82","$17,544.47","$6,272.11","$1,292.61",$981.33,$0.00,$0.00
PS 207,NYC GEOG DIST #10 - BRONX ,"$6,404.24","$3,124.60","$5,279.46",$247.07,"$15,055.38",$839.16,$464.94,$0.00,"$1,304.10",$897.88,$497.47,$615.74,"$2,011.08","$18,370.57","$26,072.64","$16,811.07",$693.83,$352.36,$43.02,$17.80,$447.64,$4.85,"$1,559.50","$26,072.64","$16,765.39","$6,366.37","$1,395.35",$0.00,$0.00,"$14,110.97"
PS 209,NYC GEOG DIST #10 - BRONX ,"$6,454.77","$2,491.38","$4,956.62",$32.26,"$13,935.04","$1,504.15",$833.38,$0.00,"$2,337.53",$0.00,$0.00,$852.02,$852.02,"$17,124.59","$24,826.67","$15,591.09",$790.14,$193.11,$44.32,$21.50,$338.41,$146.01,"$1,533.50","$24,826.67","$22,519.31","$5,478.26",$0.00,$0.00,$0.00,"$11,440.22"
PS 226,NYC GEOG DIST #10 - BRONX ,"$5,960.25","$1,854.85","$4,329.96",$0.00,"$12,145.07",$959.35,$531.53,$0.00,"$1,490.88",$841.62,$466.30,$805.56,"$2,113.47","$15,749.42","$23,451.49","$13,913.46",$909.82,$332.22,$51.33,$15.28,$440.56,$86.74,"$1,835.95","$23,451.49","$13,700.13","$8,313.34","$1,307.92",$0.00,$0.00,"$15,036.58"
PS 23 NEW CHILDREN'S SCHOOL (THE),NYC GEOG DIST #10 - BRONX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 24 SPUYTEN DUYVIL,NYC GEOG DIST #10 - BRONX ,"$5,482.84","$1,912.12","$4,097.18",$7.44,"$11,499.58",$461.16,$255.51,$0.00,$716.67,$302.32,$167.50,$201.05,$670.86,"$12,887.12","$20,589.19","$12,420.75",$30.73,$131.97,$14.37,$7.14,$282.15,$0.00,$466.37,"$20,589.19","$25,892.39","$5,522.38",$469.82,$0.00,$0.00,$0.00
PS 246 POE CENTER,NYC GEOG DIST #10 - BRONX ,"$7,340.80","$2,153.90","$5,260.54",$148.49,"$14,903.73",$673.78,$373.31,$0.00,"$1,047.09",$585.35,$324.31,"$1,033.41","$1,943.07","$17,893.90","$25,595.97","$15,543.34","$1,279.47",$181.25,$80.34,$0.00,$219.67,$589.83,"$2,350.56","$25,595.97","$18,157.86","$5,131.10","$1,358.19",$929.11,$0.00,$0.00
PS 279 CAPT MANUEL RIVERA JR,NYC GEOG DIST #10 - BRONX ,"$6,632.84","$2,098.43","$4,837.57",$131.64,"$13,700.49",$530.80,$294.09,$0.00,$824.90,$593.15,$328.63,$275.63,"$1,197.41","$15,722.80","$23,424.88","$14,206.28",$987.74,$92.96,$46.94,$6.31,$276.04,$106.52,"$1,516.52","$23,424.88","$19,762.06","$6,383.40",$921.78,$0.00,$0.00,$0.00
PS 291,NYC GEOG DIST #10 - BRONX ,"$6,794.22","$1,667.15","$4,688.03",$0.00,"$13,149.39",$747.45,$414.12,$0.00,"$1,161.57",$368.58,$204.21,$684.97,"$1,257.76","$15,568.73","$23,270.81","$14,170.78","$1,079.81",$204.25,$45.02,$9.66,$43.63,$15.58,"$1,397.95","$23,270.81","$17,965.57","$4,502.77",$572.79,$0.00,$0.00,$0.00
PS 3 RAUL JULIA MICRO SOCIETY,NYC GEOG DIST #10 - BRONX ,"$7,331.42","$2,532.46","$5,465.09",$173.91,"$15,502.87","$1,397.12",$774.07,$0.00,"$2,171.19",$704.19,$390.16,$112.82,"$1,207.16","$18,881.23","$26,583.31","$16,882.17",$912.43,$310.13,$38.40,$0.00,$682.79,$55.30,"$1,999.06","$26,583.31","$22,858.20","$3,624.11","$1,094.34",$0.00,$0.00,"$16,505.73"
PS 306,NYC GEOG DIST #10 - BRONX ,"$6,792.56","$2,866.28","$5,351.48",$15.00,"$15,025.32",$823.80,$456.43,$0.00,"$1,280.23",$742.96,$411.64,$411.08,"$1,565.68","$17,871.23","$25,573.31","$16,067.08",$867.17,$140.45,$47.08,$9.09,$715.27,$25.08,"$1,804.15","$25,573.31","$27,486.24","$15,971.48","$1,154.60",$0.00,$0.00,$0.00
PS 310 MARBLE HILL,NYC GEOG DIST #10 - BRONX ,"$6,618.92","$1,924.45","$4,733.46",$16.32,"$13,293.16",$635.20,$351.93,$0.00,$987.14,$736.93,$408.30,$357.57,"$1,502.80","$15,783.10","$23,485.18","$14,311.41",$942.16,$241.63,$36.19,$8.90,$218.36,$24.44,"$1,471.69","$23,485.18","$18,799.07","$11,364.99","$1,145.23",$0.00,$0.00,"$15,089.66"
PS 315 LAB SCHOOL,NYC GEOG DIST #10 - BRONX ,"$5,285.12","$3,505.33","$4,870.36",$88.00,"$13,748.81","$1,261.16",$698.75,$0.00,"$1,959.92",$356.34,$197.43,$887.47,"$1,441.24","$17,149.97","$24,852.05","$15,725.44","$1,060.68",$199.52,$55.06,$26.67,$0.00,$82.59,"$1,424.53","$24,852.05","$15,700.31","$5,953.72",$553.77,$0.00,$0.00,$0.00
PS 32 BELMONT,NYC GEOG DIST #10 - BRONX ,"$7,007.84","$2,327.40","$5,172.19",$81.43,"$14,588.86",$872.03,$483.15,$0.00,"$1,355.18",$832.88,$461.46,$338.92,"$1,633.26","$17,577.30","$25,279.38","$15,978.22","$1,068.74",$89.70,$15.46,$15.84,$393.91,$15.42,"$1,599.08","$25,279.38","$24,841.63","$8,558.24","$1,294.34",$0.00,$0.00,"$12,721.11"
PS 33 TIMOTHY DWIGHT,NYC GEOG DIST #10 - BRONX ,"$5,971.26","$2,410.67","$4,644.01",$34.35,"$13,060.29",$597.44,$331.01,$0.00,$928.45,$465.98,$258.17,$836.61,"$1,560.77","$15,549.51","$23,251.59","$14,148.99",$906.02,$152.29,$32.27,$6.73,$186.75,$116.47,"$1,400.52","$23,251.59","$20,250.68","$6,252.74",$644.81,$0.00,$0.00,"$14,477.26"
