School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 243 WEEKSVILLE SCHOOL (THE),NYC GEOG DIST #16 - BROOKLYN ,"$8,552.89","$4,123.25","$7,023.22",$224.15,"$19,923.51","$1,317.52",$729.97,$0.00,"$2,047.49","$1,064.57",$589.82,$879.94,"$2,534.33","$24,505.33","$32,207.41","$22,464.22",$594.61,$389.31,$0.00,$24.19,"$1,033.01",$0.00,"$2,041.12","$32,207.41","$26,842.18",$0.00,"$1,654.39",$0.00,$0.00,"$25,064.09"
PS 25 EUBIE BLAKE SCHOOL,NYC GEOG DIST #16 - BROOKLYN ,"$14,079.46","$4,559.17","$10,326.75",$141.07,"$29,106.45","$3,649.91","$2,022.23",$0.00,"$5,672.15","$1,503.98",$833.28,$523.55,"$2,860.82","$37,639.41","$45,341.50","$34,331.00","$1,093.77",$500.97,$0.00,$68.47,"$1,645.18",$0.00,"$3,308.41","$45,341.50","$40,884.63",$0.00,"$2,337.25",$0.00,$0.00,"$31,912.13"
PS 26 JESSE OWENS,NYC GEOG DIST #16 - BROOKLYN ,"$9,567.13","$3,984.55","$7,508.32",$37.35,"$21,097.35","$1,234.27",$683.85,$0.00,"$1,918.12",$626.05,$346.86,"$1,673.74","$2,646.65","$25,662.13","$33,364.21","$23,843.46",$670.42,$207.44,$0.00,$13.23,$28.67,$898.90,"$1,818.67","$33,364.21","$50,836.85","$11,396.10","$1,738.68",$971.24,$0.00,"$17,238.21"
PS 262 EL HAJJ MALIK EL SHABAZZ,NYC GEOG DIST #16 - BROOKLYN ,"$8,156.77","$2,318.39","$5,803.77",$0.00,"$16,278.94","$1,853.47","$1,026.91",$0.00,"$2,880.39","$1,240.54",$687.33,$532.51,"$2,460.39","$21,619.73","$29,321.80","$19,365.51",$904.37,$343.00,$0.00,$38.82,$968.01,$0.00,"$2,254.21","$29,321.80","$31,453.45","$23,884.00","$1,927.87",$0.00,$0.00,"$15,067.74"
PS 28 WARREN PREP ACADEMY (THE),NYC GEOG DIST #16 - BROOKLYN ,"$13,011.60","$5,114.68","$10,042.88",$664.38,"$28,833.55","$1,374.52",$761.56,$0.00,"$2,136.08",$438.84,$243.14,$769.79,"$1,451.78","$32,421.40","$40,123.48","$30,410.09","$1,205.26",$205.82,$0.00,$51.25,$404.38,$144.59,"$2,011.32","$40,123.48","$34,071.26",$0.00,$681.97,$0.00,$0.00,"$26,073.36"
PS 308 CLARA CARDWELL,NYC GEOG DIST #16 - BROOKLYN ,"$10,706.34","$4,326.96","$8,329.21",$19.92,"$23,382.43","$1,216.03",$673.74,$0.00,"$1,889.77",$982.24,$544.21,"$2,632.25","$4,158.71","$29,430.92","$37,133.00","$27,229.77","$1,169.00",$241.34,$0.00,$23.90,$715.73,$51.17,"$2,201.15","$37,133.00","$33,688.19","$18,922.82","$3,554.84","$4,599.05",$0.00,"$29,490.96"
PS 309 GEORGE E WIBECAN PREP,NYC GEOG DIST #16 - BROOKLYN ,"$9,685.25","$3,890.49","$7,521.65",$98.89,"$21,196.29","$1,181.80",$654.77,$0.00,"$1,836.57",$825.76,$457.51,$633.85,"$1,917.12","$24,949.99","$32,652.07","$23,215.47",$632.86,$468.02,$0.00,$26.55,$607.08,$0.00,"$1,734.51","$32,652.07","$33,428.70","$11,663.50","$1,283.28",$0.00,$0.00,"$26,253.51"
PS 335 GRANVILLE T WOODS,NYC GEOG DIST #16 - BROOKLYN ,"$10,133.85","$3,646.96","$7,635.27",$122.14,"$21,538.22","$1,325.34",$734.31,$0.00,"$2,059.65",$936.31,$518.76,"$2,353.33","$3,808.40","$27,406.28","$35,108.36","$25,424.57",$952.77,$344.41,$0.00,$27.50,$332.38,$324.64,"$1,981.70","$35,108.36","$31,436.18","$9,662.60","$3,631.86","$3,336.67",$0.00,"$36,739.07"
PS 40 GEORGE W CARVER,NYC GEOG DIST #16 - BROOKLYN ,"$7,642.99","$3,383.65","$6,109.32",$0.00,"$17,135.95",$899.86,$498.57,$0.00,"$1,398.43",$614.85,$340.66,"$1,014.79","$1,970.31","$20,504.69","$28,206.77","$18,447.21",$654.78,$219.22,$0.00,$16.17,$627.09,$540.21,"$2,057.48","$28,206.77","$25,806.83","$5,342.10","$1,392.43","$1,009.13",$0.00,"$24,589.80"
PS 5 DR RONALD MCNAIR,NYC GEOG DIST #16 - BROOKLYN ,"$7,804.27","$4,875.08","$7,025.00",$278.52,"$19,982.87","$1,438.43",$796.96,$0.00,"$2,235.40","$1,299.49",$719.98,"$1,056.50","$3,075.97","$25,294.24","$32,996.32","$23,534.40","$1,017.57",$550.29,$0.00,$2.36,$189.62,$0.00,"$1,759.84","$32,996.32","$13,990.87","$17,625.50","$2,019.47",$0.00,$0.00,"$21,095.62"
PS 81 THADDEUS STEVENS,NYC GEOG DIST #16 - BROOKLYN ,"$9,243.85","$3,865.91","$7,263.48",$87.29,"$20,460.53",$633.36,$350.91,$0.00,$984.27,"$1,248.40",$691.68,"$1,173.60","$3,113.68","$24,558.49","$32,260.56","$21,978.63",$811.14,$71.78,$0.00,$16.49,$987.90,$692.54,"$2,579.86","$32,260.56","$26,506.51","$13,804.42","$2,509.84",$727.46,$0.00,"$15,609.00"
RESEARCH AND SERVICE HIGH SCHOOL,NYC GEOG DIST #16 - BROOKLYN ,"$5,338.91","$2,434.89","$4,307.08",$5.99,"$12,086.87","$1,974.95","$1,094.23",$0.00,"$3,069.18",$287.90,$159.51,"$4,175.87","$4,623.28","$19,779.33","$27,481.41","$18,348.96","$1,044.94",$0.00,$0.00,$335.63,$49.80,$0.00,"$1,430.38","$27,481.41","$6,830.09",$0.00,$447.41,$0.00,$0.00,$0.00
WHITELAW REID ACAD ARTS-BUSINESS,NYC GEOG DIST #16 - BROOKLYN ,"$7,507.17","$3,627.80","$6,169.34",$0.00,"$17,304.32","$1,694.03",$938.58,$0.00,"$2,632.61","$2,211.79","$1,225.44","$1,508.50","$4,945.74","$24,882.67","$32,584.75","$22,818.37",$842.57,$0.00,$0.00,$37.26,$963.50,$220.96,"$2,064.29","$32,584.75","$21,464.07","$8,621.77","$3,437.24",$0.00,$0.00,$0.00
