School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
CLINTON SCHOOL (THE),NYC GEOG DIST # 2 - MANHATTAN,"$5,355.35","$1,001.12","$3,521.81",$0.00,"$9,878.28",$599.08,$331.92,$0.00,$931.01,$393.71,$218.14,$344.86,$956.72,"$11,766.01","$19,468.09","$11,670.32",$6.64,$0.00,$4.88,$0.00,$84.16,$0.00,$95.69,"$19,468.09","$14,602.29","$69,591.00",$611.85,$0.00,$0.00,$0.00
EAST SIDE ELEMENTARY-PS 267,NYC GEOG DIST # 2 - MANHATTAN,"$5,185.91","$2,044.67","$4,006.11",$0.00,"$11,236.69",$673.55,$373.18,$0.00,"$1,046.74",$468.03,$259.31,$69.14,$796.48,"$13,079.91","$20,781.98","$12,720.02",$5.81,$0.00,$6.59,$0.00,$347.48,$0.00,$359.88,"$20,781.98","$24,366.63","$2,021.94",$727.34,$0.00,$0.00,$0.00
EAST SIDE MIDDLE SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,888.55",$854.75,"$3,736.13",$0.00,"$10,479.43",$654.85,$362.82,$0.00,"$1,017.66",$388.57,$215.29,$192.21,$796.07,"$12,293.17","$19,995.25","$12,031.92",$1.39,$0.00,$6.08,$0.00,$253.77,$0.00,$261.25,"$19,995.25","$15,598.05","$2,738.16",$603.86,$0.00,$0.00,$0.00
ELEANOR ROOSEVELT HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,608.20",$762.41,"$3,529.64",$4.73,"$9,904.99",$880.28,$487.72,$0.00,"$1,368.00",$395.70,$219.23,$291.04,$905.97,"$12,178.96","$19,881.04","$12,172.95",$6.01,$0.00,$0.00,$0.00,$0.00,$0.00,$6.01,"$19,881.04","$10,331.27",$0.00,$614.93,$0.00,$0.00,$0.00
ELLA BAKER SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,338.75","$3,088.26","$5,223.04",$27.70,"$14,677.76",$898.14,$497.61,$0.00,"$1,395.75",$304.10,$168.49,$269.02,$741.61,"$16,815.12","$24,517.20","$16,305.61",$34.48,$249.37,$7.68,$0.00,$217.97,$0.00,$509.51,"$24,517.20","$23,091.16",$497.80,$472.60,$0.00,$0.00,"$16,873.79"
EMMA LAZARUS HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,020.06","$1,042.26","$3,358.83",$145.93,"$9,567.08","$1,559.85",$864.23,$0.00,"$2,424.09",$917.73,$508.47,"$2,191.09","$3,617.29","$15,608.46","$23,310.53","$14,726.80",$680.95,$0.00,$200.71,$0.00,$0.00,$0.00,$881.66,"$23,310.53",$0.00,"$4,068.20","$1,095.29",$0.00,$0.00,$0.00
ESSEX STREET ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$6,528.52","$1,540.88","$4,470.85",$17.80,"$12,558.05",$876.44,$485.59,$0.00,"$1,362.04",$634.43,$351.50,$541.53,"$1,527.46","$15,447.55","$23,149.63","$14,917.26",$488.64,$0.00,$0.00,$0.00,$41.66,$0.00,$530.29,"$23,149.63","$8,416.85","$12,807.09",$985.93,$0.00,$0.00,$0.00
FACING HISTORY SCHOOL (THE),NYC GEOG DIST # 2 - MANHATTAN,"$6,391.55","$1,800.54","$4,538.83",$0.00,"$12,730.93","$1,247.03",$690.92,$0.00,"$1,937.94","$1,053.07",$583.46,"$1,545.56","$3,182.09","$17,850.96","$25,553.04","$15,926.39",$647.04,$0.00,$31.31,$0.00,$429.27,$816.94,"$1,924.57","$25,553.04","$14,220.86","$10,126.23","$2,328.33",$853.51,$0.00,$0.00
FOOD AND FINANCE HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$7,060.07",$838.22,"$4,376.05",$0.00,"$12,274.34",$817.58,$452.98,$0.00,"$1,270.56",$594.79,$329.54,$532.76,"$1,457.08","$15,001.99","$22,704.07","$14,186.33",$577.64,$0.00,$0.00,$0.00,$0.00,$238.02,$815.66,"$22,704.07","$10,492.41","$22,396.23",$924.33,$0.00,$0.00,$0.00
GRAMERCY ARTS HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,117.93","$1,160.81","$4,032.79",$51.28,"$11,362.81",$698.86,$387.20,$0.00,"$1,086.06",$452.42,$250.66,$281.88,$984.97,"$13,433.85","$21,135.93","$12,759.74",$585.44,$0.00,$0.00,$0.00,$88.66,$0.00,$674.11,"$21,135.93","$14,178.80","$14,444.80",$703.09,$0.00,$0.00,$0.00
HARVEST COLLEGIATE HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$7,071.24","$1,139.50","$4,549.17",$32.30,"$12,792.20",$853.79,$473.04,$0.00,"$1,326.83",$594.17,$329.20,$539.58,"$1,462.94","$15,581.97","$23,284.05","$15,495.22",$55.86,$0.00,$4.91,$0.00,$25.98,$0.00,$86.75,"$23,284.05","$11,343.52","$27,776.83",$923.36,$0.00,$0.00,$0.00
HARVEY MILK HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$10,639.88","$1,486.06","$6,718.39",$94.52,"$18,938.87","$4,779.07","$2,647.85",$0.00,"$7,426.93","$3,180.43","$1,762.12","$1,032.43","$5,975.00","$32,340.81","$40,042.88","$31,713.90",$626.90,$0.00,$0.00,$0.00,$0.00,$0.00,$626.90,"$40,042.88","$2,669.92",$0.00,"$4,942.55",$0.00,$0.00,$0.00
HIGH SCH OF FASHION INDUSTRIES (THE),NYC GEOG DIST # 2 - MANHATTAN,"$5,337.56","$1,225.99","$3,636.54",$3.00,"$10,203.09",$871.13,$482.65,$0.00,"$1,353.78",$593.60,$328.89,$416.40,"$1,338.88","$12,895.75","$20,597.83","$11,948.79",$602.45,$0.00,$8.00,$0.00,$79.23,$257.28,$946.96,"$20,597.83","$11,019.30","$11,831.78",$862.64,$0.00,$0.00,$0.00
HIGH SCHOOL OF ECONOMICS & FINANCE,NYC GEOG DIST # 2 - MANHATTAN,"$4,908.25","$1,259.40","$3,417.19",$9.68,"$9,594.52",$765.71,$424.24,$0.00,"$1,189.95",$484.07,$268.20,$463.01,"$1,215.29","$11,999.77","$19,701.84","$11,226.60",$576.58,$0.00,$13.18,$0.00,$37.96,$145.45,$773.17,"$19,701.84","$9,422.95","$8,531.67",$641.46,$0.00,$0.00,$0.00
HIGH SCHOOL OF HOSPITALITY MGMNT,NYC GEOG DIST # 2 - MANHATTAN,"$6,122.48","$1,030.98","$3,963.38",$61.18,"$11,178.02",$852.94,$472.57,$0.00,"$1,325.51",$879.90,$487.51,$552.87,"$1,920.29","$14,423.82","$22,125.89","$13,208.69",$613.35,$0.00,$25.08,$0.00,$541.98,$34.71,"$1,215.12","$22,125.89","$7,290.05","$5,402.54","$1,181.52",$0.00,$0.00,$0.00
HIGH SCHOOL-LANGUAGE AND DIPLOMACY,NYC GEOG DIST # 2 - MANHATTAN,"$4,830.01","$1,189.42","$3,335.07",$47.10,"$9,401.61","$1,522.50",$843.54,$0.00,"$2,366.04",$614.50,$340.47,$447.53,"$1,402.51","$13,170.16","$20,872.24","$12,241.74",$717.76,$0.00,$29.59,$0.00,$181.06,$0.00,$928.41,"$20,872.24","$13,673.93",$249.89,$954.97,$0.00,$0.00,$0.00
HS 560 CITY-AS-SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$7,046.18","$1,115.90","$4,522.21",$91.73,"$12,776.03","$1,181.80",$654.78,$0.00,"$1,836.57","$1,059.83",$587.20,$905.70,"$2,552.74","$17,165.34","$24,867.42","$16,707.02",$442.07,$0.00,$0.00,$0.00,$0.00,$16.25,$458.32,"$24,867.42","$11,369.76","$18,376.19","$1,647.04",$0.00,$0.00,$0.00
HS FOR ENVIRONMENTAL STUDIES,NYC GEOG DIST # 2 - MANHATTAN,"$5,432.77",$794.28,"$3,450.10",$52.77,"$9,729.92",$702.34,$389.13,$0.00,"$1,091.47",$587.43,$325.47,$308.32,"$1,221.22","$12,042.60","$19,744.67","$11,419.00",$611.93,$0.00,$11.26,$$0.00,$0.00,$0.41,$623.60,"$19,744.67","$9,671.73","$4,730.84",$865.66,$0.00,$0.00,$0.00
HS-DUAL LANGUAGE & ASIAN STUDIES,NYC GEOG DIST # 2 - MANHATTAN,"$5,498.17",$672.16,"$3,418.68",$0.00,"$9,589.01",$963.25,$533.68,$0.00,"$1,496.93",$596.30,$330.38,$282.20,"$1,208.87","$12,294.81","$19,996.89","$11,691.14",$603.68,$0.00,$0.00,$0.00,$0.00,$0.00,$603.68,"$19,996.89",$517.93,"$17,711.00",$926.67,$0.00,$0.00,$0.00
HS-HEALTH PROFESSIONS & HUMAN SVCS,NYC GEOG DIST # 2 - MANHATTAN,"$4,656.45",$855.01,"$3,053.63",$34.48,"$8,599.57",$719.92,$398.87,$0.00,"$1,118.79",$509.81,$282.46,$469.92,"$1,262.19","$10,980.55","$18,682.62","$10,282.05",$592.93,$0.00,$6.68,$0.00,$76.71,$22.18,$698.50,"$18,682.62","$8,990.03","$6,063.25",$792.27,$0.00,$0.00,$0.00
HUDSON HS OF LEARNING TECHNOLOGIES,NYC GEOG DIST # 2 - MANHATTAN,"$5,835.74","$1,946.66","$4,311.85",$42.22,"$12,136.47",$918.95,$509.15,$0.00,"$1,428.10","$1,207.46",$668.99,$843.49,"$2,719.95","$16,284.52","$23,986.60","$15,300.51",$602.91,$0.00,$25.31,$0.00,$355.80,$0.00,$984.01,"$23,986.60","$13,847.65","$5,972.21","$1,561.12",$0.00,$0.00,$0.00
HUMANITIES PREP ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$6,585.94","$1,046.88","$4,228.97",$0.00,"$11,861.80","$1,357.91",$752.35,$0.00,"$2,110.25",$908.39,$503.29,"$1,320.40","$2,732.08","$16,704.14","$24,406.22","$16,056.49",$595.97,$0.00,$0.00,$0.00,$51.67,$0.00,$647.65,"$24,406.22","$8,854.40",$32.57,"$1,411.69",$0.00,$0.00,$0.00
INDEPENDENCE HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,438.85","$2,284.56","$4,833.21",$52.36,"$13,608.98","$1,862.41","$1,031.87",$0.00,"$2,894.28","$1,152.74",$638.67,"$2,271.73","$4,063.15","$20,566.42","$28,268.49","$19,022.50","$1,119.80",$0.00,$0.00,$365.30,$0.00,$58.81,"$1,543.92","$28,268.49","$4,655.17","$7,257.61","$1,791.42",$0.00,$0.00,$0.00
INST FOR COLLABORATIVE EDUCATION,NYC GEOG DIST # 2 - MANHATTAN,"$4,584.34",$894.76,"$3,035.70",$0.00,"$8,514.81",$632.19,$350.27,$0.00,$982.46,$155.48,$86.14,$366.65,$608.28,"$10,105.55","$17,807.63","$10,046.33",$22.94,$0.00,$5.91,$0.00,$30.36,$0.00,$59.22,"$17,807.63","$4,476.43","$1,430.00",$241.63,$0.00,$0.00,$0.00
INTERNATIONAL HS AT UNION SQUARE,NYC GEOG DIST # 2 - MANHATTAN,"$6,896.24","$1,106.61","$4,433.99",$58.69,"$12,495.54",$931.58,$516.14,$0.00,"$1,447.72","$1,592.60",$882.38,$715.88,"$3,190.86","$17,134.12","$24,836.20","$16,114.45",$597.66,$0.00,$170.77,$251.24,$0.00,$0.00,"$1,019.68","$24,836.20","$17,279.92","$4,431.76","$2,262.55",$0.00,$0.00,$0.00
IS 289,NYC GEOG DIST # 2 - MANHATTAN,"$5,939.55","$1,255.43","$3,986.39",$33.00,"$11,214.37","$1,013.03",$561.27,$0.00,"$1,574.30",$380.95,$211.07,$162.85,$754.87,"$13,543.54","$21,245.62","$13,438.72",$23.75,$0.00,$7.31,$0.00,$73.77,$0.00,$104.83,"$21,245.62","$11,059.09","$10,718.57",$592.02,$0.00,$0.00,$0.00
JACQUELINE KENNEDY-ONASSIS HIGH SCH,NYC GEOG DIST # 2 - MANHATTAN,"$6,073.67","$1,272.02","$4069.88",$91.32,"$11,506.89","$1,075.36",$595.80,$0.00,"$1,671.16",$714.84,$396.06,$614.19,"$1,725.10","$14,903.16","$22,605.23","$13,773.53",$956.78,$0.00,$21.75,$0.00,$27.76,$123.34,"$1,129.63","$22,605.23","$10,727.97","$6,334.91","$1,110.90",$0.00,$0.00,$0.00
JAMES BALDWIN SCHOOL (THE),NYC GEOG DIST # 2 - MANHATTAN,"$7,287.51","$1,460.06","$4,846.60",$0.00,"$13,594.17","$1,329.80",$736.77,$0.00,"$2,066.57","$1,610.37",$892.22,"$1,039.54","$3,542.14","$19,202.88","$26,904.96","$18,492.14",$648.44,$0.00,$0.00,$0.00,$62.30,$0.00,$710.74,"$26,904.96","$10,634.85","$6,010.15","$2,502.59",$0.00,$0.00,$0.00
JHS 104 SIMON BARUCH,NYC GEOG DIST # 2 - MANHATTAN,"$5,410.71","$1,084.79","$3,598.84",$71.80,"$10,166.15",$479.80,$265.83,$0.00,$745.63,$448.00,$248.22,$363.60,"$1,059.82","$11,971.60","$19,673.68","$11,754.79",$39.94,$0.00,$17.68,$0.00,$159.20,$0.00,$216.81,"$19,673.68","$17,382.27","$7,853.40",$696.22,$0.00,$0.00,$0.00
JHS 167 ROBERT F WAGNER,NYC GEOG DIST # 2 - MANHATTAN,"$5,286.49",$993.43,"$3,479.39",$21.99,"$9,781.30",$415.75,$230.35,$0.00,$646.09,$381.99,$211.64,$305.81,$899.44,"$11,326.83","$19,028.90","$11,289.89",$21.78,$0.00,$15.15,$0.00,$0.00,$0.00,$36.93,"$19,028.90","$15,032.19","$5,090.30",$593.63,$0.00,$0.00,$0.00
LANDMARK HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,106.80","$1,545.50","$4,239.76",$90.91,"$11,982.97","$1,340.55",$742.73,$0.00,"$2,083.28",$788.94,$437.11,$376.42,"$1,602.48","$15,668.73","$23,370.81","$14,533.50",$673.21,$0.00,$0.00,$75.76,$86.22,$300.04,"$1,135.23","$23,370.81","$14,218.44","$7,899.89","$1,013.32",$0.00,$0.00,$0.00
LEADERSHIP & PUBLIC SERVICE HIGH SCH,NYC GEOG DIST # 2 - MANHATTAN,"$5,401.82","$1,106.28","$3,605.82",$11.02,"$10,124.94",$909.48,$503.90,$0.00,"$1,413.37",$560.31,$310.44,$589.64,"$1,460.40","$12,998.71","$20,700.79","$12,107.01",$860.41,$0.00,$0.00,$0.00,$0.00,$31.29,$891.70,"$20,700.79","$8,049.28",$0.00,$870.75,$0.00,$0.00,$0.00
LIBERTY HIGH SCH ACAD-NEWCOMERS,NYC GEOG DIST # 2 - MANHATTAN,"$6,197.95","$1,353.71","$4,184.00",$150.24,"$11,885.91","$1,114.66",$617.58,$0.00,"$1,732.25","$1,182.36",$655.09,"$1,453.71","$3,291.15","$16,909.31","$24,611.38","$16,080.74",$643.23,$0.00,$160.61,$0.00,$24.72,$0.00,$828.56,"$24,611.38","$22,197.29","$5,677.42","$1,664.85",$0.00,$0.00,$0.00
LIFE SCIENCES SECONDARY SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,178.08","$1,619.74","$4,320.39",$64.55,"$12,182.78","$1,110.28",$615.15,$0.00,"$1,725.44",$801.38,$444.00,$405.48,"$1,650.86","$15,559.08","$23,261.16","$14,633.65",$895.94,$0.00,$29.50,$0.00,$0.00,$0.00,$925.44,"$23,261.16","$17,422.63","$10,704.82","$1,128.74",$0.00,$0.00,$0.00
LOWER MANHATTAN ARTS ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$7,086.64","$2,325.08","$5,214.57",$30.82,"$14,657.11","$1,141.08",$632.21,$0.00,"$1,773.29","$1,321.36",$732.10,$587.83,"$2,641.29","$19,071.70","$26,773.77","$17,794.09",$500.82,$0.00,$0.00,$0.00,$691.32,$85.46,"$1,277.60","$26,773.77","$13,219.23","$4,959.80","$1,689.94",$0.00,$0.00,$0.00
LOWER MANHATTAN COM MIDDLE SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$6,782.58","$2,071.45","$4,905.58",$0.00,"$13,759.62",$747.00,$413.88,$0.00,"$1,160.88",$220.88,$122.38,$274.52,$617.77,"$15,538.27","$23,240.34","$15,100.08",$48.54,$0.00,$9.45,$0.00,$164.52,$215.68,$438.18,"$23,240.34","$17,859.31",$192.39,$343.25,$0.00,$0.00,$0.00
MANHATTAN ACAD-ARTS AND LANGUAGE,NYC GEOG DIST # 2 - MANHATTAN,"$7,241.81","$1,691.26","$4,949.37",$129.11,"$14,011.56","$1,928.05","$1,068.23",$0.00,"$2,996.28","$1,003.09",$555.76,$878.82,"$2,437.68","$19,445.52","$27,147.60","$18,288.58",$962.84,$0.00,$148.36,$0.00,$45.73,$0.00,"$1,156.94","$27,147.60","$10,638.79","$8,338.56","$1,244.93",$0.00,$0.00,$0.00
MANHATTAN BRIDGES HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,245.83","$1,367.89","$3,664.33",$0.00,"$10,278.04",$687.49,$380.90,$0.00,"$1,068.39",$401.87,$222.66,"$1,075.80","$1,700.33","$13,046.77","$20,748.84","$12,225.53",$614.80,$0.00,$82.98,$0.00,$62.06,$61.40,$821.24,"$20,748.84","$5,484.26","$16,605.69",$624.53,$0.00,$0.00,$0.00
MANHATTAN BUSINESS ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$6,218.70","$1,036.84","$4,019.94",$24.10,"$11,299.59","$1,021.64",$566.04,$0.00,"$1,587.68",$788.06,$436.63,$859.77,"$2,084.45","$14,971.73","$22,673.80","$14,291.61",$608.41,$0.00,$10.33,$0.00,$0.00,$61.37,$680.12,"$22,673.80","$10,445.24","$7,163.26","$1,104.18",$0.00,$0.00,$0.00
MANHATTAN COMP NIGHT AND DAY HS,NYC GEOG DIST # 2 - MANHATTAN,"$7,096.11","$2,321.80","$5,218.01",$0.91,"$14,636.84","$1,376.83",$762.83,$0.00,"$2,139.66","$1,015.23",$562.49,"$2,354.59","$3,932.31","$20,708.81","$28,410.88","$18,636.78",$908.99,$0.00,$136.18,$0.00,$0.00,"$1,026.85","$2,072.02","$28,410.88","$12,080.43","$4,505.38","$2,155.51","$1,133.07",$0.00,$0.00
MANHATTAN EARLY COLLEGE SCH-ADVERTIS,NYC GEOG DIST # 2 - MANHATTAN,"$6,634.60",$741.20,"$4,086.57",$49.30,"$11,511.67","$1,003.20",$555.82,$0.00,"$1,559.02",$669.43,$370.90,$661.84,"$1,702.18","$14,772.87","$22,474.95","$14,160.38",$469.80,$0.00,$0.00,$0.00,$32.25,$110.43,$612.50,"$22,474.95","$12,329.72","$5,679.19","$1,040.34",$0.00,$0.00,$0.00
MANHATTAN INTERNATIONAL HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,963.02","$1,413.72","$4,087.09",$6.87,"$11,470.70",$965.43,$534.90,$0.00,"$1,500.33",$870.56,$482.33,$896.99,"$2,249.88","$15,220.91","$22,922.99","$14,447.21",$631.90,$0.00,$141.79,$0.00,$0.00,$0.00,$773.70,"$22,922.99",$512.00,"$4,595.52","$1,352.89",$0.00,$0.00,$0.00
MANHATTAN VILLAGE ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$5,230.10","$1,007.31","$3,455.84",$0.00,"$9,693.26",$711.53,$394.22,$0.00,"$1,105.75",$178.81,$99.07,$539.37,$817.25,"$11,616.26","$19,318.34","$11,062.64",$507.13,$0.00,$0.00,$0.00,$46.48,$0.00,$553.62,"$19,318.34","$8,651.27","$22,230.89",$277.89,$0.00,$0.00,$0.00
MILLENNIUM HIGH SCHOOL,NYC GEOG DIST # 2 - MANHATTAN,"$5,215.75",$408.73,"$3,116.25",$0.00,"$8,740.73",$405.74,$224.80,$0.00,$630.54,$200.75,$111.23,$189.44,$501.42,"$9,872.69","$17,574.77","$9,830.94",$29.27,$0.00,$5.37,$0.00,$7.11,$0.00,$41.75,"$17,574.77","$8,513.09",$733.80,$311.98,$0.00,$0.00,$0.00
MS 131,NYC GEOG DIST # 2 - MANHATTAN,"$7,926.62","$3,027.53","$6,069.16",$20.99,"$17,044.30",$711.17,$394.02,$0.00,"$1,105.20",$968.40,$536.54,$343.67,"$1,848.62","$19,998.12","$27,700.20","$18,317.98",$889.24,$0.00,$69.24,$0.00,$468.69,$252.97,"$1,680.14","$27,700.20","$19,934.68","$15,669.52","$1,504.95",$0.00,$0.00,$0.00
MS 255 SALK SCHOOL OF SCIENCE,NYC GEOG DIST # 2 - MANHATTAN,"$5,333.74","$1,414.27","$3,738.74",$31.92,"$10,518.67",$794.28,$440.07,$0.00,"$1,234.36",$283.00,$156.79,$479.64,$919.44,"$12,672.46","$20,374.54","$12,571.07",$0.00,$0.00,$2.12,$0.00,$99.27,$0.00,$101.39,"$20,374.54","$21,242.22","$29,374.00",$439.79,$0.00,$0.00,$0.00
MS 297,NYC GEOG DIST # 2 - MANHATTAN,"$5,719.36",$828.98,"$3,628.11",$83.18,"$10,259.63",$532.93,$295.27,$0.00,$828.19,$190.35,$105.46,$774.91,"$1,070.73","$12,158.56","$19,860.63","$12,085.20",$2.85,$0.00,$3.57,$0.00,$66.94,$0.00,$73.36,"$19,860.63","$12,676.94",$105.11,$295.82,$0.00,$0.00,$0.00
MURRAY HILL ACADEMY,NYC GEOG DIST # 2 - MANHATTAN,"$6,354.67","$2,080.08","$4,673.28",$399.66,"$13,507.71","$1,095.21",$606.80,$0.00,"$1,702.01","$1,559.67",$864.14,$892.65,"$3,316.47","$18,526.18","$26,228.26","$17,382.75",$631.68,$0.00,$0.00,$0.00,$511.75,$0.00,"$1,143.43","$26,228.26","$11,142.12","$13,903.92","$2,423.81",$0.00,$0.00,$0.00
