School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 147 ISSAC REMSEN,NYC GEOG DIST #14 - BROOKLYN ,"$6,679.92","$2,965.27","$5,343.93",$17.33,"$15,006.44",$966.58,$535.53,$0.00,"$1,502.11",$521.84,$289.13,$589.80,"$1,400.77","$17,909.32","$25,611.39","$16,674.21",$560.90,$64.81,$33.66,$63.83,$511.91,$0.00,"$1,235.11","$25,611.39","$21,224.62","$6,596.91",$810.96,$0.00,$0.00,"$18,104.88"
PS 16 LEONARD DUNKLY,NYC GEOG DIST #14 - BROOKLYN ,"$8,046.13","$4,347.29","$6,866.58",$26.91,"$19,286.91","$1,272.49",$705.02,$0.00,"$1,977.52","$2,069.43","$1,146.57",$287.53,"$3,503.54","$24,767.96","$32,470.04","$22,173.24",$827.53,$225.67,$0.00,$22.42,"$1,519.09",$0.00,"$2,594.72","$32,470.04","$22,400.16","$42,642.14","$3,216.00",$0.00,$0.00,"$26,459.40"
PS 17 HENRY D WOODWORTH,NYC GEOG DIST #14 - BROOKLYN ,"$8,854.87","$3,649.39","$6,928.00",$0.00,"$19,432.27",$580.68,$321.73,$0.00,$902.41,$742.96,$411.64,"$1,141.62","$2,296.21","$22,630.89","$30,332.97","$20,906.95",$816.20,$266.08,$37.09,$20.07,$584.50,$0.00,"$1,723.94","$30,332.97","$21,906.53","$5,484.43","$1,154.59",$0.00,$0.00,"$26,734.41"
PS 18 EDWARD BUSH,NYC GEOG DIST #14 - BROOKLYN ,"$8,850.04","$3,743.21","$6,977.30",$343.11,"$19,913.67",$812.81,$450.34,$0.00,"$1,263.16",$447.79,$248.09,$637.22,"$1,333.10","$22,509.93","$30,212.01","$21,265.57",$699.29,$309.71,$54.28,$31.09,$149.98,$0.00,"$1,244.36","$30,212.01","$23,601.15","$19,254.88",$695.88,$0.00,$0.00,"$33,468.53"
PS 196 TEN EYCK,NYC GEOG DIST #14 - BROOKLYN ,"$8,178.44","$3,707.70","$6,585.53",$42.92,"$18,514.60","$1,003.49",$555.99,$0.00,"$1,559.48","$1,021.69",$566.07,$730.66,"$2,318.42","$22,392.51","$30,094.59","$18,924.72",$776.12,$259.22,$42.27,$18.87,$834.27,"$1,537.03","$3,467.79","$30,094.59","$33,792.80","$5,737.43","$1,587.75",$0.00,$0.00,"$14,162.21"
PS 23 CARTER G WOODSON,NYC GEOG DIST #14 - BROOKLYN ,"$8,023.89","$4,058.76","$6,694.40",$32.05,"$18,809.11",$965.69,$535.04,$0.00,"$1,500.73",$440.49,$244.05,$360.92,"$1,045.47","$21,355.31","$29,057.39","$19,914.59",$847.98,$138.57,$0.00,$21.20,$432.97,$0.00,"$1,440.72","$29,057.39","$23,894.73","$8,203.19",$684.54,$0.00,$0.00,"$15,695.67"
PS 250 GEORGE H LINDSAY,NYC GEOG DIST #14 - BROOKLYN ,"$7,049.88","$2,005.68","$5,017.24",$18.51,"$14,091.31",$758.02,$419.98,$0.00,"$1,178.00",$423.86,$234.84,$261.39,$920.10,"$16,189.41","$23,891.49","$14,996.79",$722.80,$328.74,$12.64,$117.22,$11.21,$0.00,"$1,192.62","$23,891.49","$22,504.50","$12,129.00",$658.70,$0.00,$0.00,"$15,076.89"
PS 257 JOHN F HYLAN,NYC GEOG DIST #14 - BROOKLYN ,"$6,551.86","$5,073.75","$6,441.18",$53.78,"$18,120.56",$770.67,$426.99,$0.00,"$1,197.66",$414.92,$229.89,$641.51,"$1,286.31","$20,604.53","$28,306.61","$18,867.49",$824.93,$145.57,$18.35,$10.03,$738.16,$0.00,"$1,737.04","$28,306.61","$35,160.99","$28,804.67",$644.81,$0.00,$0.00,"$18,887.84"
PS 297 ABRAHAM STOCKTON,NYC GEOG DIST #14 - BROOKLYN ,"$7,608.77","$4,358.91","$6,630.71",$87.99,"$18,686.38","$1,524.47",$844.63,$0.00,"$2,369.10","$1,180.34",$653.97,"$1,763.08","$3,597.39","$24,652.88","$32,354.96","$22,255.47",$876.27,$463.77,$0.00,$17.16,"$1,040.21",$0.00,"$2,397.41","$32,354.96","$32,956.67","$4,615.96","$2,787.53",$953.22,$0.00,"$17,509.53"
PS 31 SAMUEL F DUPONT,NYC GEOG DIST #14 - BROOKLYN ,"$6,046.54","$1,770.92","$4,331.27",$42.13,"$12,190.86",$553.00,$306.39,$0.00,$859.39,$329.17,$182.38,$492.62,"$1,004.18","$14,054.43","$21,756.50","$12,994.04",$504.99,$191.95,$12.41,$9.51,$341.51,$0.00,"$1,060.38","$21,756.50","$22,094.21","$3,697.88",$511.55,$0.00,$0.00,"$13,434.80"
PS 319,NYC GEOG DIST #14 - BROOKLYN ,"$9,541.59","$2,724.03","$6,795.79",$143.08,"$19,204.50","$1,432.03",$793.42,$0.00,"$2,225.45",$139.14,$77.09,$230.00,$446.22,"$21,876.19","$29,578.27","$20,952.70",$693.84,$195.99,$0.00,$33.64,$0.00,$0.00,$923.48,"$29,578.27","$36,140.46",$0.00,$216.22,$0.00,$0.00,"$19,070.88"
PS 34 OLIVER H PERRY,NYC GEOG DIST #14 - BROOKLYN ,"$6,472.26","$2,049.99","$4,721.76",$90.98,"$13,334.99",$606.61,$336.09,$0.00,$942.70,$94.98,$52.62,$349.64,$497.25,"$14,774.95","$22,477.02","$13,592.96",$514.17,$123.66,$27.22,$12.69,$328.69,$175.56,"$1,181.99","$22,477.02","$21,119.96","$10,330.05",$147.61,$0.00,$0.00,"$14,701.76"
PS 380 JOHN WAYNE ELEMENTARY,NYC GEOG DIST #14 - BROOKLYN ,"$7,927.00","$4,347.16","$6,800.51",$46.76,"$19,121.43",$502.59,$278.46,$0.00,$781.05,$490.38,$271.70,"$1,090.26","$1,852.34","$21,754.82","$29,456.89","$19,035.45",$815.68,$196.93,$20.64,$10.51,$982.83,$692.77,"$2,719.36","$29,456.89","$35,256.70","$11,664.60","$1,368.58","$1,248.92",$0.00,"$20,458.78"
PS 59 WILLIAM FLOYD,NYC GEOG DIST #14 - BROOKLYN ,"$7,075.73","$2,596.06","$5,358.66",$123.76,"$15,154.20",$848.66,$470.20,$0.00,"$1,318.85",$697.74,$386.58,"$1,094.81","$2,179.14","$18,652.20","$26,354.28","$16,126.20",$753.50,$73.18,$0.00,$17.80,$630.88,"$1,050.64","$2,526.00","$26,354.28","$19,630.55","$8,411.35","$1,732.16",$950.17,$0.00,"$14,898.58"
PS 84 JOSE DE DIEGO,NYC GEOG DIST #14 - BROOKLYN ,"$9,141.84","$1,895.30","$6,115.14",$147.54,"$17,299.83",$721.47,$399.73,$0.00,"$1,121.21",$496.00,$274.81,$462.47,"$1,233.27","$19,654.31","$27,356.39","$18,647.72",$725.96,$26.47,$34.66,$7.86,$211.64,$0.00,"$1,006.59","$27,356.39","$45,648.37","$19,775.19",$770.81,$0.00,$0.00,"$15,562.85"
PS/IS 157 BENJAMIN FRANKLIN,NYC GEOG DIST #14 - BROOKLYN ,"$8,000.05","$2,733.86","$5,947.13",$231.82,"$16,912.86",$576.06,$319.16,$0.00,$895.22,$490.09,$271.54,$617.14,"$1,378.77","$19,186.85","$26,888.92","$16,570.57","$1,016.32",$58.28,$29.08,$14.49,$506.60,$991.51,"$2,616.28","$26,888.92","$18,270.49","$10,051.42",$761.63,$0.00,$0.00,"$27,052.78"
WILLAMSBURG HS-ARCH & DESIGN,NYC GEOG DIST #14 - BROOKLYN ,"$5,379.82","$1,819.29","$3,988.67",$202.34,"$11,390.13","$1,132.66",$627.55,$0.00,"$1,760.21",$991.30,$549.23,"$1,389.55","$2,930.09","$16,080.42","$23,782.50","$14,120.84",$703.80,$0.00,$0.00,$49.31,$278.89,$927.57,"$1,959.58","$23,782.50","$7,593.79","$6,032.05","$2,025.13",$662.12,$0.00,$0.00
WILLIAMSBURG HS-ART-TECH,NYC GEOG DIST #14 - BROOKLYN ,"$7,255.95","$2,260.08","$5,272.37",$247.77,"$15,036.17","$1,059.27",$586.89,$0.00,"$1,646.16","$1,160.42",$642.93,"$2,679.21","$4,482.57","$21,164.90","$28,866.98","$19,595.60",$626.87,$0.00,$70.13,$19.61,$798.88,$53.81,"$1,569.30","$28,866.98","$18,783.66","$7,195.19","$2,947.03","$2,769.97",$0.00,$0.00
WILLIAMSBURG PREPARATORY SCHOOL,NYC GEOG DIST #14 - BROOKLYN ,"$5,712.75","$1,007.00","$3,723.08",$118.88,"$10,561.71",$836.61,$463.52,$0.00,"$1,300.13",$273.48,$151.52,$709.05,"$1,134.06","$12,995.91","$20,697.98","$12,113.61",$756.25,$0.00,$17.91,$45.57,$62.55,$0.00,$882.29,"$20,697.98","$11,258.22","$9,289.97",$425.01,$0.00,$0.00,$0.00
YOUNG WOMENS LEADERSHIP SCH-BROOKLY,NYC GEOG DIST #14 - BROOKLYN ,"$6,280.76","$1,378.44","$4,243.59",$42.24,"$11,945.03",$904.59,$501.19,$0.00,"$1,405.79",$516.06,$285.92,$691.57,"$1,493.56","$14,844.37","$22,546.45","$13,950.52",$755.86,$0.00,$32.45,$0.00,$105.54,$0.00,$893.85,"$22,546.45","$18,581.61","$4,347.91",$801.98,$0.00,$0.00,$0.00
