School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
EXIMIUS COLLEGE PREP ACADEMY,NYC GEOG DIST # 9 - BRONX ,"$5,544.87","$1,488.48","$3,896.83",$0.00,"$10,930.18","$1,111.77",$615.97,$0.00,"$1,727.74",$863.57,$478.46,$844.76,"$2,186.79","$14,844.71","$22,546.79","$13,729.37",$952.55,$0.00,$18.53,$11.38,$92.91,$39.96,"$1,115.34","$22,546.79","$11,673.01","$6,083.11","$1,342.03",$0.00,$0.00,$0.00
FAMILY SCHOOL (THE),NYC GEOG DIST # 9 - BRONX ,"$6,467.73","$2,070.47","$4,730.59",$192.52,"$13,461.31",$763.00,$422.74,$0.00,"$1,185.75",$185.62,$102.84,"$1,456.27","$1,744.74","$16,391.80","$24,093.87","$14,967.85","$1,091.47",$121.34,$37.22,$4.53,$138.43,$30.96,"$1,423.95","$24,093.87","$14,416.36","$10,593.49",$288.47,$0.00,$0.00,"$13,368.08"
FREDERICK DOUGLASS ACAD III,NYC GEOG DIST # 9 - BRONX ,"$6,379.27","$1,535.79","$4,385.35",$60.98,"$12,361.39",$729.96,$404.43,$0.00,"$1,134.39",$517.71,$286.84,"$2,383.46","$3,188.01","$16,683.80","$24,385.88","$15,530.25",$987.07,$0.00,$28.92,$82.26,$0.00,$55.31,"$1,153.55","$24,385.88","$8,022.25","$3,156.27","$1,865.20","$1,654.89",$0.00,$0.00
GRANT AVENUE ELEMENTARY SCHOOL,NYC GEOG DIST # 9 - BRONX ,"$7,550.20","$3,033.60","$5,863.96",$93.92,"$16,541.69",$688.36,$381.39,$0.00,"$1,069.75",$210.21,$116.47,$825.19,"$1,151.88","$18,763.32","$26,465.39","$17,452.80",$986.33,$77.90,$30.12,$13.36,$73.16,$129.62,"$1,310.51","$26,465.39","$19,292.49","$3,053.93",$326.68,$0.00,$0.00,"$25,233.24"
HIGH SCHOOL FOR VIOLIN AND DANCE,NYC GEOG DIST # 9 - BRONX ,"$6,151.24","$1,808.31","$4,410.00",$82.70,"$12,452.25","$2,155.68","$1,194.36",$0.00,"$3,350.04",$929.07,$514.75,"$1,197.71","$2,641.54","$18,443.83","$26,145.91","$16,522.23","$1,285.44",$0.00,$49.14,$366.27,$0.00,$220.76,"$1,921.61","$26,145.91","$9,274.94","$2,953.29","$1,443.82",$0.00,$0.00,$0.00
HIGHBRIDGE GREEN SCHOOL (THE),NYC GEOG DIST # 9 - BRONX ,"$7,313.53","$2,538.65","$5,458.60",$317.69,"$15,628.47","$1,064.20",$589.62,$0.00,"$1,653.82",$257.44,$142.63,"$2,046.79","$2,446.87","$19,729.17","$27,431.24","$18,327.90","$1,079.85",$0.00,$29.50,$15.83,$206.48,$69.61,"$1,401.27","$27,431.24","$28,972.68","$3,287.83",$400.08,$0.00,$0.00,$0.00
IS 117 JOSEPH H WADE,NYC GEOG DIST # 9 - BRONX,"$9,226.25","$3,607.97","$7,110.81",$444.31,"$20,389.35","$1,090.11",$603.98,$0.00,"$1,694.10",$655.13,$362.98,"$2,555.31","$3,573.42","$25,656.87","$33,358.95","$23,924.33",$994.80,$0.00,$52.97,$12.32,$504.82,$167.63,"$1,732.54","$33,358.95","$29,999.11","$7,846.87","$2,035.52","$4,140.46",$0.00,$0.00
IS 219 NEW VENTURE SCHOOL,NYC GEOG DIST # 9 - BRONX ,"$8,885.30","$3,731.20","$6,990.18",$350.62,"$19,957.31","$1,325.26",$734.26,$0.00,"$2,059.51","$1,173.77",$650.33,"$2,683.14","$4,507.25","$26,524.07","$34,226.15","$24,711.19","$1,251.26",$0.00,$19.24,$15.34,$433.87,$93.16,"$1,812.88","$34,226.15","$18,913.65","$6,853.94","$2,908.91","$3,700.22",$0.00,$0.00
IS 229 ROLAND PATTERSON,NYC GEOG DIST # 9 - BRONX ,"$11,062.71","$4,329.26","$8,527.93",$178.24,"$24,098.14","$1,206.98",$668.73,$0.00,"$1,875.71","$1,554.94",$861.51,"$1,439.59","$3,856.06","$29,829.92","$37,531.99","$27,376.71","$1,049.32",$0.00,$45.83,$0.00,$790.44,$567.61,"$2,453.21","$37,531.99","$28,045.02","$6,739.53","$2,416.46",$0.00,$0.00,$0.00
IS 232,NYC GEOG DIST # 9 - BRONX ,"$5,855.57","$2,327.85","$4,534.03",$180.94,"$12,898.40",$594.52,$329.39,$0.00,$923.92,$480.80,$266.39,"$1,334.03","$2,081.23","$15,903.54","$23,605.62","$14,771.20",$968.48,$0.00,$50.08,$11.88,$45.21,$56.69,"$1,132.34","$23,605.62","$13,558.49","$6,963.21",$747.19,$0.00,$0.00,$0.00
IS 303 LEADERSHIP & COMM SERVICE,NYC GEOG DIST # 9 - BRONX ,"$7,329.85","$2,936.96","$5,688.34",$233.54,"$16,188.69",$801.74,$444.20,$0.00,"$1,245.95",$292.99,$162.33,$955.58,"$1,410.90","$18,845.54","$26,547.62","$17,349.17","$1,107.66",$0.00,$38.16,$15.53,$282.32,$52.70,"$1,496.37","$26,547.62","$15,462.07","$2,882.14",$455.32,$0.00,$0.00,$0.00
IS 313 SCHOOL OF LEADERSHIP DEV,NYC GEOG DIST # 9 - BRONX ,"$11,188.29","$2,764.60","$7,730.61",$190.74,"$21,874.25","$1,117.75",$619.29,$0.00,"$1,737.05","$1,120.72",$620.94,"$2,476.35","$4,218.01","$27,829.31","$35,531.39","$25,563.30","$1,015.14",$0.00,$46.65,$0.00,$662.80,$541.42,"$2,266.00","$35,531.39","$25,723.14","$7,514.77","$2,981.34","$4,001.50",$0.00,$0.00
IS 339,NYC GEOG DIST # 9 - BRONX ,"$10,614.19","$3,534.65","$7,839.18",$471.31,"$22,459.33","$1,172.35",$649.54,$0.00,"$1,821.89",$383.57,$212.52,"$1,874.36","$2,470.45","$26,751.67","$34,453.74","$24,903.90","$1,408.50",$0.00,$42.31,$12.50,$176.01,$208.44,"$1,847.76","$34,453.74","$25,328.50","$3,195.08","$1,446.22","$3,583.01",$0.00,$0.00
JHS 22 JORDAN L MOTT,NYC GEOG DIST # 9 - BRONX ,"$9,146.86","$2,581.70","$6,498.22","$1,126.66","$19,353.45","$1,074.22",$595.17,$0.00,"$1,669.39",$760.93,$421.59,"$1,944.35","$3,126.87","$24,149.70","$31,851.78","$22,083.17","$1,319.40",$0.00,$9.04,$0.00,$536.95,$201.15,"$2,066.54","$31,851.78","$19,201.72","$9,294.68","$1,915.24","$3,445.62",$0.00,$0.00
KAPPA,NYC GEOG DIST # 9 - BRONX ,"$7,317.85","$1,382.55","$4,820.46",$45.73,"$13,566.59","$1,318.89",$730.73,$0.00,"$2,049.62",$308.37,$170.85,$418.11,$897.34,"$16,513.55","$24,215.63","$15,475.65",$909.02,$0.00,$32.88,$18.02,$77.98,$0.00,"$1,037.90","$24,215.63","$13,751.64","$3,249.31",$479.23,$0.00,$0.00,$0.00
LUCERO ELEMENTARY SCHOOL,NYC GEOG DIST # 9 - BRONX ,"$5,664.86","$2,450.61","$4,496.38",$824.58,"$13,436.44",$957.30,$530.39,$0.00,"$1,487.70",$0.00,$0.00,"$3,021.53","$3,021.53","$17,945.67","$25,647.74","$16,488.61","$1,191.67",$0.00,$60.25,$14.42,$47.13,$143.59,"$1,457.06","$25,647.74","$24,641.00","$10,775.84","$1,527.72","$1,527.72",$0.00,$0.00
MORRIS ACADEMY FOR COLLA STUDIES,NYC GEOG DIST # 9 - BRONX ,"$7,711.73","$1,901.01","$5,325.95",$34.59,"$14,973.28","$1,095.33",$606.87,$0.00,"$1,702.20",$787.95,$436.56,"$2,137.08","$3,361.60","$20,037.08","$27,739.15","$18,318.24","$1,089.35",$0.00,$30.77,$15.04,$72.49,$511.18,"$1,718.83","$27,739.15","$9,817.04","$7,882.42","$2,333.81","$2,858.93",$0.00,$0.00
MOTT HALL BRONX HIGH SCHOOL,NYC GEOG DIST # 9 - BRONX ,"$5,522.39","$1,117.18","$3,678.66",$123.67,"$10,441.90","$1,190.66",$659.69,$0.00,"$1,850.35",$848.96,$470.37,"$1,327.98","$2,647.31","$14,939.56","$22,641.64","$13,738.32",$828.45,$0.00,$42.19,$210.69,$63.16,$56.74,"$1,201.24","$22,641.64","$9,068.22","$10,467.83","$1,319.33",$0.00,$0.00,$0.00
MOTT HALL III,NYC GEOG DIST # 9 - BRONX ,"$5,325.61","$1,392.41","$3,722.13",$138.31,"$10,578.46","$1,212.07",$671.55,$0.00,"$1,883.61",$311.88,$172.79,$401.70,$886.37,"$13,348.45","$21,050.53","$12,327.60",$936.89,$0.00,$0.00,$16.90,$0.00,$67.06,"$1,020.85","$21,050.53","$13,384.55","$5,404.16",$484.67,$0.00,$0.00,$0.00
MOUNT EDEN CHILDREN'S ACADEMY,NYC GEOG DIST # 9 - BRONX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS 594,NYC GEOG DIST # 9 - BRONX ,"$6,783.25","$2,954.03","$5,394.95",$220.57,"$15,352.81",$787.86,$436.52,$0.00,"$1,224.38",$638.99,$354.03,"$4,336.65","$5,329.67","$21,906.86","$29,608.94","$20,917.27",$945.61,$0.00,$43.98,$0.00,$0.00,$0.00,$989.59,"$29,608.94","$14,252.91","$3,737.26","$2,531.73","$1,891.85",$0.00,$0.00
NEW AMERICAN ACAD-R CLEMENTE STATE,NYC GEOG DIST # 9 - BRONX,"$7,686.79","$2,573.92","$5,684.96",$21.04,"$15,966.71",$396.35,$219.60,$0.00,$615.94,$251.80,$139.51,$363.09,$754.40,"$17,337.05","$25,039.12","$15,909.16","$1,074.91",$0.00,$22.73,$66.77,$210.28,$53.20,"$1,427.89","$25,039.12","$18,698.75","$9,152.89",$391.30,$0.00,$0.00,"$13,918.03"
NEW DIRECTIONS SECONDARY SCHOOL,NYC GEOG DIST # 9 - BRONX ,"$8,828.77","$3,848.69","$7,023.95",$416.16,"$20,117.57","$2,068.67","$1,146.15",$0.00,"$3,214.82","$2,018.93","$1,118.59","$1,834.60","$4,972.13","$28,304.53","$36,006.60","$25,940.04","$1,221.49",$0.00,$55.08,$357.90,$326.25,$403.76,"$2,364.48","$36,006.60","$16,143.48","$8,240.86","$3,137.52",$0.00,$0.00,$0.00
NEW MILLENNIUM BRONX ACAD ARTS,NYC GEOG DIST # 9 - BRONX ,"$7,351.58","$2,581.40","$5,503.38",$342.83,"$15,779.19","$1,162.46",$644.06,$0.00,"$1,806.53",$315.28,$174.68,"$3,872.53","$4,362.50","$21,948.22","$29,650.30","$20,719.07",$772.82,$0.00,$26.71,$18.69,$72.76,$338.16,"$1,229.14","$29,650.30","$15,829.69","$2,391.65","$1,890.40","$2,811.42",$0.00,$0.00
PS 109 SEDGWICK,NYC GEOG DIST # 9 - BRONX ,"$6,069.56","$2,994.38","$5,021.88",$312.98,"$14,398.80",$579.68,$321.17,$0.00,$900.85,$500.24,$277.16,$832.33,"$1,609.72","$16,909.37","$24,611.45","$15,527.70","$1,089.88",$177.66,$20.98,$9.79,$52.46,$30.91,"$1,381.67","$24,611.45","$23,502.54","$5,409.15",$777.39,$0.00,$0.00,"$13,837.35"
PS 11 HIGHBRIDGE,NYC GEOG DIST # 9 - BRONX ,"$8,021.45","$2,732.16","$5,958.05",$18.44,"$16,730.11",$781.18,$432.81,$0.00,"$1,213.99",$499.12,$276.54,$225.78,"$1,001.44","$18,945.54","$26,647.62","$16,983.47","$1,118.34",$285.53,$12.73,$62.93,$481.90,$0.63,"$1,962.07","$26,647.62","$21,874.25","$14,245.70",$775.66,$0.00,$0.00,$0.00
PS 110 THEODORE SCHOENFELD,NYC GEOG DIST # 9 - BRONX ,"$6,622.39","$2,701.72","$5,166.03",$23.41,"$14,513.56","$1,037.56",$574.86,$0.00,"$1,612.42",$826.44,$457.89,$538.93,"$1,823.26","$17,949.25","$25,651.32","$16,351.81","$1,248.96",$154.35,$28.37,$12.20,$153.55,$0.00,"$1,597.43","$25,651.32","$18,122.74","$5,729.16","$1,284.33",$0.00,$0.00,"$20,370.74"
PS 114 LUIS LLORENS TORRES SCHOOL,NYC GEOG DIST # 9 - BRONX ,"$7,342.40","$2,622.68","$5,521.16",$120.75,"$15,606.98",$699.29,$387.44,$0.00,"$1,086.74",$722.63,$400.37,$521.46,"$1,644.46","$18,338.18","$26,040.26","$16,290.47","$1,236.74",$215.22,$47.14,$14.01,$488.32,$46.29,"$2,047.72","$26,040.26","$25,423.29","$7,988.73","$1,123.01",$0.00,$0.00,$0.00
PS 126 DR MARJORIE H DUNBAR,NYC GEOG DIST # 9 - BRONX ,"$7,139.18","$2,316.94","$5,239.17",$222.80,"$14,918.10",$523.37,$289.97,$0.00,$813.34,$510.89,$283.06,$510.60,"$1,304.55","$17,035.98","$24,738.06","$15,538.17","$1,157.49",$171.83,$12.66,$8.65,$91.76,$55.41,"$1,497.82","$24,738.06","$25,351.00","$6,212.18",$793.94,$0.00,$0.00,"$16,487.35"
PS 132 GARRETT A MORGAN,NYC GEOG DIST # 9 - BRONX ,"$7,713.74","$3,579.47","$6,257.01",$290.81,"$17,841.04","$1,095.51",$606.96,$0.00,"$1,702.47",$745.93,$413.28,$849.92,"$2,009.15","$21,552.66","$29,254.74","$19,682.21",$961.44,$211.93,$15.02,$109.85,$523.10,$49.09,"$1,870.44","$29,254.74","$27,900.60","$5,457.24","$1,159.22",$0.00,$0.00,"$10,958.00"
PS 163 ARTHUR A SCHOMBERG,NYC GEOG DIST # 9 - BRONX ,"$7,565.09","$2,391.57","$5,516.50",$138.93,"$15,612.09",$656.21,$363.57,$0.00,"$1,019.78",$221.72,$122.84,"$1,096.46","$1,441.03","$18,072.91","$25,774.98","$16,212.38","$1,028.77",$293.98,$41.81,$323.69,$172.26,$0.00,"$1,860.52","$25,774.98","$22,364.59","$6,073.70",$635.55,$626.17,$0.00,"$12,563.44"
PS 170,NYC GEOG DIST # 9 - BRONX ,"$8,011.43","$2,928.78","$6,061.43",$16.74,"$17,018.39",$671.25,$371.91,$0.00,"$1,043.15",$286.80,$158.90,"$1,003.54","$1,449.24","$19,510.79","$27,212.86","$18,045.16",$992.30,$299.08,$49.64,$25.73,$68.78,$30.08,"$1,465.62","$27,212.86","$20,836.73","$13,365.18",$445.70,$0.00,$0.00,$0.00
PS 199 SHAKESPEARE SCHOOL (THE),NYC GEOG DIST # 9 - BRONX ,"$6,345.65","$2,466.22","$4,882.23",$91.64,"$13,785.74",$547.97,$303.60,$0.00,$851.57,$668.56,$370.42,$822.88,"$1,861.85","$16,499.16","$24,201.24","$14,863.63","$1,172.86",$155.21,$38.21,$32.12,$212.40,$24.71,"$1,635.53","$24,201.24","$19,023.37","$6,917.47","$1,038.98",$0.00,$0.00,"$14,984.10"
PS 204 MORRIS HEIGHTS,NYC GEOG DIST # 9 - BRONX ,"$6,203.90","$2,975.20","$5,085.69",$123.97,"$14,388.77",$672.89,$372.81,$0.00,"$1,045.70",$316.38,$175.29,$595.24,"$1,086.91","$16,521.39","$24,223.46","$15,232.31",$892.55,$113.00,$18.10,$10.11,$255.31,$0.00,"$1,289.08","$24,223.46","$21,868.20","$10,958.06",$491.67,$0.00,$0.00,"$13,276.97"
PS 236 LANGSTON HUGHES,NYC GEOG DIST # 9 - BRONX ,"$8,147.38","$4,331.52","$6,913.95",$186.45,"$19,579.30",$893.23,$494.89,$0.00,"$1,388.12",$320.35,$177.49,$565.60,"$1,063.45","$22,030.87","$29,732.95","$20,187.14",$968.44,$273.38,$37.21,$18.07,$397.93,$148.69,"$1,843.73","$29,732.95","$35,985.00","$8,444.36",$497.84,$0.00,$0.00,"$23,638.54"
PS 28 MOUNT HOPE,NYC GEOG DIST # 9 - BRONX ,"$8,072.17","$2,870.37","$6,062.73",$15.32,"$17,020.60",$759.43,$420.76,$0.00,"$1,180.19",$500.64,$277.38,$394.19,"$1,172.21","$19,372.99","$27,075.07","$17,774.03",$916.71,$235.05,$42.86,$0.00,$382.07,$22.26,"$1,598.96","$27,075.07","$25,090.87","$9,380.16",$778.02,$0.00,$0.00,"$13,762.10"
PS 35 FRANZ SIEGEL,NYC GEOG DIST # 9 - BRONX ,"$7,893.31","$2,693.21","$5,865.47",$25.32,"$16,477.32",$513.15,$284.31,$0.00,$797.46,$448.17,$248.31,$248.57,$945.06,"$18,219.85","$25,921.93","$16,407.43",$988.46,$368.30,$30.02,$9.71,$415.73,$0.20,"$1,812.42","$25,921.93","$20,003.17","$9,282.92",$696.49,$0.00,$0.00,$0.00
PS 42 CLAREMONT,NYC GEOG DIST # 9 - BRONX ,"$8,378.12","$2,775.79","$6,179.84",$125.72,"$17,459.47","$1,080.35",$598.57,$0.00,"$1,678.92",$792.74,$439.22,$991.88,"$2,223.84","$21,362.23","$29,064.31","$19,645.48","$1,027.17",$267.71,$31.14,$0.00,$348.47,$42.25,"$1,716.75","$29,064.31","$19,512.33","$3,481.68","$1,974.84","$1,716.98",$0.00,"$23,297.51"
PS 53 BASHEER QUISIM,NYC GEOG DIST # 9 - BRONX ,"$7,595.50","$1,799.75","$5,205.45",$0.00,"$14,600.69",$711.89,$394.42,$0.00,"$1,106.31",$503.07,$278.73,$163.61,$945.41,"$16,652.41","$24,354.49","$15,120.35",$979.42,$209.53,$48.90,$9.00,$265.53,$19.69,"$1,532.07","$24,354.49","$23,419.62","$5,677.99",$781.80,$0.00,$0.00,"$11,722.54"
PS 55 BENJAMIN FRANKLIN,NYC GEOG DIST # 9 - BRONX ,"$7,321.49","$2,687.47","$5,545.47",$23.15,"$15,577.58",$889.27,$492.70,$0.00,"$1,381.97",$658.70,$364.95,$799.72,"$1,823.38","$18,782.92","$26,485.00","$16,689.38","$1,234.39",$243.29,$9.63,$0.00,$521.91,$84.32,"$2,093.54","$26,485.00","$19,619.41","$14,989.94","$1,579.85","$1,991.28",$0.00,"$15,290.16"
PS 58,NYC GEOG DIST # 9 - BRONX ,"$7,776.97","$2,979.03","$5,959.37",$15.57,"$16,730.94",$708.60,$392.60,$0.00,"$1,101.20",$644.56,$357.12,$278.05,"$1,279.73","$19,111.87","$26,813.95","$17,100.34","$1,061.79",$104.53,$28.31,$69.91,$527.14,$219.84,"$2,011.53","$26,813.95","$20,780.71","$7,417.27","$1,001.67",$0.00,$0.00,"$16,568.25"
PS 63 AUTHOR'S ACADEMY,NYC GEOG DIST # 9 - BRONX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 70 MAX SCHOENFELD,NYC GEOG DIST # 9 - BRONX ,"$6,828.21","$1,977.40","$4,878.75",$64.36,"$13,748.72",$633.83,$351.17,$0.00,$985.00,$712.34,$394.67,$403.11,"$1,510.13","$16,243.85","$23,945.92","$14,363.94","$1,308.82",$204.37,$41.22,$35.60,$275.82,$14.07,"$1,879.90","$23,945.92","$14,712.29","$5,140.65","$1,107.01",$0.00,$0.00,$0.00
PS 73 BRONX,NYC GEOG DIST # 9 - BRONX ,"$7,377.64","$2,567.10","$5,509.89",$191.80,"$15,646.42",$944.44,$523.27,$0.00,"$1,467.70",$916.84,$507.97,$480.05,"$1,904.86","$19,018.98","$26,721.06","$16,205.34","$1,434.04",$275.36,$34.36,$242.42,$672.69,$154.76,"$2,813.64","$26,721.06","$17,757.94","$14,718.87","$1,288.55",$0.00,$0.00,"$17,649.83"
PS 88 S SILVERSTEIN LITTLE SPARROW,NYC GEOG DIST # 9 - BRONX ,"$6,269.61","$1,822.98","$4,483.70",$246.71,"$12,823.01","$2,004.08","$1,110.36",$0.00,"$3,114.45",$133.74,$74.10,"$1,252.45","$1,460.30","$17,397.76","$25,099.84","$15,834.95",$850.25,$603.77,$48.66,$39.47,$20.66,$0.00,"$1,562.82","$25,099.84","$15,168.15","$5,999.28",$207.85,$0.00,$0.00,$0.00
