School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
HUMANITIES & ARTS MAGNET HS,NYC GEOG DIST #29 - QUEENS ,"$5,174.56","$1,294.59","$3,584.24",$28.31,"$10,081.69","$1,031.48",$571.49,$0.00,"$1,602.97",$456.04,$252.67,"$1,198.85","$1,907.57","$13,592.23","$21,294.30","$12,809.90",$511.66,$0.00,$50.41,$0.00,$30.78,$189.47,$782.33,"$21,294.30","$9,504.38","$2,124.04",$708.71,$0.00,$0.00,$0.00
INSTITUTE FOR HEALTH PROFESIONS,NYC GEOG DIST #29 - QUEENS ,"$6,200.28","$1,108.79","$4,049.60",$217.45,"$11,576.12","$1,102.99",$611.11,$0.00,"$1,714.10",$466.58,$258.51,"$1,145.99","$1,871.08","$15,161.31","$22,863.39","$14,604.40",$452.52,$0.00,$38.47,$0.00,$3.44,$62.49,$556.91,"$22,863.39","$14,162.08","$4,817.31",$725.09,$0.00,$0.00,$0.00
IS 192 LINDEN (THE),NYC GEOG DIST #29 - QUEENS ,"$6,284.38","$2,315.41","$4,764.72",$104.67,"$13,469.19",$758.10,$420.02,$0.00,"$1,178.12",$613.21,$339.75,$687.02,"$1,639.98","$16,287.29","$23,989.37","$15,457.22",$513.03,$0.00,$48.11,$0.00,$102.62,$166.31,$830.07,"$23,989.37","$18,180.75","$4,333.25",$952.96,$0.00,$0.00,$0.00
IS 238 SUSAN B ANTHONY ACADEMY,NYC GEOG DIST #29 - QUEENS ,"$6,387.71","$1,372.29","$4,299.44",$9.06,"$12,068.51",$533.72,$295.71,$0.00,$829.43,$318.33,$176.37,$676.66,"$1,171.35","$14,069.29","$21,771.36","$12,970.97",$729.19,$0.00,$20.00,$216.51,$74.13,$58.49,"$1,098.31","$21,771.36","$16,606.39","$5,528.81",$600.28,$202.14,$0.00,$0.00
IS 59 SPRINGFIELD GARDENS,NYC GEOG DIST #29 - QUEENS ,"$6,579.10","$1,390.94","$4,415.81",$14.93,"$12,400.78",$670.99,$371.76,$0.00,"$1,042.75",$138.31,$76.63,$242.68,$457.62,"$13,901.15","$21,603.22","$13,103.49",$674.79,$0.00,$1.06,$0.00,$70.06,$51.74,$797.66,"$21,603.22","$19,640.09","$5,759.10",$214.94,$0.00,$0.00,$0.00
JEAN NUZZI INTERMEDIATE SCHOOL,NYC GEOG DIST #29 - QUEENS ,"$5,955.76","$1,180.27","$3,953.73",$32.99,"$11,122.75",$596.37,$330.42,$0.00,$926.80,$356.18,$197.34,$305.07,$858.59,"$12,908.14","$20,610.22","$12,386.82",$377.96,$0.00,$20.86,$0.00,$51.87,$70.64,$521.33,"$20,610.22","$17,933.97","$6,019.94",$553.52,$0.00,$0.00,$0.00
MATH/SCIENCE RESEARCH/TECH MAGNET,NYC GEOG DIST #29 - QUEENS ,"$5,128.91","$1,508.10","$3,677.24",$266.97,"$10,581.22","$1,202.75",$666.38,$0.00,"$1,869.13","$1,004.00",$556.26,"$1,494.60","$3,054.86","$15,505.21","$23,207.29","$14,764.11",$611.60,$0.00,$54.60,$0.00,$34.48,$40.42,$741.10,"$23,207.29","$14,710.98","$2,431.02","$1,560.26",$0.00,$0.00,$0.00
PATHWAYS COLLEGE PREPARATORY SCHOOL,NYC GEOG DIST #29 - QUEENS ,"$5,649.13","$1,202.02","$3,795.88",$0.00,"$10,647.04","$1,116.93",$618.84,$0.00,"$1,735.77",$549.91,$304.68,$589.93,"$1,444.53","$13,827.33","$21,529.41","$13,316.70",$465.16,$0.00,$9.14,$0.00,$36.33,$0.00,$510.63,"$21,529.41","$17,347.53","$8,599.00",$854.59,$0.00,$0.00,$0.00
PREP ACADEMY FOR WRITERS,NYC GEOG DIST #29 - QUEENS ,"$5,574.47","$1,096.49","$3,696.05",$0.00,"$10,367.01","$1,022.95",$566.77,$0.00,"$1,589.72",$296.76,$164.42,$420.39,$881.57,"$12,838.30","$20,540.38","$12,391.99",$408.44,$0.00,$0.00,$0.00,$37.87,$0.00,$446.31,"$20,540.38","$16,833.56","$2,450.87",$461.19,$0.00,$0.00,$0.00
PS 118 LORRAINE HANSBERRY,NYC GEOG DIST #29 - QUEENS ,"$7,235.55","$2,038.85","$5,138.49",$30.45,"$14,443.35",$650.86,$360.61,$0.00,"$1,011.46",$463.28,$256.68,$291.58,"$1,011.54","$16,466.36","$24,168.43","$15,601.88",$458.20,$259.69,$36.29,$0.00,$109.09,$1.21,$864.48,"$24,168.43","$26,511.87","$4,408.24",$719.96,$0.00,$0.00,"$17,185.85"
PS 131 ABIGAIL ADAMS,NYC GEOG DIST #29 - QUEENS ,"$5,590.50","$2,026.79","$4,220.37",$56.07,"$11,893.73",$705.29,$390.77,$0.00,"$1,096.06",$292.84,$162.25,$515.59,$970.68,"$13,960.48","$21,662.55","$13,003.20",$631.46,$61.83,$37.36,$0.00,$225.88,$0.74,$957.27,"$21,662.55","$29,185.31","$9,274.74",$455.10,$0.00,$0.00,$0.00
PS 132 RALPH BUNCHE,NYC GEOG DIST #29 - QUEENS ,"$7,785.51","$2,135.36","$5,496.67",$0.00,"$15,417.54",$546.03,$302.53,$0.00,$848.56,$143.01,$79.24,$172.40,$394.65,"$16,660.76","$24,362.83","$16,111.56",$466.73,$42.73,$0.00,$0.00,$38.24,$1.49,$549.19,"$24,362.83","$23,024.23","$10,987.07",$222.25,$0.00,$0.00,"$17,186.94"
PS 134 HOLLIS,NYC GEOG DIST #29 - QUEENS ,"$8,724.30","$3,088.64","$6,544.96",$0.00,"$18,357.90",$804.49,$445.73,$0.00,"$1,250.22",$621.00,$344.06,$280.79,"$1,245.86","$20,853.99","$28,556.07","$20,121.64",$429.57,$136.80,$62.32,$0.00,$102.15,$1.51,$732.35,"$28,556.07","$35,549.32","$5,755.76",$965.07,$0.00,$0.00,"$21,876.26"
PS 136 ROY WILKINS,NYC GEOG DIST #29 - QUEENS ,"$6,378.16","$1,831.36","$4,548.49",$39.18,"$12,797.19",$527.20,$292.09,$0.00,$819.29,$300.37,$166.42,$426.04,$892.83,"$14,509.32","$22,211.39","$13,726.12",$484.57,$186.45,$43.18,$0.00,$68.08,$0.92,$783.20,"$22,211.39","$24,775.92","$10,327.69",$466.79,$0.00,$0.00,"$16,564.54"
PS 15 JACKIE ROBINSON,NYC GEOG DIST #29 - QUEENS ,"$5,047.66","$2,292.25","$4,066.69",$33.95,"$11,440.55",$643.03,$356.27,$0.00,$999.31,$344.08,$190.64,$945.19,"$1,479.92","$13,919.78","$21,621.86","$13,362.27",$427.45,$106.33,$0.00,$0.00,$23.13,$0.60,$557.51,"$21,621.86","$18,874.84","$8,655.88",$372.53,$0.00,$0.00,"$11,203.26"
PS 156 LAURELTON,NYC GEOG DIST #29 - QUEENS ,"$6,514.00","$3,019.91","$5,282.27",$0.00,"$14,816.20","$1,293.46",$716.64,$0.00,"$2,010.10","$1,038.52",$575.39,$718.91,"$2,332.82","$19,159.12","$26,861.20","$18,299.26",$471.81,$385.70,$0.00,$0.00,$0.00,$2.35,$859.86,"$26,861.20","$31,291.05",$0.00,"$1,613.91",$0.00,$0.00,"$20,241.33"
PS 176 CAMBRIA HEIGHTS,NYC GEOG DIST #29 - QUEENS ,"$5,423.51","$1,589.65","$3,885.65",$12.55,"$10,911.36",$390.99,$216.63,$0.00,$607.62,$177.73,$98.47,$247.01,$523.21,"$12,042.18","$19,744.26","$11,456.10",$404.64,$120.52,$0.00,$0.00,$60.19,$0.73,$586.08,"$19,744.26","$23,674.02","$11,874.33",$276.20,$0.00,$0.00,"$15,230.06"
PS 181 BROOKFIELD,NYC GEOG DIST #29 - QUEENS ,"$8,936.18","$3,053.50","$6,642.89",$0.00,"$18,632.58",$984.93,$545.70,$0.00,"$1,530.63",$610.83,$338.43,$184.30,"$1,133.57","$21,296.78","$28,998.85","$20,680.86",$445.07,$67.59,$0.00,$0.00,$101.55,$1.69,$615.91,"$28,998.85","$36,769.41","$13,380.09",$949.27,$0.00,$0.00,"$16,570.29"
PS 195 WILLIAM HABERLE,NYC GEOG DIST #29 - QUEENS ,"$6,486.54","$2,820.15","$5,156.38",$10.38,"$14,473.45",$590.46,$327.14,$0.00,$917.60,$602.99,$334.09,$483.75,"$1,420.84","$16,811.89","$24,513.97","$15,314.60",$460.73,$110.72,$0.00,$0.00,$214.56,$711.28,"$1,497.29","$24,513.97","$26,896.54","$11,597.45",$937.08,$0.00,$0.00,"$17,507.96"
PS 251,NYC GEOG DIST #29 - QUEENS ,"$6,816.89","$2,094.38","$4,937.29",$0.00,"$13,848.56",$788.13,$436.66,$0.00,"$1,224.79",$247.08,$136.89,$200.07,$584.04,"$15,657.40","$23,359.47","$15,149.56",$439.12,$67.14,$0.00,$0.00,$0.00,$1.57,$507.84,"$23,359.47","$21,105.15","$4,630.00",$383.97,$0.00,$0.00,"$17,577.43"
PS 33 EDWARD M FUNK,NYC GEOG DIST #29 - QUEENS ,"$6,154.91","$1,763.08","$4,386.97",$36.42,"$12,341.38",$469.90,$260.35,$0.00,$730.25,$353.11,$195.64,$314.71,$863.47,"$13,935.10","$21,637.17","$13,263.40",$485.58,$104.83,$36.30,$0.00,$44.68,$0.31,$671.69,"$21,637.17","$24,513.61","$3,673.28",$548.75,$0.00,$0.00,$0.00
PS 34 JOHN HARVARD,NYC GEOG DIST #29 - QUEENS ,"$4,883.99","$2,304.47","$3,982.77",$0.00,"$11,171.24",$668.87,$370.59,$0.00,"$1,039.46",$374.59,$207.54,$688.93,"$1,271.06","$13,481.76","$21,183.84","$12,747.75",$520.58,$146.83,$38.11,$0.00,$27.56,$0.93,$734.01,"$21,183.84","$17,988.72","$7,011.04",$582.13,$0.00,$0.00,"$14,475.40"
PS 35 NATHANIEL WOODHULL,NYC GEOG DIST #29 - QUEENS ,"$6,260.90","$2,177.28","$4,675.18",$3.58,"$13,116.94",$633.09,$350.76,$0.00,$983.85,$346.65,$192.06,$276.57,$815.28,"$14,916.08","$22,618.15","$14,033.99",$602.14,$129.11,$44.47,$0.00,$105.55,$0.82,$882.09,"$22,618.15","$28,684.84","$5,112.00",$538.71,$0.00,$0.00,"$16,008.86"
PS 36 SAINT ALBANS SCHOOL,NYC GEOG DIST #29 - QUEENS ,"$6,698.24","$2,516.89","$5,105.65",$0.00,"$14,320.77","$1,043.12",$577.94,$0.00,"$1,621.06",$656.56,$363.77,$135.72,"$1,156.05","$17,097.89","$24,799.97","$16,395.47",$471.31,$106.48,$30.79,$0.00,$92.48,$1.36,$702.42,"$24,799.97","$25,271.74","$6,237.07","$1,020.33",$0.00,$0.00,$0.00
PS 360,NYC GEOG DIST #29 - QUEENS ,"$5,627.73","$1,274.45","$3,824.15",$0.00,"$10,726.34","$1,334.35",$739.30,$0.00,"$2,073.65",$94.07,$52.12,$452.67,$598.87,"$13,398.86","$21,100.93","$13,139.18",$259.67,$0.00,$0.00,$0.00,$0.00,$0.00,$259.67,"$21,100.93","$15,694.72",$0.00,$146.19,$0.00,$0.00,"$17,965.19"
PS 38 ROSEDALE,NYC GEOG DIST #29 - QUEENS ,"$6,842.59","$2,261.10","$5,043.91",$70.60,"$14,218.21","$1,028.58",$569.88,$0.00,"$1,598.47",$86.17,$47.74,$499.23,$633.15,"$16,449.83","$24,151.90","$15,769.02",$453.88,$62.84,$0.00,$0.00,$162.12,$1.96,$680.80,"$24,151.90","$27,960.68","$9,125.63",$133.91,$0.00,$0.00,$0.00
PS 52,NYC GEOG DIST #29 - QUEENS ,"$7,115.39","$2,720.63","$5,449.66",$58.37,"$15,344.05",$799.43,$442.92,$0.00,"$1,242.35","$1,060.23",$587.42,$812.69,"$2,460.34","$19,046.75","$26,748.83","$17,152.31",$501.21,$37.43,$16.60,$85.48,$49.28,"$1,204.43","$1,894.44","$26,748.83","$24,017.69","$10,406.87","$1,758.83",$279.18,$0.00,"$16,059.38"
PS 95 EASTWOOD,NYC GEOG DIST #29 - QUEENS ,"$5,688.50","$1,596.89","$4,036.47",$13.31,"$11,335.17",$294.75,$163.30,$0.00,$458.05,$273.98,$151.80,$501.24,$927.01,"$12,720.24","$20,422.31","$11,926.00",$550.25,$97.94,$37.92,$27.16,$80.58,$0.38,$794.24,"$20,422.31","$23,025.26","$7,371.52",$425.77,$0.00,$0.00,$0.00
PS/IS 116 WILLIAM C HUGHLEY,NYC GEOG DIST #29 - QUEENS ,"$6,832.86","$2,077.22","$4,936.64",$1.25,"$13,847.97",$519.52,$287.84,$0.00,$807.36,$516.94,$286.41,$200.01,"$1,003.36","$15,658.69","$23,360.77","$14,940.66",$534.36,$95.93,$32.96,$25.92,$28.36,$0.50,$718.03,"$23,360.77","$21,697.33","$4,623.27",$803.35,$0.00,$0.00,"$19,711.33"
PS/IS 208,NYC GEOG DIST #29 - QUEENS ,"$5,974.20","$1,642.03","$4,219.78",$4.90,"$11,840.91",$682.35,$378.06,$0.00,"$1,060.41",$281.76,$156.11,$115.09,$552.96,"$13,454.28","$21,156.36","$13,234.63",$4.67,$133.69,$6.31,$0.00,$74.85,$0.13,$219.65,"$21,156.36","$17,996.91","$35,195.00",$437.87,$0.00,$0.00,$0.00
PS/IS 268,NYC GEOG DIST #29 - QUEENS ,"$6,163.06","$1,891.15","$4,462.44",$7.18,"$12,523.84",$502.39,$278.35,$0.00,$780.74,$176.70,$97.90,$581.18,$855.78,"$14,160.36","$21,862.43","$13,575.16",$467.98,$48.78,$21.49,$0.00,$46.09,$0.85,$585.20,"$21,862.43","$27,988.34","$8,570.85",$274.60,$0.00,$0.00,$0.00
PS/IS 295,NYC GEOG DIST #29 - QUEENS ,"$7,255.60","$1,966.82","$5,109.70",$0.00,"$14,332.13",$553.74,$306.80,$0.00,$860.55,$184.18,$102.04,$258.44,$544.66,"$15,737.34","$23,439.41","$15,080.20",$438.10,$0.00,$25.23,$0.00,$192.78,$1.02,$657.13,"$23,439.41","$26,200.33","$10,042.14",$286.22,$0.00,$0.00,"$14,320.89"
PS/MS 138 SUNRISE,NYC GEOG DIST #29 - QUEENS ,"$6,387.13","$1,695.15","$4,477.99",$12.45,"$12,572.72",$740.60,$410.33,$0.00,"$1,150.94",$440.24,$243.91,$252.33,$936.49,"$14,660.15","$22,362.23","$13,634.13",$654.94,$162.36,$34.91,$0.00,$75.21,$98.60,"$1,026.03","$22,362.23","$22,941.63","$7,593.45",$684.16,$0.00,$0.00,"$18,078.52"
PS/MS 147 RONALD MCNAIR,NYC GEOG DIST #29 - QUEENS ,"$7,437.69","$2,291.39","$5,390.41",$34.39,"$15,153.89",$504.66,$279.61,$0.00,$784.28,$389.80,$215.97,$604.27,"$1,210.04","$17,148.21","$24,850.28","$16,322.51",$484.63,$204.58,$34.72,$0.00,$72.23,$29.53,$825.69,"$24,850.28","$28,280.88","$10,439.58",$605.77,$0.00,$0.00,"$50,249.10"
QUEENS PREPARATORY ACADEMY,NYC GEOG DIST #29 - QUEENS ,"$5,468.93",$859.56,"$3,506.31",$38.02,"$9,872.82","$1,063.66",$589.32,$0.00,"$1,652.98",$816.63,$452.46,$477.87,"$1,746.96","$13,272.76","$20,974.84","$12,695.95",$548.84,$0.00,$27.96,$0.00,$0.00,$0.00,$576.81,"$20,974.84","$9,250.46","$2,994.31","$1,269.09",$0.00,$0.00,$0.00
QUEENS UNITED MIDDLE SCHOOL,NYC GEOG DIST #29 - QUEENS ,"$5,961.17","$1,395.32","$4,075.87",$180.84,"$11,613.20","$1,568.80",$869.20,$0.00,"$2,438.00",$522.72,$289.61,"$1,417.65","$2,229.99","$16,281.19","$23,983.27","$15,267.19",$537.44,$0.00,$0.00,$473.25,$0.00,$3.29,"$1,013.99","$23,983.27","$18,338.75","$3,853.43",$812.34,$0.00,$0.00,$0.00
