School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
HOSTOS-LINCOLN ACADEMY OF SCIENCE,NYC GEOG DIST # 7 - BRONX ,"$5,667.79","$1,710.59","$4,088.00",$38.85,"$11,505.22",$849.01,$470.39,$0.00,"$1,319.40",$307.08,$170.13,$388.24,$865.45,"$13,690.08","$21,392.16","$12,600.91",$903.40,$0.00,$0.00,$49.02,$108.56,$28.19,"$1,089.17","$21,392.16","$14,964.98","$21,232.75",$477.21,$0.00,$0.00,$0.00
INTERNATIONAL COMMUNITY HIGH SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$6,465.38","$2,134.81","$4,764.94",$35.36,"$13,400.48","$1,122.53",$621.94,$0.00,"$1,744.47",$780.36,$432.36,"$1,309.65","$2,522.36","$17,667.31","$25,369.38","$16,247.35","$1,082.39",$0.00,$144.79,$16.27,$128.77,$47.74,"$1,419.96","$25,369.38","$20,159.10","$5,299.65","$1,024.08",$0.00,$0.00,$0.00
IS 584,NYC GEOG DIST # 7 - BRONX ,"$8,006.64","$5,412.94","$7,435.13",$426.45,"$21,281.16","$1,784.34",$988.61,$0.00,"$2,772.95","$1,190.99",$659.87,"$2,950.38","$4,801.25","$28,855.36","$36,557.44","$25,863.08","$1,140.82",$0.00,$25.34,$24.00,$161.62,"$1,640.51","$2,992.28","$36,557.44","$23,420.34","$11,651.45","$3,766.03","$2,021.08",$0.00,$0.00
JHS 151 LOU GEHRIG,NYC GEOG DIST # 7 - BRONX ,"$8,384.31","$2,560.79","$6,064.14",$88.80,"$17,098.03","$1,388.99",$769.57,$0.00,"$2,158.56",$416.44,$230.73,$485.48,"$1,132.65","$20,389.24","$28,091.32","$18,547.60","$1,120.99",$0.00,$43.00,$25.64,$296.66,$355.35,"$1,841.64","$28,091.32","$22,796.52","$3,987.11",$647.16,$0.00,$0.00,$0.00
JILL CHAIFETZ TRANSFER HIGH SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$6,655.46","$1,562.67","$4,553.26",$414.39,"$13,185.79","$1,534.88",$850.40,$0.00,"$2,385.28",$261.17,$144.70,"$3,750.84","$4,156.72","$19,727.79","$27,429.87","$18,782.91",$771.41,$0.00,$0.00,$28.42,$51.51,$93.53,$944.88,"$27,429.87","$7,169.35","$8,119.33","$2,148.47","$3,154.33",$0.00,$0.00
LAB SCHOOL OF FIN & TECH: X223,NYC GEOG DIST # 7 - BRONX ,"$6,008.51","$1,260.05","$4,027.15",$401.36,"$11,697.07",$809.61,$448.56,$0.00,"$1,258.17",$359.75,$199.32,"$2,726.11","$3,285.18","$16,240.42","$23,942.50","$14,545.29","$1,018.72",$0.00,$18.26,$9.04,$42.41,$606.71,"$1,695.14","$23,942.50","$17,887.76","$14,583.94",$994.75,$667.03,$0.00,$0.00
MOTT HAVEN COMMUNITY HIGH SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$8,048.49","$2,686.21","$5,947.56",$65.64,"$16,747.90","$1,944.09","$1,077.12",$0.00,"$3,021.21",$872.99,$483.68,"$1,934.86","$3,291.52","$23,060.64","$30,762.72","$22,346.99",$687.44,$0.00,$0.00,$26.21,$0.00,$0.00,$713.65,"$30,762.72","$12,135.31","$7,465.10","$1,356.67",$0.00,$0.00,$0.00
MOTT HAVEN VILLAGE PREP HIGH SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$6,707.17","$2,108.53","$4,884.35",$273.14,"$13,973.19","$1,462.02",$810.03,$0.00,"$2,272.05",$624.60,$346.06,$664.00,"$1,634.67","$17,879.91","$25,581.98","$15,898.66","$1,162.72",$0.00,$27.04,$278.35,$335.84,$177.29,"$1,981.25","$25,581.98","$14,317.84","$5,291.68",$970.67,$0.00,$0.00,$0.00
PS 1 COURTLANDT SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$7,199.15","$3,018.83","$5,661.28",$218.75,"$16,098.01",$646.58,$358.24,$0.00,"$1,004.82",$734.73,$407.08,"$1,075.64","$2,217.45","$19,320.28","$27,022.36","$17,482.83","$1,141.89",$154.64,$36.29,$72.42,$323.21,$109.00,"$1,837.45","$27,022.36","$17,891.95","$10,310.28","$1,022.98",$0.00,$0.00,"$15,983.80"
PS 154 JONATHAN D HYATT,NYC GEOG DIST # 7 - BRONX ,"$8,613.52","$3,184.13","$6,536.50",$192.49,"$18,526.65",$912.69,$505.68,$0.00,"$1,418.37",$861.06,$477.07,"$2,138.02","$3,476.16","$23,421.19","$31,123.26","$21,167.11","$1,027.00",$304.80,$34.04,$16.13,$872.11,$0.00,"$2,254.07","$31,123.26","$26,412.43","$5,081.07","$2,899.01","$3,686.94",$0.00,"$13,073.83"
PS 157 GROVE HILL,NYC GEOG DIST # 7 - BRONX ,"$7,111.29","$2,007.86","$5,052.47",$7.19,"$14,178.82",$938.84,$520.16,$0.00,"$1,459.00",$621.58,$344.39,$392.51,"$1,358.49","$16,996.31","$24,698.39","$15,470.55",$918.62,$162.38,$16.41,$59.11,$369.25,$0.00,"$1,525.76","$24,698.39","$19,478.09","$9,053.36",$965.97,$0.00,$0.00,"$12,343.67"
PS 161 JUAN PONCE DE LEON SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$7,909.29","$4,124.20","$6,667.17",$138.20,"$18,838.87",$895.14,$495.95,$0.00,"$1,391.10","$1,306.23",$723.71,$382.82,"$2,412.76","$22,642.72","$30,344.80","$20,618.03",$897.12,$230.08,$25.84,$12.42,$823.65,$35.58,"$2,024.70","$30,344.80","$30,781.79","$35,989.09","$2,029.94",$0.00,$0.00,"$21,432.99"
PS 179,NYC GEOG DIST # 7 - BRONX ,"$8,260.88","$3,303.44","$6,407.22",$114.09,"$18,085.63",$984.64,$545.54,$0.00,"$1,530.19",$555.51,$307.78,$355.56,"$1,218.85","$20,834.67","$28,536.75","$19,057.42",$965.39,$146.21,$33.54,$19.23,$501.14,$111.73,"$1,777.25","$28,536.75","$23,949.04","$9,368.03",$863.29,$0.00,$0.00,"$16,334.61"
PS 18 JOHN PETER ZENGER,NYC GEOG DIST # 7 - BRONX ,"$7,597.86","$2,819.95","$5,771.99",$154.25,"$16,344.05",$753.53,$417.49,$0.00,"$1,171.02",$611.06,$338.56,$315.56,"$1,265.18","$18,780.25","$26,482.33","$16,964.57",$908.92,$195.55,$32.84,$10.64,$602.79,$64.95,"$1,815.68","$26,482.33","$22,235.56","$8,880.14",$949.61,$0.00,$0.00,"$16,878.59"
PS 25 BILINGUAL SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$8,527.12","$3,638.59","$6,740.42",$258.16,"$19,164.30",$787.57,$436.35,$0.00,"$1,223.92",$785.16,$435.02,$363.59,"$1,583.77","$21,971.99","$29,674.07","$20,485.74",$888.13,$109.64,$9.49,$10.99,$407.19,$60.80,"$1,486.25","$29,674.07","$29,121.70","$24,309.03","$1,220.18",$0.00,$0.00,"$15,539.66"
PS 277,NYC GEOG DIST # 7 - BRONX,"$6,643.35","$2,907.83","$5,291.84",$232.80,"$15,075.83",$880.19,$487.67,$0.00,"$1,367.87",$663.80,$367.78,$626.69,"$1,658.27","$18,101.97","$25,804.04","$16,599.59",$870.04,$70.85,$21.11,$21.46,$269.63,$249.28,"$1,502.37","$25,804.04","$16,709.23","$3,605.22","$1,031.58",$0.00,$0.00,"$16,463.55"
PS 30 WILTON,NYC GEOG DIST # 7 - BRONX ,"$6,658.26","$3,195.60","$5,459.54",$170.27,"$15,483.69",$824.35,$456.73,$0.00,"$1,281.08",$622.97,$345.16,$852.64,"$1,820.78","$18,585.55","$26,287.63","$16,635.58","$1,036.42",$118.44,$15.05,$317.98,$393.36,$68.72,"$1,949.97","$26,287.63","$25,158.20","$13,688.96",$968.13,$0.00,$0.00,"$16,297.23"
PS 43 JONAS BRONCK,NYC GEOG DIST # 7 - BRONX ,"$8,473.80","$2,786.90","$6,239.00",$78.29,"$17,577.98",$863.35,$478.34,$0.00,"$1,341.69",$524.84,$290.79,$602.08,"$1,417.71","$20,337.38","$28,039.46","$18,543.72",$905.76,$348.94,$26.50,$13.42,$427.68,$71.35,"$1,793.66","$28,039.46","$28,304.85","$4,855.15",$815.63,$0.00,$0.00,"$18,560.73"
PS 49 WILLIS AVENUE,NYC GEOG DIST # 7 - BRONX ,"$7,003.47","$2,718.52","$5,386.48",$155.52,"$15,263.99",$903.93,$500.82,$0.00,"$1,404.76",$688.93,$381.70,$720.49,"$1,791.11","$18,459.87","$26,161.94","$16,983.37",$910.29,$114.98,$15.81,$9.33,$396.99,$29.08,"$1,476.49","$26,161.94","$16,402.36","$10,851.27","$1,070.63",$0.00,$0.00,"$14,533.11"
PS 5 PORT MORRIS,NYC GEOG DIST # 7 - BRONX ,"$7,161.30","$2,832.88","$5,537.29",$81.80,"$15,613.26",$604.06,$334.68,$0.00,$938.75,$563.80,$312.38,$683.22,"$1,559.40","$18,111.41","$25,813.48","$16,779.60",$928.80,$43.23,$27.34,$8.23,$257.05,$67.16,"$1,331.80","$25,813.48","$22,212.02","$10,343.76",$876.18,$0.00,$0.00,"$16,642.84"
PS 65 MOTHER HALE ACADEMY,NYC GEOG DIST # 7 - BRONX ,"$7,476.19","$3,666.73","$6,173.74",$250.67,"$17,567.33",$562.88,$311.87,$0.00,$874.75,$984.66,$545.55,$874.43,"$2,404.65","$20,846.73","$28,548.80","$19,207.44","$1,042.68",$228.59,$17.66,$16.67,$225.57,$108.11,"$1,639.28","$28,548.80","$23,997.77","$6,985.49","$1,530.22",$0.00,$0.00,"$13,485.35"
PS/IS 224,NYC GEOG DIST # 7 - BRONX ,"$6,979.85","$2,917.53","$5,483.65",$648.07,"$16,029.11","$1,021.56",$566.00,$0.00,"$1,587.56","$1,246.37",$690.55,"$1,631.95","$3,568.88","$21,185.55","$28,887.62","$18,077.10","$1,362.80",$0.00,$36.13,$18.29,$609.75,"$1,081.47","$3,108.44","$28,887.62","$18,000.28","$12,105.31","$2,819.37","$1,759.13",$0.00,$0.00
PS/MS 29 MELROSE SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$6,441.71","$2,761.73","$5,099.18",$471.63,"$14,774.26",$411.27,$227.86,$0.00,$639.13,$307.97,$170.63,"$1,230.24","$1,708.83","$17,122.23","$24,824.30","$15,307.13",$913.95,$91.49,$11.23,$7.57,$301.04,$489.82,"$1,815.10","$24,824.30","$21,578.82","$7,479.38",$386.78,$0.00,$0.00,"$16,397.37"
PS/MS 31 WILLIAM LLOYD GARRISON,NYC GEOG DIST # 7 - BRONX ,"$7,447.82","$2,024.71","$5,248.27",$459.21,"$15,180.02",$640.29,$354.75,$0.00,$995.05,$398.36,$220.71,$524.82,"$1,143.89","$17,318.96","$25,021.03","$15,265.57",$928.81,$123.02,$14.06,$8.43,$396.95,$582.12,"$2,053.38","$25,021.03","$17,719.55","$6,975.46",$619.07,$0.00,$0.00,"$14,187.73"
SO BRONX ACADEMY-APPLIED MEDIA,NYC GEOG DIST # 7 - BRONX ,"$8,260.96","$4,396.03","$7,012.62",$693.50,"$20,363.12","$1,324.09",$733.62,$0.00,"$2,057.71",$930.85,$515.73,"$1,930.21","$3,376.80","$25,797.63","$33,499.71","$23,001.29","$1,198.93",$0.00,$59.75,$26.55,$903.51,$607.59,"$2,796.34","$33,499.71","$20,651.26","$3,267.12","$1,446.58",$0.00,$0.00,$0.00
SOUTH BRONX PREPARATORY,NYC GEOG DIST # 7 - BRONX ,"$5,797.56","$1,976.27","$4,307.09",$105.48,"$12,186.40","$1,077.39",$596.93,$0.00,"$1,674.31",$649.68,$359.95,$808.82,"$1,818.45","$15,679.17","$23,381.25","$14,360.63",$849.12,$0.00,$0.00,$9.15,$431.05,$29.21,"$1,318.54","$23,381.25","$13,587.78","$6,001.28",$915.96,$0.00,$0.00,$0.00
UNIVERSITY HEIGHTS SECONDARY SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$4,039.87","$1,416.06","$3,022.86",$0.00,"$8,478.78",$889.14,$492.63,$0.00,"$1,381.78",$909.94,$504.15,"$1,397.93","$2,812.03","$12,672.59","$20,374.67","$11,774.42",$837.08,$0.00,$0.00,$11.56,$26.10,$23.43,$898.17,"$20,374.67","$9,475.16","$23,256.77","$1,273.06",$0.00,$0.00,$0.00
URBAN ASSEMBLY BRONX OF LETTERS,NYC GEOG DIST # 7 - BRONX ,"$7,623.73","$2,003.52","$5,333.99",$0.00,"$14,961.25",$768.82,$425.96,$0.00,"$1,194.78",$785.95,$435.46,$619.88,"$1,841.29","$17,997.32","$25,699.40","$16,305.71","$1,161.20",$0.00,$25.34,$40.08,$374.87,$90.11,"$1,691.61","$25,699.40","$18,090.89","$6,009.60","$1,221.41",$0.00,$0.00,$0.00
YOUNG LEADERS ELEMENTARY SCHOOL,NYC GEOG DIST # 7 - BRONX ,"$7,810.25","$5,249.09","$7,235.54",$627.12,"$20,922.00","$1,135.40",$629.06,$0.00,"$1,764.46",$455.50,$252.37,"$1,547.59","$2,255.46","$24,941.92","$32,644.00","$22,218.32","$1,017.46",$190.02,$36.56,$22.88,$416.85,"$1,039.81","$2,723.60","$32,644.00","$32,645.99","$8,215.06",$707.88,$0.00,$0.00,"$22,493.54"
