School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 199 MAURICE A FITZGERALD,NYC GEOG DIST #24 - QUEENS ,"$6,744.62","$2,196.15","$4,953.64",$63.50,"$13,957.91",$585.51,$324.41,$0.00,$909.92,$433.32,$240.08,$348.38,"$1,021.78","$15,889.62","$23,591.69","$15,053.29",$528.40,$224.78,$49.54,$0.00,$33.60,$0.00,$836.32,"$23,591.69","$20,101.52","$4,858.46",$673.40,$0.00,$0.00,"$15,514.54"
PS 229 EMANUEL KAPLAN,NYC GEOG DIST #24 - QUEENS ,"$5,938.13","$2,327.19","$4,579.41",$21.82,"$12,866.55",$432.33,$239.53,$0.00,$671.87,$393.09,$217.79,$195.42,$806.30,"$14,344.72","$22,046.80","$13,592.17",$475.52,$127.98,$11.45,$0.00,$137.60,$0.00,$752.56,"$22,046.80","$20,699.96","$7,924.76",$610.89,$0.00,$0.00,"$16,284.71"
PS 239,NYC GEOG DIST #24 - QUEENS ,"$7,187.60","$2,015.89","$5,099.20",$0.00,"$14,302.69",$789.56,$437.45,$0.00,"$1,227.01",$559.02,$309.72,$488.05,"$1,356.80","$16,886.50","$24,588.58","$16,060.42",$598.09,$55.29,$34.49,$0.00,$138.20,$0.00,$826.08,"$24,588.58","$19,737.45","$6,646.75",$868.74,$0.00,$0.00,"$14,153.06"
PS 28 THOMAS EMANUEL EARLY CHILD CTR,NYC GEOG DIST #24 - QUEENS ,"$7,403.35","$3,247.70","$5,901.22",$0.00,"$16,552.27",$764.52,$423.59,$0.00,"$1,188.11",$415.85,$230.40,$504.03,"$1,150.28","$18,890.67","$26,592.74","$18,007.70",$588.46,$77.84,$84.79,$0.00,$131.87,$0.00,$882.97,"$26,592.74","$28,899.47","$7,779.19",$646.25,$0.00,$0.00,"$44,290.00"
PS 49 DOROTHY BONAWIT KOLE,NYC GEOG DIST #24 - QUEENS ,"$5,154.72","$1,351.02","$3,604.51",$0.00,"$10,110.25",$491.05,$272.07,$0.00,$763.12,$267.61,$148.27,$395.61,$811.48,"$11,684.85","$19,386.92","$11,518.00",$27.63,$35.78,$14.85,$0.00,$88.59,$0.00,$166.85,"$19,386.92","$18,427.59","$4,463.57",$415.88,$0.00,$0.00,$0.00
PS 58 SCHOOL OF HEROES (THE),NYC GEOG DIST #24 - QUEENS ,"$5,492.08","$2,308.42","$4,321.87",$8.72,"$12,131.10",$551.06,$305.32,$0.00,$856.38,$174.45,$96.65,$409.67,$680.78,"$13,668.25","$21,370.33","$12,956.57",$415.40,$91.92,$18.13,$0.00,$186.23,$0.00,$711.68,"$21,370.33","$26,880.04","$9,113.35",$271.11,$0.00,$0.00,"$13,117.78"
PS 68 CAMBRIDGE,NYC GEOG DIST #24 - QUEENS ,"$7,180.18","$2,126.12","$5,156.16",$70.22,"$14,532.68",$709.92,$393.33,$0.00,"$1,103.25",$511.60,$283.45,$500.08,"$1,295.13","$16,931.06","$24,633.13","$16,098.21",$467.51,$262.74,$21.87,$0.00,$80.72,$0.00,$832.84,"$24,633.13","$21,151.48","$9,684.57",$795.05,$0.00,$0.00,"$15,447.09"
PS 7 LOUIS F SIMEONE,NYC GEOG DIST #24 - QUEENS ,"$6,237.01","$1,985.33","$4,555.59",$23.88,"$12,801.81",$464.06,$257.11,$0.00,$721.17,$319.55,$177.05,$443.58,$940.18,"$14,463.16","$22,165.24","$13,698.88",$535.91,$104.72,$56.24,$0.00,$67.42,$0.00,$764.29,"$22,165.24","$22,926.95","$5,322.05",$496.60,$0.00,$0.00,"$14,987.71"
PS 71 FOREST,NYC GEOG DIST #24 - QUEENS ,"$7,263.44","$2,901.69","$5,632.00",$24.31,"$15,821.44",$771.37,$427.38,$0.00,"$1,198.75",$548.16,$303.71,$487.40,"$1,339.27","$18,359.45","$26,061.53","$17,510.70",$516.22,$158.23,$30.16,$0.00,$144.14,$0.00,$848.75,"$26,061.53","$26,179.91","$8,350.53",$851.87,$0.00,$0.00,"$20,303.67"
PS 81 JEAN PAUL RICHTER,NYC GEOG DIST #24 - QUEENS ,"$7,793.46","$3,625.99","$6,326.95",$0.00,"$17,746.40",$660.02,$365.68,$0.00,"$1,025.70",$480.80,$266.39,$485.53,"$1,232.73","$20,004.83","$27,706.90","$18,968.62",$559.80,$150.23,$35.97,$0.00,$290.20,$0.00,"$1,036.20","$27,706.90","$29,406.72","$9,365.03",$747.19,$0.00,$0.00,"$18,606.84"
PS 88 SENECA,NYC GEOG DIST #24 - QUEENS ,"$6,980.62","$3,309.07","$5,701.02",$0.29,"$15,991.00",$528.36,$292.74,$0.00,$821.09,$414.69,$229.76,$428.66,"$1,073.11","$17,885.21","$25,587.29","$16,960.42",$514.44,$144.95,$19.05,$0.00,$246.35,$0.00,$924.79,"$25,587.29","$32,731.18","$14,787.02",$644.45,$0.00,$0.00,"$24,138.58"
PS 89 ELMHURST,NYC GEOG DIST #24 - QUEENS ,"$5,904.23","$2,036.53","$4,399.58",$83.80,"$12,424.13",$505.44,$280.04,$0.00,$785.49,$252.39,$139.84,$287.67,$679.90,"$13,889.52","$21,591.59","$13,028.20",$607.55,$47.85,$64.61,$0.00,$141.31,$0.00,$861.32,"$21,591.59","$26,682.67","$5,961.64",$392.23,$0.00,$0.00,$0.00
PS 91 RICHARD ARKWRIGHT,NYC GEOG DIST #24 - QUEENS ,"$7,488.05","$2,679.42","$5,633.30",$53.91,"$15,854.68",$375.42,$208.00,$0.00,$583.42,$451.10,$249.93,$190.32,$891.36,"$17,329.46","$25,031.53","$16,823.67",$359.02,$114.33,$17.58,$0.00,$13.54,$1.31,$505.78,"$25,031.53","$30,541.23","$4,675.47",$701.04,$0.00,$0.00,"$24,543.31"
PS/IS 113 ANTHONY J PRANZO,NYC GEOG DIST #24 - QUEENS ,"$5,533.88","$2,015.99","$4,183.01",$5.64,"$11,738.52",$649.20,$359.69,$0.00,"$1,008.89",$183.69,$101.77,$192.13,$477.59,"$13,225.00","$20,927.08","$12,861.61",$14.46,$81.30,$17.90,$0.00,$249.73,$0.00,$363.39,"$20,927.08","$25,808.73","$9,523.75",$285.47,$0.00,$0.00,"$12,986.03"
PS/IS 119 GLENDALE (THE),NYC GEOG DIST #24 - QUEENS ,"$5,167.10",$938.49,"$3,382.81",$0.00,"$9,488.40",$338.08,$187.32,$0.00,$525.40,$149.95,$83.08,$466.43,$699.46,"$10,713.26","$18,415.33","$10,175.51",$419.30,$0.00,$10.02,$0.00,$31.46,$76.96,$537.74,"$18,415.33","$15,524.91","$8,515.53",$233.02,$0.00,$0.00,$0.00
PS/IS 87 MIDDLE VILLAGE,NYC GEOG DIST #24 - QUEENS ,"$7,336.67","$2,897.42","$5,670.20",$0.00,"$15,904.29",$711.32,$394.11,$0.00,"$1,105.44",$487.88,$270.31,$229.18,$987.37,"$17,997.10","$25,699.17","$17,632.93",$6.83,$28.91,$13.65,$0.00,$314.77,$0.00,$364.17,"$25,699.17","$27,330.00","$9,278.81",$758.19,$0.00,$0.00,"$18,215.15"
QUEENS TECHNICAL HIGH SCHOOL,NYC GEOG DIST #24 - QUEENS ,"$6,335.61","$1,181.64","$4,164.94",$0.00,"$11,682.19",$719.93,$398.88,$0.00,"$1,118.81",$433.10,$239.96,"$1,007.41","$1,680.46","$14,481.47","$22,183.54","$13,541.57",$546.69,$0.00,$7.77,$0.00,$50.34,$335.09,$939.90,"$22,183.54","$10,797.96","$9,737.61",$781.47,$348.08,$0.00,$0.00
ROBERT F WAGNER JR SECONDARY SCHOOL,NYC GEOG DIST #24 - QUEENS ,"$5,530.93","$1,099.94","$3,673.84",$0.69,"$10,305.40",$672.58,$372.65,$0.00,"$1,045.23",$458.96,$254.29,$457.95,"$1,171.20","$12,521.83","$20,223.91","$11,944.67",$454.56,$0.00,$19.12,$0.00,$103.48,$0.00,$577.16,"$20,223.91","$13,505.84","$6,606.67",$713.25,$0.00,$0.00,$0.00
VOYAGES PREPARATORY,NYC GEOG DIST #24 - QUEENS ,"$6,561.83","$1,018.50","$4,199.89",$0.00,"$11,780.22","$1,321.54",$732.20,$0.00,"$2,053.75",$398.77,$220.94,$995.08,"$1,614.80","$15,448.76","$23,150.84","$14,760.15",$536.72,$0.00,$0.00,$151.90,$0.00,$0.00,$688.62,"$23,150.84","$7,404.40","$15,427.78",$619.72,$0.00,$0.00,$0.00
