School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
INNOVATION DIPLOMA PLUS,NYC GEOG DIST # 3 - MANHATTAN,"$7,365.60","$1,087.92","$4,683.69",$113.26,"$13,250.48","$1,805.57","$1,000.38",$0.00,"$2,805.95",$461.11,$255.48,$829.94,"$1,546.53","$17,602.97","$25,305.04","$16,950.27",$652.69,$0.00,$0.00,$0.00,$0.00,$0.00,$652.69,"$25,305.04","$4,107.16","$10,450.30",$716.59,$0.00,$0.00,$0.00
JHS 54 BOOKER T WASHINGTON,NYC GEOG DIST # 3 - MANHATTAN,"$5,405.57","$1,193.69","$3,656.33",$0.00,"$10,255.60",$362.86,$201.04,$0.00,$563.90,$410.86,$227.64,$234.48,$872.98,"$11,692.48","$19,394.56","$11,379.07",$14.85,$0.00,$4.62,$0.00,$293.94,$0.00,$313.41,"$19,394.56","$20,623.55","$29,860.80",$557.63,$0.00,$0.00,$0.00
LAFAYETTE ACADEMY,NYC GEOG DIST # 3 - MANHATTAN,"$8,759.80","$2,678.99","$6,337.67",$0.00,"$17,776.46","$1,050.80",$582.20,$0.00,"$1,632.99","$1,374.19",$761.37,$692.55,"$2,828.11","$22,237.58","$29,939.66","$21,325.86",$568.84,$0.00,$0.00,$0.00,$234.25,$108.61,$911.72,"$29,939.66","$29,464.26","$12,174.79","$2,135.56",$0.00,$0.00,$0.00
LOCKE SCHOOL OF ARTS & ENGINEERING,NYC GEOG DIST # 3 - MANHATTAN,"$7,665.22","$3,260.63","$6,053.48",$249.24,"$17,228.58",$827.90,$458.70,$0.00,"$1,286.59",$472.74,$261.92,$363.37,"$1,098.04","$19,613.22","$27,315.29","$18,387.46",$608.92,$176.36,$0.00,$0.00,$440.48,$0.00,"$1,225.75","$27,315.29","$24,870.89","$6,971.42",$734.67,$0.00,$0.00,"$19,229.14"
MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,NYC GEOG DIST # 3 - MANHATTAN,"$5,024.14",$638.28,"$3,137.27",$35.37,"$8,835.07","$1,013.40",$561.48,$0.00,"$1,574.88",$626.39,$347.05,$347.42,"$1,320.85","$11,730.80","$19,432.88","$11,646.40",$19.85,$0.00,$7.19,$57.37,$0.00,$0.00,$84.40,"$19,432.88","$5,203.40","$187,073.81",$904.61,$0.00,$0.00,$0.00
MAXINE GREENE HS-IMAGINATIVE INQUIRY,NYC GEOG DIST # 3 - MANHATTAN,"$6,046.34","$1,563.98","$4,216.50",$63.57,"$11,890.39","$1,176.16",$651.65,$0.00,"$1,827.81",$659.26,$365.26,"$1,122.62","$2,147.14","$15,865.35","$23,567.42","$14,901.32",$810.42,$0.00,$25.32,$11.30,$81.35,$35.63,$964.02,"$23,567.42","$9,882.79","$5,653.92",$934.18,$0.00,$0.00,$0.00
MOTT HALL II,NYC GEOG DIST # 3 - MANHATTAN,"$4,791.58","$1,311.26","$3,381.28",$22.39,"$9,506.51",$659.93,$365.64,$0.00,"$1,025.57",$428.35,$237.33,"$1,422.26","$2,087.93","$12,620.02","$20,322.09","$12,057.43",$412.17,$0.00,$0.00,$0.00,$150.41,$0.00,$562.59,"$20,322.09","$15,040.65","$8,597.44",$665.68,$0.00,$0.00,$0.00
MS 243 CENTER SCHOOL,NYC GEOG DIST # 3 - MANHATTAN,"$6,085.15","$1,034.25","$3,944.51",$0.00,"$11,063.92",$727.33,$402.98,$0.00,"$1,130.32",$373.87,$207.14,$305.16,$886.17,"$13,080.40","$20,782.48","$13,007.35",$13.33,$0.00,$8.39,$0.00,$51.33,$0.00,$73.05,"$20,782.48","$5,603.26","$2,014.00",$172.90,$0.00,$0.00,$0.00
MS 245 COMPUTER SCHOOL (THE),NYC GEOG DIST # 3 - MANHATTAN,"$5,967.96",$887.46,"$3,798.25",$0.00,"$10,653.67",$728.06,$403.38,$0.00,"$1,131.45",$566.92,$314.10,$598.31,"$1,479.33","$13,264.45","$20,966.52","$12,781.91",$15.63,$0.00,$7.73,$0.00,$459.18,$0.00,$482.54,"$20,966.52","$11,860.90","$33,887.71",$881.02,$0.00,$0.00,$0.00
MS 247 DUAL LANG MIDDLE SCHOOL,NYC GEOG DIST # 3 - MANHATTAN,"$7,394.26","$1,184.26","$4,752.94",$59.26,"$13,390.73",$672.01,$372.33,$0.00,"$1,044.34",$382.08,$211.69,$992.75,"$1,586.53","$16,021.60","$23,723.68","$15,252.62",$600.59,$0.00,$55.44,$0.00,$112.94,$0.00,$768.98,"$23,723.68","$8,788.10","$11,130.25",$593.78,$0.00,$0.00,$0.00
MS 250 WEST SIDE COLLABORATIVE,NYC GEOG DIST # 3 - MANHATTAN,"$8,491.06","$2,447.30","$6,060.41",$23.02,"$17,021.79",$973.84,$539.55,$0.00,"$1,513.40",$607.88,$336.79,$421.52,"$1,366.20","$19,901.40","$27,603.48","$19,309.84",$591.55,$0.00,$0.00,$0.00,$0.00,$0.00,$591.55,"$27,603.48","$16,609.50","$2,813.09",$502.74,$0.00,$0.00,$0.00
PS 145 BLOOMINGDALE SCHOOL (THE),NYC GEOG DIST # 3 - MANHATTAN,"$7,385.49","$4,056.59","$6,339.50",$0.00,"$17,781.59",$738.41,$409.11,$0.00,"$1,147.52","$1,097.77",$608.22,$315.26,"$2,021.25","$20,950.36","$28,652.44","$19,302.95",$718.22,$106.66,$7.86,$97.60,$668.63,$48.44,"$1,647.41","$28,652.44","$25,051.74","$39,208.00","$1,705.98",$0.00,$0.00,"$14,450.52"
PS 149 SOJOURNER TRUTH,NYC GEOG DIST # 3 - MANHATTAN,"$6,547.65","$3,279.41","$5,444.70",$106.41,"$15,378.17","$1,378.85",$763.95,$0.00,"$2,142.80","$1,697.38",$940.43,"$3,505.35","$6,143.18","$23,664.16","$31,366.23","$21,810.58",$959.88,$139.72,$51.41,$0.00,$637.59,$64.98,"$1,853.58","$31,366.23","$14,410.77","$5,078.40","$4,304.48","$3,786.85",$0.00,"$15,667.38"
PS 163 ALFRED E SMITH,NYC GEOG DIST # 3 - MANHATTAN,"$7,117.50","$2,873.75","$5,535.66",$0.00,"$15,526.91",$568.28,$314.86,$0.00,$883.14,$584.63,$323.91,$71.41,$979.95,"$17,390.00","$25,092.07","$16,532.85",$60.84,$122.09,$21.21,$0.00,$500.88,$152.12,$857.15,"$25,092.07","$27,109.18","$43,453.78",$908.54,$0.00,$0.00,"$25,237.84"
PS 165 ROBERT E SIMON,NYC GEOG DIST # 3 - MANHATTAN,"$6,670.73","$2,536.08","$5,101.04",$45.91,"$14,353.76",$943.04,$522.49,$0.00,"$1,465.53",$599.21,$331.99,"$1,562.64","$2,493.85","$18,313.14","$26,015.22","$16,487.57",$539.00,$146.89,$28.88,$0.00,$265.03,$845.78,"$1,825.58","$26,015.22","$24,433.74","$23,664.55","$1,746.75",$853.43,$0.00,"$14,683.29"
PS 166 RICHARD ROGERS SC-ARTS & SCI,NYC GEOG DIST # 3 - MANHATTAN,"$5,219.33","$1,216.21","$3,565.61",$17.98,"$10,019.13",$438.49,$242.94,$0.00,$681.43,$505.35,$279.99,$897.40,"$1,682.74","$12,383.30","$20,085.38","$12,048.42",$18.77,$73.26,$5.63,$0.00,$237.22,$0.00,$334.88,"$20,085.38","$22,946.15","$12,578.53",$785.34,$0.00,$0.00,$0.00
PS 180 HUGO NEWMAN,NYC GEOG DIST # 3 - MANHATTAN,"$6,879.97","$1,939.45","$4,886.41",$138.17,"$13,844.02",$772.41,$427.96,$0.00,"$1,200.37",$411.10,$227.77,$371.61,"$1,010.48","$16,054.86","$23,756.94","$15,110.45",$472.23,$116.98,$23.75,$0.00,$331.45,$0.00,$944.42,"$23,756.94","$25,838.72","$6,688.73",$638.87,$0.00,$0.00,"$15,065.35"
PS 199 JESSIE ISADOR STRAUS,NYC GEOG DIST # 3 - MANHATTAN,"$5,128.37","$2,672.65","$4,322.16",$26.56,"$12,149.73",$484.13,$268.23,$0.00,$752.36,$411.11,$227.78,$524.36,"$1,163.26","$14,065.35","$21,767.42","$13,848.51",$0.00,$59.85,$0.31,$0.00,$156.67,$0.00,$216.83,"$21,767.42","$20,784.62","$10,918.60",$589.21,$0.00,$0.00,$0.00
PS 242 YOUNG DIPLOMATS MAGNET,NYC GEOG DIST # 3 - MANHATTAN,"$11,828.12","$4,098.75","$8,824.30",$176.43,"$24,927.60","$1,168.45",$647.38,$0.00,"$1,815.83",$618.27,$342.56,$591.67,"$1,552.51","$28,295.94","$35,998.03","$26,149.38",$779.43,$269.80,$0.00,$491.56,$11.92,$593.83,"$2,146.56","$35,998.03","$29,712.49","$4,656.70",$960.84,$0.00,$0.00,"$17,177.38"
PS 333 MANHATTAN SCHOOL FOR CHLDRN,NYC GEOG DIST # 3 - MANHATTAN,"$5,012.05","$3,410.05","$4,666.27",$77.12,"$13,165.50",$576.14,$319.21,$0.00,$895.35,$287.17,$159.11,$142.06,$588.35,"$14,649.19","$22,351.27","$14,433.59",$11.58,$42.16,$4.95,$0.00,$156.90,$0.00,$215.60,"$22,351.27","$30,470.27","$4,370.44",$446.28,$0.00,$0.00,$0.00
PS 452,NYC GEOG DIST # 3 - MANHATTAN,"$5,964.49","$2,369.13","$4,617.25",$1.98,"$12,952.86",$722.66,$400.39,$0.00,"$1,123.06",$288.08,$159.61,$256.31,$704.01,"$14,779.93","$22,482.01","$14,704.30",$15.43,$0.00,$6.59,$0.00,$53.61,$0.00,$75.63,"$22,482.01","$23,419.22","$2,408.35",$447.70,$0.00,$0.00,"$11,975.19"
PS 75 EMILY DICKINSON,NYC GEOG DIST # 3 - MANHATTAN,"$10,985.51","$4,179.63","$8,402.26",$137.97,"$23,705.38",$732.03,$405.58,$0.00,"$1,137.62",$715.05,$396.17,$701.29,"$1,812.51","$26,655.51","$34,357.59","$25,535.45",$533.94,$94.14,$21.61,$0.00,$470.37,$0.00,"$1,120.06","$34,357.59","$35,963.45","$28,069.70","$1,111.22",$0.00,$0.00,$0.00
PS 76 A PHILLIP RANDOLPH,NYC GEOG DIST # 3 - MANHATTAN,"$6,792.97","$2,301.96","$5,039.05",$51.80,"$14,185.79",$985.27,$545.89,$0.00,"$1,531.16",$855.10,$473.77,$995.21,"$2,324.09","$18,041.04","$25,743.12","$16,321.34",$711.89,$82.21,$30.04,$336.70,$415.99,$142.87,"$1,719.70","$25,743.12","$16,630.84","$9,597.26","$1,328.88",$0.00,$0.00,"$12,417.61"
PS 84 LILLIAN WEBER,NYC GEOG DIST # 3 - MANHATTAN,"$6,135.09","$2,372.94","$4,713.88",$0.00,"$13,221.90",$632.89,$350.65,$0.00,$983.54,$310.34,$171.94,$360.17,$842.45,"$15,047.89","$22,749.97","$14,354.03",$39.78,$67.25,$20.00,$0.00,$566.83,$0.00,$693.86,"$22,749.97","$23,213.13","$45,901.13",$482.28,$0.00,$0.00,"$14,264.52"
PS 87 WILLIAM SHERMAN,NYC GEOG DIST # 3 - MANHATTAN,"$6,317.74","$1,981.69","$4,598.31",$0.84,"$12,898.57",$461.95,$255.95,$0.00,$717.90,$394.60,$218.63,$446.67,"$1,059.90","$14,676.37","$22,378.45","$14,428.33",$8.91,$28.06,$4.50,$0.00,$206.57,$0.00,$248.04,"$22,378.45","$25,023.76","$25,905.15",$613.23,$0.00,$0.00,"$14,235.39"
PS 9 SARAH ANDERSON,NYC GEOG DIST # 3 - MANHATTAN,"$5,835.76","$2,252.55","$4,481.34",$8.94,"$12,578.60",$476.71,$264.12,$0.00,$740.83,$564.95,$313.01,"$1,073.35","$1,951.30","$15,270.73","$22,972.80","$14,837.69",$51.66,$29.32,$3.12,$0.00,$348.93,$0.00,$433.03,"$22,972.80","$21,870.10","$18,714.93",$877.96,$0.00,$0.00,"$19,100.11"
RIVERSIDE SCHOOL FOR MAKERS-ARTISTS,NYC GEOG DIST # 3 - MANHATTAN,"$7,862.02","$2,834.99","$5,926.69",$222.35,"$16,846.05",$517.34,$286.64,$0.00,$803.98,$714.06,$395.63,$326.92,"$1,436.61","$19,086.64","$26,788.71","$17,786.54",$634.05,$28.93,$19.22,$0.00,$571.27,$46.63,"$1,300.10","$26,788.71","$25,170.42","$12,782.47","$1,007.44",$0.00,$0.00,"$15,726.31"
SPECIAL MUSIC SCHOOL,NYC GEOG DIST # 3 - MANHATTAN,"$6,550.56","$1,275.80","$4,336.20",$0.00,"$12,162.55",$986.07,$546.33,$0.00,"$1,532.41",$407.78,$225.93,$589.22,"$1,222.94","$14,917.90","$22,619.98","$14,887.97",$22.67,$0.00,$7.27,$0.00,$0.00,$0.00,$29.93,"$22,619.98","$13,352.18","$5,377.00",$536.74,$0.00,$0.00,$0.00
STEM INSTITUTE OF MANHATTAN,NYC GEOG DIST # 3 - MANHATTAN,"$10,798.60","$4,976.07","$8,739.96",$26.34,"$24,540.97","$1,193.43",$661.21,$0.00,"$1,854.65",$770.29,$426.78,"$2,352.02","$3,549.09","$29,944.72","$37,646.80","$27,986.85",$588.97,$320.50,$0.00,"$1,000.73",$0.00,$47.64,"$1,957.87","$37,646.80","$32,751.16","$5,473.89","$2,243.29","$2,101.22",$0.00,$0.00
URBAN ASSEMBLY FOR GREEN CAREERS,NYC GEOG DIST # 3 - MANHATTAN,"$6,752.23","$1,770.05","$4,721.78",$0.00,"$13,244.06","$1,047.93",$580.60,$0.00,"$1,628.54","$1,541.91",$854.29,"$1,495.47","$3,891.67","$18,764.27","$26,466.34","$17,895.57",$637.24,$0.00,$40.81,$0.00,$30.79,$159.85,$868.69,"$26,466.34","$12,362.40","$6,523.37","$2,396.20",$0.00,$0.00,$0.00
URBAN ASSMBLY SCH-MEDIA STUDIES,NYC GEOG DIST # 3 - MANHATTAN,"$5,664.97","$1,516.29","$3,978.78",$18.52,"$11,178.57","$1,267.69",$702.36,$0.00,"$1,970.05",$688.61,$381.52,"$1,299.58","$2,369.71","$15,518.33","$23,220.41","$14,579.81",$838.25,$0.00,$0.00,$0.00,$70.90,$29.37,$938.52,"$23,220.41","$13,234.78","$6,408.41",$996.63,$0.00,$0.00,$0.00
WADLEIGH PERF AND VISUAL ARTS,NYC GEOG DIST # 3 - MANHATTAN,"$9,137.59","$2,762.51","$6,593.26",$253.29,"$18,746.65","$2,185.03","$1,210.62",$0.00,"$3,395.65","$1,158.14",$641.67,"$3,666.59","$5,466.42","$27,608.72","$35,310.80","$26,762.43",$519.03,$0.00,$0.00,$0.00,$0.00,$327.26,$846.29,"$35,310.80","$15,291.92","$23,067.90","$3,435.54","$1,863.22",$0.00,$0.00
WEST END SECONDARY SCHOOL,NYC GEOG DIST # 3 - MANHATTAN,"$5,464.32","$1,144.25","$3,661.48",$8.35,"$10,278.40",$588.97,$326.32,$0.00,$915.28,$354.13,$196.20,"$1,294.32","$1,844.66","$13,038.34","$20,740.42","$13,015.09",$17.20,$0.00,$6.05,$0.00,$0.00,$0.00,$23.25,"$20,740.42","$9,309.49","$46,737.50",$550.33,$0.00,$0.00,$0.00
WEST PREP ACADEMY,NYC GEOG DIST # 3 - MANHATTAN,"$7,095.09","$2,395.71","$5,258.38",$166.41,"$14,915.60","$1,418.49",$785.91,$0.00,"$2,204.41",$513.37,$284.43,"$1,325.75","$2,123.57","$19,243.59","$26,945.66","$18,520.56",$564.39,$0.00,$0.00,$0.00,$158.62,$0.00,$723.02,"$26,945.66","$14,354.80","$6,037.94",$797.81,$0.00,$0.00,$0.00
