School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
PS 47 CHRIS GALAS,NYC GEOG DIST #27 - QUEENS ,"$9,178.86","$4,273.38","$7,453.23",$115.64,"$21,021.11",$910.73,$504.59,$0.00,"$1,415.32",$868.40,$481.14,$261.21,"$1,610.76","$24,047.20","$31,749.28","$23,007.24",$20.33,$174.11,$8.04,$99.59,$329.74,$408.14,"$1,039.95","$31,749.28","$38,213.77","$6,316.75","$1,349.55",$0.00,$0.00,"$21,387.10"
PS 51,NYC GEOG DIST #27 - QUEENS ,"$6,190.26","$2,617.21","$4,879.79",$109.64,"$13,796.91",$659.24,$365.25,$0.00,"$1,024.50",$350.49,$194.19,$503.54,"$1,048.22","$15,869.63","$23,571.71","$14,763.68",$387.67,$446.81,$49.95,$0.00,$221.52,$0.00,"$1,105.95","$23,571.71","$30,136.07","$3,860.40",$544.68,$0.00,$0.00,"$12,945.03"
PS 56 HARRY EICHLER,NYC GEOG DIST #27 - QUEENS ,"$6,462.49","$2,263.67","$4,834.74",$68.18,"$13,629.08",$802.20,$444.46,$0.00,"$1,246.67",$625.55,$346.59,$264.88,"$1,237.01","$16,112.76","$23,814.84","$15,323.28",$538.71,$159.40,$29.63,$0.00,$61.74,$0.00,$789.48,"$23,814.84","$17,585.77","$6,601.01",$972.13,$0.00,$0.00,$0.00
PS 60 WOODHAVEN,NYC GEOG DIST #27 - QUEENS ,"$6,095.07","$1,472.54","$4,192.84",$52.32,"$11,812.78",$580.37,$321.56,$0.00,$901.93,$201.95,$111.89,$443.89,$757.73,"$13,472.44","$21,174.52","$12,780.06",$489.02,$136.94,$18.89,$0.00,$47.54,$0.00,$692.39,"$21,174.52","$19,971.44","$6,150.59",$313.84,$0.00,$0.00,"$16,464.68"
PS 62 CHESTER PARK SCHOOL,NYC GEOG DIST #27 - QUEENS ,"$6,016.83","$1,857.29","$4,362.67",$221.83,"$12,458.63",$626.43,$347.08,$0.00,$973.51,$228.03,$126.34,$483.45,$837.82,"$14,269.96","$21,972.04","$12,710.35",$455.39,$169.41,$38.21,$0.00,$75.88,$820.71,"$1,559.61","$21,972.04","$21,264.72","$4,190.52",$354.37,$0.00,$0.00,"$13,104.89"
PS 63 OLD SOUTH,NYC GEOG DIST #27 - QUEENS ,"$6,177.32","$2,116.39","$4,595.14",$10.64,"$12,899.50",$443.33,$245.63,$0.00,$688.96,$328.01,$181.73,$688.73,"$1,198.47","$14,786.94","$22,489.01","$14,046.29",$479.25,$121.20,$28.40,$0.00,$111.79,$0.00,$740.64,"$22,489.01","$24,934.82","$5,820.68",$509.75,$0.00,$0.00,"$15,766.34"
PS 64 JOSEPH P ADDABBO,NYC GEOG DIST #27 - QUEENS ,"$6,718.85","$1,532.75","$4,571.81",$18.53,"$12,841.94",$479.32,$265.57,$0.00,$744.90,$565.84,$313.50,$488.00,"$1,367.35","$14,954.18","$22,656.26","$14,014.84",$533.23,$245.25,$43.59,$0.00,$117.28,$0.00,$939.34,"$22,656.26","$22,666.44","$5,357.51",$879.35,$0.00,$0.00,$0.00
PS 65 RAYMOND YORK ELEMENTARY,NYC GEOG DIST #27 - QUEENS ,"$7,434.46","$2,210.25","$5,343.66",$67.94,"$15,056.31",$735.28,$407.39,$0.00,"$1,142.67",$0.00,$0.00,$527.69,$527.69,"$16,726.68","$24,428.75","$15,659.88",$472.86,$133.47,$26.93,$0.00,$178.16,$255.36,"$1,066.79","$24,428.75","$22,007.95","$12,147.86",$255.36,$255.36,$0.00,"$16,803.33"
PS 66 JACQUELINE KENNEDY-ONASSIS,NYC GEOG DIST #27 - QUEENS ,"$6,718.00","$2,804.80","$5,276.12",$10.18,"$14,809.10",$829.24,$459.44,$0.00,"$1,288.68",$401.60,$222.51,$604.23,"$1,228.35","$17,326.13","$25,028.21","$16,416.58",$497.20,$153.14,$30.69,$0.00,$228.51,$0.00,$909.55,"$25,028.21","$19,748.92","$6,008.89",$624.11,$0.00,$0.00,"$15,563.72"
PS 90 HORACE MANN,NYC GEOG DIST #27 - QUEENS ,"$6,345.24","$2,731.77","$5,029.13",$58.86,"$14,165.00",$552.23,$305.96,$0.00,$858.19,$236.09,$130.81,$234.59,$601.48,"$15,624.68","$23,326.76","$14,716.16",$440.06,$214.56,$42.19,$28.25,$183.45,$0.00,$908.52,"$23,326.76","$25,830.51","$6,201.15",$366.89,$0.00,$0.00,"$15,342.85"
PS 96,NYC GEOG DIST #27 - QUEENS ,"$6,259.96","$1,269.23","$4,171.56",$15.97,"$11,716.73",$847.08,$469.32,$0.00,"$1,316.40",$165.73,$91.82,$692.72,$950.28,"$13,983.41","$21,685.49","$13,246.48",$437.79,$263.42,$35.72,$0.00,$0.00,$0.00,$736.94,"$21,685.49","$20,318.62","$3,062.10",$257.56,$0.00,$0.00,"$11,805.44"
PS 97 FOREST PARK,NYC GEOG DIST #27 - QUEENS ,"$6,697.71","$1,951.86","$4,792.30",$45.67,"$13,487.55",$596.89,$330.70,$0.00,$927.59,$442.35,$245.08,$232.15,$919.58,"$15,334.72","$23,036.80","$14,432.92",$538.04,$221.55,$44.84,$0.00,$97.37,$0.00,$901.80,"$23,036.80","$21,890.44","$5,042.53",$687.43,$0.00,$0.00,"$15,295.06"
PS/MS 114 BELLE HARBOR,NYC GEOG DIST #27 - QUEENS ,"$6,567.23","$2,105.00","$4,804.86",$0.00,"$13,477.09",$403.21,$223.40,$0.00,$626.61,$416.22,$230.60,$192.90,$839.72,"$14,943.42","$22,645.49","$14,626.71",$5.33,$202.77,$4.15,$0.00,$104.46,$0.00,$316.70,"$22,645.49","$21,460.01","$42,801.25",$646.82,$0.00,$0.00,"$14,902.39"
PS/MS 42 R VERNAM,NYC GEOG DIST #27 - QUEENS ,"$7,893.11","$3,958.47","$6,566.38",$58.85,"$18,476.81",$754.00,$417.75,$0.00,"$1,171.75",$329.87,$182.76,"$1,540.28","$2,052.91","$21,701.48","$29,403.55","$20,493.23",$834.71,$152.84,$0.00,$6.15,$64.49,$150.05,"$1,208.24","$29,403.55","$27,209.22","$13,246.75","$1,327.54","$1,938.24",$0.00,"$15,448.57"
QUEENS EXPLORERS ELEMENTARY SCHOOL,NYC GEOG DIST #27 - QUEENS ,"$6,586.04","$2,447.54","$5,005.06",$0.00,"$14,038.64",$762.01,$422.19,$0.00,"$1,184.19",$314.90,$174.47,$686.16,"$1,175.54","$16,398.37","$24,100.45","$14,679.97",$383.58,$0.00,$0.00,$0.00,$75.34,"$1,259.47","$1,718.40","$24,100.45","$26,755.20","$10,109.29",$489.38,$0.00,$0.00,"$17,194.36"
QUEENS HS FOR INFOR AND RESEARCH,NYC GEOG DIST #27 - QUEENS ,"$5,990.77","$1,665.23","$4,241.81",$19.15,"$11,916.97",$981.54,$543.82,$0.00,"$1,525.36",$470.03,$260.42,"$1,022.78","$1,753.23","$15,195.55","$22,897.63","$14,639.37",$441.11,$0.00,$45.89,$0.00,$27.84,$41.33,$556.18,"$22,897.63","$7,659.62","$4,869.37","$1,054.46",$324.01,$0.00,$0.00
RICHMOND HILL HIGH SCHOOL,NYC GEOG DIST #27 - QUEENS ,"$7,641.50","$1,655.57","$5,151.05",$19.47,"$14,467.59","$1,076.32",$596.34,$0.00,"$1,672.66",$824.53,$456.83,$852.85,"$2,134.21","$18,274.46","$25,976.53","$17,127.28",$803.95,$0.00,$40.07,$0.00,$81.94,$221.22,"$1,147.18","$25,976.53","$19,586.52","$7,844.38","$1,686.31","$2,973.21",$0.00,$0.00
ROBERT H GODDARD HS-COMM/TECH,NYC GEOG DIST #27 - QUEENS ,"$5,452.47",$763.98,"$3,444.23",$19.39,"$9,680.07",$707.13,$391.79,$0.00,"$1,098.92",$590.67,$327.26,$407.57,"$1,325.50","$12,104.49","$19,806.57","$11,557.93",$393.10,$0.00,$0.00,$0.00,$153.46,$0.00,$546.56,"$19,806.57","$10,221.38","$18,906.56",$806.49,$0.00,$0.00,$0.00
ROCKAWAY COLLEGIATE HIGH SCHOOL,NYC GEOG DIST #27 - QUEENS ,"$6,819.64","$1,835.28","$4,795.26",$0.00,"$13,450.18","$1,609.85",$891.94,$0.00,"$2,501.79",$725.21,$401.80,"$2,115.10","$3,242.12","$19,194.10","$26,896.17","$18,421.29",$696.50,$0.00,$36.98,$0.00,$39.31,$0.00,$772.80,"$26,896.17","$11,640.51","$7,084.84","$2,485.79","$1,394.44",$0.00,$0.00
ROCKAWAY PARK HS-ENVIRONMENT SUSTAIN,NYC GEOG DIST #27 - QUEENS ,"$6,744.59","$2,414.34","$5,074.51",$71.38,"$14,304.84","$1,406.12",$779.06,$0.00,"$2,185.18","$1,044.36",$578.63,$874.79,"$2,497.78","$18,987.80","$26,689.88","$18,093.89",$670.05,$0.00,$0.00,$0.00,$177.43,$46.43,$893.91,"$26,689.88","$16,611.53","$2,563.33","$1,622.99",$0.00,$0.00,$0.00
SCHOLARS' ACADEMY,NYC GEOG DIST #27 - QUEENS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILLAGE ACADEMY,NYC GEOG DIST #27 - QUEENS ,"$7,056.31","$1,430.31","$4,702.02",$0.00,"$13,188.65","$1,081.38",$599.14,$0.00,"$1,680.53",$520.31,$288.28,$627.38,"$1,435.96","$16,305.14","$24,007.22","$15,757.87",$503.45,$0.00,$30.25,$0.00,$13.56,$0.00,$547.27,"$24,007.22","$22,645.98","$4,050.02",$808.59,$0.00,$0.00,$0.00
VOYAGES PREP-SOUTH QUEENS,NYC GEOG DIST #27 - QUEENS ,"$6,802.53","$1,479.95","$4,588.91",$26.93,"$12,898.33","$1,494.56",$828.07,$0.00,"$2,322.63",$829.61,$459.65,$959.70,"$2,248.97","$17,469.93","$25,172.01","$16,993.32",$476.62,$0.00,$0.00,$0.00,$0.00,$0.00,$476.62,"$25,172.01","$7,138.85",$0.00,"$1,289.26",$0.00,$0.00,$0.00
WATERSIDE CHILDREN'S STUDIO SCHOOL,NYC GEOG DIST #27 - QUEENS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERSIDE SCHOOL FOR LEADESHIP,NYC GEOG DIST #27 - QUEENS ,"$6,845.10","$1,896.59","$4,843.34",$53.27,"$13,638.30",$822.35,$455.62,$0.00,"$1,277.97",$414.89,$229.87,$650.01,"$1,294.78","$16,211.05","$23,913.13","$15,494.90",$508.35,$0.00,$0.00,$121.53,$86.27,$0.00,$716.15,"$23,913.13","$23,313.94","$4,521.91",$644.76,$0.00,$0.00,$0.00
