School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
INFORMATION TECHNOLOGY HIGH SCHOOL,NYC GEOG DIST #30 - QUEENS ,"$5,864.43","$1,648.21","$4,162.39",$19.23,"$11,694.26",$797.69,$441.96,$0.00,"$1,239.64",$725.17,$401.78,$431.52,"$1,558.47","$14,492.38","$22,194.46","$13,803.54",$514.82,$0.00,$9.74,$0.00,$121.27,$43.00,$688.84,"$22,194.46","$15,843.99","$6,140.68","$1,029.44",$0.00,$0.00,$0.00
IS 10 HORACE GREELEY,NYC GEOG DIST #30 - QUEENS ,"$6,102.34","$1,098.90","$3,989.86",$64.92,"$11,256.03",$897.42,$497.22,$0.00,"$1,394.64",$546.25,$302.65,$727.92,"$1,576.82","$14,227.49","$21,929.57","$13,578.05",$564.72,$0.00,$17.87,$0.00,$66.85,$0.00,$649.44,"$21,929.57","$12,675.78","$2,803.08",$848.89,$0.00,$0.00,$0.00
IS 141 STEINWAY (THE),NYC GEOG DIST #30 - QUEENS ,"$5,323.71",$971.27,"$3,487.74",$34.04,"$9,816.75",$560.96,$310.80,$0.00,$871.77,$243.38,$134.84,$466.03,$844.26,"$11,532.78","$19,234.86","$11,056.68",$419.18,$0.00,$4.04,$0.00,$52.88,$0.00,$476.10,"$19,234.86","$16,328.33","$4,812.89",$378.22,$0.00,$0.00,$0.00
IS 145 JOSEPH PULITZER,NYC GEOG DIST #30 - QUEENS ,"$6,538.21","$1,246.97","$4,313.39",$8.65,"$12,107.23",$296.00,$164.00,$0.00,$460.00,$406.31,$225.12,$751.43,"$1,382.85","$13,950.07","$21,652.15","$12,796.91",$576.50,$0.00,$27.78,$0.00,$20.54,$528.35,"$1,153.17","$21,652.15","$19,094.02","$5,912.38",$631.42,$0.00,$0.00,$0.00
IS 204 OLIVER W HOLMES,NYC GEOG DIST #30 - QUEENS ,"$7,362.75","$1,659.22","$4,998.63",$117.78,"$14,138.40",$647.22,$358.59,$0.00,"$1,005.81",$456.85,$253.12,$505.45,"$1,215.41","$16,359.62","$24,061.69","$15,492.38",$643.98,$0.00,$4.68,$0.00,$80.07,$138.51,$867.24,"$24,061.69","$19,998.07","$15,787.27",$709.97,$0.00,$0.00,$0.00
IS 227 LOUIS ARMSTRONG,NYC GEOG DIST #30 - QUEENS ,"$5,762.70","$1,581.82","$4,069.24",$6.32,"$11,420.07",$405.94,$224.91,$0.00,$630.86,$197.34,$109.34,$336.70,$643.39,"$12,694.31","$20,396.39","$11,960.60",$434.42,$0.00,$7.01,$0.00,$239.84,$52.46,$733.72,"$20,396.39","$29,203.93","$13,742.89",$306.68,$0.00,$0.00,$0.00
IS 230,NYC GEOG DIST #30 - QUEENS ,"$6,125.65","$1,439.82","$4,191.65",$16.52,"$11,773.64",$394.89,$218.79,$0.00,$613.68,$316.87,$175.56,$441.71,$934.15,"$13,321.47","$21,023.55","$12,417.30",$589.03,$0.00,$22.21,$0.00,$54.53,$238.40,$904.18,"$21,023.55","$22,574.36","$5,349.17",$696.82,$509.65,$0.00,$0.00
IVAN LAFAYETTE EARLY CHILDHOOD SCHOO,NYC GEOG DIST #30 - QUEENS ,"$8,381.38","$3,054.69","$6,336.16",$44.44,"$17,816.67",$995.76,$551.70,$0.00,"$1,547.46",$100.30,$55.57,$297.13,$453.01,"$19,817.15","$27,519.22","$18,918.59",$566.81,$209.98,$64.32,$0.00,$57.43,$0.00,$898.56,"$27,519.22","$27,506.07","$22,260.70",$155.88,$0.00,$0.00,"$20,346.19"
LONG ISLAND CITY HIGH SCHOOL,NYC GEOG DIST #30 - QUEENS ,"$7,254.40","$1,436.55","$4,815.22",$39.31,"$13,545.47",$837.69,$464.12,$0.00,"$1,301.81",$759.67,$420.90,$790.79,"$1,971.36","$16,818.65","$24,520.72","$15,990.05",$615.73,$0.00,$12.40,$0.00,$63.62,$136.85,$828.59,"$24,520.72","$14,536.46","$12,715.64","$1,500.90","$2,217.76",$0.00,$0.00
NEWCOMERS HIGH SCHOOL,NYC GEOG DIST #30 - QUEENS ,"$7,033.47",$761.20,"$4,318.65",$18.23,"$12,131.54","$1,119.52",$620.27,$0.00,"$1,739.79",$537.39,$297.74,$350.94,"$1,186.08","$15,057.42","$22,759.50","$14,289.60",$650.82,$0.00,$117.01,$0.00,$0.00,$0.00,$767.82,"$22,759.50",$0.00,"$9,732.24",$835.14,$0.00,$0.00,$0.00
PS 11 KATHRYN PHELAN,NYC GEOG DIST #30 - QUEENS ,"$6,874.52","$2,596.91","$5,247.65",$2.07,"$14,721.14",$581.17,$322.00,$0.00,$903.17,$404.98,$224.38,$199.94,$829.29,"$16,453.61","$24,155.68","$15,422.13",$516.42,$120.59,$23.05,$0.00,$269.27,$102.15,"$1,031.48","$24,155.68","$23,446.29","$7,216.51",$629.35,$0.00,$0.00,$0.00
PS 111 JACOB BLACKWELL,NYC GEOG DIST #30 - QUEENS ,"$9,495.31","$4,087.13","$7,525.36",$218.34,"$21,326.14",$977.31,$541.48,$0.00,"$1,518.79",$978.72,$542.26,"$2,672.61","$4,193.59","$27,038.52","$34,740.60","$25,182.53",$826.81,$118.60,$40.72,$0.00,$182.63,$687.22,"$1,855.99","$34,740.60","$22,133.76","$4,862.03","$2,715.90","$1,763.36",$0.00,"$21,986.78"
PS 112 DUTCH KILLS,NYC GEOG DIST #30 - QUEENS ,"$6,631.55","$2,555.37","$5,090.02",$100.10,"$14,377.05",$878.23,$486.58,$0.00,"$1,364.81",$512.00,$283.67,$328.35,"$1,124.03","$16,865.89","$24,567.96","$16,053.42",$551.93,$117.71,$27.06,$0.00,$115.76,$0.00,$812.46,"$24,567.96","$32,736.86","$15,224.55",$795.67,$0.00,$0.00,"$17,519.07"
PS 122 MAMIE FAY,NYC GEOG DIST #30 - QUEENS ,"$5,133.03","$1,077.04","$3,440.70",$4.41,"$9,655.17",$318.85,$176.66,$0.00,$495.52,$319.40,$176.96,$114.93,$611.30,"$10,761.99","$18,464.06","$10,619.67",$2.68,$73.08,$13.97,$0.00,$52.60,$0.00,$142.32,"$18,464.06","$20,601.58","$9,009.03",$496.36,$0.00,$0.00,"$15,112.63"
PS 127 AEROSPACE SCIENCE MAGNET,NYC GEOG DIST #30 - QUEENS ,"$6,209.14","$1,950.17","$4,520.68",$14.24,"$12,694.24",$429.98,$238.23,$0.00,$668.21,$401.72,$222.58,$235.65,$859.95,"$14,222.40","$21,924.47","$13,476.81",$494.28,$74.29,$39.75,$0.00,$137.26,$0.00,$745.59,"$21,924.47","$20,434.83","$10,715.05",$624.30,$0.00,$0.00,"$15,327.28"
PS 148,NYC GEOG DIST #30 - QUEENS ,"$7,282.32","$2,825.74","$5,600.38",$37.34,"$15,745.77",$562.72,$311.77,$0.00,$874.49,$468.54,$259.59,$862.58,"$1,590.72","$18,210.99","$25,913.06","$16,838.01",$461.96,$248.22,$49.96,$0.00,$236.82,$376.02,"$1,372.98","$25,913.06","$31,926.33","$14,500.36","$1,059.87","$1,110.22",$0.00,"$14,719.41"
PS 149 CHRISTA MCAULIFFE,NYC GEOG DIST #30 - QUEENS ,"$6,907.97","$1,633.74","$4,732.54",$9.27,"$13,283.53",$597.48,$331.03,$0.00,$928.51,$276.45,$153.16,$398.49,$828.10,"$15,040.14","$22,742.21","$14,209.52",$581.18,$123.06,$50.07,$0.00,$76.31,$0.00,$830.62,"$22,742.21","$17,211.88","$10,791.90",$586.44,$156.83,$0.00,$0.00
PS 150,NYC GEOG DIST #30 - QUEENS ,"$5,723.78","$1,631.51","$4,075.20",$39.06,"$11,469.55",$515.44,$285.58,$0.00,$801.02,$356.43,$197.48,$303.21,$857.12,"$13,127.69","$20,829.77","$12,652.84",$344.86,$82.51,$23.91,$0.00,$23.58,$0.00,$474.86,"$20,829.77","$25,526.41","$12,430.37",$553.92,$0.00,$0.00,"$19,450.23"
PS 151 MARY D CARTER,NYC GEOG DIST #30 - QUEENS ,"$9,308.00","$4,184.92","$7,475.76",$16.57,"$20,985.25","$1,150.76",$637.58,$0.00,"$1,788.34",$568.08,$314.75,$318.42,"$1,201.25","$23,974.85","$31,676.92","$22,454.60",$711.38,$299.29,$34.85,$0.00,$474.72,$0.00,"$1,520.25","$31,676.92","$32,033.57","$41,030.24",$882.83,$0.00,$0.00,"$30,306.73"
PS 152 GWENDOLINE N ALLEYNE,NYC GEOG DIST #30 - QUEENS ,"$6,822.56","$1,825.21","$4,791.30",$6.05,"$13,445.12",$546.47,$302.77,$0.00,$849.24,$191.69,$106.21,$256.71,$554.60,"$14,848.96","$22,551.04","$14,024.28",$577.96,$100.69,$16.67,$0.00,$129.36,$0.00,$824.69,"$22,551.04","$25,321.91","$22,467.05",$297.90,$0.00,$0.00,"$15,373.55"
PS 166 HENRY GRADSTEIN,NYC GEOG DIST #30 - QUEENS ,"$6,141.76","$1,477.40","$4,221.40",$0.00,"$11,840.56",$370.09,$205.05,$0.00,$575.13,$384.92,$213.26,$72.40,$670.58,"$13,086.27","$20,788.35","$12,506.64",$443.91,$66.71,$21.17,$0.00,$47.84,$0.00,$579.63,"$20,788.35","$22,005.40","$10,146.85",$598.18,$0.00,$0.00,"$16,774.00"
PS 17 HENRY DAVID THOREAU,NYC GEOG DIST #30 - QUEENS ,"$6,028.00","$2,589.42","$4,774.49",$133.03,"$13,524.94",$684.05,$379.00,$0.00,"$1,063.06",$472.76,$261.93,$404.32,"$1,139.02","$15,727.01","$23,429.09","$14,949.06",$448.32,$172.05,$29.26,$0.00,$128.32,$0.00,$777.95,"$23,429.09","$24,017.54","$13,274.56",$734.70,$0.00,$0.00,"$14,516.19"
PS 171 PETER G VAN ALST,NYC GEOG DIST #30 - QUEENS ,"$7,463.28","$2,176.31","$5,340.82",$24.33,"$15,004.75",$623.32,$345.35,$0.00,$968.67,$439.27,$243.38,$548.56,"$1,231.21","$17,204.64","$24,906.71","$16,162.38",$729.57,$109.68,$27.11,$0.00,$139.38,$36.51,"$1,042.26","$24,906.71","$20,881.81","$8,130.89",$682.65,$0.00,$0.00,"$20,303.20"
PS 2 ALFRED ZIMBERG,NYC GEOG DIST #30 - QUEENS ,"$6,330.26","$2,330.66","$4,798.59",$10.60,"$13,470.11",$755.77,$418.73,$0.00,"$1,174.50",$489.72,$271.33,$467.25,"$1,228.31","$15,872.92","$23,575.00","$14,932.02",$460.42,$108.48,$22.40,$0.00,$284.39,$65.20,$940.90,"$23,575.00","$23,167.76","$4,515.47",$761.05,$0.00,$0.00,$0.00
PS 212,NYC GEOG DIST #30 - QUEENS ,"$5,990.06","$2,402.06","$4,649.66",$0.00,"$13,041.78",$529.51,$293.37,$0.00,$822.88,$259.17,$143.59,$177.38,$580.14,"$14,444.80","$22,146.88","$13,700.67",$470.31,$69.63,$16.82,$0.00,$187.37,$0.00,$744.13,"$22,146.88","$29,405.28","$15,745.37",$402.76,$0.00,$0.00,"$13,779.68"
PS 222-FF CHRISTOPHER A SANTORA,NYC GEOG DIST #30 - QUEENS ,"$5,837.28","$2,751.84","$4,758.81",$28.47,"$13,376.41","$1,133.54",$628.04,$0.00,"$1,761.58",$214.82,$119.02,$298.80,$632.64,"$15,770.64","$23,472.71","$14,992.38",$376.16,$143.14,$45.75,$0.00,$213.19,$0.00,$778.25,"$23,472.71","$16,640.53","$19,240.46",$333.84,$0.00,$0.00,"$13,903.70"
PS 234,NYC GEOG DIST #30 - QUEENS ,"$6,844.62","$3,159.61","$5,542.85",$12.37,"$15,559.45",$931.38,$516.03,$0.00,"$1,447.41",$466.85,$258.66,$239.90,$965.40,"$17,972.26","$25,674.34","$17,006.36",$384.18,$206.93,$26.62,$0.00,$327.75,$20.41,$965.90,"$25,674.34","$27,882.75","$10,751.50",$725.51,$0.00,$0.00,"$17,353.45"
PS 280,NYC GEOG DIST #30 - QUEENS ,"$6,080.28","$1,618.14","$4,265.32",$159.43,"$12,123.18",$562.82,$311.83,$0.00,$874.65,$153.18,$84.87,$770.25,"$1,008.30","$14,006.13","$21,708.21","$13,249.58",$663.42,$0.00,$50.54,$0.00,$42.60,$0.00,$756.55,"$21,708.21","$29,592.73","$11,326.53",$238.05,$0.00,$0.00,$0.00
PS 384,NYC GEOG DIST #30 - QUEENS ,"$11,823.63","$3,042.83","$8,236.77",$793.91,"$23,897.20","$3,719.03","$2,060.51",$0.00,"$5,779.54",$498.40,$276.14,"$3,083.29","$3,857.86","$33,534.63","$41,236.72","$32,659.26",$875.37,$0.00,$0.00,$0.00,$0.00,$0.00,$875.37,"$41,236.72","$50,353.17",$0.00,$774.57,$0.00,$0.00,$0.00
PS 69 JACKSON HEIGHTS,NYC GEOG DIST #30 - QUEENS ,"$5,811.27","$1,785.43","$4,208.96",$12.32,"$11,817.97",$414.10,$229.43,$0.00,$643.54,$228.46,$126.58,$323.75,$678.78,"$13,140.30","$20,842.37","$12,508.68",$375.63,$83.31,$21.14,$0.00,$134.73,$16.80,$631.62,"$20,842.37","$23,259.92","$7,537.76",$355.03,$0.00,$0.00,"$16,218.20"
PS 70,NYC GEOG DIST #30 - QUEENS ,"$6,796.75","$1,514.58","$4,604.90",$7.03,"$12,923.27",$653.12,$361.86,$0.00,"$1,014.98",$382.71,$212.04,$270.93,$865.68,"$14,803.93","$22,506.01","$13,937.18",$490.09,$178.66,$30.24,$0.00,$70.46,$97.29,$866.75,"$22,506.01","$13,760.02","$7,451.04",$594.75,$0.00,$0.00,"$18,439.52"
PS 76 WILLIAM HALLET,NYC GEOG DIST #30 - QUEENS ,"$11,047.48","$4,739.75","$8,746.93",$170.44,"$24,704.61",$643.49,$356.53,$0.00,"$1,000.02",$586.94,$325.19,$600.93,"$1,513.07","$27,217.71","$34,919.78","$25,941.45",$679.85,$165.92,$28.11,$0.00,$361.43,$40.95,"$1,276.26","$34,919.78","$41,570.76","$22,866.09",$912.14,$0.00,$0.00,"$29,633.55"
PS 84 STEINWAY,NYC GEOG DIST #30 - QUEENS ,"$7,182.28","$2,335.06","$5,273.09",$20.76,"$14,811.19","$1,042.37",$577.52,$0.00,"$1,619.89",$268.75,$148.90,$105.24,$522.89,"$16,953.98","$24,656.05","$16,226.26",$390.11,$261.90,$0.00,$0.00,$75.70,$0.00,$727.71,"$24,656.05","$25,347.64","$9,178.14",$417.65,$0.00,$0.00,"$16,914.93"
PS 85 JUDGE CHARLES VALLONE,NYC GEOG DIST #30 - QUEENS ,"$5,278.93","$2,809.49","$4,481.40",$65.70,"$12,635.52",$730.23,$404.58,$0.00,"$1,134.81",$194.92,$108.00,$274.46,$577.38,"$14,347.72","$22,049.79","$13,561.78",$478.17,$65.03,$19.38,$0.00,$223.36,$0.00,$785.93,"$22,049.79","$32,720.84","$4,821.19",$302.92,$0.00,$0.00,"$23,767.25"
PS 92 HARRY T STEWART SR,NYC GEOG DIST #30 - QUEENS ,"$7,450.00","$2,367.22","$5,439.24",$6.67,"$15,263.13",$468.67,$259.66,$0.00,$728.33,$313.74,$173.83,$546.01,"$1,033.57","$17,025.03","$24,727.11","$15,215.49",$622.14,$65.90,$25.92,$0.00,$111.59,$983.99,"$1,809.54","$24,727.11","$18,552.75","$14,387.13",$487.56,$0.00,$0.00,"$13,932.52"
PS/IS 78,NYC GEOG DIST #30 - QUEENS ,"$5,438.21",$928.83,"$3,527.66",$13.53,"$9,908.23",$405.18,$224.49,$0.00,$629.66,$96.40,$53.41,$320.87,$470.69,"$11,008.59","$18,710.67","$10,796.73",$6.16,$59.55,$12.93,$0.00,$0.00,$133.23,$211.86,"$18,710.67","$13,777.99","$7,092.65",$149.82,$0.00,$0.00,"$14,507.71"
WILLIAM CULLEN BRYANT HIGH SCHOOL,NYC GEOG DIST #30 - QUEENS ,"$5,287.60","$1,374.35","$3,691.06",$32.70,"$10,385.70",$803.33,$445.09,$0.00,"$1,248.42",$553.97,$306.93,$964.72,"$1,825.63","$13,459.75","$21,161.83","$12,504.00",$697.86,$0.00,$23.39,$0.00,$70.76,$163.74,$955.75,"$21,161.83","$10,094.09","$6,659.53",$897.97,$793.07,$0.00,$0.00
WOODSIDE COMMUNITY SCHOOL (THE),NYC GEOG DIST #30 - QUEENS ,"$5,556.81","$2,375.25","$4,394.77",$194.71,"$12,521.54",$814.70,$451.39,$0.00,"$1,266.09",$120.69,$66.87,$507.40,$694.97,"$14,482.60","$22,184.68","$14,048.72",$397.17,$0.00,$36.70,$0.00,$0.00,$0.00,$433.88,"$22,184.68","$18,429.67","$11,853.33",$187.56,$0.00,$0.00,"$13,104.81"
YOUNG WOMENS LEADERSHIP SCHOOL,NYC GEOG DIST #30 - QUEENS ,"$5,248.01",$849.60,"$3,378.39",$42.67,"$9,518.67",$693.90,$384.46,$0.00,"$1,078.36",$367.46,$203.59,$816.42,"$1,387.48","$11,984.51","$19,686.58","$11,459.55",$513.64,$0.00,$0.00,$0.00,$0.00,$11.31,$524.95,"$19,686.58","$11,655.94","$7,109.90",$479.67,$0.00,$0.00,$0.00
