School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
FRESH CREEK SCHOOL (THE),NYC GEOG DIST #19 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGH SCHOOL FOR CIVIL RIGHTS,NYC GEOG DIST #19 - BROOKLYN ,"$5,775.95","$2,937.76","$4,827.84",$114.16,"$13,655.71","$2,019.23","$1,118.76",$0.00,"$3,138.00",$400.12,$221.68,"$1,912.05","$2,533.85","$19,327.56","$27,029.64","$17,614.18","$1,110.67",$0.00,$37.34,$370.06,$127.44,$67.86,"$1,713.38","$27,029.64","$15,507.68","$4,024.69",$621.80,$0.00,$0.00,$0.00
HIGHLAND PARK COMMUNITY SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$5,118.81","$2,031.71","$3,961.75",$421.80,"$11,534.07",$873.18,$483.79,$0.00,"$1,356.97",$371.22,$205.67,"$1,255.24","$1,832.14","$14,723.18","$22,425.26","$13,804.97",$794.98,$0.00,$40.60,$17.29,$65.33,$0.00,$918.21,"$22,425.26","$15,838.07","$3,345.92",$401.20,$0.00,$0.00,$0.00
IS 171 ABRAHAM LINCOLN,NYC GEOG DIST #19 - BROOKLYN ,"$7,919.10","$1,930.71","$5,457.30",$87.48,"$15,394.59","$1,060.82",$587.74,$0.00,"$1,648.56",$286.80,$158.90,$570.64,"$1,016.34","$18,059.49","$25,761.57","$16,460.00","$1,322.63",$0.00,$62.53,$166.39,$5.84,$42.10,"$1,599.49","$25,761.57","$22,363.45","$13,458.17",$445.70,$0.00,$0.00,$0.00
IS 364 GATEWAY,NYC GEOG DIST #19 - BROOKLYN ,"$6,853.80","$1,887.44","$4,843.09",$27.19,"$13,611.53",$842.23,$466.63,$0.00,"$1,308.86",$484.56,$268.47,"$1,315.12","$2,068.15","$16,988.54","$24,690.62","$15,219.73",$728.44,$0.00,$0.00,$17.96,$143.50,$878.91,"$1,768.81","$24,690.62","$16,136.54",$0.00,"$1,526.37","$1,510.15",$0.00,$0.00
JHS 218 JAMES P SINNOTT,NYC GEOG DIST #19 - BROOKLYN ,"$7,588.67","$2,527.35","$5,604.79",$72.54,"$15,793.34",$980.80,$543.41,$0.00,"$1,524.22",$696.59,$385.94,"$1,549.71","$2,632.24","$19,949.81","$27,651.88","$17,310.76","$1,090.47",$0.00,$48.84,$3.73,$464.67,"$1,031.35","$2,639.05","$27,651.88","$20,495.04","$1,967.49","$1,786.89","$1,571.79",$0.00,$0.00
JHS 292 MARGARET S DOUGLAS,NYC GEOG DIST #19 - BROOKLYN ,"$7,375.03","$2,689.78","$5,576.41",$16.19,"$15,657.41",$513.58,$284.55,$0.00,$798.13,$420.54,$233.00,"$1,304.12","$1,957.66","$18,413.20","$26,115.28","$16,310.37","$1,067.85",$0.00,$25.31,$10.79,$453.67,$545.20,"$2,102.83","$26,115.28","$21,377.54","$2,639.77","$1,128.14","$1,334.36",$0.00,$0.00
LEGACY SCHOOL OF THE ARTS,NYC GEOG DIST #19 - BROOKLYN ,"$5,681.05","$2,193.88","$4,363.10",$212.50,"$12,450.55","$3,295.15","$1,825.68",$0.00,"$5,120.85","$2,013.05","$1,115.33","$3,512.25","$6,640.63","$24,212.08","$31,914.15","$22,943.85","$1,180.70",$0.00,$0.00,$87.50,$0.00,$0.00,"$1,268.20","$31,914.15","$4,475.09",$0.00,"$3,128.38",$0.00,$0.00,$0.00
LIBERTY AVENUE MIDDLE SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$6,593.36","$1,273.56","$4,358.67",$233.13,"$12,458.71",$957.69,$530.61,$0.00,"$1,488.30",$396.60,$219.74,"$1,379.73","$1,996.07","$15,943.08","$23,645.16","$14,930.41",$879.02,$0.00,$43.99,$12.40,$77.25,$0.00,"$1,012.67","$23,645.16","$13,522.77","$9,395.66",$616.34,$0.00,$0.00,$0.00
MULTICULTURAL HIGH SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$6,612.37","$1,807.20","$4,664.87",$314.66,"$13,399.11","$1,296.23",$718.18,$0.00,"$2,014.41",$490.70,$271.88,"$3,101.74","$3,864.32","$19,277.84","$26,979.92","$17,562.95",$878.14,$0.00,$152.06,$22.66,$0.00,$662.02,"$1,714.89","$26,979.92","$68,667.00","$4,898.58","$2,121.38","$2,749.36",$0.00,$0.00
PERF ARTS & TECH HIGH SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$6,727.82","$1,544.37","$4,583.21",$33.30,"$12,888.70","$1,159.26",$642.29,$0.00,"$1,801.56",$451.07,$249.92,$887.71,"$1,588.70","$16,278.96","$23,981.04","$14,870.23",$848.58,$0.00,$69.86,$15.42,$34.95,$439.90,"$1,408.73","$23,981.04","$12,188.72","$2,314.74",$700.99,$0.00,$0.00,$0.00
PS 108 SAL ABBRACCIAMENTO,NYC GEOG DIST #19 - BROOKLYN ,"$6,501.47","$1,952.18","$4,683.75",$2.33,"$13,139.73",$476.64,$264.08,$0.00,$740.73,$437.07,$242.16,$419.38,"$1,098.61","$14,979.07","$22,681.15","$13,821.92",$863.94,$139.77,$22.66,$6.34,$124.43,$0.00,"$1,157.15","$22,681.15","$17,544.57","$20,530.83",$679.23,$0.00,$0.00,"$13,752.73"
PS 13 ROBERTO CLEMENTE,NYC GEOG DIST #19 - BROOKLYN ,"$8,256.02","$3,145.21","$6,316.86",$134.35,"$17,852.43",$920.46,$509.98,$0.00,"$1,430.43",$617.52,$342.13,$400.15,"$1,359.80","$20,642.67","$28,344.75","$18,781.92",$969.18,$235.27,$50.66,$72.30,$533.34,$0.00,"$1,860.75","$28,344.75","$25,637.63","$6,217.30",$959.65,$0.00,$0.00,"$14,825.08"
PS 149 DANNY KAYE,NYC GEOG DIST #19 - BROOKLYN ,"$6,198.86","$3,267.08","$5,244.61",$70.75,"$14,781.31",$701.67,$388.76,$0.00,"$1,090.42",$392.54,$217.49,"$1,328.18","$1,938.21","$17,809.95","$25,512.03","$16,341.58",$834.30,$194.78,$25.78,$241.09,$148.38,$24.04,"$1,468.37","$25,512.03","$18,902.04","$3,179.21",$825.52,$447.15,$0.00,"$20,249.33"
PS 158 WARWICK,NYC GEOG DIST #19 - BROOKLYN ,"$6,888.44","$1,946.48","$4,894.99",$66.60,"$13,796.51",$849.30,$470.55,$0.00,"$1,319.85",$405.80,$224.83,"$1,194.27","$1,824.90","$16,941.27","$24,643.34","$15,800.12",$810.47,$186.46,$32.39,$11.58,$100.25,$0.00,"$1,141.15","$24,643.34","$22,027.70","$13,820.60","$1,338.86","$1,921.55",$0.00,"$18,511.60"
PS 159 ISAAC PITKIN,NYC GEOG DIST #19 - BROOKLYN ,"$6,864.37","$1,687.98","$4,738.44",$17.31,"$13,308.09",$738.49,$409.16,$0.00,"$1,147.66",$439.59,$243.56,$298.48,$981.63,"$15,437.38","$23,139.46","$14,081.74",$828.94,$155.94,$44.26,$7.99,$318.51,$0.00,"$1,355.64","$23,139.46","$18,465.82","$6,488.55",$683.15,$0.00,$0.00,$0.00
PS 190 SHEFFIELD,NYC GEOG DIST #19 - BROOKLYN ,"$8,099.76","$3,467.90","$6,409.07",$0.00,"$17,976.74","$1,697.97",$940.76,$0.00,"$2,638.73",$599.31,$332.04,"$1,067.95","$1,999.31","$22,614.78","$30,316.86","$20,999.16",$873.66,$498.55,$0.00,$36.93,$206.47,$0.00,"$1,615.62","$30,316.86","$31,302.00",$0.00,$931.36,$0.00,$0.00,"$14,624.81"
PS 202 ERNEST S JENKYNS,NYC GEOG DIST #19 - BROOKLYN ,"$8,367.96","$3,026.63","$6,313.18",$276.38,"$17,984.14",$787.40,$436.26,$0.00,"$1,223.66",$867.24,$480.49,$695.16,"$2,042.89","$21,250.70","$28,952.78","$18,609.27","$1,732.93",$164.96,$50.61,$16.65,$620.39,$55.88,"$2,641.43","$28,952.78","$27,730.68","$4,543.37","$1,347.73",$0.00,$0.00,"$24,539.66"
PS 213 NEW LOTS,NYC GEOG DIST #19 - BROOKLYN ,"$6,034.08","$3,019.23","$5,016.00",$82.77,"$14,152.09","$1,123.22",$622.32,$0.00,"$1,745.53","$1,015.03",$562.38,$452.83,"$2,030.24","$17,927.87","$25,629.94","$15,437.83",$786.74,$286.52,$46.72,$376.14,$993.89,$0.00,"$2,490.03","$25,629.94","$25,657.65","$4,032.96","$1,577.41",$0.00,$0.00,"$11,572.03"
PS 214 MICHAEL FRIEDSAM,NYC GEOG DIST #19 - BROOKLYN ,"$7,073.64","$2,245.92","$5,163.51",$83.54,"$14,566.62",$638.12,$353.55,$0.00,$991.67,$307.26,$170.24,$270.69,$748.19,"$16,306.47","$24,008.55","$15,148.36",$797.43,$227.19,$37.50,$6.79,$89.21,$0.00,"$1,158.12","$24,008.55","$27,324.10","$4,722.54",$477.50,$0.00,$0.00,"$16,586.47"
PS 224 HALE A WOODRUFF,NYC GEOG DIST #19 - BROOKLYN ,"$8,033.75","$3,056.88","$6,144.77",$157.98,"$17,393.38",$968.04,$536.34,$0.00,"$1,504.38",$815.56,$451.86,$640.96,"$1,908.38","$20,806.15","$28,508.22","$18,778.58",$945.62,$383.65,$38.41,$283.42,$376.46,$0.00,"$2,027.57","$28,508.22","$29,500.26","$5,927.77","$1,267.43",$0.00,$0.00,"$18,284.46"
PS 273 WORTMAN,NYC GEOG DIST #19 - BROOKLYN ,"$6,988.31","$2,528.16","$5,272.61",$0.58,"$14,789.66",$511.40,$283.34,$0.00,$794.75,$361.99,$200.56,$539.56,"$1,102.12","$16,686.52","$24,388.60","$15,220.93",$501.22,$328.03,$0.00,$311.71,$324.62,$0.00,"$1,465.59","$24,388.60","$21,346.90","$6,769.63",$562.56,$0.00,$0.00,"$18,667.00"
PS 290 JUAN MOREL CAMPOS,NYC GEOG DIST #19 - BROOKLYN ,"$7,722.12","$2,429.79","$5,624.67",$0.00,"$15,776.59",$860.85,$476.95,$0.00,"$1,337.80",$555.31,$307.67,$571.73,"$1,434.71","$18,549.10","$26,251.18","$16,481.62","$1,216.74",$279.56,$44.52,$9.31,$517.35,$0.00,"$2,067.48","$26,251.18","$21,259.70","$7,287.28",$862.98,$0.00,$0.00,"$14,318.57"
PS 306 ETHAN ALLEN,NYC GEOG DIST #19 - BROOKLYN ,"$8,693.54","$4,654.88","$7,395.70",$209.14,"$20,953.26","$1,132.27",$627.33,$0.00,"$1,759.60",$726.31,$402.41,"$2,073.82","$3,202.55","$25,915.41","$33,617.49","$23,646.94","$1,103.48",$342.44,$0.00,$20.27,$731.29,$70.98,"$2,268.47","$33,617.49","$23,921.63","$9,995.00","$2,076.95","$2,527.87",$0.00,"$16,156.90"
PS 328 PHYLLIS WHEATLEY,NYC GEOG DIST #19 - BROOKLYN ,"$8,734.39","$4,167.81","$7,148.48","$1,474.95","$21,525.64","$1,121.13",$621.16,$0.00,"$1,742.29",$996.04,$551.86,"$3,515.71","$5,063.61","$28,331.55","$36,033.63","$26,017.85",$802.33,$198.20,$35.24,$21.43,$466.08,$790.41,"$2,313.70","$36,033.63","$20,735.94","$4,733.89","$3,090.49","$1,663.74",$0.00,"$18,327.45"
PS 345 PATROLMAN ROBERT BOLDEN,NYC GEOG DIST #19 - BROOKLYN ,"$6,880.48","$2,507.58","$5,201.46",$29.68,"$14,619.21",$843.07,$467.10,$0.00,"$1,310.18",$224.34,$124.30,$971.01,"$1,319.65","$17,249.03","$24,951.11","$15,504.98","$1,235.50",$239.77,$40.02,$11.13,$191.77,$25.86,"$1,744.05","$24,951.11","$27,809.78","$6,427.78",$348.64,$0.00,$0.00,"$17,365.08"
PS 346 ABE STARK,NYC GEOG DIST #19 - BROOKLYN ,"$7,981.70","$2,801.86","$5,974.65",$71.54,"$16,829.76",$814.77,$451.42,$0.00,"$1,266.19",$780.48,$432.43,$448.99,"$1,661.91","$19,757.86","$27,459.93","$18,100.14",$751.78,$251.16,$0.00,$10.62,$644.16,$0.00,"$1,657.72","$27,459.93","$34,731.10","$21,587.38","$1,212.91",$0.00,$0.00,"$26,315.37"
PS 65,NYC GEOG DIST #19 - BROOKLYN ,"$5,071.43","$1,582.02","$3,686.35",$62.71,"$10,402.51",$543.74,$301.26,$0.00,$845.00,$164.42,$91.10,"$1,285.89","$1,541.41","$12,788.93","$20,491.01","$11,565.12",$991.87,$149.11,$45.73,$15.55,$21.55,$0.00,"$1,223.81","$20,491.01","$15,621.57","$1,572.75",$255.53,$0.00,$0.00,$0.00
PS 7 ABRAHAM LINCOLN,NYC GEOG DIST #19 - BROOKLYN ,"$7,062.37","$1,903.42","$4,967.50",$68.77,"$14,002.06",$509.61,$282.35,$0.00,$791.96,$377.21,$208.99,$231.15,$817.35,"$15,611.37","$23,313.45","$14,176.75",$915.23,$186.50,$43.21,$7.22,$282.46,$0.00,"$1,434.62","$23,313.45","$20,454.13","$8,235.04",$586.20,$0.00,$0.00,"$12,480.14"
PS 89 CYPRESS HILLS,NYC GEOG DIST #19 - BROOKLYN ,"$7,415.27","$1,660.34","$5,028.35",$182.90,"$14,286.88",$893.55,$495.07,$0.00,"$1,388.62",$445.45,$246.81,"$1,325.90","$2,018.16","$17,693.67","$25,395.74","$16,674.75",$837.39,$39.25,$84.16,$12.61,$45.50,$0.00,"$1,018.92","$25,395.74","$20,736.09","$22,535.45",$510.10,$0.00,$0.00,"$15,885.78"
SCHOOL FOR CLASSICS HIGH SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$6,234.35","$1,611.35","$4,346.92",$105.66,"$12,298.28",$715.24,$396.28,$0.00,"$1,111.52",$649.98,$360.12,"$1,170.32","$2,180.43","$15,590.22","$23,292.30","$14,572.85",$849.44,$0.00,$54.92,$22.64,$90.37,$0.00,"$1,017.37","$23,292.30","$15,486.97","$1,801.62","$1,010.10",$0.00,$0.00,$0.00
SCHOOL OF THE FUTURE BROOKLYN,NYC GEOG DIST #19 - BROOKLYN ,"$7,890.93","$2,526.74","$5,771.92",$432.66,"$16,622.25","$1,340.12",$742.49,$0.00,"$2,082.61","$1,084.84",$601.05,"$1,635.79","$3,321.69","$22,026.56","$29,728.63","$20,453.15",$900.66,$0.00,$0.00,$533.64,$139.09,$0.00,"$1,573.40","$29,728.63","$15,180.72","$2,761.55","$1,685.89",$0.00,$0.00,$0.00
SPRING CREEK COMMUNITY SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$6,848.83","$1,465.65","$4,606.65",$184.19,"$13,105.32",$844.60,$467.95,$0.00,"$1,312.56",$525.41,$291.10,"$1,876.62","$2,693.13","$17,111.01","$24,813.09","$15,693.98","$1,001.51",$0.00,$0.00,$10.35,$376.80,$28.37,"$1,417.03","$24,813.09","$18,321.78",$0.00,"$1,234.98",$418.46,$0.00,$0.00
TRANSIT TECH CAREER AND TECH EDU,NYC GEOG DIST #19 - BROOKLYN ,"$7,637.84","$1,897.57","$5,283.11",$48.06,"$14,866.59",$884.77,$490.21,$0.00,"$1,374.98",$503.97,$279.23,$783.04,"$1,566.24","$17,807.82","$25,509.90","$16,079.63","$1,044.25",$0.00,$17.18,$8.93,$511.47,$146.36,"$1,728.19","$25,509.90","$15,386.64","$13,257.80",$728.96,$0.00,$0.00,$0.00
URBAN ASSEMBLY-COLLABORATIVE HEALTHC,NYC GEOG DIST #19 - BROOKLYN ,"$5,571.73","$1,234.34","$3,770.91",$179.25,"$10,756.24",$916.05,$507.54,$0.00,"$1,423.59",$518.88,$287.48,"$1,401.90","$2,208.26","$14,388.09","$22,090.16","$13,576.96",$653.50,$0.00,$70.04,$0.00,$12.43,$75.15,$811.13,"$22,090.16","$9,439.88","$8,176.97",$806.36,$0.00,$0.00,$0.00
VAN SICLEN COMMUNITY MIDDLE SCHOOL,NYC GEOG DIST #19 - BROOKLYN ,"$4,833.26","$1,984.49","$3,777.38",$853.71,"$11,448.85","$1,554.51",$861.28,$0.00,"$2,415.80",$649.89,$360.07,"$2,806.45","$3,816.41","$17,681.05","$25,383.13","$16,327.94","$1,207.76",$0.00,$39.40,$19.17,$32.87,$53.90,"$1,353.11","$25,383.13","$10,762.18","$6,308.00","$1,009.96",$0.00,$0.00,$0.00
VISTA ACADEMY,NYC GEOG DIST #19 - BROOKLYN ,"$5,126.62","$2,039.64","$3,970.47",$416.84,"$11,553.57",$643.93,$356.77,$0.00,"$1,000.71",$415.65,$230.29,"$1,609.28","$2,255.22","$14,809.50","$22,511.58","$13,874.10",$844.45,$0.00,$26.09,$12.68,$52.18,$0.00,$935.41,"$22,511.58","$15,235.84","$8,511.90",$645.94,$0.00,$0.00,$0.00
W H MAXWELL CAREER AND TECH HS,NYC GEOG DIST #19 - BROOKLYN ,"$9,658.85","$4,033.81","$7,586.43",$22.89,"$21,301.99","$1,357.06",$751.88,$0.00,"$2,108.95","$1,066.14",$590.69,$768.83,"$2,425.66","$25,836.59","$33,538.67","$22,999.82",$909.41,$0.00,$32.86,$16.26,$921.60,$956.62,"$2,836.77","$33,538.67","$21,738.00","$12,855.42","$1,388.60",$0.00,$0.00,$0.00
WORLD ACAD FOR TOTAL COM HEALTH,NYC GEOG DIST #19 - BROOKLYN ,"$6,842.00","$1,794.27","$4,784.93",$205.18,"$13,626.38","$1,772.55",$982.08,$0.00,"$2,754.64","$1,169.66",$648.05,$807.92,"$2,625.63","$19,006.65","$26,708.73","$16,562.61","$1,214.04",$0.00,$0.00,$0.00,$80.61,"$1,149.39","$2,444.04","$26,708.73","$11,630.55","$3,470.43","$1,324.71",$0.00,$0.00,$0.00
