School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
JOHN DEWEY HIGH SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$5,630.86","$1,552.27","$3,979.82",$16.60,"$11,179.55",$896.79,$496.87,$0.00,"$1,393.65",$636.16,$352.46,$465.72,"$1,454.34","$14,027.55","$21,729.62","$13,220.99",$702.52,$0.00,$32.54,$0.00,$23.33,$48.16,$806.55,"$21,729.62","$12,830.92","$5,742.90",$940.15,$0.00,$0.00,$0.00
KINGSBOROUGH EARLY COLLEGE SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$5,252.43","$1,602.36","$3,797.90",$20.73,"$10,673.43",$686.62,$380.42,$0.00,"$1,067.05",$141.36,$78.32,$645.21,$864.90,"$12,605.38","$20,307.46","$11,994.60",$485.59,$0.00,$0.00,$0.00,$66.63,$58.55,$610.77,"$20,307.46","$15,161.86","$3,891.22",$219.69,$0.00,$0.00,$0.00
LEADERS HIGH SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$5,728.41","$1,511.25","$4,011.14",$187.29,"$11,438.09",$728.42,$403.58,$0.00,"$1,132.00",$840.96,$465.93,$553.33,"$1,860.23","$14,430.32","$22,132.40","$13,601.00",$652.31,$0.00,$31.58,$0.00,$145.42,$0.00,$829.31,"$22,132.40","$15,947.46","$4,201.25","$1,306.90",$0.00,$0.00,$0.00
LIBERATION DIPLOMA PLUS,NYC GEOG DIST #21 - BROOKLYN ,"$4,665.81","$1,916.91","$3,647.16",$192.31,"$10,422.20","$1,920.63","$1,064.13",$0.00,"$2,984.76","$1,236.42",$685.04,"$2,297.13","$4,218.60","$17,625.56","$25,327.64","$16,539.20",$757.18,$0.00,$0.00,$297.02,$32.15,$0.00,"$1,086.36","$25,327.64","$4,246.83",$800.75,"$1,921.47",$0.00,$0.00,$0.00
LIFE ACAD HS FOR FILM AND MUSIC,NYC GEOG DIST #21 - BROOKLYN ,"$6,378.67","$1,886.65","$4,579.41",$108.72,"$12,953.45","$1,056.43",$585.32,$0.00,"$1,641.75",$715.64,$396.50,$558.43,"$1,670.58","$16,265.78","$23,967.86","$15,101.29",$739.30,$0.00,$0.00,$0.00,$397.23,$27.95,"$1,164.49","$23,967.86","$17,255.25","$8,917.60","$1,112.14",$0.00,$0.00,$0.00
MARK TWAIN IS 239-GIFTED & TALENTED,NYC GEOG DIST #21 - BROOKLYN ,"$5,502.45","$1,194.84","$3,710.64",$0.00,"$10,407.92",$419.70,$232.54,$0.00,$652.24,$212.80,$117.90,$180.13,$510.84,"$11,571.00","$19,273.08","$11,159.25",$3.42,$0.00,$2.12,$0.00,$405.84,$0.37,$411.75,"$19,273.08","$17,073.37","$14,585.22",$247.32,$0.00,$0.00,$0.00
PS 100 CONEY ISLAND SCHOOL (THE),NYC GEOG DIST #21 - BROOKLYN ,"$5,803.84","$1,510.71","$4,052.64",$0.00,"$11,367.20",$331.08,$183.43,$0.00,$514.52,$362.81,$201.02,$109.32,$673.15,"$12,554.86","$20,256.93","$12,174.03",$19.01,$29.36,$29.64,$0.00,$302.82,$0.00,$380.83,"$20,256.93","$19,764.62","$3,341.40",$563.83,$0.00,$0.00,"$17,919.33"
PS 101 VERRAZANO (THE),NYC GEOG DIST #21 - BROOKLYN ,"$6,845.81","$2,947.49","$5,425.99",$43.80,"$15,263.10",$494.91,$274.20,$0.00,$769.11,$355.97,$197.23,$349.03,$902.23,"$16,934.44","$24,636.52","$15,760.17",$597.46,$24.71,$39.82,$0.00,$512.28,$0.00,"$1,174.27","$24,636.52","$22,886.84","$6,102.31",$553.20,$0.00,$0.00,$0.00
PS 121 NELSON A ROCKEFELLER,NYC GEOG DIST #21 - BROOKLYN ,"$12,429.33","$4,037.24","$9,123.32",$63.50,"$25,653.39",$838.03,$464.31,$0.00,"$1,302.34",$548.52,$303.91,$864.65,"$1,717.08","$28,672.81","$36,374.89","$25,827.91",$620.96,$47.65,$34.45,$0.00,$483.32,"$1,658.51","$2,844.89","$36,374.89","$51,594.22","$5,595.68",$852.42,$0.00,$0.00,$0.00
PS 128 BENSONHURST,NYC GEOG DIST #21 - BROOKLYN ,"$6,558.62","$2,437.21","$4,984.15",$56.89,"$14,036.89",$600.49,$332.70,$0.00,$933.19,$177.53,$98.36,$699.31,$975.20,"$15,945.28","$23,647.35","$14,752.84",$746.40,$0.00,$78.18,$0.00,$367.85,$0.00,"$1,192.43","$23,647.35","$24,016.20","$3,735.70",$275.89,$0.00,$0.00,$0.00
PS 153 HOMECREST,NYC GEOG DIST #21 - BROOKLYN ,"$7,255.60","$2,868.00","$5,608.99",$0.00,"$15,732.60",$542.01,$300.30,$0.00,$842.32,$509.04,$282.03,$218.45,"$1,009.52","$17,584.44","$25,286.51","$16,159.95",$627.84,$30.71,$46.77,$0.00,$719.17,$0.00,"$1,424.49","$25,286.51","$24,869.43","$4,363.75",$791.07,$0.00,$0.00,"$23,864.37"
PS 177 MARLBORO (THE),NYC GEOG DIST #21 - BROOKLYN ,"$6,406.71","$2,691.36","$5,040.79",$54.21,"$14,193.07",$436.97,$242.10,$0.00,$679.07,$283.13,$156.87,$526.95,$966.95,"$15,839.09","$23,541.17","$14,572.75",$666.46,$17.51,$53.77,$0.00,$409.41,$119.20,"$1,266.35","$23,541.17","$24,942.55","$4,995.64",$559.20,$119.20,$0.00,"$14,514.29"
PS 188 MICHAEL E BERDY,NYC GEOG DIST #21 - BROOKLYN ,"$7,949.76","$2,897.38","$6,009.87",$40.05,"$16,897.06",$758.00,$419.97,$0.00,"$1,177.98",$463.84,$256.99,"$1,180.78","$1,901.61","$19,976.65","$27,678.73","$18,579.61",$812.17,$175.07,$0.00,$0.00,$409.80,$0.00,"$1,397.04","$27,678.73","$23,893.46","$5,834.79","$1,114.33",$502.35,$0.00,"$18,577.70"
PS 199 FREDERICK WACHTEL,NYC GEOG DIST #21 - BROOKLYN ,"$8,180.63","$3,527.60","$6,486.96",$110.20,"$18,305.40",$737.03,$408.35,$0.00,"$1,145.38",$337.32,$186.89,$896.32,"$1,420.53","$20,871.32","$28,573.40","$19,604.06",$723.75,$58.08,$59.66,$0.00,$425.77,$0.00,"$1,267.26","$28,573.40","$35,041.48","$5,279.01",$524.21,$0.00,$0.00,"$13,704.50"
PS 209 MARGARET MEAD,NYC GEOG DIST #21 - BROOKLYN ,"$7,284.07","$2,767.28","$5,568.96",$0.00,"$15,620.32",$630.15,$349.13,$0.00,$979.29,$500.41,$277.25,$729.99,"$1,507.65","$18,107.25","$25,809.33","$16,464.22",$605.76,$80.52,$43.52,$0.00,$458.77,$454.46,"$1,643.03","$25,809.33","$21,600.82","$7,585.11","$1,176.22",$471.40,$0.00,"$14,555.06"
PS 212 LADY DEBORAH MOODY,NYC GEOG DIST #21 - BROOKLYN ,"$7,015.09","$3,290.15","$5,709.63",$12.29,"$16,027.16",$497.30,$275.53,$0.00,$772.83,$513.70,$284.61,$378.03,"$1,176.34","$17,976.34","$25,678.41","$16,592.65",$734.96,$78.24,$21.65,$0.00,$548.84,$0.00,"$1,383.69","$25,678.41","$25,694.23","$4,443.29",$798.31,$0.00,$0.00,"$15,082.53"
PS 215 MORRIS H WEISS,NYC GEOG DIST #21 - BROOKLYN ,"$6,122.36","$2,361.51","$4,700.50",$50.24,"$13,234.61",$705.14,$390.68,$0.00,"$1,095.82",$235.98,$130.75,$366.38,$733.11,"$15,063.54","$22,765.62","$14,014.16",$638.48,$21.01,$40.53,$0.00,$349.37,$0.00,"$1,049.39","$22,765.62","$25,183.51","$4,725.19",$366.73,$0.00,$0.00,"$15,107.11"
PS 216 ARTURO TOSCANINI,NYC GEOG DIST #21 - BROOKLYN ,"$5,988.76","$2,727.80","$4,829.42",$62.52,"$13,608.50",$477.61,$264.62,$0.00,$742.23,$296.29,$164.16,$483.63,$944.07,"$15,294.81","$22,996.88","$14,244.99",$552.59,$77.91,$34.81,$0.00,$384.51,$0.00,"$1,049.81","$22,996.88","$27,381.20","$2,497.36",$460.45,$0.00,$0.00,"$21,577.13"
PS 225 EILEEN E ZAGLIN (THE),NYC GEOG DIST #21 - BROOKLYN ,"$6,618.65","$3,420.29","$5,562.09",$126.86,"$15,727.89",$583.54,$323.31,$0.00,$906.86,$212.44,$117.70,$683.06,"$1,013.21","$17,647.96","$25,350.03","$16,388.86",$572.37,$99.47,$78.51,$0.00,$409.87,$98.87,"$1,259.10","$25,350.03","$26,150.76","$4,081.31",$330.15,$0.00,$0.00,"$22,350.98"
PS 226 ALFRED DE B MASON,NYC GEOG DIST #21 - BROOKLYN ,"$6,912.72","$2,837.95","$5,402.36",$5.75,"$15,158.79",$538.96,$298.61,$0.00,$837.58,$243.24,$134.77,$575.13,$953.15,"$16,949.51","$24,651.59","$15,293.70",$674.51,$88.79,$46.03,$0.00,$494.19,$352.29,"$1,655.81","$24,651.59","$32,605.45","$5,037.02",$694.37,$587.61,$0.00,"$16,107.96"
PS 238 ANNE SULLIVAN,NYC GEOG DIST #21 - BROOKLYN ,"$7,505.79","$4,019.40","$6,385.54",$177.98,"$18,088.72",$924.13,$512.02,$0.00,"$1,436.15",$613.49,$339.90,$364.73,"$1,318.12","$20,843.00","$28,545.07","$19,641.44",$723.26,$66.51,$35.65,$0.00,$376.12,$0.00,"$1,201.55","$28,545.07","$39,086.47","$5,703.29",$953.39,$0.00,$0.00,"$22,382.75"
PS 253,NYC GEOG DIST #21 - BROOKLYN ,"$6,050.02","$2,442.53","$4,705.30",$75.94,"$13,273.80",$615.73,$341.14,$0.00,$956.87,$368.18,$203.99,$645.17,"$1,217.34","$15,448.01","$23,150.08","$14,293.96",$776.96,$74.41,$40.68,$0.00,$261.99,$0.00,"$1,154.04","$23,150.08","$30,540.41","$5,712.48",$481.38,$0.00,$0.00,"$15,908.06"
PS 288 SHIRLEY TANYHILL (THE),NYC GEOG DIST #21 - BROOKLYN ,"$7,588.01","$2,995.68","$5,863.90",$43.66,"$16,491.26",$670.53,$371.51,$0.00,"$1,042.03",$545.07,$302.00,$336.96,"$1,184.02","$18,717.32","$26,419.40","$17,129.72",$922.09,$167.44,$20.31,$0.00,$372.01,$105.74,"$1,587.60","$26,419.40","$24,731.91","$4,935.74",$847.07,$0.00,$0.00,"$17,177.34"
PS 329 SURFSIDE,NYC GEOG DIST #21 - BROOKLYN ,"$7,007.04","$3,927.92","$6,058.53",$218.50,"$17,211.99","$1,116.35",$618.51,$0.00,"$1,734.86",$559.11,$309.78,$849.58,"$1,718.48","$20,665.34","$28,367.41","$18,922.83",$846.09,$320.37,$0.00,$0.00,$576.04,$0.00,"$1,742.51","$28,367.41","$26,334.47","$5,679.19",$868.89,$0.00,$0.00,"$28,019.50"
PS 90 EDNA COHEN SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$6,932.16","$2,798.51","$5,391.28",$1.17,"$15,123.12",$461.02,$255.43,$0.00,$716.44,$411.42,$227.95,$798.71,"$1,438.08","$17,277.64","$24,979.71","$15,212.41",$670.84,$140.42,$24.22,$0.00,$321.37,$908.36,"$2,065.22","$24,979.71","$34,617.60","$8,181.18",$639.37,$0.00,$0.00,"$12,958.46"
PS 95 GRAVESEND (THE),NYC GEOG DIST #21 - BROOKLYN ,"$6,174.33","$1,977.49","$4,516.52",$59.39,"$12,727.73",$677.11,$375.15,$0.00,"$1,052.26",$371.95,$206.08,$308.55,$886.58,"$14,666.57","$22,368.65","$13,605.12",$583.86,$24.11,$23.88,$0.00,$429.60,$0.00,"$1,061.46","$22,368.65","$22,010.46","$4,203.69",$578.03,$0.00,$0.00,"$13,239.89"
PS 97 HIGHLAWN (THE),NYC GEOG DIST #21 - BROOKLYN ,"$7,154.41","$2,425.55","$5,307.78",$10.35,"$14,898.09",$522.79,$289.65,$0.00,$812.44,$298.78,$165.54,$290.71,$755.03,"$16,465.56","$24,167.64","$15,460.94",$587.50,$64.78,$53.89,$0.00,$298.45,$0.00,"$1,004.62","$24,167.64","$26,551.58","$4,041.78",$464.33,$0.00,$0.00,$0.00
PS 99 ISAAC ASIMOV,NYC GEOG DIST #21 - BROOKLYN ,"$6,336.68","$1,260.73","$4,209.35",$0.00,"$11,806.77",$500.23,$277.15,$0.00,$777.38,$241.96,$134.06,$359.14,$735.15,"$13,319.30","$21,021.37","$12,481.87",$685.06,$20.77,$52.05,$0.00,$79.54,$0.00,$837.43,"$21,021.37","$14,635.34","$2,546.92",$376.01,$0.00,$0.00,"$15,451.36"
RACHEL CARSON HS FOR COASTAL STUDIES,NYC GEOG DIST #21 - BROOKLYN ,"$5,612.74","$1,437.07","$3,905.95",$10.60,"$10,966.35",$924.76,$512.36,$0.00,"$1,437.12",$691.62,$383.19,$336.89,"$1,411.71","$13,815.18","$21,517.26","$12,995.08",$606.69,$0.00,$23.96,$0.00,$189.45,$0.00,$820.11,"$21,517.26","$15,092.47","$5,121.22","$1,074.82",$0.00,$0.00,$0.00
WILLIAM E GRADY CAREER AND TECH,NYC GEOG DIST #21 - BROOKLYN ,"$8,216.93","$3,872.21","$6,698.00",$50.08,"$18,837.22","$1,739.82",$963.94,$0.00,"$2,703.76","$1,353.04",$749.65,"$1,192.91","$3,295.59","$24,836.58","$32,538.65","$22,862.72","$1,219.92",$0.00,$29.44,$161.02,$345.71,$217.77,"$1,973.86","$32,538.65","$14,976.62","$18,396.64","$1,912.81",$0.00,$0.00,$0.00
