School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
IS 27 ANNING S PRALL,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,410.67","$2,088.35","$4,708.89",$19.25,"$13,227.17",$695.01,$385.07,$0.00,"$1,080.09",$318.52,$176.48,$455.00,$950.00,"$15,257.26","$22,959.34","$14,117.28",$767.84,$0.00,$11.64,$0.00,$248.98,$111.52,"$1,139.98","$22,959.34","$19,559.43","$11,040.40",$495.00,$0.00,$0.00,$0.00
IS 34 TOTTENVILLE,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,723.29","$2,485.86","$5,102.34",$0.00,"$14,311.49",$670.11,$371.28,$0.00,"$1,041.39",$421.24,$233.39,$258.62,$913.25,"$16,266.13","$23,968.20","$15,873.52",$12.64,$0.00,$3.68,$0.00,$298.48,$77.80,$392.61,"$23,968.20","$22,148.19","$15,016.90",$654.63,$0.00,$0.00,$0.00
IS 49 BERTA A DREYFUS,NYC GEOG DIST #31 - STATEN ISLAND ,"$9,055.47","$2,524.87","$6,416.10",$46.11,"$18,042.56","$1,013.25",$561.39,$0.00,"$1,574.64",$779.06,$431.64,$962.66,"$2,173.37","$21,790.56","$29,492.64","$19,559.25","$1,277.28",$0.00,$45.28,$0.00,$207.58,$701.17,"$2,231.31","$29,492.64","$21,770.56","$4,624.54","$1,749.38","$1,624.83",$0.00,$0.00
IS 51 EDWIN MARKHAM,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,824.42","$1,910.09","$4,839.37",$61.98,"$13,635.86",$590.53,$327.19,$0.00,$917.72,$617.88,$342.34,"$1,796.06","$2,756.28","$17,309.86","$25,011.94","$16,288.13",$767.80,$0.00,$12.93,$0.00,$181.59,$59.41,"$1,021.73","$25,011.94","$15,268.46","$5,599.01",$960.22,$0.00,$0.00,$0.00
IS 61 WILLIAM A MORRIS,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,716.88","$2,129.65","$5,455.48",$11.89,"$15,313.91",$765.84,$424.31,$0.00,"$1,190.15",$643.41,$356.48,$237.90,"$1,237.79","$17,741.85","$25,443.92","$16,598.58",$840.06,$0.00,$12.73,$0.00,$199.50,$90.96,"$1,143.26","$25,443.92","$20,022.05","$3,814.14",$999.89,$0.00,$0.00,$0.00
IS 7 ELIAS BERNSTEIN,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,957.73","$2,172.79","$4,504.72",$0.08,"$12,635.32",$614.17,$340.28,$0.00,$954.45,$339.94,$188.34,$188.63,$716.92,"$14,306.68","$22,008.75","$13,963.00",$11.53,$0.00,$3.73,$0.00,$318.68,$9.73,$343.68,"$22,008.75","$25,667.71","$7,355.26",$528.28,$0.00,$0.00,$0.00
IS 72 ROCCO LAURIE,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,079.46","$2,428.60","$5,267.95",$53.41,"$14,829.43",$473.45,$262.31,$0.00,$735.76,$400.97,$222.16,$296.12,$919.24,"$16,484.43","$24,186.51","$15,442.14",$588.95,$0.00,$12.46,$0.00,$383.28,$57.60,"$1,042.29","$24,186.51","$29,021.20","$11,967.20",$623.13,$0.00,$0.00,$0.00
IS 75 FRANK D PAULO,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,143.83","$3,045.99","$5,645.68",$54.71,"$15,890.20",$513.12,$284.29,$0.00,$797.41,$358.17,$198.44,$589.26,"$1,145.87","$17,833.48","$25,535.56","$17,295.61",$16.11,$0.00,$3.23,$17.94,$443.54,$57.05,$537.87,"$25,535.56","$37,621.22","$16,761.28",$510.63,$0.00,$0.00,$0.00
KATHLEEN GRIMM SCHOOL FOR LEADERSHIP,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,743.88","$3,876.24","$5,330.04",$0.00,"$14,950.16",$568.17,$314.79,$0.00,$882.96,$134.09,$74.29,$520.47,$728.85,"$16,561.98","$24,264.05","$16,374.53",$11.81,$0.00,$6.88,$0.00,$168.75,$0.00,$187.44,"$24,264.05","$31,283.23","$19,119.25",$208.37,$0.00,$0.00,"$12,381.44"
MARSH AVE SCH FOR EXPEDITIONARY LRN,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,783.22","$1,067.61","$4,349.76",$12.01,"$12,212.59",$613.48,$339.90,$0.00,$953.38,$489.44,$271.18,$336.90,"$1,097.52","$14,263.49","$21,965.57","$14,153.70",$20.19,$0.00,$7.27,$0.00,$82.33,$0.00,$109.79,"$21,965.57","$13,728.32",$323.30,$760.62,$0.00,$0.00,$0.00
MICHAEL J PETRIDES SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$5,723.35","$2,977.48","$4,820.70",$3.29,"$13,524.83",$429.92,$238.20,$0.00,$668.12,$302.36,$167.52,$342.06,$811.94,"$15,004.90","$22,706.97","$14,394.74",$6.70,$18.40,$0.44,$0.00,$584.63,$0.00,$610.16,"$22,706.97","$20,236.04","$9,111.44",$469.88,$0.00,$0.00,"$13,066.03"
NAPLES STREET ELEMENTARY SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,498.86","$4,695.45","$6,756.27",$253.98,"$19,204.55",$947.27,$524.83,$0.00,"$1,472.10",$422.73,$234.22,$564.91,"$1,221.86","$21,898.51","$29,600.59","$21,665.13",$10.15,$0.00,$6.32,$0.00,$216.91,$0.00,$233.38,"$29,600.59","$42,742.59","$15,882.67",$656.95,$0.00,$0.00,"$12,963.56"
NEW DORP HIGH SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,588.27","$1,561.30","$3,961.22",$9.72,"$11,120.51",$631.85,$350.08,$0.00,$981.93,$770.17,$426.71,$563.06,"$1,759.95","$13,862.39","$21,564.46","$13,003.41",$650.54,$0.00,$10.87,$0.00,$100.34,$97.22,$858.97,"$21,564.46","$12,267.61","$4,097.02","$1,107.63",$0.00,$0.00,$0.00
PORT RICHMOND HIGH SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,792.96","$1,946.17","$4,287.87",$125.63,"$12,152.63",$845.82,$468.63,$0.00,"$1,314.45",$792.06,$438.84,"$1,526.31","$2,757.22","$16,224.30","$23,926.38","$15,095.73",$825.46,$0.00,$13.86,$0.00,$164.73,$124.51,"$1,128.58","$23,926.38","$12,666.73","$5,852.28","$1,578.66","$2,520.50",$0.00,$0.00
PORT RICHMOND SCHOOL FOR VISIONARY,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,941.97","$3,827.06","$5,412.54",$414.55,"$15,596.12",$712.26,$394.63,$0.00,"$1,106.89",$213.24,$118.14,$763.01,"$1,094.40","$17,797.42","$25,499.50","$17,111.25",$588.58,$0.00,$0.00,$0.00,$97.59,$0.00,$686.17,"$25,499.50","$30,252.63","$8,862.92",$331.39,$0.00,$0.00,"$16,785.03"
PS 1 TOTTENVILLE,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,851.24","$3,453.15","$6,263.20",$16.85,"$17,584.45",$527.96,$292.51,$0.00,$820.47,$452.39,$250.65,$349.80,"$1,052.84","$19,457.76","$27,159.84","$19,015.08",$32.31,$67.16,$28.64,$0.00,$314.57,$0.00,$442.68,"$27,159.84","$25,514.87","$12,418.14",$703.04,$0.00,$0.00,"$14,155.86"
PS 11 THOMAS DONGAN SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,406.57","$3,387.47","$5,980.45",$20.59,"$16,795.08",$998.32,$553.12,$0.00,"$1,551.44",$308.14,$170.72,$190.77,$669.63,"$19,016.16","$26,718.23","$17,568.26",$783.68,$56.62,$39.06,$0.00,$568.52,$0.00,"$1,447.89","$26,718.23","$26,828.73","$5,682.37",$478.86,$0.00,$0.00,"$16,447.48"
PS 13 M L LINDEMEYER,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,670.30","$2,937.62","$5,323.27",$75.36,"$15,006.55",$647.90,$358.97,$0.00,"$1,006.86",$382.61,$211.99,$292.53,$887.13,"$16,900.54","$24,602.61","$15,652.23",$756.68,$105.58,$35.22,$0.00,$350.83,$0.00,"$1,248.31","$24,602.61","$21,335.88","$6,879.34",$594.60,$0.00,$0.00,"$15,447.28"
PS 16 JOHN J DRISCOLL,NYC GEOG DIST #31 - STATEN ISLAND ,"$8,357.84","$3,977.17","$6,834.23",$311.88,"$19,481.13",$899.18,$498.19,$0.00,"$1,397.36",$840.89,$465.90,$472.99,"$1,779.79","$22,658.28","$30,360.36","$20,953.93","$1,054.48",$262.38,$32.70,$0.00,$258.34,$96.46,"$1,704.36","$30,360.36","$23,135.25","$10,974.84","$1,306.79",$0.00,$0.00,"$23,080.48"
PS 18 JOHN G WHITTIER,NYC GEOG DIST #31 - STATEN ISLAND ,"$8,435.26","$3,509.51","$6,618.01",$8.29,"$18,571.07",$753.54,$417.50,$0.00,"$1,171.03",$914.95,$506.93,$407.73,"$1,829.61","$21,571.72","$29,273.79","$20,065.96","$1,065.01",$92.90,$29.66,$0.00,$283.48,$34.70,"$1,505.75","$29,273.79","$23,842.32","$7,818.76","$1,421.88",$0.00,$0.00,"$18,530.03"
PS 19 CURTIS SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$7,015.80","$3,579.67","$5,870.43",$85.01,"$16,550.90",$728.78,$403.78,$0.00,"$1,132.57",$520.78,$288.54,$626.17,"$1,435.49","$19,118.96","$26,821.04","$18,051.43",$780.56,$42.17,$26.48,$0.00,$202.97,$15.36,"$1,067.53","$26,821.04","$23,934.23","$13,529.49",$809.32,$0.00,$0.00,"$14,567.78"
PS 20 PORT RICHMOND,NYC GEOG DIST #31 - STATEN ISLAND ,"$8,599.29","$3,255.18","$6,567.98",$259.30,"$18,681.76",$654.06,$362.38,$0.00,"$1,016.44",$829.37,$459.51,$514.87,"$1,803.75","$21,501.95","$29,204.03","$20,025.53","$1,037.15",$98.84,$46.67,$0.00,$293.76,$0.00,"$1,476.42","$29,204.03","$25,085.70","$9,535.44","$1,288.88",$0.00,$0.00,$0.00
PS 21 MARGARET EMERY-ELM PARK,NYC GEOG DIST #31 - STATEN ISLAND ,"$8,620.26","$4,360.68","$7,192.10",$165.18,"$20,338.23",$784.99,$434.92,$0.00,"$1,219.92",$809.44,$448.47,$711.08,"$1,968.99","$23,527.14","$31,229.22","$21,875.92",$889.88,$118.72,$35.70,$0.00,$606.92,$0.00,"$1,651.22","$31,229.22","$26,110.49","$25,772.86","$1,257.91",$0.00,$0.00,$0.00
PS 22 GRANITEVILLE,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,432.04","$2,974.99","$5,766.02",$173.26,"$16,346.32",$578.51,$320.52,$0.00,$899.03,$795.31,$440.64,$165.58,"$1,401.54","$18,646.89","$26,348.97","$17,192.98",$934.42,$158.84,$29.61,$0.00,$321.95,$9.09,"$1,453.91","$26,348.97","$22,384.82","$12,745.64","$1,235.95",$0.00,$0.00,"$15,533.39"
PS 23 RICHMONDTOWN,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,566.79","$3,865.58","$6,334.11",$23.36,"$17,789.85",$570.13,$315.88,$0.00,$886.01,$262.15,$145.25,$166.01,$573.42,"$19,249.28","$26,951.36","$18,743.94",$54.10,$84.14,$4.67,$0.00,$362.42,$0.00,$505.34,"$26,951.36","$29,105.92","$14,903.86",$407.40,$0.00,$0.00,"$14,304.72"
PS 26 CARTERET SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$6,924.25","$2,164.79","$5,035.79",$110.24,"$14,235.07",$977.12,$541.37,$0.00,"$1,518.49",$142.88,$79.16,$434.34,$656.38,"$16,409.95","$24,112.03","$16,222.19",$3.88,$0.00,$49.37,$0.00,$134.50,$0.00,$187.76,"$24,112.03","$20,347.23","$5,995.20",$222.04,$0.00,$0.00,"$14,333.78"
PS 29 BARDWELL,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,558.27","$3,587.85","$5,067.41",$0.00,"$14,213.54",$715.65,$396.51,$0.00,"$1,112.16",$316.88,$175.56,$103.60,$596.04,"$15,921.73","$23,623.81","$15,317.01",$0.00,$83.97,$21.25,$0.00,$499.50,$0.00,$604.72,"$23,623.81","$27,030.21","$14,112.55",$492.44,$0.00,$0.00,"$12,349.39"
PS 3 MARGARET GIOIOSA SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$6,416.89","$4,309.73","$5,943.10",$7.28,"$16,677.00",$601.66,$333.35,$0.00,$935.01,$379.73,$210.39,$134.22,$724.33,"$18,336.34","$26,038.42","$17,669.60",$33.00,$65.64,$4.64,$0.00,$552.08,$11.40,$666.75,"$26,038.42","$34,440.94","$15,993.14",$590.11,$0.00,$0.00,"$14,722.91"
PS 30 WESTERLEIGH,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,653.64","$3,410.26","$5,575.91",$0.00,"$15,639.81",$500.08,$277.07,$0.00,$777.15,$321.60,$178.18,$221.43,$721.21,"$17,138.18","$24,840.26","$16,586.11",$18.73,$161.40,$18.94,$0.00,$352.99,$0.00,$552.07,"$24,840.26","$28,553.55","$7,567.73",$499.78,$0.00,$0.00,"$15,413.50"
PS 31 WILLIAM T DAVIS,NYC GEOG DIST #31 - STATEN ISLAND ,"$8,999.49","$4,987.98","$7,749.77",$62.79,"$21,800.02",$745.67,$413.14,$0.00,"$1,158.81",$726.06,$402.28,$920.34,"$2,048.67","$25,007.51","$32,709.58","$23,152.74",$995.39,$117.56,$19.14,$223.20,$455.80,$43.67,"$1,854.77","$32,709.58","$34,817.83","$12,567.00","$1,128.34",$0.00,$0.00,"$19,661.88"
PS 32 GIFFORD SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$6,086.09","$3,125.86","$5,103.89",$7.39,"$14,323.23",$626.92,$347.35,$0.00,$974.27,$297.81,$165.00,$286.90,$749.70,"$16,047.21","$23,749.29","$15,645.49",$8.26,$116.85,$4.68,$0.00,$271.93,$0.00,$401.72,"$23,749.29","$20,955.62","$8,666.13",$462.81,$0.00,$0.00,"$14,861.30"
PS 35 CLOVE VALLEY SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$5,571.23","$3,232.59","$4,877.76",$65.85,"$13,747.44",$429.12,$237.76,$0.00,$666.88,$114.93,$63.67,$292.91,$471.52,"$14,885.84","$22,587.92","$14,363.92",$18.34,$55.82,$6.37,$0.00,$441.38,$0.00,$521.92,"$22,587.92","$20,786.46","$19,034.23",$178.60,$0.00,$0.00,$0.00
PS 36 J C DRUMGOOLE,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,637.07","$3,877.78","$5,825.76",$37.41,"$16,378.03",$471.84,$261.42,$0.00,$733.26,$301.52,$167.06,$154.26,$622.85,"$17,734.14","$25,436.21","$17,213.96",$2.16,$162.29,$20.70,$0.00,$335.03,$0.00,$520.18,"$25,436.21","$32,495.13","$10,561.47",$468.58,$0.00,$0.00,"$15,427.45"
PS 38 GEORGE CROMWELL,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,279.58","$3,440.40","$5,939.41",$20.11,"$16,679.51",$808.42,$447.90,$0.00,"$1,256.32",$705.52,$390.89,$224.74,"$1,321.15","$19,256.98","$26,959.06","$18,236.10",$616.07,$85.11,$38.32,$0.00,$281.37,$0.00,"$1,020.88","$26,959.06","$31,860.28","$2,395.13","$1,096.41",$0.00,$0.00,"$14,973.62"
PS 39 FRANCIS J MURPHY JR,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,949.93","$2,785.25","$5,393.79",$183.19,"$15,312.15",$586.06,$324.71,$0.00,$910.77,$282.42,$156.47,$440.97,$879.86,"$17,102.79","$24,804.86","$16,167.17",$660.95,$30.26,$32.56,$0.00,$211.84,$0.00,$935.62,"$24,804.86","$20,094.96","$9,793.52",$438.89,$0.00,$0.00,$0.00
PS 4 MAURICE WOLLIN,NYC GEOG DIST #31 - STATEN ISLAND ,"$11,151.98","$5,674.12","$9,322.51",$90.09,"$26,238.70",$697.81,$386.62,$0.00,"$1,084.43",$668.91,$370.61,$285.64,"$1,325.16","$28,648.29","$36,350.36","$28,287.00",$34.78,$134.61,$21.06,$0.00,$170.83,$0.00,$361.28,"$36,350.36","$52,462.31","$4,909.61","$1,039.51",$0.00,$0.00,"$20,187.60"
PS 42 ELTINGVILLE,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,784.93","$3,683.97","$5,246.25",$28.44,"$14,743.59",$578.49,$320.51,$0.00,$899.01,$265.39,$147.04,$291.59,$704.02,"$16,346.62","$24,048.69","$15,878.59",$13.32,$93.26,$12.19,$0.00,$341.23,$8.01,$468.02,"$24,048.69","$26,505.52","$8,500.74",$412.43,$0.00,$0.00,"$16,183.07"
PS 44 THOMAS C BROWN,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,996.23","$3,916.08","$6,600.03",$69.49,"$18,581.83",$755.91,$418.82,$0.00,"$1,174.73",$754.01,$417.76,$276.03,"$1,447.79","$21,204.35","$28,906.43","$19,070.45","$1,260.28",$176.24,$15.03,$0.00,$660.38,$21.96,"$2,133.90","$28,906.43","$26,015.76","$35,116.58","$1,171.77",$0.00,$0.00,"$21,382.94"
PS 45 JOHN TYLER,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,074.98","$2,499.77","$4,750.85",$104.44,"$13,430.04",$612.60,$339.41,$0.00,$952.01,$345.38,$191.36,$367.94,$904.67,"$15,286.73","$22,988.80","$14,251.03",$743.85,$32.62,$17.72,$14.56,$226.93,$0.00,"$1,035.69","$22,988.80","$19,055.82","$8,170.47",$536.74,$0.00,$0.00,"$13,641.03"
PS 46 ALBERT V MANISCALCO,NYC GEOG DIST #31 - STATEN ISLAND ,"$9,179.00","$4,702.29","$7,690.94",$18.22,"$21,590.45","$1,187.07",$657.70,$0.00,"$1,844.77",$136.93,$75.87,"$1,066.19","$1,278.99","$24,714.22","$32,416.29","$21,984.92","$1,063.92",$269.41,$42.57,$0.00,$327.28,"$1,026.10","$2,729.30","$32,416.29","$28,457.30","$11,410.38","$1,099.49",$991.48,$0.00,"$14,431.44"
PS 48 WILLIAM G WILCOX,NYC GEOG DIST #31 - STATEN ISLAND ,"$5,848.67","$2,523.69","$4,638.71",$39.86,"$13,050.92",$413.86,$229.30,$0.00,$643.16,$236.17,$130.85,$325.48,$692.50,"$14,386.59","$22,088.66","$13,861.23",$14.88,$73.94,$15.82,$11.42,$384.84,$24.44,$525.35,"$22,088.66","$26,003.52","$8,699.56",$367.02,$0.00,$0.00,"$12,931.61"
PS 5 HUGUENOT,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,666.29","$4,110.04","$5,970.63",$43.13,"$16,790.10","$1,029.11",$570.18,$0.00,"$1,599.28",$179.60,$99.51,$456.70,$735.81,"$19,125.19","$26,827.26","$18,388.99",$9.08,$69.29,$6.86,$0.00,$650.97,$0.00,$736.20,"$26,827.26","$29,662.78","$20,479.50",$279.11,$0.00,$0.00,$0.00
PS 50 FRANK HANKINSON,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,247.97","$3,016.50","$5,132.99",$1.03,"$14,398.49",$615.51,$341.02,$0.00,$956.53,$472.42,$261.74,$114.75,$848.91,"$16,203.93","$23,906.01","$15,828.65",$3.05,$62.14,$18.33,$0.00,$291.77,$0.00,$375.29,"$23,906.01","$29,217.93","$7,001.82",$734.16,$0.00,$0.00,"$16,531.47"
PS 52 JOHN C THOMPSON,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,603.99","$3,537.90","$5,619.13",$106.52,"$15,867.54",$721.01,$399.47,$0.00,"$1,120.48",$487.14,$269.90,$482.78,"$1,239.83","$18,227.85","$25,929.92","$17,248.64",$511.13,$40.53,$29.37,$0.00,$256.37,$141.81,$979.21,"$25,929.92","$27,635.43","$4,720.44",$757.04,$0.00,$0.00,"$21,996.08"
PS 54 CHARLES W LENG,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,903.03","$3,333.44","$5,671.53",$0.00,"$15,908.00",$393.08,$217.79,$0.00,$610.86,$204.13,$113.10,$114.73,$431.96,"$16,950.82","$24,652.90","$16,494.64",$5.85,$144.22,$24.06,$0.00,$282.06,$0.00,$456.18,"$24,652.90","$27,227.13","$9,921.64",$317.23,$0.00,$0.00,"$21,121.28"
PS 55 HENRY M BOEHM,NYC GEOG DIST #31 - STATEN ISLAND ,"$6,589.05","$4,034.08","$5,885.75",$1.72,"$16,510.60",$503.13,$278.76,$0.00,$781.88,$428.00,$237.13,$88.73,$753.86,"$18,046.34","$25,748.42","$17,421.41",$1.90,$86.95,$1.40,$28.16,$506.52,$0.00,$624.93,"$25,748.42","$29,656.78","$15,169.00",$665.13,$0.00,$0.00,"$15,080.53"
PS 56 LOUIS DESARIO SCHOOL (THE),NYC GEOG DIST #31 - STATEN ISLAND ,"$7,186.18","$4,476.66","$6,461.81",$0.00,"$18,124.65",$738.27,$409.04,$0.00,"$1,147.31",$457.94,$253.72,$210.73,$922.40,"$20,194.36","$27,896.44","$19,494.41",$0.00,$132.14,$5.25,$0.00,$562.56,$0.00,$699.95,"$27,896.44","$30,832.54","$43,794.75",$711.67,$0.00,$0.00,"$17,583.67"
PS 57 HUBERT H HUMPHREY,NYC GEOG DIST #31 - STATEN ISLAND ,"$7,209.52","$4,092.55","$6,261.92",$181.54,"$17,745.54",$732.95,$406.09,$0.00,"$1,139.05",$506.92,$280.86,"$1,305.88","$2,093.66","$20,978.24","$28,680.32","$18,967.01",$906.31,$184.27,$24.34,$0.00,$226.82,$669.48,"$2,011.23","$28,680.32","$25,665.88","$15,504.81","$1,388.37",$689.08,$0.00,"$18,581.61"
PS 6 CPL ALLAN F KIVLEHAN SCHOOL,NYC GEOG DIST #31 - STATEN ISLAND ,"$9,233.59","$6,221.08","$8,562.67",$0.00,"$24,017.34",$602.65,$333.90,$0.00,$936.55,$620.73,$343.92,$419.41,"$1,384.07","$26,337.96","$34,040.03","$25,540.40",$18.71,$136.29,$4.21,$0.00,$638.34,$0.00,$797.56,"$34,040.03","$38,588.77","$16,489.44",$964.65,$0.00,$0.00,"$24,600.39"
