School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
KAPPA V,NYC GEOG DIST #23 - BROOKLYN ,"$7,583.59","$3,637.82","$6,217.23",$66.49,"$17,505.14","$1,538.47",$852.39,$0.00,"$2,390.86","$1,204.49",$667.35,"$1,558.19","$3,430.04","$23,326.05","$31,028.12","$21,523.19",$741.02,$0.00,$0.00,$437.95,$621.88,$2.00,"$1,802.85","$31,028.12","$21,115.77",$140.67,"$1,871.84",$0.00,$0.00,$0.00
METROPOLITAN DIPLOMA PLUS HIGH SCH,NYC GEOG DIST #23 - BROOKLYN ,"$9,582.97","$2,410.19","$6,644.82",$143.17,"$18,781.16","$1,945.31","$1,077.80",$0.00,"$3,023.11","$1,315.22",$728.69,$992.10,"$3,036.02","$24,840.29","$32,542.37","$23,601.12",$963.61,$0.00,$0.00,$168.92,$106.63,$0.00,"$1,239.16","$32,542.37","$12,330.32","$44,276.67","$1,710.05",$0.00,$0.00,$0.00
MOTT HALL BRIDGES ACADEMY,NYC GEOG DIST #23 - BROOKLYN ,"$7,437.38","$2,359.23","$5,427.82",$396.15,"$15,620.59","$1,455.84",$806.61,$0.00,"$2,262.45",$526.18,$291.53,$690.26,"$1,507.97","$19,391.00","$27,093.08","$18,201.22",$955.94,$0.00,$0.00,$29.62,$204.22,$0.00,"$1,189.79","$27,093.08","$13,827.86",$0.00,$817.71,$0.00,$0.00,$0.00
MOTT HALL IV,NYC GEOG DIST #23 - BROOKLYN ,"$5,457.69","$3,498.80","$4,962.35",$225.43,"$14,144.27","$1,488.14",$824.50,$0.00,"$2,312.65","$1,051.02",$582.32,"$1,108.65","$2,742.00","$19,198.92","$26,901.00","$18,214.21",$808.99,$0.00,$0.00,$32.45,$47.40,$95.88,$984.72,"$26,901.00","$18,999.29",$0.00,"$1,231.49",$0.00,$0.00,$0.00
PS 150 CHRISTOPHER,NYC GEOG DIST #23 - BROOKLYN ,"$8,667.72","$4,424.88","$7,253.96",$0.00,"$20,346.57","$1,423.09",$788.47,$0.00,"$2,211.56",$863.48,$478.41,$750.98,"$2,092.87","$24,651.01","$32,353.09","$22,433.66","$1,126.65",$224.90,$0.00,$201.77,$229.24,$434.76,"$2,217.34","$32,353.09","$26,621.20","$12,678.80","$1,341.89",$0.00,$0.00,"$19,408.51"
PS 156 WAVERLY,NYC GEOG DIST #23 - BROOKLYN ,"$7,161.86","$2,729.91","$5,480.55",$65.99,"$15,438.31",$444.65,$246.36,$0.00,$691.01,$315.09,$174.57,$946.87,"$1,436.53","$17,565.85","$25,267.93","$16,372.53",$873.34,$112.39,$5.74,$9.18,$192.68,$0.00,"$1,193.32","$25,267.93","$21,555.19","$30,556.27","$1,200.07","$2,634.47",$0.00,"$19,951.82"
PS 165 IDA POSNER,NYC GEOG DIST #23 - BROOKLYN ,"$8,751.42","$5,456.66","$7,872.00",$344.44,"$22,424.52","$1,088.75",$603.22,$0.00,"$1,691.98",$668.57,$370.42,"$4,027.57","$5,066.57","$29,183.06","$36,885.14","$27,522.26",$764.67,$196.86,$0.00,$7.57,$336.82,$354.87,"$1,660.80","$36,885.14","$34,613.78","$29,957.67","$2,664.29","$3,636.61",$0.00,"$20,111.14"
PS 178 SAINT CLAIR MCKELWAY,NYC GEOG DIST #23 - BROOKLYN ,"$7,779.16","$2,634.31","$5,769.59",$9.50,"$16,192.57",$901.96,$499.73,$0.00,"$1,401.70",$908.68,$503.45,$309.87,"$1,722.00","$19,316.27","$27,018.35","$18,237.80",$829.78,$218.55,$19.58,$10.56,$0.00,$0.00,"$1,078.47","$27,018.35","$12,731.63","$9,627.50","$1,412.13",$0.00,$0.00,"$19,796.96"
PS 184 NEWPORT,NYC GEOG DIST #23 - BROOKLYN ,"$7,762.57","$3,820.19","$6,417.44",$17.76,"$18,017.95",$850.64,$471.30,$0.00,"$1,321.94",$653.85,$362.26,$498.12,"$1,514.23","$20,854.12","$28,556.20","$19,484.15",$848.93,$70.86,$0.00,$11.61,$407.97,$30.60,"$1,369.97","$28,556.20","$23,883.39","$9,384.85","$1,016.11",$0.00,$0.00,"$41,585.35"
PS 298 DR BETTY SHABAZZ,NYC GEOG DIST #23 - BROOKLYN ,"$6,439.01","$4,045.57","$5,808.99","$1,061.67","$17,355.24","$1,253.01",$694.23,$0.00,"$1,947.24","$1,046.58",$579.86,"$3,075.11","$4,701.55","$24,004.03","$31,706.11","$22,702.35",$804.09,$267.83,$0.00,$21.58,$157.18,$51.00,"$1,301.69","$31,706.11","$18,109.92","$4,961.28","$3,075.79","$2,947.72",$0.00,"$16,097.92"
PS 327 DR ROSE B ENGLISH,NYC GEOG DIST #23 - BROOKLYN ,"$8,879.66","$4,501.80","$7,414.00",$10.56,"$20,806.02","$1,488.05",$824.45,$0.00,"$2,312.51",$846.13,$468.80,"$2,099.15","$3,414.08","$26,532.62","$34,234.70","$23,331.90","$1,255.99",$271.25,$0.00,$20.94,$288.06,"$1,364.47","$3,200.72","$34,234.70","$28,812.11","$9,822.62","$2,341.77","$2,218.80",$0.00,"$17,960.00"
PS 41 FRANCIS WHITE,NYC GEOG DIST #23 - BROOKLYN ,"$8,405.00","$2,649.15","$6,124.56",$15.00,"$17,193.71","$1,044.24",$578.56,$0.00,"$1,622.80",$678.43,$375.88,$551.48,"$1,605.79","$20,422.30","$28,124.38","$18,988.39","$1,039.50",$158.33,$26.95,$8.05,$201.10,$0.00,"$1,433.91","$28,124.38","$22,942.81","$4,510.50","$1,054.31",$0.00,$0.00,$0.00
PS/IS 137 RACHAEL JEAN MITCHELL,NYC GEOG DIST #23 - BROOKLYN ,"$8,376.16","$3,857.38","$6,778.01",$0.00,"$19,011.56",$985.04,$545.76,$0.00,"$1,530.81",$583.85,$323.48,$490.95,"$1,398.29","$21,940.67","$29,642.74","$20,814.35",$790.32,$198.09,$0.00,$8.37,$129.53,$0.00,"$1,126.31","$29,642.74","$21,189.45","$9,427.24",$907.34,$0.00,$0.00,"$15,443.12"
PS/IS 155 NICHOLAS HERKIMER,NYC GEOG DIST #23 - BROOKLYN ,"$7,676.33","$1,460.15","$5,062.07",$56.32,"$14,254.88",$703.63,$389.85,$0.00,"$1,093.48",$734.30,$406.84,$998.09,"$2,139.23","$17,487.59","$25,189.67","$15,580.77",$832.50,$164.64,$31.41,$0.15,$81.08,$797.03,"$1,906.81","$25,189.67","$16,421.82","$4,832.37","$1,767.22","$1,311.01",$0.00,"$15,848.69"
PS/IS 323,NYC GEOG DIST #23 - BROOKLYN ,"$5,400.28","$2,541.69","$4,400.25",$31.26,"$12,373.48",$527.82,$292.44,$0.00,$820.25,$511.27,$283.27,$790.93,"$1,585.47","$14,779.20","$22,481.28","$13,878.91",$711.91,$81.34,$0.00,$9.82,$61.11,$36.10,$900.29,"$22,481.28","$20,068.81","$5,388.36",$794.54,$0.00,$0.00,"$16,568.61"
RIVERDALE AVENUE COMMUNITY SCHOOL,NYC GEOG DIST #23 - BROOKLYN ,"$7,069.22","$3,207.53","$5,693.84",$288.48,"$16,259.08",$496.85,$275.28,$0.00,$772.13,$803.59,$445.23,"$1,021.09","$2,269.92","$19,301.13","$27,003.20","$18,217.16",$737.68,$0.00,$15.89,$104.78,$225.60,$0.00,"$1,083.96","$27,003.20","$19,471.21","$7,940.18","$1,248.83",$0.00,$0.00,"$16,739.05"
RIVERDALE AVENUE MIDDLE SCHOOL,NYC GEOG DIST #23 - BROOKLYN ,"$6,677.35","$2,974.77","$5,347.77",$477.54,"$15,477.43","$1,420.92",$787.27,$0.00,"$2,208.19",$100.92,$55.92,"$2,866.74","$3,023.58","$20,709.22","$28,411.30","$18,281.52",$693.30,$0.00,$0.00,$44.70,$93.88,"$1,595.80","$2,427.69","$28,411.30","$12,105.06",$0.00,$156.84,$0.00,$0.00,$0.00
TEACHERS PREPARATORY HIGH SCHOOL,NYC GEOG DIST #23 - BROOKLYN ,"$9,064.63","$3,207.44","$6,799.36",$134.44,"$19,205.88","$1,679.36",$930.45,$0.00,"$2,609.81",$786.46,$435.74,"$1,162.23","$2,384.44","$24,200.14","$31,902.22","$22,329.92","$1,033.55",$0.00,$41.31,$459.97,$335.38,$0.00,"$1,870.22","$31,902.22","$17,178.04","$14,623.80","$1,222.21",$0.00,$0.00,$0.00
