School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
MS 224 MANHATTAN EAST,NYC GEOG DIST # 4 - MANHATTAN,"$7,622.82","$2,846.58","$5,800.58",$109.73,"$16,379.71","$1,582.02",$876.52,$0.00,"$2,458.53",$241.22,$133.65,$387.06,$761.92,"$19,600.17","$27,302.25","$18,485.15",$548.34,$0.00,$0.00,$0.00,$117.07,$449.60,"$1,115.02","$27,302.25","$17,467.96","$21,286.60",$374.86,$0.00,$0.00,$0.00
PARK EAST HIGH SCHOOL,NYC GEOG DIST # 4 - MANHATTAN,"$7,064.45","$1,086.81","$4,516.21",$0.00,"$12,667.48","$1,154.47",$639.64,$0.00,"$1,794.11",$478.30,$265.00,$441.02,"$1,184.33","$15,645.92","$23,347.99","$14,949.53",$667.29,$0.00,$0.00,$0.00,$29.09,$0.00,$696.39,"$23,347.99","$10,800.76","$19,478.38",$743.31,$0.00,$0.00,$0.00
PS 102 JACQUES CARTIER,NYC GEOG DIST # 4 - MANHATTAN,"$9,783.44","$4,409.09","$7,863.39",$279.73,"$22,335.67",$924.98,$512.48,$0.00,"$1,437.46","$1,003.26",$555.86,$464.55,"$2,023.67","$25,796.81","$33,498.88","$24,220.19",$496.59,$242.75,$0.00,$0.00,$837.27,$0.00,"$1,576.62","$33,498.88","$37,154.67","$4,338.15","$1,559.12",$0.00,$0.00,"$43,081.33"
PS 108 ASSEMBLYMAN ANGELO DEL TORO,NYC GEOG DIST # 4 - MANHATTAN,"$8,422.21","$2,911.74","$6,279.59",$0.00,"$17,613.54",$611.56,$338.84,$0.00,$950.40,$972.18,$538.64,$944.08,"$2,454.90","$21,018.84","$28,720.92","$19,004.20",$680.54,$151.44,$25.58,$0.00,$581.24,$575.84,"$2,014.64","$28,720.92","$17,302.69","$5,634.32","$2,007.75","$1,406.31",$0.00,"$17,102.46"
PS 112 JOSE CELSO BARBOSA,NYC GEOG DIST # 4 - MANHATTAN,"$15,925.71","$5,610.96","$11,932.41",$375.11,"$33,844.19",$990.85,"$548.98",$0.00,"$1,539.83",$889.00,$492.55,"$1,104.85","$2,486.40","$37,870.42","$45,572.50","$35,923",$595.88,$388.40,$33.81,$0.00,$929.19,$0.00,"$1,947.29","$45,572.50","$63,006.96","$31,384.64","$1,381.55",$0.00,$0.00,"$17,249.09"
PS 146 ANN M SHORT,NYC GEOG DIST # 4 - MANHATTAN,"$8,516.93","$5,383.50","$7,701.55",$152.24,"$21,754.22",$799.10,$442.74,$0.00,"$1,241.84","$1,020.47",$565.39,$994.27,"$2,580.13","$25,576.20","$33,278.28","$23,251.73",$879.81,$50.53,$29.26,$80.98,"$1,245.69",$38.20,"$2,324.47","$33,278.28","$30,473.78","$12,436.25","$1,585.87",$0.00,$0.00,"$22,639.80"
PS 155 WILLIAM PACA,NYC GEOG DIST # 4 - MANHATTAN,"$8,210.27","$4,008.72","$6,769.94",$217.51,"$19,206.45","$1,140.00",$631.62,$0.00,"$1,771.62","$1,358.06",$752.43,"$1,340.38","$3,450.88","$24,428.95","$32,131.03","$21,865.51","$1,093.62",$245.66,$46.43,$288.30,$840.58,$48.85,"$2,563.43","$32,131.03","$19,751.88","$13,920.34","$2,110.49",$0.00,$0.00,"$18,948.25"
PS 171 PATRICK HENRY,NYC GEOG DIST # 4 - MANHATTAN,"$5,905.85","$1,358.32","$4,024.72",$7.20,"$11,296.09",$669.53,$370.96,$0.00,"$1,040.49",$587.87,$325.71,$529.63,"$1,443.21","$13,779.79","$21,481.87","$12,877.34",$575.27,$106.50,$0.00,$0.00,$220.69,$0.00,$902.45,"$21,481.87","$9,672.68","$14,142.42",$833.89,$0.00,$0.00,"$14,768.61"
PS 206 JOSE CELSO BARBOSA,NYC GEOG DIST # 4 - MANHATTAN,"$13,101.95","$3,059.74","$8,954.40",$578.91,"$25,695.00",$715.73,$396.55,$0.00,"$1,112.28",$623.99,$345.72,"$1,111.24","$2,080.95","$28,888.23","$36,590.31","$27,786.57",$679.87,$123.41,$17.46,$0.00,$71.26,$209.65,"$1,101.66","$36,590.31","$37,272.52","$18,906.68",$969.71,$0.00,$0.00,$0.00
PS 38 ROBERTO CLEMENTE,NYC GEOG DIST # 4 - MANHATTAN,"$7,554.75","$3,972.04","$6,386.43",$135.04,"$18,048.27","$1,233.33",$683.33,$0.00,"$1,916.66","$1,369.87",$758.98,"$2,853.87","$4,982.72","$24,947.66","$32,649.73","$23,059.39",$684.90,$172.40,$31.18,$0.00,$927.92,$71.86,"$1,888.26","$32,649.73","$26,087.47","$9,240.26","$3,987.43","$1,858.58",$0.00,"$15,351.44"
PS 7 SAMUEL STERN,NYC GEOG DIST # 4 - MANHATTAN,"$8,390.41","$2,416.78","$5,987.73",$7.28,"$16,802.20",$417.45,$231.29,$0.00,$648.74,$631.66,$349.97,$336.70,"$1,318.34","$18,769.28","$26,471.36","$17,575.42",$627.02,$59.85,$18.61,$0.00,$488.37,$0.00,"$1,193.86","$26,471.36","$19,411.71","$2,992.16",$981.63,$0.00,$0.00,"$21,199.97"
PS 83 LUIS MUNOZ RIVERA,NYC GEOG DIST # 4 - MANHATTAN,"$6,950.12","$1,923.95","$4,916.69",$59.81,"$13,850.58",$746.36,$413.52,$0.00,"$1,159.88",$541.69,$300.12,$802.57,"$1,644.38","$16,654.84","$24,356.91","$14,959.82",$707.05,$237.34,$29.48,$0.00,$71.44,$649.71,"$1,695.01","$24,356.91","$14,801.56","$6,785.39","$1,380.60","$1,069.71",$0.00,"$14,479.90"
PS 96 JOSEPH LANZETTA,NYC GEOG DIST # 4 - MANHATTAN,"$9,327.13","$2,967.21","$6,811.69",$113.39,"$19,219.43",$668.06,$370.14,$0.00,"$1,038.20",$644.41,$357.04,"$2,251.67","$3,253.12","$23,510.74","$31,212.82","$21,778.42","$1,066.44",$52.91,$29.52,$0.00,$531.59,$51.86,"$1,732.32","$31,212.82","$20,550.63","$14,627.80","$2,306.63","$2,799.91",$0.00,"$23,266.77"
RENAISSANCE SCHOOL OF THE ARTS,NYC GEOG DIST # 4 - MANHATTAN,"$8,505.09","$2,782.32","$6,253.79",$65.59,"$17,606.79","$1,050.45",$582.00,$0.00,"$1,632.45",$736.34,$407.96,"$3,034.95","$4,179.25","$23,418.50","$31,120.58","$22,468.07",$879.33,$0.00,$0.00,$0.00,$71.09,$0.00,$950.43,"$31,120.58","$15,089.10",$0.00,"$3,282.93","$3,955.21",$0.00,$0.00
RIVER EAST ELEMENTARY,NYC GEOG DIST # 4 - MANHATTAN,"$6,737.48","$1,925.07","$4,799.49",$51.34,"$13,513.38",$585.74,$324.53,$0.00,$910.28,$395.73,$219.25,"$1,130.60","$1,745.59","$16,169.25","$23,871.33","$15,435.94",$440.01,$129.32,$0.00,$0.00,$163.98,$0.00,$733.31,"$23,871.33","$15,686.71","$1,071.43",$614.99,$0.00,$0.00,"$16,724.45"
TAG YOUNG SCHOLARS,NYC GEOG DIST # 4 - MANHATTAN,"$3,156.61","$1,288.14","$2,462.62",$34.00,"$6,941.37",$755.62,$418.65,$0.00,"$1,174.27",$242.00,$134.08,$537.55,$913.63,"$9,029.27","$16,731.35","$8,910.02",$14.00,$0.00,$4.58,$0.00,$100.69,$0.00,$119.26,"$16,731.35","$12,258.73",$543.60,$283.21,$0.00,$0.00,$0.00
YOUNG WOMEN'S LEADERSHIP SCHOOL,NYC GEOG DIST # 4 - MANHATTAN,"$5,521.67","$1,109.42","$3,673.97",$0.00,"$10,305.07",$760.43,$421.32,$0.00,"$1,181.75",$378.17,$209.52,$372.58,$960.27,"$12,447.09","$20,149.16","$11,875.62",$571.46,$0.00,$0.00,$0.00,$0.00,$0.00,$571.46,"$20,146.16","$6,591.89","$12,253.73",$427.50,$0.00,$0.00,$0.00
