School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
DOCK STREET SCHOOL-STEAM STUDIES,NYC GEOG DIST #13 - BROOKLYN ,"$7,023.59","$1,481.92","$4,712.49",$80.43,"$13,298.43","$1,037.71",$574.94,$0.00,"$1,612.65",$582.22,$322.58,$457.70,"$1,362.50","$16,273.59","$23,975.66","$15,695.37",$548.52,$0.00,$0.00,$0.00,$29.70,$0.00,$578.22,"$23,975.66","$20,383.68",$0.00,$904.80,$0.00,$0.00,$0.00
DR SUSAN S MCKINNEY SEC SCH-ARTS,NYC GEOG DIST #13 - BROOKLYN ,"$10,551.50","$1,524.11","$6,690.50",$18.87,"$18,784.98",$978.85,$542.33,$0.00,"$1,521.18","$1,142.36",$632.92,$234.66,"$2,009.94","$22,316.10","$30,018.18","$20,206.32","$1,354.21",$0.00,$0.00,$18.87,$681.09,$55.61,"$2,109.79","$30,018.18","$14,015.44","$12,894.08","$1,775.28",$0.00,$0.00,$0.00
FORT GREEN PREPARATORY ACADEMY,NYC GEOG DIST #13 - BROOKLYN ,"$7,535.24","$3,481.56","$6,103.87",$303.84,"$17,424.51","$1,053.90",$583.91,$0.00,"$1,637.81",$597.15,$330.85,"$1,891.05","$2,819.05","$21,881.37","$29,583.45","$19,790.37","$1,218.58",$0.00,$0.00,$394.96,$394.18,$83.26,"$2,090.99","$29,583.45","$21,318.60","$5,091.38",$928.00,$0.00,$0.00,$0.00
GEORGE WESTINGHOUSE CAREER/TECH HS,NYC GEOG DIST #13 - BROOKLYN ,"$6,141.26","$1,600.75","$4,289.47",$247.74,"$12,279.21",$926.17,$513.15,$0.00,"$1,439.32",$988.91,$547.91,$851.61,"$2,388.43","$16,106.97","$23,809.04","$14,764.55",$774.03,$0.00,$0.00,$33.38,$192.02,$342.99,"$1,342.42","$23,809.04","$14,743.13","$1,166.06","$1,460.75",$0.00,$0.00,$0.00
GOTHAM PROFESSIONAL ARTS ACADEMY,NYC GEOG DIST #13 - BROOKLYN ,"$6,910.93","$1,159.21","$4,471.27",$0.00,"$12,541.41","$1,218.41",$675.06,$0.00,"$1,893.48","$1,257.01",$696.45,"$2,050.79","$4,004.26","$18,439.15","$26,141.23","$17,756.33",$634.60,$0.00,$0.00,$0.00,$48.21,$0.00,$682.82,"$26,141.23","$2,729.25","$20,314.00","$1,953.47",$0.00,$0.00,$0.00
MS 113 RONALD EDMONDS LEARNING CTR,NYC GEOG DIST #13 - BROOKLYN ,"$7,755.85","$2,617.51","$5,747.37",$79.29,"$16,200.02",$830.94,$460.38,$0.00,"$1,291.32",$644.15,$356.89,$338.15,"$1,339.19","$18,830.53","$26,532.61","$17,162.67",$798.17,$0.00,$0.00,$17.14,$624.73,$227.82,"$1,667.86","$26,532.61","$18,967.13","$19,416.68","$1,001.04",$0.00,$0.00,$0.00
MS 266 PARK PLACE COMMUNITY MS,NYC GEOG DIST #13 - BROOKLYN ,"$8,650.68","$2,738.01","$6,309.92",$0.00,"$17,698.62",$931.53,$516.11,$0.00,"$1,447.65","$1,408.06",$780.13,$312.51,"$2,500.71","$21,646.98","$29,349.06","$19,709.09","$1,195.07",$0.00,$0.00,$15.92,$627.87,$99.03,"$1,937.89","$29,349.06","$15,523.48",$0.00,"$2,188.20",$0.00,$0.00,$0.00
PS 11 PURVIS J BEHAN,NYC GEOG DIST #13 - BROOKLYN ,"$4,759.13","$1,362.08","$3,391.46",$0.00,"$9,512.67",$315.68,$174.90,$0.00,$490.58,$118.01,$65.38,$557.26,$740.66,"$10,743.91","$18,445.99","$10,529.25",$59.93,$53.21,$3.96,$0.00,$97.56,$0.00,$214.66,"$18,445.99","$20,783.14","$1,217.33",$183.39,$0.00,$0.00,"$12,174.15"
PS 133 WILLIAM A BUTLER,NYC GEOG DIST #13 - BROOKLYN ,"$6,188.04","$1,961.96","$4,515.52",$123.15,"$12,788.67",$566.89,$314.09,$0.00,$880.98,$243.76,$135.06,$450.90,$829.72,"$14,499.37","$22,201.44","$13,453.39",$628.20,$37.18,$29.34,$7.98,$343.28,$0.00,"$1,045.97","$22,201.44","$30,553.82","$70,779.89",$378.82,$0.00,$0.00,"$17,602.92"
PS 20 CLINTON HILL,NYC GEOG DIST #13 - BROOKLYN ,"$5,923.44","$2,112.21","$4,452.16",$66.28,"$12,554.09",$569.01,$315.26,$0.00,$884.28,$564.06,$312.51,$556.17,"$1,432.74","$14,871.11","$22,573.19","$13,748.47",$526.10,$62.50,$0.00,$12.45,$521.59,$0.00,"$1,122.64","$22,573.19","$18,794.37","$31,226.39",$876.57,$0.00,$0.00,"$14,476.08"
PS 256 BENJAMIN BANNEKER,NYC GEOG DIST #13 - BROOKLYN ,"$6,349.74","$2,974.82","$5,166.28",$216.38,"$14,707.22","$1,253.76",$694.65,$0.00,"$1,948.41","$1,344.93",$745.16,$458.14,"$2,548.23","$19,203.86","$26,905.94","$16,863.17",$808.22,$236.33,$0.00,$24.29,$873.90,$397.94,"$2,340.68","$26,905.94","$19,521.12","$6,177.81","$2,090.09",$0.00,$0.00,"$13,759.10"
PS 270 JOHANN DEKALB,NYC GEOG DIST #13 - BROOKLYN ,"$10,359.79","$5,131.72","$8,583.08",$50.44,"$24,125.04","$1,328.92",$736.28,$0.00,"$2,065.21","$1,568.69",$869.13,$304.42,"$2,742.25","$28,932.50","$36,634.59","$24,981.53",$859.50,$547.04,$0.00,$52.82,"$1,755.38",$736.21,"$3,950.97","$36,634.59","$22,377.88","$8,333.38","$2,437.83",$0.00,$0.00,"$14,111.31"
PS 282 PARK SLOPE,NYC GEOG DIST #13 - BROOKLYN ,"$6,813.55","$2,500.25","$5,160.32",$47.89,"$14,522.01",$486.15,$269.35,$0.00,$755.51,$428.21,$237.25,$247.30,$912.76,"$16,190.27","$23,892.35","$15,393.56",$46.24,$157.97,$17.78,$1.94,$446.34,$126.44,$796.71,"$23,892.35","$29,786.77","$12,656.08",$665.45,$0.00,$0.00,"$15,286.28"
PS 287 BAILEY K ASHFORD,NYC GEOG DIST #13 - BROOKLYN ,"$7,481.17","$3,864.65","$6,286.16",$58.33,"$17,690.32","$1,965.05","$1,088.74",$0.00,"$3,053.78",$862.25,$477.73,"$1,681.39","$3,021.38","$23,765.49","$31,467.57","$21,723.32","$1,383.94",$170.90,$0.00,$41.67,$329.69,$115.97,"$2,042.17","$31,467.57","$19,914.97","$10,673.11","$1,339.99",$0.00,$0.00,"$13,498.56"
PS 3 BEDFORD VILLAGE (THE),NYC GEOG DIST #13 - BROOKLYN ,"$7,759.72","$2,382.72","$5,619.43",$17.19,"$15,779.07",$926.26,$513.19,$0.00,"$1,439.45",$609.83,$337.88,$268.82,"$1,216.54","$18,435.06","$26,137.14","$17,122.74",$908.81,$349.14,$37.18,$17.19,$0.00,$0.00,"$1,312.32","$26,137.14","$16,942.14","$8,234.90",$947.71,$0.00,$0.00,"$24,737.31"
PS 305 DR PETER RAY,NYC GEOG DIST #13 - BROOKLYN ,"$8,672.01","$3,877.96","$6,953.33",$163.83,"$19,667.13","$1,188.28",$658.37,$0.00,"$1,846.65","$1,829.77","$1,013.79",$456.50,"$3,300.06","$24,813.86","$32,515.94","$22,610.11",$759.09,$118.12,$0.00,$42.55,$741.81,$542.17,"$2,203.75","$32,515.94","$21,023.32","$6,248.19","$2,843.57",$0.00,$0.00,"$19,944.77"
PS 307 DANIEL HALE WILLIAMS,NYC GEOG DIST #13 - BROOKLYN ,"$9,749.58","$5,007.69","$8,176.28",$131.56,"$23,065.11",$699.12,$387.35,$0.00,"$1,086.47","$1,070.86",$593.31,$556.69,"$2,220.86","$26,372.45","$34,074.53","$24,738.26",$735.47,$186.88,$0.00,$0.00,$711.84,$0.00,"$1,634.19","$34,074.53","$39,217.78","$22,901.00","$1,664.17",$0.00,$0.00,"$27,030.38"
PS 44 MARCUS GARVEY,NYC GEOG DIST #13 - BROOKLYN ,"$9,395.48","$5,874.21","$8,460.19",$203.28,"$23,933.16","$2,410.61","$1,335.60",$0.00,"$3,746.21","$1,279.46",$708.89,$395.05,"$2,383.39","$30,062.78","$37,764.86","$27,506.52",$986.07,$816.74,$0.00,$49.18,$704.25,$0.00,"$2,556.25","$37,764.86","$34,284.00","$15,422.60","$1,988.34",$0.00,$0.00,"$25,833.09"
PS 46 EDWARD C BLUM,NYC GEOG DIST #13 - BROOKLYN ,"$8,688.47","$3,705.04","$6,866.63",$115.19,"$19,375.32",$600.21,$332.55,$0.00,$932.76,"$1,013.54",$561.55,$292.81,"$1,867.91","$22,176.00","$29,878.07","$20,366.55",$775.40,$365.54,$44.58,$22.71,$601.20,$0.00,"$1,809.44","$29,878.07","$22,391.76","$25,263.55","$1,575.10",$0.00,$0.00,"$17,346.49"
PS 54 SAMUEL C BARNES,NYC GEOG DIST #13 - BROOKLYN ,"$9,459.86","$3,182.21","$7,004.35",$33.96,"$19,680.38","$1,334.83",$739.56,$0.00,"$2,074.40",$183.31,$101.56,$479.23,$764.10,"$22,518.89","$30,220.96","$20,553.25","$1,204.23",$228.49,$49.91,$193.54,$213.07,$76.40,"$1,965.64","$30,220.96","$36,078.78","$27,021.68",$284.87,$0.00,$0.00,"$20,101.31"
PS 56 LEWIS H LATIMER,NYC GEOG DIST #13 - BROOKLYN ,"$7,917.75","$4,007.49","$6,607.19",$83.97,"$18,616.40",$569.13,$315.32,$0.00,$884.46,"$1,187.49",$657.93,"$1,274.60","$3,120.03","$22,620.90","$30,322.97","$20,297.13",$553.91,$574.03,$0.00,$436.65,$759.18,$0.00,"$2,323.76","$30,322.97","$25,341.00","$23,937.23","$1,845.42",$0.00,$0.00,"$12,395.50"
PS 67 CHARLES A DORSEY,NYC GEOG DIST #13 - BROOKLYN ,"$7,215.82","$4,516.95","$6,500.55",$203.21,"$18,436.52",$863.39,$478.36,$0.00,"$1,341.75",$781.55,$433.02,"$3,083.52","$4,298.09","$24,076.37","$31,778.45","$21,871.83","$1,038.64",$211.17,$0.00,$28.30,$926.42,$0.00,"$2,204.54","$31,778.45","$25,452.46","$14,996.59","$3,304.81","$2,655.37",$0.00,"$14,176.18"
PS 8 ROBERT FULTON,NYC GEOG DIST #13 - BROOKLYN ,"$6,007.64","$1,028.16","$3,898.19",$4.60,"$10,938.58",$453.91,$251.49,$0.00,$705.41,$236.11,$130.82,$170.68,$537.61,"$12,181.60","$19,883.67","$11,831.84",$21.92,$83.82,$10.99,$8.90,$224.12,$0.00,$349.75,"$19,883.67","$26,388.08","$6,774.20",$366.93,$0.00,$0.00,$0.00
PS 9 TEUNIS G BERGEN,NYC GEOG DIST #13 - BROOKLYN ,"$5,449.88","$2,423.29","$4,362.14",$54.51,"$12,289.82",$313.76,$173.84,$0.00,$487.60,$330.39,$183.06,$163.82,$677.27,"$13,454.69","$21,156.76","$12,957.02",$31.08,$56.58,$3.63,$6.37,$319.42,$80.59,$497.67,"$21,156.76","$27,487.63","$75,585.10",$513.45,$0.00,$0.00,"$12,843.89"
PS 93 WILLIAM H PRESCOTT,NYC GEOG DIST #13 - BROOKLYN ,"$8,371.03","$3,220.16","$6,422.11",$21.14,"$18,034.45",$769.12,$426.13,$0.00,"$1,195.25",$876.42,$485.58,$408.09,"$1,770.09","$20,999.79","$28,701.87","$19,233.73","$1,075.71",$550.50,$0.00,$21.14,$118.70,$0.00,"$1,766.06","$28,701.87","$21,678.31","$8,930.10","$1,362.00",$0.00,$0.00,"$25,434.84"
SATELLITE EAST MIDDLE SCHOOL,NYC GEOG DIST #13 - BROOKLYN ,"$11,437.32","$1,978.10","$7,432.82",$424.73,"$21,272.98","$3,556.66","$1,970.57",$0.00,"$5,527.23",$769.99,$426.61,"$5,102.98","$6,299.60","$33,099.82","$40,801.89","$31,752.00","$1,202.98",$0.00,$0.00,$64.52,$0.00,$80.30,"$1,347.81","$40,801.89","$10,174.41",$0.00,"$5,029.77","$6,528.14",$0.00,$0.00
SCIENCE SKILLS CENTER HIGH SCHOOL,NYC GEOG DIST #13 - BROOKLYN ,"$5,536.46","$1,153.46","$3,706.55",$30.38,"$10,426.86",$754.81,$418.20,$0.00,"$1,173.01",$939.03,$520.27,"$1,049.55","$2,508.86","$14,108.73","$21,810.80","$12,536.32",$768.23,$0.00,$0.00,$10.47,$357.46,$436.24,"$1,572.40","$21,810.80","$11,748.57","$8,041.50","$1,644.24",$442.07,$0.00,$0.00
URBAN ASSEMBLY INST OF MATH AND SCIE,NYC GEOG DIST #13 - BROOKLYN ,"$6,153.10",$985.86,"$3,955.35",$80.20,"$11,174.51",$611.45,$338.77,$0.00,$950.22,$681.22,$377.43,$453.78,"$1,512.43","$13,637.17","$21,339.25","$12,841.24",$752.93,$0.00,$23.50,$0.00,$19.50,$0.00,$795.93,"$21,339.25","$10,119.81","$7,444.14","$1,058.65",$0.00,$0.00,$0.00
URBAN ASSEMBLY SCHOOL FOR MUSIC-ART,NYC GEOG DIST #13 - BROOKLYN ,"$5,254.03","$2,268.76","$4,168.01",$76.78,"$11,767.59","$1,980.21","$1,097.14",$0.00,"$3,077.36",$686.16,$380.17,"$2,144.87","$3,211.20","$18,056.15","$25,758.23","$15,262.07","$1,229.64",$0.00,$0.00,$28.44,$100.17,"$1,435.82","$2,794.08","$25,758.23","$11,427.88","$12,017.38","$2,022.09","$2,133.96",$0.00,$0.00
URBAN ASSEMBLY UNISON SCHOOL (THE),NYC GEOG DIST #13 - BROOKLYN ,"$8,311.99","$2,981.91","$6,257.40",$773.29,"$18,324.60","$1,776.47",$984.25,$0.00,"$2,760.72",$912.36,$505.49,"$1,778.66","$3,196.52","$24,281.84","$31,983.92","$21,426.29","$1,010.68",$0.00,$0.00,$0.00,$384.97,"$1,459.89","$2,855.55","$31,983.92","$13,992.47","$9,060.17","$2,449.70","$1,031.84",$0.00,$0.00
URBAN ASSMBLY SCH-LAW & JSTCE,NYC GEOG DIST #13 - BROOKLYN ,"$5,692.75","$1,607.07","$4,044.47",$0.85,"$11,345.15",$841.52,$466.24,$0.00,"$1,307.77",$407.05,$225.53,$294.51,$927.09,"$13,580.00","$21,282.08","$12,733.78",$720.39,$0.00,$0.00,$0.00,$125.82,$0.00,$846.22,"$21,282.08","$15,711.91",$0.00,$632.58,$0.00,$0.00,$0.00
