School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
JHS 259 WILLIAM MCKINLEY,NYC GEOG DIST #20 - BROOKLYN ,"$5,387.32","$1,377.84","$3,748.25",$3.01,"$10,516.42",$476.20,$263.84,$0.00,$740.04,$251.68,$139.44,$513.36,$904.48,"$12,160.95","$19,863.03","$11,206.94",$637.96,$0.00,$20.84,$0.00,$75.20,$220.00,$954.01,"$19,863.03","$18,173.48","$5,557.00",$505.38,$614.77,$0.00,$0.00
JHS 62 DITMAS,NYC GEOG DIST #20 - BROOKLYN ,"$6,477.02","$1,541.79","$4,442.83",$24.25,"$12,485.90",$557.51,$308.89,$0.00,$866.41,$344.25,$190.73,$757.11,"$1,292.10","$14,644.40","$22,346.48","$13,548.98",$783.62,$0.00,$36.86,$0.00,$205.74,$69.21,"$1,095.43","$22,346.48","$18,218.19","$5,550.05",$534.99,$0.00,$0.00,$0.00
NEW UTRECHT HIGH SCHOOL,NYC GEOG DIST #20 - BROOKLYN ,"$5,439.50",$977.41,"$3,555.29",$2.86,"$9,975.06",$495.38,$274.47,$0.00,$769.85,$609.11,$337.48,$492.10,"$1,438.70","$12,183.60","$19,885.68","$11,388.60",$686.28,$0.00,$29.73,$0.00,$53.62,$25.37,$795.00,"$19,885.68","$12,437.37","$5,552.67",$901.59,$0.00,$0.00,$0.00
PS 102 BAYVIEW (THE),NYC GEOG DIST #20 - BROOKLYN ,"$5,934.50","$1,961.59","$4,374.83",$29.75,"$12,300.67",$388.49,$215.24,$0.00,$603.73,$198.07,$109.74,$624.11,$931.92,"$13,836.32","$21,538.40","$12,847.23",$577.65,$74.86,$26.41,$0.00,$310.17,$0.00,$989.09,"$21,538.40","$19,243.06","$6,603.46",$307.81,$0.00,$0.00,$0.00
PS 105 BLYTHEBOURNE (THE),NYC GEOG DIST #20 - BROOKLYN ,"$5,654.29","$1,412.23","$3,915.21",$427.40,"$11,409.14",$414.40,$229.60,$0.00,$644.00,$430.82,$238.69,$299.31,$968.82,"$13,021.95","$20,724.03","$11,762.12",$890.75,$99.50,$85.24,$0.00,$184.34,$0.00,"$1,259.83","$20,724.03","$26,369.39","$11,248.87",$545.37,$0.00,$0.00,$0.00
PS 112 LEFFERTS PARK,NYC GEOG DIST #20 - BROOKLYN ,"$6,294.94","$2,222.65","$4,719.18",$36.84,"$13,273.60",$664.34,$368.08,$0.00,"$1,032.42",$100.24,$55.54,$322.61,$478.39,"$14,784.41","$22,486.49","$13,985.37",$621.09,$59.13,$39.78,$0.00,$79.03,$0.00,$799.04,"$22,486.49","$21,485.88","$5,922.70",$155.78,$0.00,$0.00,"$10,552.67"
PS 127 MCKINLEY PARK,NYC GEOG DIST #20 - BROOKLYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 160 WILLIAM T SAMPSON,NYC GEOG DIST #20 - BROOKLYN ,"$6,543.54","$1,799.81","$4,622.64",$57.15,"$13,023.14",$441.41,$244.56,$0.00,$685.98,$361.38,$200.22,$529.22,"$1,090.82","$14,799.93","$22,502.01","$13,781.87",$752.30,$43.48,$65.20,$0.00,$157.08,$0.00,"$1,018.07","$22,502.01","$23,217.42","$5,209.84",$561.60,$0.00,$0.00,$0.00
PS 163 BATH BEACH,NYC GEOG DIST #20 - BROOKLYN ,"$6,735.77","$2,381.88","$5,051.64",$10.47,"$14,179.77",$679.52,$376.49,$0.00,"$1,056.02",$620.81,$343.96,$461.85,"$1,426.63","$16,662.41","$24,364.49","$15,408.96",$705.12,$147.97,$42.90,$0.00,$357.45,$0.00,"$1,253.45","$24,364.49","$22,635.87","$5,649.82",$964.78,$0.00,$0.00,$0.00
PS 164 CAESAR RODNEY,NYC GEOG DIST #20 - BROOKLYN ,"$6,822.23","$2,506.99","$5,168.86",$53.35,"$14,551.43",$448.45,$248.46,$0.00,$696.92,$412.56,$228.58,$899.49,"$1,540.64","$16,788.98","$24,491.06","$15,076.56",$768.31,$108.06,$18.48,$0.00,$319.40,$498.15,"$1,712.42","$24,491.06","$28,463.05","$16,956.80","$1,085.77",$562.83,$0.00,"$26,804.10"
PS 176 OVINGTON,NYC GEOG DIST #20 - BROOKLYN ,"$6,038.04","$1,521.00","$4,188.10",$75.92,"$11,823.06",$331.71,$183.78,$0.00,$515.49,$262.43,$145.40,$597.00,"$1,004.83","$13,343.39","$21,045.46","$12,318.94",$796.87,$46.58,$39.46,$0.00,$141.54,$0.00,"$1,024.45","$21,045.46","$25,632.46","$8,318.64",$335.04,$0.00,$0.00,$0.00
PS 179 KENSINGTON,NYC GEOG DIST #20 - BROOKLYN ,"$7,432.01","$2,965.96","$5,761.00",$24.45,"$16,183.43",$484.98,$268.70,$0.00,$753.68,$481.05,$266.52,$660.41,"$1,407.98","$18,345.08","$26,047.16","$16,358.34",$861.11,$61.33,$77.12,$0.00,$550.77,$436.41,"$1,986.74","$26,047.16","$30,158.68","$7,959.57","$1,116.07","$1,087.07",$0.00,"$14,688.63"
PS 185 WALTER KASSENBROCK,NYC GEOG DIST #20 - BROOKLYN ,"$5,874.11","$2,130.74","$4,435.09",$9.45,"$12,449.39",$385.31,$213.48,$0.00,$598.79,$408.21,$226.17,$115.35,$749.73,"$13,797.91","$21,499.98","$13,518.11",$3.09,$33.72,$22.75,$0.00,$220.23,$0.00,$279.80,"$21,499.98","$19,686.21","$4,902.69",$634.37,$0.00,$0.00,$0.00
PS 186 DR IRVING A GLADSTONE,NYC GEOG DIST #20 - BROOKLYN ,"$5,849.80","$2,190.96","$4,454.99",$19.02,"$12,514.77",$530.91,$294.15,$0.00,$825.06,$257.11,$142.45,$457.21,$856.76,"$14,196.59","$21,898.67","$13,310.70",$574.13,$81.93,$48.32,$0.00,$181.52,$0.00,$885.89,"$21,898.67","$24,631.70","$4,369.94",$399.56,$0.00,$0.00,$0.00
PS 192 MAGNET SCHOOL-MATH AND SCI,NYC GEOG DIST #20 - BROOKLYN ,"$7,075.71","$2,422.43","$5,262.45",$73.49,"$14,834.08",$768.67,$425.89,$0.00,"$1,194.56",$320.91,$177.80,$434.64,$933.35,"$16,961.99","$24,664.07","$15,818.92",$756.36,$53.23,$40.43,$0.00,$283.74,$9.30,"$1,143.07","$24,664.07","$24,189.33","$5,694.21",$498.71,$0.00,$0.00,"$23,895.71"
PS 200 BENSON SCHOOL,NYC GEOG DIST #20 - BROOKLYN ,"$5,719.10","$1,577.09","$4,042.46",$38.45,"$11,377.09",$416.41,$230.71,$0.00,$647.11,$231.53,$128.28,$522.36,$882.17,"$12,906.38","$20,608.45","$11,979.77",$707.29,$54.69,$47.64,$0.00,$116.98,$0.00,$926.60,"$20,608.45","$20,145.70","$7,133.75",$359.81,$0.00,$0.00,"$14,222.45"
PS 204 VINCE LOMBARDI,NYC GEOG DIST #20 - BROOKLYN ,"$6,009.67","$2,332.51","$4,621.99",$26.92,"$12,991.09",$499.06,$276.51,$0.00,$775.57,$322.15,$178.49,$348.07,$848.71,"$14,615.37","$22,317.45","$13,571.49",$649.71,$150.07,$31.29,$0.00,$212.80,$0.00,"$1,043.88","$22,317.45","$22,396.11","$7,251.58",$500.64,$0.00,$0.00,"$14,986.11"
PS 205 CLARION,NYC GEOG DIST #20 - BROOKLYN ,"$6,067.23","$2,965.88","$5,004.80",$18.00,"$14,055.92",$401.19,$222.28,$0.00,$623.47,$216.16,$119.76,$716.51,"$1,052.43","$15,731.82","$23,433.89","$14,646.86",$670.33,$65.62,$43.01,$0.00,$305.99,$0.00,"$1,084.96","$23,433.89","$26,109.04","$8,651.05",$335.92,$0.00,$0.00,"$14,970.54"
PS 229 DYKER,NYC GEOG DIST #20 - BROOKLYN ,"$5,526.02","$1,585.12","$3,939.93",$5.80,"$11,056.87",$398.25,$220.65,$0.00,$618.89,$147.17,$81.54,$177.44,$406.16,"$12,081.93","$19,784.00","$11,883.46",$12.53,$19.15,$20.52,$0.00,$146.26,$0.00,$198.47,"$19,784.00","$19,867.02","$3,892.19",$228.72,$0.00,$0.00,"$18,993.54"
PS 247,NYC GEOG DIST #20 - BROOKLYN ,"$6,492.35","$2,314.65","$4,879.53",$74.56,"$13,761.08",$486.21,$269.38,$0.00,$755.59,$124.55,$69.01,$645.20,$838.75,"$15,355.44","$23,057.51","$14,322.37",$638.17,$91.73,$44.95,$0.00,$258.22,$0.00,"$1,033.07","$23,057.51","$20,332.99","$4,827.60",$193.55,$0.00,$0.00,$0.00
PS 264 BAY RIDGE ELEMENTARY-ARTS,NYC GEOG DIST #20 - BROOKLYN ,"$6,516.99","$3,227.84","$5,399.13",$119.53,"$15,263.48",$661.59,$366.56,$0.00,"$1,028.15",$234.50,$129.92,$503.93,$868.35,"$17,159.98","$24,862.06","$16,274.56",$611.06,$0.00,$26.38,$0.00,$247.98,$0.00,$885.43,"$24,862.06","$22,394.11","$6,557.32",$364.42,$0.00,$0.00,$0.00
PS 48 MAPLETON,NYC GEOG DIST #20 - BROOKLYN ,"$6,437.88","$2,474.92","$4,938.15",$74.33,"$13,925.28",$752.88,$417.13,$0.00,"$1,170.01",$337.75,$187.13,$357.32,$882.20,"$15,977.49","$23,679.57","$14,936.97",$730.59,$46.68,$52.19,$0.00,$211.05,$0.00,"$1,040.52","$23,679.57","$21,778.01","$5,571.75",$524.88,$0.00,$0.00,"$15,402.22"
PS 503 SCHOOL OF DISCOVERY (THE),NYC GEOG DIST #20 - BROOKLYN ,"$7,851.49","$3,182.66","$6,113.48",$69.91,"$17,217.53",$390.29,$216.24,$0.00,$606.53,$392.41,$217.42,$346.11,$955.94,"$18,780.00","$26,482.07","$17,192.90","$1,013.88",$114.64,$95.81,$0.00,$340.42,$22.35,"$1,587.10","$26,482.07","$26,573.60","$8,568.03",$670.89,$168.01,$0.00,$0.00
PS 506 JOURNALISM AND TECHNOLOGY,NYC GEOG DIST #20 - BROOKLYN ,"$7,001.27","$2,391.38","$5,204.01",$19.69,"$14,616.36",$556.32,$308.23,$0.00,$864.55,$476.16,$263.82,$427.10,"$1,167.09","$16,648.00","$24,350.07","$15,099.96",$997.31,$130.63,$51.58,$0.00,$368.52,$0.00,"$1,548.04","$24,350.07","$24,785.66","$11,880.12",$934.22,$712.56,$0.00,$0.00
PS 69 VINCENT D GRIPPO SCHOOL,NYC GEOG DIST #20 - BROOKLYN ,"$6,917.41","$1,713.61","$4,782.02",$8.00,"$13,421.04",$536.27,$297.12,$0.00,$833.39,$470.28,$260.56,$331.79,"$1,062.63","$15,317.07","$23,019.14","$14,042.18",$892.05,$23.92,$81.75,$0.00,$277.16,$0.00,"$1,274.88","$23,019.14","$19,227.53","$7,190.18",$602.24,$0.00,$0.00,$0.00
PS 748 BROOKLYN SCH-GLOBAL SCHOLARS,NYC GEOG DIST #20 - BROOKLYN ,"$5,752.06","$2,288.71","$4,454.99",$13.87,"$12,509.63",$524.77,$290.75,$0.00,$815.51,$152.04,$84.24,$722.27,$958.55,"$14,283.69","$21,985.77","$13,203.39",$788.76,$0.00,$20.73,$0.00,$270.81,$0.00,"$1,080.30","$21,985.77","$22,544.17","$6,484.76",$236.28,$0.00,$0.00,$0.00
PS/IS 104 FORT HAMILTON SCHOOL (THE),NYC GEOG DIST #20 - BROOKLYN ,"$5,230.17","$1,994.12","$4,002.63",$0.00,"$11,226.92",$473.76,$262.49,$0.00,$736.25,$209.90,$116.29,$238.37,$564.57,"$12,527.75","$20,229.82","$12,200.52",$8.54,$43.70,$26.12,$0.00,$248.86,$0.00,$327.22,"$20,229.82","$23,015.03","$5,027.48",$326.19,$0.00,$0.00,$0.00
PS/IS 30 MARY WHITE OVINGTON,NYC GEOG DIST #20 - BROOKLYN ,"$6,307.33","$2,281.04","$4,758.39",$46.86,"$13,393.62",$555.13,$307.57,$0.00,$862.70,$370.57,$205.31,$248.81,$824.69,"$15,081.02","$22,783.09","$13,977.89",$762.03,$0.00,$25.99,$0.00,$315.11,$0.00,"$1,103.13","$22,783.09","$24,337.32","$8,700.49",$506.51,$0.00,$0.00,$0.00
RALPH A FABRIZIO SCHOOL,NYC GEOG DIST #20 - BROOKLYN ,"$6,099.42","$2,022.82","$4,500.13",$0.00,"$12,622.38",$529.28,$293.25,$0.00,$822.52,$566.12,$313.66,$537.96,"$1,417.73","$14,862.63","$22,564.71","$13,605.88",$818.55,$59.46,$65.59,$0.00,$313.16,$0.00,"$1,256.76","$22,564.71","$18,508.07","$11,149.51",$756.65,$0.00,$0.00,$0.00
SCHOOL FOR FUTURE LEADERS (THE),NYC GEOG DIST #20 - BROOKLYN ,"$6,428.46","$2,569.80","$4,985.50",$102.70,"$14,086.47","$1,051.69",$582.69,$0.00,"$1,634.38",$182.60,$101.17,$376.95,$660.72,"$16,381.57","$24,083.64","$15,193.60",$844.57,$0.00,$73.86,$0.00,$269.53,$0.00,"$1,187.96","$24,083.64","$31,022.76","$12,562.20",$283.77,$0.00,$0.00,$0.00
"SCHOOL OF MATH, SCIENCE, HEALTHY",NYC GEOG DIST #20 - BROOKLYN ,"$7,168.74","$2,713.94","$5,475.51",$134.41,"$15,492.60",$479.49,$265.66,$0.00,$745.15,$293.34,$162.53,$331.87,$787.74,"$17,025.49","$24,727.57","$15,915.03",$907.31,$0.00,$60.63,$0.00,$142.51,$0.00,"$1,110.46","$24,727.57","$36,920.42","$5,839.08",$455.87,$0.00,$0.00,$0.00
SEEALL ACADEMY (THE),NYC GEOG DIST #20 - BROOKLYN ,"$7,193.93","$2,279.54","$5,248.78",$5.77,"$14,728.02",$640.27,$354.74,$0.00,$995.01,$464.05,$257.11,$296.54,"$1,017.70","$16,740.73","$24,442.81","$15,521.85",$742.50,$20.57,$65.88,$0.00,$389.93,$0.00,"$1,218.88","$24,442.81","$35,358.81","$8,520.97",$721.16,$0.00,$0.00,"$30,011.94"
URBAN ASSEMBLY SCH-CRIMINAL JUSTICE,NYC GEOG DIST #20 - BROOKLYN ,"$6,424.55",$926.57,"$4,072.89",$0.00,"$11,424.01",$835.26,$462.78,$0.00,"$1,298.04",$430.54,$238.54,$391.87,"$1,060.96","$13,783.01","$21,485.09","$12,729.24",$959.67,$0.00,$24.49,$0.00,$69.60,$0.00,"$1,053.77","$21,485.09","$14,275.98","$10,382.94",$506.97,$0.00,$0.00,$0.00
