School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
EMOLIOR ACADEMY,NYC GEOG DIST #12 - BRONX ,"$5,272.31","$1,928.07","$3,989.38",$12.31,"$11,202.07","$1,307.37",$724.35,$0.00,"$2,031.71",$362.08,$200.61,"$1,546.34","$2,109.03","$15,342.82","$23,044.90","$14,339.83",$767.03,$0.00,$41.00,$0.00,$121.56,$73.39,"$1,002.99","$23,044.90","$18,063.32","$3,974.23",$562.69,$0.00,$0.00,$0.00
ESMT-IS 190,NYC GEOG DIST #12 - BRONX ,"$7,396.60","$1,915.55","$5,159.41",$166.49,"$14,638.04",$673.32,$373.05,$0.00,"$1,046.38",$377.84,$209.34,"$1,037.53","$1,624.71","$17,309.14","$25,011.22","$16,474.02",$831.35,$0.00,$0.00,$0.00,$0.00,$3.76,$835.11,"$25,011.22","$18,651.57","$3,805.43",$587.18,$0.00,$0.00,$0.00
EXPLORATIONS ACADEMY HS,NYC GEOG DIST #12 - BRONX ,"$6,497.92","$1,589.74","$4,480.97",$42.85,"$12,611.48","$1,401.80",$776.67,$0.00,"$2,178.46",$623.01,$345.18,"$1,248.78","$2,216.97","$17,006.92","$24,708.99","$15,860.34",$998.10,$0.00,$45.67,$0.00,$56.50,$46.30,"$1,146.57","$24,708.99","$10,120.96","$5,938.44",$968.19,$0.00,$0.00,$0.00
FAIRMONT NEIGHBORHOOD SCHOOL,NYC GEOG DIST #12 - BRONX ,"$7,599.44","$3,741.62","$6,283.52",$215.95,"$17,840.54",$896.32,$496.61,$0.00,"$1,392.93","$1,113.84",$617.12,$712.68,"$2,443.65","$21,677.11","$29,379.19","$19,704.46","$1,110.91",$0.00,$33.36,$247.66,$558.61,$22.11,"$1,972.66","$29,379.19","$21,706.88","$3,576.62","$1,730.96",$0.00,$0.00,"$17,177.86"
FANNIE LOU HAMER FREEDOM HS,NYC GEOG DIST #12 - BRONX ,"$6,666.18","$2,065.45","$4,837.77",$109.94,"$13,679.34","$1,044.95",$578.96,$0.00,"$1,623.91",$982.24,$544.21,"$1,280.11","$2,806.56","$18,109.81","$25,811.89","$16,879.95",$838.43,$0.00,$18.87,$0.00,$152.49,$220.08,"$1,229.87","$25,811.89","$14,743.06","$15,988.55","$1,647.56",$888.78,$0.00,$0.00
FANNIE LOU HAMER MIDDLE SCHOOL,NYC GEOG DIST #12 - BRONX ,"$6,871.18","$2,318.75","$5,091.69",$227.53,"$14,509.16","$1,269.91",$703.59,$0.00,"$1,973.51",$624.65,$346.09,"$3,264.54","$4,235.29","$20,717.96","$28,420.04","$19,207.72","$1,191.74",$0.00,$43.85,$0.00,$221.38,$53.26,"$1,510.24","$28,420.04","$18,265.82","$9,978.11","$2,540.08","$3,589.28",$0.00,$0.00
FREDERICK DOUGLASS ACAD V MIDDLE SCH,NYC GEOG DIST #12 - BRONX ,"$4,958.61","$3,305.48","$4,578.72",$121.95,"$12,964.77","$1,205.46",$667.88,$0.00,"$1,873.34",$480.06,$265.98,"$1,093.29","$1,839.33","$16,677.44","$24,379.52","$15,483.00",$909.45,$0.00,$0.00,$0.00,$267.96,$17.02,"$1,194.43","$24,379.52","$19,668.75","$2,544.97",$746.04,$0.00,$0.00,$0.00
HIGH SCHOOL OF WORLD CULTURES,NYC GEOG DIST #12 - BRONX ,"$6,078.07","$1,943.93","$4,444.59",$140.57,"$12,607.16",$660.48,$365.94,$0.00,"$1,026.42",$485.82,$269.17,"$1,454.35","$2,209.34","$15,842.92","$23,545.00","$13,769.26","$1,168.60",$0.00,$188.95,$0.00,$0.00,$716.11,"$2,073.66","$23,545.00","$4,433.95","$5,889.41","$1,267.48","$1,053.83",$0.00,$0.00
"IS 318 MATH, SCIENCE & TECH THRO ART",NYC GEOG DIST #12 - BRONX ,"$7,275.76","$2,766.99","$5,564.20",$91.05,"$15,698.00","$1,174.85",$650.92,$0.00,"$1,825.77",$402.86,$223.20,"$1,627.94","$2,254.01","$19,777.78","$27,479.86","$18,252.48","$1,230.48",$0.00,$43.53,$0.00,$188.56,$62.72,"$1,525.29","$27,479.86","$15,054.18","$6,985.97",$626.06,$0.00,$0.00,$0.00
JHS 98 HERMAN RIDDER,NYC GEOG DIST #12 - BRONX ,"$7,635.93","$3,451.37","$6,142.93",$178.17,"$17,408.40","$1,005.58",$557.14,$0.00,"$1,562.72","$1,350.74",$748.38,$726.43,"$2,825.55","$21,796.68","$29,498.76","$19,371.80",$907.32,$0.00,$75.19,$136.59,$894.39,$411.37,"$2,424.87","$29,498.76","$20,597.50","$9,370.87","$2,099.11",$0.00,$0.00,$0.00
KAPPA III,NYC GEOG DIST #12 - BRONX ,"$5,696.37","$2,041.03","$4,286.91",$414.50,"$12,438.81",$562.94,$311.90,$0.00,$874.84,$149.28,$82.71,"$1,581.91","$1,813.90","$15,127.55","$22,829.63","$13,909.11",$950.32,$0.00,$33.44,$0.00,$62.20,$172.48,"$1,218.44","$22,829.63","$12,844.97","$4,814.67",$231.99,$0.00,$0.00,$0.00
METROPOLITAN HIGH SCHOOL (THE),NYC GEOG DIST #12 - BRONX ,"$8,682.27","$2,204.53","$6,031.84",$66.21,"$16,984.86","$1,649.46",$913.89,$0.00,"$2,563.35",$977.22,$541.43,"$1,900.67","$3,419.33","$22,967.54","$30,669.62","$21,648.80","$1,103.43",$0.00,$31.53,$0.00,$183.20,$0.58,"$1,318.74","$30,669.62","$17,182.14","$9,177.66","$2,633.69","$3,977.90",$0.00,$0.00
METROPOLITAN SOUNDVIEW HIGH (THE),NYC GEOG DIST #12 - BRONX ,"$6,889.25","$1,422.72","$4,605.25",$116.31,"$13,033.54",$699.36,$387.48,$0.00,"$1,086.85","$1,038.26",$575.25,"$1,046.90","$2,660.41","$16,780.79","$24,482.87","$15,702.33",$943.42,$0.00,$25.05,$0.00,$28.95,$81.04,"$1,078.46","$24,482.87","$9,117.05","$7,622.18","$1,462.93",$0.00,$0.00,$0.00
MOTT HALL V,NYC GEOG DIST #12 - BRONX ,"$6,813.47","$1,191.94","$4,435.40",$123.18,"$12,563.99",$700.42,$388.07,$0.00,"$1,088.49",$717.37,$397.46,$778.06,"$1,892.89","$15,545.37","$23,247.45","$14,625.63",$798.34,$0.00,$14.16,$0.00,$51.52,$55.72,$919.74,"$23,247.45","$12,222.90","$4,242.11",$973.00,$0.00,$0.00,$0.00
MS 129 ACAD FOR INDEPENDENT LRNING,NYC GEOG DIST #12 - BRONX ,"$6,205.50","$1,868.06","$4,473.16",$182.23,"$12,728.94","$1,003.74",$556.13,$0.00,"$1,559.87",$665.17,$368.54,"$1,222.89","$2,256.59","$16,545.41","$24,247.48","$15,215.48",$925.73,$0.00,$20.25,$28.79,$352.83,$2.31,"$1,329.92","$24,247.48","$19,143.35","$6,745.40","$1,033.71",$0.00,$0.00,$0.00
PAN AMERICAN INTERNATIONAL HS-MONROE,NYC GEOG DIST #12 - BRONX ,"$6,513.15","$1,830.83","$4,622.99",$92.24,"$13,059.22","$1,085.37",$601.35,$0.00,"$1,686.73",$787.20,$436.15,$555.60,"$1,778.94","$16,524.89","$24,226.97","$15,213.69","$1,079.83",$0.00,$187.07,$0.00,$0.00,$44.29,"$1,311.19","$24,226.97","$21,648.73","$4,570.50","$1,223.34",$0.00,$0.00,$0.00
PS 134 GEORGE F BRISTOW,NYC GEOG DIST #12 - BRONX ,"$6,852.20","$2,023.48","$4,917.58",$80.10,"$13,873.36",$696.99,$386.17,$0.00,"$1,083.16",$566.05,$313.62,$377.04,"$1,256.71","$16,213.23","$23,915.31","$14,662.31",$950.72,$161.64,$29.57,$46.61,$345.44,$16.93,"$1,550.93","$23,915.31","$15,842.01","$4,713.23",$879.67,$0.00,$0.00,"$18,228.86"
PS 150 CHARLES JAMES FOX,NYC GEOG DIST #12 - BRONX ,"$7,292.37","$1,800.80","$5,038.08",$36.26,"$14,167.51",$567.20,$314.26,$0.00,$881.45,$877.94,$486.42,$583.61,"$1,947.97","$16,996.94","$24,699.01","$15,087.39","$1,238.55",$113.36,$46.43,$22.15,$469.42,$19.64,"$1,909.55","$24,699.01","$19,067.04","$10,264.92","$1,364.36",$0.00,$0.00,"$15,017.39"
PS 195,NYC GEOG DIST #12 - BRONX ,"$5,800.25","$2,410.34","$4,549.08",$227.68,"$12,987.35",$496.59,$275.13,$0.00,$771.72,$567.84,$314.61,$985.68,"$1,868.14","$15,627.21","$23,329.29","$13,857.95","$1,134.58",$48.22,$56.28,$236.87,$246.55,$46.76,"$1,769.26","$23,329.29","$17,383.65","$2,569.17",$882.45,$0.00,$0.00,"$12,950.64"
PS 196,NYC GEOG DIST #12 - BRONX ,"$6,641.75","$1,839.16","$4,698.85",$80.16,"$13,259.92",$431.62,$239.14,$0.00,$670.76,$134.47,$74.50,$485.32,$694.29,"$14,624.98","$22,327.05","$13,398.33","$1,053.25",$46.32,$58.19,$0.00,$61.39,$7.50,"$1,226.65","$22,327.05","$13,063.18","$5,787.70",$208.97,$0.00,$0.00,"$10,405.42"
PS 211,NYC GEOG DIST #12 - BRONX ,"$7,384.50","$2,262.45","$5,344.90",$150.14,"$15,142.00",$767.85,$425.43,$0.00,"$1,193.28",$319.84,$177.21,"$1,319.87","$1,816.92","$18,152.21","$25,854.29","$16,627.29",$920.36,$149.50,$20.32,$0.00,$232.21,$202.53,"$1,524.92","$25,854.29","$16,153.98","$14,884.19","$1,072.60","$2,686.77",$0.00,"$19,590.44"
PS 212,NYC GEOG DIST #12 - BRONX ,"$10,378.05","$2,773.11","$7,286.42",$233.88,"$20,671.46","$1,395.46",$773.16,$0.00,"$2,168.62","$1,970.45","$1,091.73","$1,835.32","$4,897.51","$27,737.61","$35,439.68","$22,347.02","$2,346.39",$183.34,$74.04,$0.00,"$1,341.29","$1,445.52","$5,390.59","$35,439.68","$27,371.32","$6,943.32","$4,264.10","$2,533.73",$0.00,"$21,738.00"
PS 214,NYC GEOG DIST #12 - BRONX ,"$5,916.07","$1,678.55","$4,207.80",$130.75,"$11,933.16",$521.45,$288.91,$0.00,$810.35,$372.34,$206.29,$871.33,"$1,449.96","$14,193.48","$21,895.55","$12,954.47",$921.34,$85.23,$12.06,$22.23,$88.01,$110.14,"$1,239.00","$21,895.55","$15,898.32","$4,187.75",$578.63,$0.00,$0.00,"$19,293.31"
PS 44 DAVID C FARRAGUT,NYC GEOG DIST #12 - BRONX ,"$7,286.38","$2,318.78","$5,321.75",$286.12,"$15,213.04",$976.28,$540.91,$0.00,"$1,517.19",$973.47,$539.35,"$1,439.04","$2,951.87","$19,682.11","$27,384.19","$16,702.86",$871.20,$189.42,$43.36,$0.00,$744.32,"$1,130.95","$2,979.25","$27,384.19","$24,794.09","$6,152.91","$2,315.05",$934.50,$0.00,"$19,018.05"
PS 47 JOHN RANDOLPH,NYC GEOG DIST #12 - BRONX ,"$6,195.60","$1,751.06","$4,402.85",$102.27,"$12,451.79",$671.04,$371.79,$0.00,"$1,042.83",$264.23,$146.39,"$1,235.82","$1,646.44","$15,141.06","$22,843.14","$13,299.51","$1,185.77",$167.09,$43.31,$200.43,$213.57,$31.38,"$1,841.55","$22,843.14","$12,743.94","$5,513.73",$410.62,$0.00,$0.00,$0.00
PS 536,NYC GEOG DIST #12 - BRONX ,"$5,972.96","$1,928.03","$4,377.55",$2.30,"$12,280.84",$656.48,$363.72,$0.00,"$1,020.20",$253.80,$140.62,$628.51,"$1,022.93","$14,323.98","$22,026.05","$13,332.38",$929.16,$0.00,$38.97,$0.00,$23.46,$0.00,$991.60,"$22,026.05","$16,112.80","$6,887.90",$394.42,$0.00,$0.00,"$12,414.83"
PS 57 CRESCENT,NYC GEOG DIST #12 - BRONX ,"$6,718.03","$2,843.50","$5,297.58",$83.75,"$14,942.86",$494.83,$274.16,$0.00,$768.98,$517.22,$286.57,$789.49,"$1,593.27","$17,305.12","$25,007.20","$15,785.20",$763.76,$157.44,$7.43,$31.70,$521.60,$37.98,"$1,519.92","$25,007.20","$24,334.13","$3,184.24",$803.79,$0.00,$0.00,"$15,783.76"
PS 595,NYC GEOG DIST #12 - BRONX ,"$8,330.33","$3,069.54","$6,316.11",$65.36,"$17,781.35",$814.92,$451.51,$0.00,"$1,266.43","$1,293.66",$716.75,"$5,912.31","$7,922.74","$26,970.52","$34,672.60","$26,503.07",$310.41,$104.67,$32.05,$0.00,$0.00,$20.32,$467.46,"$34,672.60","$26,255.35","$7,370.55","$4,956.02","$2,945.59",$0.00,"$18,447.48"
PS 6 WEST FARMS,NYC GEOG DIST #12 - BRONX ,"$7,578.49","$2,972.65","$5,845.87",$125.00,"$16,522.01",$776.31,$430.11,$0.00,"$1,206.42",$560.04,$310.29,"$1,002.61","$1,872.94","$19,601.37","$27,303.44","$17,085.17","$1,120.16",$258.35,$38.43,$295.76,$614.06,$189.43,"$2,516.20","$27,303.44","$20,134.08","$14,717.63",$870.33,$0.00,$0.00,"$16,091.53"
PS 61 FRANCISCO OLLER,NYC GEOG DIST #12 - BRONX ,"$5,960.30","$2,609.94","$4,748.35",$117.60,"$13,436.20",$964.40,$534.32,$0.00,"$1,498.72",$621.54,$344.36,"$1,355.09","$2,321.00","$17,255.92","$24,958.00","$15,553.00",$726.94,$255.18,$12.20,$0.00,$586.61,$121.98,"$1,702.92","$24,958.00","$19,947.09","$4,240.37","$1,489.22",$523.31,$0.00,"$16,620.47"
PS 66 SCHOOL OF HIGHER EXPECTATIONS,NYC GEOG DIST #12 - BRONX ,"$8,067.24","$2,691.88","$5,961.10",$156.11,"$16,876.32",$930.69,$515.65,$0.00,"$1,446.35",$938.51,$519.98,$532.48,"$1,990.98","$20,313.65","$28,015.73","$18,403.27","$1,203.10",$210.46,$31.79,$29.06,$397.65,$38.32,"$1,910.39","$28,015.73","$20,764.64","$4,656.71","$1,458.50",$0.00,$0.00,"$17,816.76"
PS 67 MOHEGAN SCHOOL,NYC GEOG DIST #12 - BRONX ,"$5,781.50","$2,579.40","$4,632.36",$54.38,"$13,047.64","$1,232.15",$682.67,$0.00,"$1,914.83",$640.06,$354.63,"$2,156.68","$3,151.37","$18,113.85","$25,815.93","$15,780.42","$1,145.32",$191.95,$38.90,$0.00,$407.61,$549.65,"$2,333.43","$25,815.93","$15,995.03","$4,700.40","$1,402.77",$736.96,$0.00,"$14,730.90"
SAMARA COMMUNITY SCHOOL,NYC GEOG DIST #12 - BRONX ,"$6,686.94","$2,682.04","$5,190.89",$53.24,"$14,613.12",$599.17,$331.97,$0.00,$931.13,$293.46,$162.59,$642.00,"$1,098.05","$16,642.31","$24,344.38","$15,466.30",$800.97,$0.00,$50.32,$0.00,$314.29,$10.42,"$1,176.00","$24,344.38","$18,963.33","$23,103.36",$456.05,$0.00,$0.00,"$15,250.53"
SCHOOL OF PERFORMING ARTS,NYC GEOG DIST #12 - BRONX ,"$6,685.32","$2,776.32","$5,242.23",$205.87,"$14,909.74",$909.57,$503.95,$0.00,"$1,413.53",$640.66,$354.96,"$2,872.87","$3,868.50","$20,191.77","$27,893.85","$18,487.73",$948.18,$0.00,$31.92,$0.00,$701.48,$22.46,"$1,704.04","$27,893.85","$15,331.15","$7,627.88","$2,105.20","$2,992.76",$0.00,$0.00
SCHOOL OF SCIENCE & APPLIED LRNG,NYC GEOG DIST #12 - BRONX ,"$7,908.37","$2,792.48","$5,928.82",$13.23,"$16,642.90",$730.88,$404.94,$0.00,"$1,135.82","$1,002.99",$555.70,$922.92,"$2,481.62","$20,260.35","$27,962.42","$18,332.51","$1,120.72",$244.79,$20.26,$35.55,$475.75,$30.77,"$1,927.83","$27,962.42","$19,040.36","$8,383.28","$1,558.69",$0.00,$0.00,"$13,502.24"
URBAN SCHOLARS COMMUNITY SCHOOL,NYC GEOG DIST #12 - BRONX ,"$9,172.76","$4,098.18","$7,352.78",$155.21,"$20,778.93","$1,143.90",$633.78,$0.00,"$1,777.69",$411.04,$227.74,"$2,183.18","$2,821.95","$25,378.57","$33,080.65","$23,581.61","$1,145.27",$142.11,$29.95,$0.00,$431.37,$48.25,"$1,796.96","$33,080.65","$28,615.45","$16,512.60","$2,025.58","$1,953.68",$0.00,"$24,229.77"
WINGS ACADEMY,NYC GEOG DIST #12 - BRONX ,"$6,875.36","$1,177.22","$4,461.54",$0.00,"$12,514.12","$1,059.82",$587.19,$0.00,"$1,647.01",$544.06,$301.43,$974.34,"$1,819.83","$15,980.97","$23,683.05","$14,491.67","$1,126.98",$0.00,$0.00,$181.09,$125.82,$55.40,"$1,489.30","$23,683.05","$7,984.26","$25,570.19",$845.49,$0.00,$0.00,$0.00
